[2024-03-25 20:35:44] [world] The Player <GolemDaWanderer> has placed DIRT at X= -10301, Y= 38, Z= 4028
[2024-03-25 22:53:59] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -581, Y= 78, Z= 246
[2024-03-25 22:55:40] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -574, Y= 79, Z= 253
[2024-03-25 23:16:45] [world] The Player <GolemDaWanderer> has placed SAND at X= -978, Y= 66, Z= 991
[2024-03-25 23:16:46] [world] The Player <GolemDaWanderer> has placed SAND at X= -978, Y= 67, Z= 991
[2024-03-25 23:16:52] [world] The Player <GolemDaWanderer> has placed SANDSTONE at X= -974, Y= 70, Z= 985
[2024-03-25 23:16:52] [world] The Player <GolemDaWanderer> has placed SANDSTONE at X= -972, Y= 72, Z= 985
[2024-03-25 23:16:52] [world] The Player <GolemDaWanderer> has placed SANDSTONE at X= -972, Y= 73, Z= 985
[2024-03-25 23:16:53] [world] The Player <GolemDaWanderer> has placed SANDSTONE at X= -972, Y= 72, Z= 984
[2024-03-25 23:16:53] [world] The Player <GolemDaWanderer> has placed SANDSTONE at X= -972, Y= 73, Z= 984
[2024-03-25 23:18:33] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10177, Y= 63, Z= 4111
[2024-03-25 23:18:48] [world] The Player <GolemDaWanderer> has placed SOUL_SAND at X= -10177, Y= 63, Z= 4112
[2024-03-25 23:21:03] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10177, Y= 64, Z= 4112
[2024-03-25 23:21:13] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10178, Y= 65, Z= 4112
[2024-03-25 23:21:18] [world] The Player <GolemDaWanderer> has placed TORCH at X= -10171, Y= 63, Z= 4108
[2024-03-25 23:22:36] [world] The Player <GolemDaWanderer> has placed STONE at X= -10176, Y= 61, Z= 4117
[2024-03-25 23:53:19] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10175, Y= 58, Z= 4114
[2024-03-25 23:53:19] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10175, Y= 59, Z= 4114
[2024-03-25 23:53:29] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10170, Y= 61, Z= 4113
[2024-03-26 00:00:01] [world] The Player <GolemDaWanderer> has placed SPONGE at X= 9999, Y= 70, Z= -9902
[2024-03-26 00:00:22] [world] The Player <NezukoChan> has placed REDSTONE_TORCH_ON at X= 9997, Y= 70, Z= -9905
[2024-03-26 00:00:49] [world] The Player <GolemDaWanderer> has placed SPONGE at X= 9996, Y= 70, Z= -9909
[2024-03-26 00:00:49] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= 9996, Y= 70, Z= -9908
[2024-03-26 00:00:53] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= 9996, Y= 71, Z= -9909
[2024-03-26 00:00:56] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= 9996, Y= 70, Z= -9908
[2024-03-26 00:00:57] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= 9997, Y= 70, Z= -9909
[2024-03-26 00:01:12] [world] The Player <NezukoChan> has placed SPONGE at X= 9993, Y= 71, Z= -9913
[2024-03-26 00:01:15] [world] The Player <NezukoChan> has placed SPONGE at X= 9993, Y= 71, Z= -9914
[2024-03-26 00:29:25] [world] The Player <hexa> has placed NETHERRACK at X= 1000064, Y= 60, Z= 1000006
[2024-03-26 00:29:30] [world] The Player <hexa> has placed NETHERRACK at X= 1000064, Y= 60, Z= 1000005
[2024-03-26 00:29:37] [world] The Player <hexa> has placed NETHERRACK at X= 1000062, Y= 59, Z= 1000002
[2024-03-26 00:29:37] [world] The Player <hexa> has placed NETHERRACK at X= 1000062, Y= 59, Z= 1000003
[2024-03-26 00:29:46] [world] The Player <hexa> has placed NETHERRACK at X= 1000064, Y= 60, Z= 1000008
[2024-03-26 00:30:40] [world] The Player <hexa> has placed NETHERRACK at X= 1000041, Y= 61, Z= 1000010
[2024-03-26 00:30:41] [world] The Player <hexa> has placed NETHERRACK at X= 1000041, Y= 61, Z= 1000009
[2024-03-26 00:30:42] [world] The Player <hexa> has placed NETHERRACK at X= 1000040, Y= 61, Z= 1000008
[2024-03-26 00:30:44] [world] The Player <hexa> has placed NETHERRACK at X= 1000039, Y= 61, Z= 1000007
[2024-03-26 00:30:45] [world] The Player <hexa> has placed NETHERRACK at X= 1000038, Y= 61, Z= 1000006
[2024-03-26 00:30:46] [world] The Player <hexa> has placed NETHERRACK at X= 1000037, Y= 61, Z= 1000004
[2024-03-26 00:30:48] [world] The Player <hexa> has placed NETHERRACK at X= 1000036, Y= 61, Z= 1000003
[2024-03-26 00:30:51] [world] The Player <hexa> has placed NETHERRACK at X= 1000034, Y= 61, Z= 1000002
[2024-03-26 00:30:53] [world] The Player <hexa> has placed NETHERRACK at X= 1000033, Y= 61, Z= 1000002
[2024-03-26 00:30:53] [world] The Player <hexa> has placed NETHERRACK at X= 1000032, Y= 61, Z= 1000002
[2024-03-26 00:30:55] [world] The Player <hexa> has placed NETHERRACK at X= 1000031, Y= 61, Z= 1000001
[2024-03-26 00:30:56] [world] The Player <hexa> has placed NETHERRACK at X= 1000030, Y= 61, Z= 1000000
[2024-03-26 00:30:57] [world] The Player <hexa> has placed NETHERRACK at X= 1000030, Y= 61, Z= 999999
[2024-03-26 00:30:58] [world] The Player <hexa> has placed NETHERRACK at X= 1000030, Y= 61, Z= 999998
[2024-03-26 00:30:59] [world] The Player <hexa> has placed NETHERRACK at X= 1000030, Y= 61, Z= 999997
[2024-03-26 00:31:00] [world] The Player <hexa> has placed NETHERRACK at X= 1000030, Y= 61, Z= 999996
[2024-03-26 00:31:01] [world] The Player <hexa> has placed NETHERRACK at X= 1000030, Y= 61, Z= 999995
[2024-03-26 00:31:02] [world] The Player <hexa> has placed NETHERRACK at X= 1000031, Y= 61, Z= 999995
[2024-03-26 00:31:03] [world] The Player <hexa> has placed NETHERRACK at X= 1000031, Y= 61, Z= 999994
[2024-03-26 00:31:05] [world] The Player <hexa> has placed NETHERRACK at X= 1000032, Y= 61, Z= 999993
[2024-03-26 00:31:07] [world] The Player <hexa> has placed NETHERRACK at X= 1000033, Y= 61, Z= 999993
[2024-03-26 00:31:08] [world] The Player <hexa> has placed NETHERRACK at X= 1000034, Y= 61, Z= 999993
[2024-03-26 00:31:09] [world] The Player <hexa> has placed NETHERRACK at X= 1000035, Y= 61, Z= 999993
[2024-03-26 00:31:14] [world] The Player <hexa> has placed NETHERRACK at X= 1000035, Y= 61, Z= 999992
[2024-03-26 00:31:15] [world] The Player <hexa> has placed NETHERRACK at X= 1000036, Y= 61, Z= 999992
[2024-03-26 00:31:16] [world] The Player <hexa> has placed NETHERRACK at X= 1000037, Y= 61, Z= 999992
[2024-03-26 00:31:17] [world] The Player <hexa> has placed NETHERRACK at X= 1000038, Y= 61, Z= 999992
[2024-03-26 00:31:19] [world] The Player <hexa> has placed NETHERRACK at X= 1000039, Y= 61, Z= 999991
[2024-03-26 00:31:21] [world] The Player <hexa> has placed NETHERRACK at X= 1000040, Y= 61, Z= 999991
[2024-03-26 00:31:21] [world] The Player <hexa> has placed NETHERRACK at X= 1000041, Y= 61, Z= 999990
[2024-03-26 00:31:23] [world] The Player <hexa> has placed NETHERRACK at X= 1000042, Y= 61, Z= 999989
[2024-03-26 00:31:24] [world] The Player <hexa> has placed NETHERRACK at X= 1000043, Y= 61, Z= 999989
[2024-03-26 00:31:25] [world] The Player <hexa> has placed NETHERRACK at X= 1000044, Y= 61, Z= 999988
[2024-03-26 00:31:26] [world] The Player <hexa> has placed NETHERRACK at X= 1000045, Y= 61, Z= 999988
[2024-03-26 00:31:28] [world] The Player <hexa> has placed NETHERRACK at X= 1000045, Y= 61, Z= 999987
[2024-03-26 00:31:29] [world] The Player <hexa> has placed NETHERRACK at X= 1000046, Y= 61, Z= 999986
[2024-03-26 00:31:30] [world] The Player <hexa> has placed NETHERRACK at X= 1000047, Y= 61, Z= 999985
[2024-03-26 00:31:32] [world] The Player <hexa> has placed NETHERRACK at X= 1000048, Y= 61, Z= 999985
[2024-03-26 00:31:33] [world] The Player <hexa> has placed NETHERRACK at X= 1000049, Y= 61, Z= 999984
[2024-03-26 00:31:35] [world] The Player <hexa> has placed NETHERRACK at X= 1000049, Y= 61, Z= 999983
[2024-03-26 00:31:37] [world] The Player <hexa> has placed NETHERRACK at X= 1000050, Y= 61, Z= 999982
[2024-03-26 00:31:38] [world] The Player <hexa> has placed NETHERRACK at X= 1000051, Y= 61, Z= 999981
[2024-03-26 00:31:40] [world] The Player <hexa> has placed NETHERRACK at X= 1000052, Y= 61, Z= 999981
[2024-03-26 00:31:40] [world] The Player <hexa> has placed NETHERRACK at X= 1000053, Y= 61, Z= 999981
[2024-03-26 00:31:41] [world] The Player <hexa> has placed NETHERRACK at X= 1000054, Y= 61, Z= 999981
[2024-03-26 00:31:42] [world] The Player <hexa> has placed NETHERRACK at X= 1000055, Y= 61, Z= 999981
[2024-03-26 00:31:43] [world] The Player <hexa> has placed NETHERRACK at X= 1000056, Y= 61, Z= 999981
[2024-03-26 00:31:44] [world] The Player <hexa> has placed NETHERRACK at X= 1000057, Y= 61, Z= 999981
[2024-03-26 00:31:45] [world] The Player <hexa> has placed NETHERRACK at X= 1000058, Y= 61, Z= 999982
[2024-03-26 00:31:46] [world] The Player <hexa> has placed NETHERRACK at X= 1000059, Y= 61, Z= 999982
[2024-03-26 00:31:47] [world] The Player <hexa> has placed NETHERRACK at X= 1000060, Y= 61, Z= 999982
[2024-03-26 00:31:48] [world] The Player <hexa> has placed NETHERRACK at X= 1000061, Y= 61, Z= 999983
[2024-03-26 00:31:50] [world] The Player <hexa> has placed NETHERRACK at X= 1000062, Y= 61, Z= 999984
[2024-03-26 00:31:51] [world] The Player <hexa> has placed NETHERRACK at X= 1000063, Y= 61, Z= 999985
[2024-03-26 00:31:52] [world] The Player <hexa> has placed NETHERRACK at X= 1000064, Y= 61, Z= 999986
[2024-03-26 00:31:53] [world] The Player <hexa> has placed NETHERRACK at X= 1000065, Y= 61, Z= 999986
[2024-03-26 00:33:08] [world] The Player <hexa> has placed TORCH at X= 1000058, Y= 53, Z= 999906
[2024-03-26 00:33:12] [world] The Player <hexa> has placed TORCH at X= 1000048, Y= 51, Z= 999913
[2024-03-26 00:33:53] [world] The Player <hexa> has placed TORCH at X= 1000049, Y= 46, Z= 999922
[2024-03-26 00:33:58] [world] The Player <hexa> has placed TORCH at X= 1000048, Y= 46, Z= 999935
[2024-03-26 00:34:02] [world] The Player <hexa> has placed TORCH at X= 1000050, Y= 45, Z= 999927
[2024-03-26 00:34:25] [world] The Player <hexa> has placed COBBLESTONE at X= 1000063, Y= 57, Z= 999912
[2024-03-26 00:34:30] [world] The Player <hexa> has placed COBBLESTONE at X= 1000064, Y= 59, Z= 999911
[2024-03-26 00:34:40] [world] The Player <hexa> has placed COBBLESTONE at X= 1000064, Y= 60, Z= 999912
[2024-03-26 00:34:46] [world] The Player <hexa> has placed COBBLESTONE at X= 1000064, Y= 61, Z= 999912
[2024-03-26 00:35:34] [world] The Player <hexa> has placed COBBLESTONE at X= 1000071, Y= 45, Z= 999902
[2024-03-26 00:35:34] [world] The Player <hexa> has placed COBBLESTONE at X= 1000071, Y= 45, Z= 999903
[2024-03-26 00:35:34] [world] The Player <hexa> has placed COBBLESTONE at X= 1000071, Y= 46, Z= 999903
[2024-03-26 00:35:34] [world] The Player <hexa> has placed COBBLESTONE at X= 1000072, Y= 47, Z= 999903
[2024-03-26 00:35:36] [world] The Player <hexa> has placed COBBLESTONE at X= 1000074, Y= 48, Z= 999904
[2024-03-26 00:35:37] [world] The Player <hexa> has placed COBBLESTONE at X= 1000074, Y= 49, Z= 999905
[2024-03-26 00:35:38] [world] The Player <hexa> has placed COBBLESTONE at X= 1000074, Y= 50, Z= 999905
[2024-03-26 00:35:38] [world] The Player <hexa> has placed COBBLESTONE at X= 1000074, Y= 51, Z= 999905
[2024-03-26 00:35:39] [world] The Player <hexa> has placed COBBLESTONE at X= 1000074, Y= 52, Z= 999905
[2024-03-26 00:35:39] [world] The Player <hexa> has placed COBBLESTONE at X= 1000074, Y= 53, Z= 999905
[2024-03-26 00:35:40] [world] The Player <hexa> has placed COBBLESTONE at X= 1000074, Y= 54, Z= 999905
[2024-03-26 00:35:40] [world] The Player <hexa> has placed COBBLESTONE at X= 1000074, Y= 55, Z= 999905
[2024-03-26 00:35:43] [world] The Player <hexa> has placed COBBLESTONE at X= 1000074, Y= 55, Z= 999904
[2024-03-26 00:35:45] [world] The Player <hexa> has placed COBBLESTONE at X= 1000075, Y= 55, Z= 999903
[2024-03-26 00:37:29] [world] The Player <hexa> has placed TORCH at X= 500002, Y= 25, Z= 48385
[2024-03-26 00:37:43] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 23, Z= 48392
[2024-03-26 00:37:56] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 22, Z= 48391
[2024-03-26 00:38:09] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 22, Z= 48391
[2024-03-26 00:38:15] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 22, Z= 48391
[2024-03-26 00:38:21] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 22, Z= 48391
[2024-03-26 00:38:44] [world] The Player <hexa> has placed IRON_ORE at X= 500004, Y= 22, Z= 48392
[2024-03-26 00:38:49] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 22, Z= 48391
[2024-03-26 00:39:06] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 22, Z= 48392
[2024-03-26 00:39:15] [world] The Player <hexa> has placed TRAP_DOOR at X= 500003, Y= 22, Z= 48392
[2024-03-26 00:39:25] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 23, Z= 48392
[2024-03-26 00:39:32] [world] The Player <hexa> has placed TRAP_DOOR at X= 500005, Y= 22, Z= 48392
[2024-03-26 00:39:39] [world] The Player <Marshtomp17> has placed NETHER_BRICK at X= -583, Y= 80, Z= 248
[2024-03-26 00:39:39] [world] The Player <Marshtomp17> has placed NETHER_BRICK at X= -584, Y= 80, Z= 248
[2024-03-26 00:40:15] [world] The Player <hexa> has placed HOPPER at X= 500005, Y= 22, Z= 48392
[2024-03-26 00:40:27] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 23, Z= 48392
[2024-03-26 00:41:03] [world] The Player <hexa> has placed HOPPER at X= 500004, Y= 23, Z= 48383
[2024-03-26 00:41:32] [world] The Player <hexa> has placed TRIPWIRE at X= 500004, Y= 24, Z= 48383
[2024-03-26 00:41:54] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 24, Z= 48392
[2024-03-26 00:43:04] [world] The Player <GolemDaWanderer> has placed SPONGE at X= 9992, Y= 71, Z= -9913
[2024-03-26 00:43:07] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= 9992, Y= 72, Z= -9913
[2024-03-26 00:43:48] [world] The Player <hexa> has placed WALL_SIGN at X= 1000063, Y= 59, Z= 1000009
[2024-03-26 00:43:51] [world] The Player <hexa> has placed WALL_SIGN at X= 1000062, Y= 59, Z= 1000009
[2024-03-26 00:44:15] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 25, Z= 48392
[2024-03-26 00:44:18] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 26, Z= 48392
[2024-03-26 00:44:25] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 27, Z= 48392
[2024-03-26 00:44:43] [world] The Player <GolemDaWanderer> has placed SPONGE at X= 9984, Y= 72, Z= -9938
[2024-03-26 00:44:45] [world] The Player <GolemDaWanderer> has placed REDSTONE_BLOCK at X= 9984, Y= 73, Z= -9938
[2024-03-26 00:44:46] [world] The Player <hexa> has placed TRAP_DOOR at X= 500004, Y= 28, Z= 48392
[2024-03-26 00:44:52] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 9984, Y= 73, Z= -9938
[2024-03-26 00:44:53] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 9985, Y= 72, Z= -9938
[2024-03-26 00:44:54] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 9986, Y= 72, Z= -9938
[2024-03-26 00:44:55] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 9986, Y= 72, Z= -9937
[2024-03-26 00:44:56] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -581, Y= 78, Z= 248
[2024-03-26 00:44:56] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= 9986, Y= 72, Z= -9936
[2024-03-26 00:45:53] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -581, Y= 78, Z= 246
[2024-03-26 00:46:27] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= 9946, Y= 30, Z= -9930
[2024-03-26 00:46:38] [world] The Player <GolemDaWanderer> has placed SPONGE at X= -578, Y= 66, Z= 299
[2024-03-26 00:46:39] [world] The Player <GolemDaWanderer> has placed SPONGE at X= -578, Y= 67, Z= 299
[2024-03-26 00:46:51] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -582, Y= 79, Z= 248
[2024-03-26 00:47:02] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -582, Y= 79, Z= 246
[2024-03-26 00:47:50] [world] The Player <GolemDaWanderer> has placed STAINED_CLAY at X= -577, Y= 65, Z= 299
[2024-03-26 00:47:54] [world] The Player <GolemDaWanderer> has placed WOOL at X= -585, Y= 66, Z= 297
[2024-03-26 00:48:00] [world] The Player <GolemDaWanderer> has placed SPONGE at X= -578, Y= 66, Z= 299
[2024-03-26 00:48:00] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= -578, Y= 67, Z= 299
[2024-03-26 00:48:01] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= -579, Y= 66, Z= 299
[2024-03-26 00:48:02] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= -580, Y= 66, Z= 299
[2024-03-26 00:48:03] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= -581, Y= 66, Z= 299
[2024-03-26 00:55:00] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -581, Y= 78, Z= 248
[2024-03-26 00:55:51] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -581, Y= 78, Z= 248
[2024-03-26 01:07:16] [world] The Player <GolemDaWanderer> has placed WOOL at X= -570, Y= 88, Z= 257
[2024-03-26 01:07:28] [world] The Player <GolemDaWanderer> has placed WOOL at X= -569, Y= 88, Z= 257
[2024-03-26 01:07:32] [world] The Player <GolemDaWanderer> has placed WOOL at X= -570, Y= 88, Z= 257
[2024-03-26 01:09:28] [world] The Player <GolemDaWanderer> has placed QUARTZ_BLOCK at X= -570, Y= 88, Z= 261
[2024-03-26 01:09:28] [world] The Player <GolemDaWanderer> has placed QUARTZ_BLOCK at X= -570, Y= 89, Z= 261
[2024-03-26 01:09:29] [world] The Player <GolemDaWanderer> has placed QUARTZ_BLOCK at X= -570, Y= 90, Z= 261
[2024-03-26 01:09:29] [world] The Player <GolemDaWanderer> has placed QUARTZ_BLOCK at X= -570, Y= 91, Z= 261
[2024-03-26 01:09:43] [world] The Player <GolemDaWanderer> has placed QUARTZ_BLOCK at X= -577, Y= 88, Z= 263
[2024-03-26 01:10:24] [world] The Player <GolemDaWanderer> has placed QUARTZ_BLOCK at X= -577, Y= 87, Z= 264
[2024-03-26 01:10:25] [world] The Player <GolemDaWanderer> has placed QUARTZ_BLOCK at X= -577, Y= 87, Z= 263
[2024-03-26 01:10:41] [world] The Player <GolemDaWanderer> has placed ENDER_CHEST at X= -569, Y= 88, Z= 260
[2024-03-26 01:11:04] [world] The Player <GolemDaWanderer> has placed WOOL at X= -570, Y= 88, Z= 261
[2024-03-26 01:31:32] [world] The Player <NezukoChan> has placed DIRT at X= 10017, Y= 67, Z= -9997
[2024-03-26 01:31:33] [world] The Player <NezukoChan> has placed DIRT at X= 10017, Y= 68, Z= -9997
[2024-03-26 01:31:33] [world] The Player <NezukoChan> has placed DIRT at X= 10017, Y= 69, Z= -9997
[2024-03-26 01:31:34] [world] The Player <NezukoChan> has placed DIRT at X= 10017, Y= 70, Z= -9997
[2024-03-26 01:31:34] [world] The Player <NezukoChan> has placed DIRT at X= 10017, Y= 71, Z= -9997
[2024-03-26 01:31:35] [world] The Player <NezukoChan> has placed DIRT at X= 10017, Y= 72, Z= -9997
[2024-03-26 01:37:55] [world] The Player <Marshtomp17> has placed CHEST at X= -580, Y= 78, Z= 244
[2024-03-26 01:38:00] [world] The Player <Marshtomp17> has placed CHEST at X= -581, Y= 78, Z= 244
[2024-03-26 01:38:07] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -581, Y= 78, Z= 245
[2024-03-26 01:39:06] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -581, Y= 78, Z= 245
[2024-03-26 01:39:42] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -581, Y= 79, Z= 244
[2024-03-26 01:40:24] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -575, Y= 79, Z= 244
[2024-03-26 01:42:01] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -574, Y= 79, Z= 244
[2024-03-26 01:42:57] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -575, Y= 79, Z= 244
[2024-03-26 01:43:52] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -573, Y= 79, Z= 244
[2024-03-26 01:44:40] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -581, Y= 79, Z= 253
[2024-03-26 01:45:12] [world] The Player <Marshtomp17> has placed WALL_SIGN at X= -582, Y= 79, Z= 253
[2024-03-26 02:17:05] [world] The Player <GolemDaWanderer> has placed WORKBENCH at X= 10076, Y= 63, Z= -9974
[2024-03-26 11:21:03] [world] The Player <GolemDaWanderer> has placed SPONGE at X= 10007, Y= 66, Z= -9933
[2024-03-26 11:22:26] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 67, Z= -9933
[2024-03-26 11:22:26] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9934
[2024-03-26 11:22:27] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9935
[2024-03-26 11:22:27] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9936
[2024-03-26 11:22:27] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9937
[2024-03-26 11:22:28] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 65, Z= -9939
[2024-03-26 11:23:12] [world] The Player <GolemDaWanderer> has placed STONE at X= 10007, Y= 63, Z= -9941
[2024-03-26 11:23:12] [world] The Player <GolemDaWanderer> has placed STONE at X= 10007, Y= 64, Z= -9941
[2024-03-26 11:23:17] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9938
[2024-03-26 11:23:18] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 65, Z= -9941
[2024-03-26 11:23:18] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 65, Z= -9940
[2024-03-26 11:23:19] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 65, Z= -9942
[2024-03-26 11:23:20] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 65, Z= -9944
[2024-03-26 11:23:20] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 65, Z= -9943
[2024-03-26 11:23:21] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 65, Z= -9945
[2024-03-26 11:23:22] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9946
[2024-03-26 11:23:22] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9947
[2024-03-26 11:23:24] [world] The Player <GolemDaWanderer> has placed DIODE_BLOCK_OFF at X= 10007, Y= 66, Z= -9948
[2024-03-26 11:23:29] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9949
[2024-03-26 11:23:30] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9950
[2024-03-26 11:23:30] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9951
[2024-03-26 11:23:31] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9952
[2024-03-26 11:23:31] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9953
[2024-03-26 11:23:32] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9954
[2024-03-26 11:23:32] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9955
[2024-03-26 11:23:33] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9956
[2024-03-26 11:23:33] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9957
[2024-03-26 11:23:34] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9958
[2024-03-26 11:23:34] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9959
[2024-03-26 11:23:42] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9960
[2024-03-26 11:23:42] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9961
[2024-03-26 11:23:43] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9962
[2024-03-26 11:23:43] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9963
[2024-03-26 11:23:44] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10007, Y= 66, Z= -9964
[2024-03-26 11:24:21] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= 10007, Y= 66, Z= -9964
[2024-03-26 11:25:06] [world] The Player <GolemDaWanderer> has placed QUARTZ_BLOCK at X= 10010, Y= 64, Z= -9934
[2024-03-26 11:25:10] [world] The Player <GolemDaWanderer> has placed QUARTZ_BLOCK at X= 10008, Y= 62, Z= -9934
[2024-03-26 11:25:23] [world] The Player <GolemDaWanderer> has placed SPONGE at X= 10008, Y= 64, Z= -9937
[2024-03-26 11:25:24] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= 10008, Y= 65, Z= -9937
[2024-03-26 11:25:29] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10008, Y= 65, Z= -9937
[2024-03-26 11:25:32] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= 10008, Y= 64, Z= -9936
[2024-03-26 11:25:37] [world] The Player <GolemDaWanderer> has placed REDSTONE_WIRE at X= 10008, Y= 64, Z= -9936
[2024-03-26 11:25:37] [world] The Player <GolemDaWanderer> has placed REDSTONE_TORCH_ON at X= 10009, Y= 64, Z= -9935
