[2024-03-27 13:40:13] [world] The Player <Milk_Frog> has placed GRASS at X= -571, Y= 67, Z= 276
[2024-03-27 14:24:57] [world] The Player <Milk_Frog> has placed REDSTONE_BLOCK at X= -603, Y= 66, Z= 250
[2024-03-27 14:24:58] [world] The Player <Milk_Frog> has placed REDSTONE_BLOCK at X= -602, Y= 66, Z= 250
[2024-03-27 14:25:00] [world] The Player <Milk_Frog> has placed REDSTONE_BLOCK at X= -602, Y= 66, Z= 251
[2024-03-27 14:25:23] [world] The Player <Milk_Frog> has placed GRASS at X= -602, Y= 67, Z= 251
[2024-03-27 14:25:28] [world] The Player <Milk_Frog> has placed GRASS at X= -608, Y= 66, Z= 251
[2024-03-27 14:25:34] [world] The Player <Milk_Frog> has placed GRASS at X= -608, Y= 67, Z= 251
[2024-03-27 14:26:43] [world] The Player <Milk_Frog> has placed JUKEBOX at X= -599, Y= 68, Z= 254
[2024-03-27 14:27:05] [world] The Player <Milk_Frog> has placed REDSTONE_BLOCK at X= -598, Y= 68, Z= 254
[2024-03-27 14:27:31] [world] The Player <Milk_Frog> has placed JUKEBOX at X= -600, Y= 68, Z= 252
[2024-03-27 14:27:33] [world] The Player <Milk_Frog> has placed REDSTONE_BLOCK at X= -600, Y= 68, Z= 253
[2024-03-27 14:27:58] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 68, Z= 241
[2024-03-27 14:27:59] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 69, Z= 241
[2024-03-27 14:27:59] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 70, Z= 241
[2024-03-27 14:27:59] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 71, Z= 241
[2024-03-27 14:27:59] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 72, Z= 241
[2024-03-27 14:28:01] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 73, Z= 241
[2024-03-27 14:28:06] [world] The Player <Milk_Frog> has placed GRASS at X= -610, Y= 67, Z= 238
[2024-03-27 14:28:08] [world] The Player <Milk_Frog> has placed GRASS at X= -610, Y= 67, Z= 237
[2024-03-27 14:28:10] [world] The Player <Milk_Frog> has placed GRASS at X= -610, Y= 67, Z= 236
[2024-03-27 14:28:12] [world] The Player <Milk_Frog> has placed GRASS at X= -609, Y= 67, Z= 236
[2024-03-27 14:28:13] [world] The Player <Milk_Frog> has placed GRASS at X= -608, Y= 67, Z= 236
[2024-03-27 14:28:13] [world] The Player <Milk_Frog> has placed GRASS at X= -607, Y= 67, Z= 236
[2024-03-27 14:28:13] [world] The Player <Milk_Frog> has placed GRASS at X= -606, Y= 67, Z= 236
[2024-03-27 14:28:13] [world] The Player <Milk_Frog> has placed GRASS at X= -605, Y= 67, Z= 236
[2024-03-27 14:28:13] [world] The Player <Milk_Frog> has placed GRASS at X= -604, Y= 67, Z= 236
[2024-03-27 14:28:14] [world] The Player <Milk_Frog> has placed GRASS at X= -603, Y= 67, Z= 236
[2024-03-27 14:28:14] [world] The Player <Milk_Frog> has placed GRASS at X= -602, Y= 67, Z= 236
[2024-03-27 14:28:14] [world] The Player <Milk_Frog> has placed GRASS at X= -601, Y= 67, Z= 236
[2024-03-27 14:28:18] [world] The Player <Milk_Frog> has placed GRASS at X= -600, Y= 67, Z= 236
[2024-03-27 14:28:18] [world] The Player <Milk_Frog> has placed GRASS at X= -599, Y= 67, Z= 236
[2024-03-27 14:28:18] [world] The Player <Milk_Frog> has placed GRASS at X= -598, Y= 67, Z= 236
[2024-03-27 14:28:19] [world] The Player <Milk_Frog> has placed GRASS at X= -597, Y= 67, Z= 236
[2024-03-27 14:28:19] [world] The Player <Milk_Frog> has placed GRASS at X= -596, Y= 67, Z= 236
[2024-03-27 14:28:19] [world] The Player <Milk_Frog> has placed GRASS at X= -596, Y= 68, Z= 236
[2024-03-27 14:28:20] [world] The Player <Milk_Frog> has placed GRASS at X= -595, Y= 67, Z= 236
[2024-03-27 14:28:23] [world] The Player <Milk_Frog> has placed GRASS at X= -590, Y= 67, Z= 238
[2024-03-27 14:28:25] [world] The Player <Milk_Frog> has placed GRASS at X= -591, Y= 67, Z= 237
[2024-03-27 14:28:25] [world] The Player <Milk_Frog> has placed GRASS at X= -594, Y= 67, Z= 236
[2024-03-27 14:28:25] [world] The Player <Milk_Frog> has placed GRASS at X= -593, Y= 67, Z= 236
[2024-03-27 14:28:28] [world] The Player <Milk_Frog> has placed GRASS at X= -591, Y= 67, Z= 238
[2024-03-27 14:28:28] [world] The Player <Milk_Frog> has placed GRASS at X= -592, Y= 67, Z= 238
[2024-03-27 14:28:28] [world] The Player <Milk_Frog> has placed GRASS at X= -593, Y= 67, Z= 238
[2024-03-27 14:28:28] [world] The Player <Milk_Frog> has placed GRASS at X= -594, Y= 67, Z= 238
[2024-03-27 14:28:28] [world] The Player <Milk_Frog> has placed GRASS at X= -595, Y= 67, Z= 238
[2024-03-27 14:28:29] [world] The Player <Milk_Frog> has placed GRASS at X= -596, Y= 67, Z= 238
[2024-03-27 14:28:29] [world] The Player <Milk_Frog> has placed GRASS at X= -597, Y= 67, Z= 238
[2024-03-27 14:28:29] [world] The Player <Milk_Frog> has placed GRASS at X= -598, Y= 67, Z= 238
[2024-03-27 14:28:29] [world] The Player <Milk_Frog> has placed GRASS at X= -599, Y= 67, Z= 238
[2024-03-27 14:28:29] [world] The Player <Milk_Frog> has placed GRASS at X= -600, Y= 67, Z= 238
[2024-03-27 14:28:30] [world] The Player <Milk_Frog> has placed GRASS at X= -601, Y= 67, Z= 238
[2024-03-27 14:28:30] [world] The Player <Milk_Frog> has placed GRASS at X= -602, Y= 67, Z= 238
[2024-03-27 14:28:30] [world] The Player <Milk_Frog> has placed GRASS at X= -603, Y= 67, Z= 238
[2024-03-27 14:28:30] [world] The Player <Milk_Frog> has placed GRASS at X= -604, Y= 67, Z= 238
[2024-03-27 14:28:30] [world] The Player <Milk_Frog> has placed GRASS at X= -605, Y= 67, Z= 238
[2024-03-27 14:28:31] [world] The Player <Milk_Frog> has placed GRASS at X= -606, Y= 67, Z= 238
[2024-03-27 14:28:31] [world] The Player <Milk_Frog> has placed GRASS at X= -607, Y= 67, Z= 238
[2024-03-27 14:28:31] [world] The Player <Milk_Frog> has placed GRASS at X= -608, Y= 67, Z= 238
[2024-03-27 14:28:33] [world] The Player <Milk_Frog> has placed GRASS at X= -609, Y= 67, Z= 238
[2024-03-27 14:28:34] [world] The Player <Milk_Frog> has placed GRASS at X= -609, Y= 67, Z= 237
[2024-03-27 14:28:34] [world] The Player <Milk_Frog> has placed GRASS at X= -608, Y= 67, Z= 237
[2024-03-27 14:28:35] [world] The Player <Milk_Frog> has placed GRASS at X= -607, Y= 67, Z= 237
[2024-03-27 14:28:35] [world] The Player <Milk_Frog> has placed GRASS at X= -606, Y= 67, Z= 237
[2024-03-27 14:28:35] [world] The Player <Milk_Frog> has placed GRASS at X= -605, Y= 67, Z= 237
[2024-03-27 14:28:35] [world] The Player <Milk_Frog> has placed GRASS at X= -604, Y= 67, Z= 237
[2024-03-27 14:28:36] [world] The Player <Milk_Frog> has placed GRASS at X= -603, Y= 67, Z= 237
[2024-03-27 14:28:36] [world] The Player <Milk_Frog> has placed GRASS at X= -602, Y= 67, Z= 237
[2024-03-27 14:28:36] [world] The Player <Milk_Frog> has placed GRASS at X= -601, Y= 67, Z= 237
[2024-03-27 14:28:36] [world] The Player <Milk_Frog> has placed GRASS at X= -600, Y= 67, Z= 237
[2024-03-27 14:28:36] [world] The Player <Milk_Frog> has placed GRASS at X= -599, Y= 67, Z= 237
[2024-03-27 14:28:37] [world] The Player <Milk_Frog> has placed GRASS at X= -598, Y= 67, Z= 237
[2024-03-27 14:28:37] [world] The Player <Milk_Frog> has placed GRASS at X= -597, Y= 67, Z= 237
[2024-03-27 14:28:37] [world] The Player <Milk_Frog> has placed GRASS at X= -596, Y= 67, Z= 237
[2024-03-27 14:28:37] [world] The Player <Milk_Frog> has placed GRASS at X= -595, Y= 67, Z= 237
[2024-03-27 14:28:37] [world] The Player <Milk_Frog> has placed GRASS at X= -594, Y= 67, Z= 237
[2024-03-27 14:28:39] [world] The Player <Milk_Frog> has placed GRASS at X= -593, Y= 67, Z= 237
[2024-03-27 14:28:40] [world] The Player <Milk_Frog> has placed GRASS at X= -592, Y= 67, Z= 237
[2024-03-27 14:28:43] [world] The Player <Milk_Frog> has placed GRASS at X= -615, Y= 67, Z= 238
[2024-03-27 14:28:43] [world] The Player <Milk_Frog> has placed GRASS at X= -614, Y= 67, Z= 238
[2024-03-27 14:28:43] [world] The Player <Milk_Frog> has placed GRASS at X= -612, Y= 67, Z= 238
[2024-03-27 14:28:43] [world] The Player <Milk_Frog> has placed GRASS at X= -612, Y= 67, Z= 237
[2024-03-27 14:28:44] [world] The Player <Milk_Frog> has placed GRASS at X= -611, Y= 67, Z= 238
[2024-03-27 14:28:44] [world] The Player <Milk_Frog> has placed GRASS at X= -611, Y= 67, Z= 237
[2024-03-27 14:28:46] [world] The Player <Milk_Frog> has placed GRASS at X= -613, Y= 67, Z= 238
[2024-03-27 14:28:58] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 68, Z= 241
[2024-03-27 14:28:58] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 69, Z= 241
[2024-03-27 14:28:58] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 70, Z= 241
[2024-03-27 14:28:58] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 71, Z= 241
[2024-03-27 14:28:59] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 72, Z= 241
[2024-03-27 14:29:01] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 73, Z= 241
[2024-03-27 14:29:05] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 68, Z= 236
[2024-03-27 14:29:05] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 69, Z= 236
[2024-03-27 14:29:06] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 70, Z= 236
[2024-03-27 14:29:06] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 71, Z= 236
[2024-03-27 14:29:14] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 68, Z= 236
[2024-03-27 14:29:14] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 69, Z= 236
[2024-03-27 14:29:14] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 70, Z= 236
[2024-03-27 14:29:14] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 71, Z= 236
[2024-03-27 14:29:16] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 72, Z= 236
[2024-03-27 14:29:17] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 73, Z= 236
[2024-03-27 14:29:21] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 68, Z= 236
[2024-03-27 14:29:21] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 69, Z= 236
[2024-03-27 14:29:21] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 70, Z= 236
[2024-03-27 14:29:21] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 71, Z= 236
[2024-03-27 14:29:22] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 72, Z= 236
[2024-03-27 14:29:22] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 73, Z= 236
[2024-03-27 14:29:22] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 74, Z= 236
[2024-03-27 14:29:22] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 75, Z= 236
[2024-03-27 14:29:33] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 73, Z= 245
[2024-03-27 14:29:33] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 73, Z= 244
[2024-03-27 14:29:33] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 73, Z= 243
[2024-03-27 14:29:34] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 73, Z= 242
[2024-03-27 14:29:36] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 73, Z= 240
[2024-03-27 14:29:36] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 73, Z= 239
[2024-03-27 14:29:36] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 73, Z= 238
[2024-03-27 14:29:38] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 73, Z= 237
[2024-03-27 14:29:39] [world] The Player <Milk_Frog> has placed LOG at X= -593, Y= 73, Z= 241
[2024-03-27 14:29:40] [world] The Player <Milk_Frog> has placed LOG at X= -593, Y= 73, Z= 236
[2024-03-27 14:29:46] [world] The Player <Milk_Frog> has placed LOG at X= -598, Y= 68, Z= 236
[2024-03-27 14:29:46] [world] The Player <Milk_Frog> has placed LOG at X= -598, Y= 69, Z= 236
[2024-03-27 14:29:47] [world] The Player <Milk_Frog> has placed LOG at X= -598, Y= 70, Z= 236
[2024-03-27 14:29:48] [world] The Player <Milk_Frog> has placed LOG at X= -598, Y= 71, Z= 236
[2024-03-27 14:29:49] [world] The Player <Milk_Frog> has placed LOG at X= -598, Y= 72, Z= 236
[2024-03-27 14:29:52] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 68, Z= 236
[2024-03-27 14:29:53] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 69, Z= 236
[2024-03-27 14:29:53] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 70, Z= 236
[2024-03-27 14:29:53] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 71, Z= 236
[2024-03-27 14:29:54] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 72, Z= 236
[2024-03-27 14:29:54] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 73, Z= 236
[2024-03-27 14:29:56] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 72, Z= 236
[2024-03-27 14:29:58] [world] The Player <Milk_Frog> has placed LOG at X= -606, Y= 68, Z= 236
[2024-03-27 14:29:58] [world] The Player <Milk_Frog> has placed LOG at X= -606, Y= 69, Z= 236
[2024-03-27 14:29:58] [world] The Player <Milk_Frog> has placed LOG at X= -606, Y= 70, Z= 236
[2024-03-27 14:30:00] [world] The Player <Milk_Frog> has placed LOG at X= -606, Y= 71, Z= 236
[2024-03-27 14:30:00] [world] The Player <Milk_Frog> has placed LOG at X= -606, Y= 72, Z= 236
[2024-03-27 14:30:05] [world] The Player <Milk_Frog> has placed LOG at X= -598, Y= 73, Z= 236
[2024-03-27 14:30:06] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 73, Z= 236
[2024-03-27 14:30:08] [world] The Player <Milk_Frog> has placed LOG at X= -606, Y= 73, Z= 236
[2024-03-27 14:30:11] [world] The Player <Milk_Frog> has placed LOG at X= -606, Y= 73, Z= 235
[2024-03-27 14:30:12] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 73, Z= 235
[2024-03-27 14:30:15] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 73, Z= 235
[2024-03-27 14:30:16] [world] The Player <Milk_Frog> has placed LOG at X= -598, Y= 73, Z= 235
[2024-03-27 14:30:26] [world] The Player <Milk_Frog> has placed LOG at X= -594, Y= 73, Z= 235
[2024-03-27 14:30:29] [world] The Player <Milk_Frog> has placed LOG at X= -595, Y= 73, Z= 236
[2024-03-27 14:30:30] [world] The Player <Milk_Frog> has placed LOG at X= -596, Y= 73, Z= 236
[2024-03-27 14:30:32] [world] The Player <Milk_Frog> has placed LOG at X= -597, Y= 73, Z= 236
[2024-03-27 14:30:35] [world] The Player <Milk_Frog> has placed LOG at X= -599, Y= 73, Z= 236
[2024-03-27 14:30:35] [world] The Player <Milk_Frog> has placed LOG at X= -600, Y= 73, Z= 236
[2024-03-27 14:30:38] [world] The Player <Milk_Frog> has placed LOG at X= -601, Y= 73, Z= 236
[2024-03-27 14:30:40] [world] The Player <Milk_Frog> has placed LOG at X= -603, Y= 73, Z= 236
[2024-03-27 14:30:40] [world] The Player <Milk_Frog> has placed LOG at X= -603, Y= 73, Z= 237
[2024-03-27 14:30:40] [world] The Player <Milk_Frog> has placed LOG at X= -604, Y= 73, Z= 237
[2024-03-27 14:30:42] [world] The Player <Milk_Frog> has placed LOG at X= -604, Y= 73, Z= 236
[2024-03-27 14:30:43] [world] The Player <Milk_Frog> has placed LOG at X= -605, Y= 73, Z= 236
[2024-03-27 14:30:46] [world] The Player <Milk_Frog> has placed LOG at X= -607, Y= 73, Z= 236
[2024-03-27 14:30:46] [world] The Player <Milk_Frog> has placed LOG at X= -608, Y= 73, Z= 236
[2024-03-27 14:30:47] [world] The Player <Milk_Frog> has placed LOG at X= -609, Y= 73, Z= 236
[2024-03-27 14:30:49] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 73, Z= 237
[2024-03-27 14:30:49] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 73, Z= 238
[2024-03-27 14:30:49] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 73, Z= 239
[2024-03-27 14:30:49] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 74, Z= 239
[2024-03-27 14:30:52] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 73, Z= 240
[2024-03-27 14:30:53] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 73, Z= 242
[2024-03-27 14:30:53] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 73, Z= 243
[2024-03-27 14:30:54] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 73, Z= 244
[2024-03-27 14:30:56] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 73, Z= 245
[2024-03-27 14:30:57] [world] The Player <Milk_Frog> has placed LOG at X= -610, Y= 74, Z= 241
[2024-03-27 14:31:02] [world] The Player <Milk_Frog> has placed LOG at X= -611, Y= 73, Z= 241
[2024-03-27 14:31:05] [world] The Player <Milk_Frog> has placed LOG at X= -611, Y= 73, Z= 236
[2024-03-27 14:31:20] [world] The Player <Milk_Frog> has placed LOG at X= -609, Y= 74, Z= 245
[2024-03-27 14:31:22] [world] The Player <Milk_Frog> has placed LOG at X= -595, Y= 73, Z= 245
[2024-03-27 14:31:22] [world] The Player <Milk_Frog> has placed LOG at X= -595, Y= 74, Z= 245
[2024-03-27 14:31:25] [world] The Player <Milk_Frog> has placed LOG at X= -609, Y= 73, Z= 237
[2024-03-27 14:31:26] [world] The Player <Milk_Frog> has placed LOG at X= -609, Y= 74, Z= 237
[2024-03-27 14:31:29] [world] The Player <Milk_Frog> has placed LOG at X= -595, Y= 73, Z= 237
[2024-03-27 14:31:30] [world] The Player <Milk_Frog> has placed LOG at X= -595, Y= 74, Z= 237
[2024-03-27 14:31:32] [world] The Player <Milk_Frog> has placed LOG at X= -598, Y= 73, Z= 237
[2024-03-27 14:31:32] [world] The Player <Milk_Frog> has placed LOG at X= -598, Y= 74, Z= 237
[2024-03-27 14:31:34] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 73, Z= 237
[2024-03-27 14:31:34] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 74, Z= 237
[2024-03-27 14:31:36] [world] The Player <Milk_Frog> has placed LOG at X= -606, Y= 73, Z= 237
[2024-03-27 14:31:36] [world] The Player <Milk_Frog> has placed LOG at X= -606, Y= 74, Z= 237
[2024-03-27 14:31:38] [world] The Player <Milk_Frog> has placed LOG at X= -609, Y= 73, Z= 241
[2024-03-27 14:31:39] [world] The Player <Milk_Frog> has placed LOG at X= -609, Y= 74, Z= 241
[2024-03-27 14:31:41] [world] The Player <Milk_Frog> has placed LOG at X= -595, Y= 73, Z= 241
[2024-03-27 14:31:42] [world] The Player <Milk_Frog> has placed LOG at X= -595, Y= 74, Z= 241
[2024-03-27 14:31:43] [world] The Player <Milk_Frog> has placed LOG at X= -598, Y= 73, Z= 245
[2024-03-27 14:31:43] [world] The Player <Milk_Frog> has placed LOG at X= -598, Y= 74, Z= 245
[2024-03-27 14:31:45] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 73, Z= 245
[2024-03-27 14:31:45] [world] The Player <Milk_Frog> has placed LOG at X= -602, Y= 74, Z= 245
[2024-03-27 14:31:47] [world] The Player <Milk_Frog> has placed LOG at X= -606, Y= 73, Z= 245
[2024-03-27 14:31:47] [world] The Player <Milk_Frog> has placed LOG at X= -606, Y= 74, Z= 245
[2024-03-27 14:32:08] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -608, Y= 74, Z= 245
[2024-03-27 14:32:09] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -607, Y= 74, Z= 245
[2024-03-27 14:32:10] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -609, Y= 74, Z= 244
[2024-03-27 14:32:10] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -609, Y= 74, Z= 243
[2024-03-27 14:32:10] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -609, Y= 74, Z= 242
[2024-03-27 14:32:12] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -605, Y= 74, Z= 245
[2024-03-27 14:32:13] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -604, Y= 74, Z= 245
[2024-03-27 14:32:13] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -604, Y= 74, Z= 244
[2024-03-27 14:32:15] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -603, Y= 74, Z= 245
[2024-03-27 14:32:15] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -603, Y= 74, Z= 244
[2024-03-27 14:32:17] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -601, Y= 74, Z= 245
[2024-03-27 14:32:17] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -601, Y= 74, Z= 246
[2024-03-27 14:32:19] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -600, Y= 74, Z= 245
[2024-03-27 14:32:19] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -599, Y= 74, Z= 245
[2024-03-27 14:32:21] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -595, Y= 74, Z= 244
[2024-03-27 14:32:22] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -596, Y= 74, Z= 245
[2024-03-27 14:32:23] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -597, Y= 74, Z= 245
[2024-03-27 14:32:31] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -608, Y= 74, Z= 244
[2024-03-27 14:32:31] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -607, Y= 74, Z= 244
[2024-03-27 14:32:31] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -606, Y= 74, Z= 244
[2024-03-27 14:32:32] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -605, Y= 74, Z= 244
[2024-03-27 14:32:32] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -604, Y= 74, Z= 244
[2024-03-27 14:32:32] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -603, Y= 74, Z= 244
[2024-03-27 14:32:32] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -602, Y= 74, Z= 244
[2024-03-27 14:32:33] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -601, Y= 74, Z= 244
[2024-03-27 14:32:33] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -600, Y= 74, Z= 244
[2024-03-27 14:32:33] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -599, Y= 74, Z= 244
[2024-03-27 14:32:33] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -598, Y= 74, Z= 244
[2024-03-27 14:32:33] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -597, Y= 74, Z= 244
[2024-03-27 14:32:34] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -596, Y= 74, Z= 244
[2024-03-27 14:32:34] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -595, Y= 74, Z= 244
[2024-03-27 14:32:35] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -595, Y= 74, Z= 243
[2024-03-27 14:32:35] [world] The Player <Milk_Frog> has placed WOOD_DOUBLE_STEP at X= -595, Y= 74, Z= 243
[2024-03-27 14:32:35] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -595, Y= 75, Z= 243
[2024-03-27 14:32:40] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -595, Y= 74, Z= 243
[2024-03-27 14:32:41] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -595, Y= 74, Z= 242
[2024-03-27 14:32:43] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -595, Y= 74, Z= 240
[2024-03-27 14:32:43] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -595, Y= 74, Z= 239
[2024-03-27 14:32:43] [world] The Player <Milk_Frog> has placed WOOD_DOUBLE_STEP at X= -595, Y= 74, Z= 239
[2024-03-27 14:32:44] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -595, Y= 74, Z= 238
[2024-03-27 14:32:47] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -595, Y= 74, Z= 239
[2024-03-27 14:32:49] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -595, Y= 73, Z= 237
[2024-03-27 14:32:49] [world] The Player <Milk_Frog> has placed WOOD_DOUBLE_STEP at X= -595, Y= 73, Z= 237
[2024-03-27 14:32:49] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -596, Y= 74, Z= 237
[2024-03-27 14:32:51] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -596, Y= 74, Z= 237
[2024-03-27 14:32:53] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -597, Y= 74, Z= 237
[2024-03-27 14:32:55] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -601, Y= 74, Z= 237
[2024-03-27 14:32:55] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -600, Y= 74, Z= 237
[2024-03-27 14:32:56] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -599, Y= 74, Z= 237
[2024-03-27 14:32:57] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -605, Y= 74, Z= 237
[2024-03-27 14:32:57] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -604, Y= 74, Z= 237
[2024-03-27 14:32:58] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -603, Y= 74, Z= 237
[2024-03-27 14:33:00] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -608, Y= 74, Z= 237
[2024-03-27 14:33:00] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -607, Y= 74, Z= 237
[2024-03-27 14:33:01] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -609, Y= 74, Z= 238
[2024-03-27 14:33:01] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -609, Y= 74, Z= 239
[2024-03-27 14:33:02] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -609, Y= 74, Z= 240
[2024-03-27 14:33:10] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -608, Y= 74, Z= 243
[2024-03-27 14:33:11] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -607, Y= 74, Z= 243
[2024-03-27 14:33:11] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -606, Y= 74, Z= 243
[2024-03-27 14:33:11] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -605, Y= 74, Z= 243
[2024-03-27 14:33:11] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -604, Y= 74, Z= 243
[2024-03-27 14:33:11] [world] The Player <Milk_Frog> has placed WOOD_STEP at X= -603, Y= 74, Z= 243
