[2024-03-17 22:32:44] [world] The Player <TurtleDuck> has placed SAND at X= -533, Y= 70, Z= 269
[2024-03-17 22:56:20] [world] The Player <bagelz> has placed COBBLESTONE at X= 1037, Y= 105, Z= 2310
[2024-03-17 22:56:20] [world] The Player <bagelz> has placed COBBLESTONE at X= 1036, Y= 105, Z= 2310
[2024-03-17 22:56:21] [world] The Player <bagelz> has placed COBBLESTONE at X= 1035, Y= 105, Z= 2311
[2024-03-17 22:56:23] [world] The Player <bagelz> has placed COBBLESTONE at X= 1035, Y= 105, Z= 2312
[2024-03-17 22:56:24] [world] The Player <bagelz> has placed COBBLESTONE at X= 1037, Y= 105, Z= 2313
[2024-03-17 22:56:24] [world] The Player <bagelz> has placed COBBLESTONE at X= 1036, Y= 105, Z= 2313
[2024-03-17 22:56:26] [world] The Player <bagelz> has placed COBBLESTONE at X= 1038, Y= 105, Z= 2311
[2024-03-17 22:56:26] [world] The Player <bagelz> has placed COBBLESTONE at X= 1038, Y= 105, Z= 2312
[2024-03-17 22:57:16] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 103, Z= 2309
[2024-03-17 22:57:17] [world] The Player <bagelz> has placed COBBLESTONE at X= 1033, Y= 103, Z= 2309
[2024-03-17 22:57:21] [world] The Player <bagelz> has placed COBBLESTONE at X= 1032, Y= 104, Z= 2309
[2024-03-17 22:57:22] [world] The Player <bagelz> has placed COBBLESTONE at X= 1033, Y= 104, Z= 2309
[2024-03-17 22:57:27] [world] The Player <bagelz> has placed COBBLESTONE at X= 1034, Y= 104, Z= 2309
[2024-03-17 22:57:35] [world] The Player <bagelz> has placed TORCH at X= 1032, Y= 106, Z= 2309
[2024-03-17 22:57:46] [world] The Player <Tester> has placed WATER_LILY at X= -10172, Y= 63, Z= 4108
[2024-03-17 22:57:48] [world] The Player <Tester> has placed DOUBLE_PLANT at X= -10175, Y= 63, Z= 4110
[2024-03-17 22:58:07] [world] The Player <NezukoChan> has placed WATER_LILY at X= -10172, Y= 63, Z= 4108
[2024-03-17 22:58:47] [world] The Player <bagelz> has placed COBBLESTONE at X= 1041, Y= 103, Z= 2318
[2024-03-17 22:58:48] [world] The Player <bagelz> has placed COBBLESTONE at X= 1041, Y= 103, Z= 2319
[2024-03-17 22:58:48] [world] The Player <bagelz> has placed COBBLESTONE at X= 1041, Y= 104, Z= 2318
[2024-03-17 22:58:49] [world] The Player <bagelz> has placed COBBLESTONE at X= 1041, Y= 104, Z= 2319
[2024-03-17 22:58:50] [world] The Player <bagelz> has placed COBBLESTONE at X= 1041, Y= 104, Z= 2320
[2024-03-17 22:58:54] [world] The Player <bagelz> has placed TORCH at X= 1041, Y= 106, Z= 2319
[2024-03-17 22:59:53] [world] The Player <bagelz> has placed STEP at X= 1041, Y= 104, Z= 2318
[2024-03-17 22:59:54] [world] The Player <bagelz> has placed STEP at X= 1041, Y= 104, Z= 2319
[2024-03-17 23:00:18] [world] The Player <bagelz> has placed TORCH at X= 1032, Y= 106, Z= 2327
[2024-03-17 23:00:20] [world] The Player <Tester> has placed DOUBLE_PLANT at X= -10176, Y= 63, Z= 4109
[2024-03-17 23:00:36] [world] The Player <bagelz> has placed STEP at X= 1032, Y= 104, Z= 2327
[2024-03-17 23:00:37] [world] The Player <bagelz> has placed STEP at X= 1033, Y= 104, Z= 2327
[2024-03-17 23:00:45] [world] The Player <bagelz> has placed TORCH at X= 1024, Y= 105, Z= 2319
[2024-03-17 23:02:45] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4013, Y= 61, Z= -1867
[2024-03-17 23:02:48] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4013, Y= 62, Z= -1866
[2024-03-17 23:02:49] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4012, Y= 62, Z= -1866
[2024-03-17 23:02:49] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4011, Y= 62, Z= -1866
[2024-03-17 23:02:50] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4010, Y= 62, Z= -1867
[2024-03-17 23:02:50] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4009, Y= 62, Z= -1866
[2024-03-17 23:02:51] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4009, Y= 62, Z= -1867
[2024-03-17 23:02:51] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4009, Y= 62, Z= -1868
[2024-03-17 23:02:51] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4010, Y= 62, Z= -1868
[2024-03-17 23:02:52] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4011, Y= 62, Z= -1868
[2024-03-17 23:02:52] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4012, Y= 62, Z= -1868
[2024-03-17 23:02:53] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4013, Y= 62, Z= -1868
[2024-03-17 23:02:53] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4013, Y= 62, Z= -1867
[2024-03-17 23:02:54] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4012, Y= 62, Z= -1867
[2024-03-17 23:02:54] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4011, Y= 62, Z= -1867
[2024-03-17 23:02:54] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4010, Y= 62, Z= -1866
[2024-03-17 23:04:10] [world] The Player <NezukoChan> has placed DIRT at X= -10176, Y= 62, Z= 4110
[2024-03-17 23:04:11] [world] The Player <NezukoChan> has placed DIRT at X= -10176, Y= 62, Z= 4111
[2024-03-17 23:06:37] [world] The Player <bagelz> has placed TORCH at X= 1032, Y= 82, Z= 2318
[2024-03-17 23:06:48] [world] The Player <bagelz> has placed TORCH at X= 1032, Y= 96, Z= 2319
[2024-03-17 23:07:16] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4004, Y= 65, Z= -1862
[2024-03-17 23:07:18] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4004, Y= 66, Z= -1862
[2024-03-17 23:07:22] [world] The Player <bagelz> has placed COBBLESTONE at X= 1036, Y= 105, Z= 2311
[2024-03-17 23:07:23] [world] The Player <bagelz> has placed COBBLESTONE at X= 1036, Y= 105, Z= 2312
[2024-03-17 23:07:23] [world] The Player <bagelz> has placed COBBLESTONE at X= 1037, Y= 105, Z= 2311
[2024-03-17 23:07:24] [world] The Player <bagelz> has placed COBBLESTONE at X= 1037, Y= 105, Z= 2312
[2024-03-17 23:07:41] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1040, Y= 104, Z= 2318
[2024-03-17 23:08:00] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1034, Y= 104, Z= 2318
[2024-03-17 23:08:01] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1035, Y= 104, Z= 2318
[2024-03-17 23:08:02] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1036, Y= 104, Z= 2318
[2024-03-17 23:08:03] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1037, Y= 104, Z= 2318
[2024-03-17 23:08:04] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1038, Y= 104, Z= 2318
[2024-03-17 23:08:28] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1038, Y= 104, Z= 2318
[2024-03-17 23:08:29] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1039, Y= 104, Z= 2318
[2024-03-17 23:08:30] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1040, Y= 104, Z= 2318
[2024-03-17 23:08:36] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1032, Y= 104, Z= 2326
[2024-03-17 23:08:36] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 52, Z= 504
[2024-03-17 23:08:37] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 53, Z= 504
[2024-03-17 23:08:37] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1032, Y= 104, Z= 2325
[2024-03-17 23:08:37] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 54, Z= 504
[2024-03-17 23:08:38] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 55, Z= 504
[2024-03-17 23:08:38] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1032, Y= 104, Z= 2324
[2024-03-17 23:08:39] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 56, Z= 504
[2024-03-17 23:08:39] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1032, Y= 104, Z= 2323
[2024-03-17 23:08:40] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1032, Y= 104, Z= 2322
[2024-03-17 23:08:41] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1032, Y= 104, Z= 2321
[2024-03-17 23:08:42] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1032, Y= 104, Z= 2320
[2024-03-17 23:08:47] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1034, Y= 104, Z= 2319
[2024-03-17 23:08:49] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 57, Z= 504
[2024-03-17 23:08:49] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 58, Z= 504
[2024-03-17 23:08:50] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 59, Z= 504
[2024-03-17 23:08:50] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1035, Y= 104, Z= 2319
[2024-03-17 23:08:50] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 60, Z= 504
[2024-03-17 23:08:51] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 61, Z= 504
[2024-03-17 23:08:52] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1036, Y= 104, Z= 2319
[2024-03-17 23:08:54] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1037, Y= 104, Z= 2319
[2024-03-17 23:08:55] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1038, Y= 104, Z= 2319
[2024-03-17 23:08:55] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 3994, Y= 65, Z= -1846
[2024-03-17 23:08:56] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 3994, Y= 66, Z= -1846
[2024-03-17 23:08:57] [world] The Player <bagelz> has placed TRAP_DOOR at X= 1039, Y= 104, Z= 2319
[2024-03-17 23:08:58] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 62, Z= 504
[2024-03-17 23:08:59] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 63, Z= 504
[2024-03-17 23:08:59] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 64, Z= 504
[2024-03-17 23:08:59] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 65, Z= 504
[2024-03-17 23:09:00] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 66, Z= 504
[2024-03-17 23:09:05] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 67, Z= 504
[2024-03-17 23:09:06] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 68, Z= 504
[2024-03-17 23:09:06] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 69, Z= 504
[2024-03-17 23:09:06] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4002, Y= 65, Z= -1873
[2024-03-17 23:09:07] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 70, Z= 504
[2024-03-17 23:09:07] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 71, Z= 504
[2024-03-17 23:09:09] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4002, Y= 65, Z= -1872
[2024-03-17 23:09:12] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4002, Y= 66, Z= -1872
[2024-03-17 23:09:14] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 72, Z= 504
[2024-03-17 23:09:14] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 73, Z= 504
[2024-03-17 23:09:15] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 74, Z= 504
[2024-03-17 23:09:16] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4002, Y= 65, Z= -1871
[2024-03-17 23:09:16] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4002, Y= 66, Z= -1871
[2024-03-17 23:09:17] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4001, Y= 65, Z= -1870
[2024-03-17 23:09:18] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4001, Y= 66, Z= -1870
[2024-03-17 23:09:19] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4001, Y= 67, Z= -1870
[2024-03-17 23:09:21] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4002, Y= 65, Z= -1873
[2024-03-17 23:09:21] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 75, Z= 504
[2024-03-17 23:09:21] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4002, Y= 66, Z= -1873
[2024-03-17 23:09:22] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 76, Z= 504
[2024-03-17 23:09:30] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 77, Z= 504
[2024-03-17 23:09:30] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 78, Z= 504
[2024-03-17 23:09:31] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 79, Z= 504
[2024-03-17 23:09:31] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 80, Z= 504
[2024-03-17 23:09:32] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 81, Z= 504
[2024-03-17 23:09:48] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 82, Z= 504
[2024-03-17 23:09:48] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 83, Z= 504
[2024-03-17 23:09:49] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 84, Z= 504
[2024-03-17 23:09:49] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 85, Z= 504
[2024-03-17 23:09:50] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 86, Z= 504
[2024-03-17 23:09:50] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 87, Z= 504
[2024-03-17 23:09:55] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 88, Z= 504
[2024-03-17 23:09:55] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 89, Z= 504
[2024-03-17 23:09:56] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 90, Z= 504
[2024-03-17 23:10:00] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 91, Z= 504
[2024-03-17 23:10:07] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 92, Z= 504
[2024-03-17 23:10:13] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 93, Z= 504
[2024-03-17 23:10:14] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 94, Z= 504
[2024-03-17 23:10:14] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 95, Z= 504
[2024-03-17 23:10:15] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 96, Z= 504
[2024-03-17 23:10:15] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 97, Z= 504
[2024-03-17 23:10:20] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 98, Z= 504
[2024-03-17 23:10:21] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 99, Z= 504
[2024-03-17 23:10:21] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 100, Z= 504
[2024-03-17 23:10:37] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 101, Z= 504
[2024-03-17 23:10:37] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 102, Z= 504
[2024-03-17 23:10:38] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 103, Z= 504
[2024-03-17 23:10:38] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 104, Z= 504
[2024-03-17 23:10:39] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 105, Z= 504
[2024-03-17 23:10:44] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 106, Z= 504
[2024-03-17 23:10:44] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 107, Z= 504
[2024-03-17 23:10:44] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 108, Z= 504
[2024-03-17 23:10:45] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 109, Z= 504
[2024-03-17 23:10:45] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 110, Z= 504
[2024-03-17 23:10:51] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 111, Z= 504
[2024-03-17 23:10:51] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 112, Z= 504
[2024-03-17 23:10:52] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 113, Z= 504
[2024-03-17 23:10:52] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 114, Z= 504
[2024-03-17 23:10:53] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 115, Z= 504
[2024-03-17 23:10:58] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 116, Z= 504
[2024-03-17 23:10:58] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 117, Z= 504
[2024-03-17 23:10:59] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 118, Z= 504
[2024-03-17 23:10:59] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 119, Z= 504
[2024-03-17 23:11:00] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 120, Z= 504
[2024-03-17 23:12:46] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4001, Y= 66, Z= -1865
[2024-03-17 23:12:55] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1267, Y= 128, Z= 503
[2024-03-17 23:12:56] [world_nether] The Player <NezukoChan> has placed OBSIDIAN at X= -1267, Y= 128, Z= 502
[2024-03-17 23:12:57] [world_nether] The Player <NezukoChan> has placed OBSIDIAN at X= -1267, Y= 128, Z= 501
[2024-03-17 23:12:59] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1267, Y= 128, Z= 500
[2024-03-17 23:13:00] [world_nether] The Player <NezukoChan> has placed OBSIDIAN at X= -1267, Y= 129, Z= 500
[2024-03-17 23:13:01] [world_nether] The Player <NezukoChan> has placed OBSIDIAN at X= -1267, Y= 130, Z= 500
[2024-03-17 23:13:01] [world_nether] The Player <NezukoChan> has placed OBSIDIAN at X= -1267, Y= 131, Z= 500
[2024-03-17 23:13:03] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1267, Y= 132, Z= 500
[2024-03-17 23:13:05] [world_nether] The Player <NezukoChan> has placed OBSIDIAN at X= -1267, Y= 132, Z= 501
[2024-03-17 23:13:06] [world_nether] The Player <NezukoChan> has placed OBSIDIAN at X= -1267, Y= 132, Z= 502
[2024-03-17 23:13:07] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1267, Y= 132, Z= 503
[2024-03-17 23:13:10] [world_nether] The Player <NezukoChan> has placed OBSIDIAN at X= -1267, Y= 129, Z= 503
[2024-03-17 23:13:11] [world_nether] The Player <NezukoChan> has placed OBSIDIAN at X= -1267, Y= 131, Z= 503
[2024-03-17 23:13:11] [world_nether] The Player <NezukoChan> has placed OBSIDIAN at X= -1267, Y= 130, Z= 503
[2024-03-17 23:13:16] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 3993, Y= 65, Z= -1825
[2024-03-17 23:13:16] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 3993, Y= 66, Z= -1825
[2024-03-17 23:13:37] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4006, Y= 64, Z= -1820
[2024-03-17 23:13:57] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4007, Y= 65, Z= -1853
[2024-03-17 23:13:58] [world] The Player <TurtleDuck> has placed SLIME_BLOCK at X= 4007, Y= 66, Z= -1853
[2024-03-17 23:14:06] [world] The Player <Brycethelegend> has placed WORKBENCH at X= -615, Y= 70, Z= 504
[2024-03-17 23:14:44] [world_nether] The Player <Char> has placed FIRE at X= -1267, Y= 129, Z= 501
[2024-03-17 23:14:44] [world_nether] The Player <Char> has placed FIRE at X= -1267, Y= 129, Z= 501
[2024-03-17 23:14:51] [world] The Player <Milk_Frog> has placed STONE at X= 4006, Y= 66, Z= -1863
[2024-03-17 23:15:54] [world] The Player <TurtleDuck> has placed ACACIA_FENCE at X= 3990, Y= 65, Z= -1821
[2024-03-17 23:15:54] [world] The Player <TurtleDuck> has placed ACACIA_FENCE at X= 3990, Y= 65, Z= -1820
[2024-03-17 23:15:55] [world] The Player <TurtleDuck> has placed ACACIA_FENCE at X= 3991, Y= 65, Z= -1820
[2024-03-17 23:15:56] [world] The Player <TurtleDuck> has placed ACACIA_FENCE at X= 3992, Y= 65, Z= -1820
[2024-03-17 23:15:57] [world] The Player <TurtleDuck> has placed ACACIA_FENCE at X= 3993, Y= 65, Z= -1820
[2024-03-17 23:15:57] [world] The Player <TurtleDuck> has placed ACACIA_FENCE at X= 3994, Y= 65, Z= -1820
[2024-03-17 23:15:58] [world] The Player <TurtleDuck> has placed ACACIA_FENCE at X= 3994, Y= 65, Z= -1821
[2024-03-17 23:16:04] [world] The Player <TurtleDuck> has placed ACACIA_FENCE at X= 3994, Y= 65, Z= -1824
[2024-03-17 23:16:05] [world] The Player <TurtleDuck> has placed ACACIA_FENCE at X= 3994, Y= 65, Z= -1823
[2024-03-17 23:16:05] [world] The Player <TurtleDuck> has placed ACACIA_FENCE at X= 3994, Y= 65, Z= -1822
[2024-03-17 23:17:09] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 82, Z= 505
[2024-03-17 23:17:34] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1265, Y= 80, Z= 507
[2024-03-17 23:18:44] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 51, Z= 518
[2024-03-17 23:18:44] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 52, Z= 518
[2024-03-17 23:18:44] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 53, Z= 518
[2024-03-17 23:18:45] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 54, Z= 518
[2024-03-17 23:18:45] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 55, Z= 518
[2024-03-17 23:18:49] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 56, Z= 518
[2024-03-17 23:18:49] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 57, Z= 518
[2024-03-17 23:18:49] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 58, Z= 518
[2024-03-17 23:18:50] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 59, Z= 518
[2024-03-17 23:18:50] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 60, Z= 518
[2024-03-17 23:18:51] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 61, Z= 518
[2024-03-17 23:18:54] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 62, Z= 518
[2024-03-17 23:18:55] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 63, Z= 518
[2024-03-17 23:18:55] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 64, Z= 518
[2024-03-17 23:18:56] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 65, Z= 518
[2024-03-17 23:18:56] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 66, Z= 518
[2024-03-17 23:19:00] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 67, Z= 518
[2024-03-17 23:19:00] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 68, Z= 518
[2024-03-17 23:19:00] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 69, Z= 518
[2024-03-17 23:19:01] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 70, Z= 518
[2024-03-17 23:19:01] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 71, Z= 518
[2024-03-17 23:19:02] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 72, Z= 518
[2024-03-17 23:19:07] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 73, Z= 518
[2024-03-17 23:19:07] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 74, Z= 518
[2024-03-17 23:19:08] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 75, Z= 518
[2024-03-17 23:19:08] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 76, Z= 518
[2024-03-17 23:19:09] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 77, Z= 518
[2024-03-17 23:19:12] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 78, Z= 518
[2024-03-17 23:19:12] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 79, Z= 518
[2024-03-17 23:19:13] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 80, Z= 518
[2024-03-17 23:19:13] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 81, Z= 518
[2024-03-17 23:19:14] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 82, Z= 518
[2024-03-17 23:19:17] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 83, Z= 518
[2024-03-17 23:19:18] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 84, Z= 518
[2024-03-17 23:19:18] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 85, Z= 518
[2024-03-17 23:19:19] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 86, Z= 518
[2024-03-17 23:19:19] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 87, Z= 518
[2024-03-17 23:19:22] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 88, Z= 518
[2024-03-17 23:19:22] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= -1261, Y= 89, Z= 518
