[2024-03-21 19:44:58] [world] The Player <character> has placed WOOD at X= -390, Y= 78, Z= -72
[2024-03-22 15:51:37] [world] The Player <A_Random_Person> has placed SAND at X= -1565, Y= 79, Z= -122
[2024-03-22 15:51:38] [world] The Player <A_Random_Person> has placed SAND at X= -1565, Y= 79, Z= -121
[2024-03-22 15:51:39] [world] The Player <A_Random_Person> has placed SAND at X= -1565, Y= 79, Z= -120
[2024-03-22 15:51:40] [world] The Player <A_Random_Person> has placed SAND at X= -1565, Y= 79, Z= -119
[2024-03-22 15:51:40] [world] The Player <A_Random_Person> has placed SAND at X= -1565, Y= 79, Z= -118
[2024-03-22 15:51:40] [world] The Player <A_Random_Person> has placed SAND at X= -1565, Y= 79, Z= -117
[2024-03-22 15:51:40] [world] The Player <A_Random_Person> has placed SAND at X= -1565, Y= 80, Z= -117
[2024-03-22 15:51:46] [world] The Player <A_Random_Person> has placed SAND at X= -1565, Y= 79, Z= -112
[2024-03-22 15:51:46] [world] The Player <A_Random_Person> has placed SAND at X= -1565, Y= 79, Z= -114
[2024-03-22 15:51:47] [world] The Player <A_Random_Person> has placed SAND at X= -1565, Y= 79, Z= -115
[2024-03-22 15:51:47] [world] The Player <A_Random_Person> has placed SAND at X= -1565, Y= 79, Z= -116
[2024-03-22 15:51:48] [world] The Player <A_Random_Person> has placed SAND at X= -1565, Y= 79, Z= -113
[2024-03-22 15:51:50] [world] The Player <A_Random_Person> has placed SAND at X= -1564, Y= 79, Z= -111
[2024-03-22 15:51:51] [world] The Player <A_Random_Person> has placed SAND at X= -1563, Y= 79, Z= -111
[2024-03-22 15:51:51] [world] The Player <A_Random_Person> has placed SAND at X= -1561, Y= 79, Z= -111
[2024-03-22 15:51:53] [world] The Player <A_Random_Person> has placed SAND at X= -1559, Y= 79, Z= -111
[2024-03-22 15:51:53] [world] The Player <A_Random_Person> has placed SAND at X= -1560, Y= 79, Z= -111
[2024-03-22 15:51:54] [world] The Player <A_Random_Person> has placed SAND at X= -1562, Y= 79, Z= -111
[2024-03-22 15:51:58] [world] The Player <A_Random_Person> has placed SAND at X= -1558, Y= 79, Z= -111
[2024-03-22 15:51:58] [world] The Player <A_Random_Person> has placed SAND at X= -1557, Y= 79, Z= -111
[2024-03-22 15:52:06] [world] The Player <A_Random_Person> has placed SAND at X= -1555, Y= 79, Z= -111
[2024-03-22 15:52:06] [world] The Player <A_Random_Person> has placed SAND at X= -1554, Y= 79, Z= -111
[2024-03-22 15:52:08] [world] The Player <A_Random_Person> has placed SAND at X= -1556, Y= 79, Z= -111
[2024-03-22 15:52:10] [world] The Player <A_Random_Person> has placed SAND at X= -1549, Y= 79, Z= -111
[2024-03-22 15:52:10] [world] The Player <A_Random_Person> has placed SAND at X= -1550, Y= 79, Z= -111
[2024-03-22 15:52:10] [world] The Player <A_Random_Person> has placed SAND at X= -1551, Y= 79, Z= -111
[2024-03-22 15:52:11] [world] The Player <A_Random_Person> has placed SAND at X= -1552, Y= 79, Z= -111
[2024-03-22 15:52:11] [world] The Player <A_Random_Person> has placed SAND at X= -1553, Y= 79, Z= -111
[2024-03-22 15:52:36] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1557, Y= 79, Z= -112
[2024-03-22 15:52:36] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1556, Y= 79, Z= -112
[2024-03-22 15:52:40] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1562, Y= 78, Z= -112
[2024-03-22 15:52:44] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1558, Y= 80, Z= -111
[2024-03-22 15:52:54] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1558, Y= 80, Z= -112
[2024-03-22 15:52:56] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1559, Y= 80, Z= -112
[2024-03-22 15:52:56] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1560, Y= 80, Z= -112
[2024-03-22 15:52:56] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1561, Y= 80, Z= -112
[2024-03-22 15:52:56] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1562, Y= 80, Z= -112
[2024-03-22 15:52:57] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1563, Y= 80, Z= -112
[2024-03-22 15:52:58] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1564, Y= 80, Z= -112
[2024-03-22 15:52:59] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1564, Y= 80, Z= -113
[2024-03-22 15:52:59] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1564, Y= 80, Z= -114
[2024-03-22 15:52:59] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1564, Y= 80, Z= -115
[2024-03-22 15:53:07] [world] The Player <digbick> has placed ANVIL at X= -697, Y= 77, Z= 314
[2024-03-22 15:53:07] [world] The Player <A_Random_Person> has placed SANDSTONE at X= -1563, Y= 80, Z= -113
[2024-03-22 15:54:29] [world_the_end] The Player <qwerty> has placed DIRT at X= -56, Y= 52, Z= -49
[2024-03-22 15:54:46] [world_the_end] The Player <qwerty> has placed ENDER_STONE at X= -58, Y= 52, Z= -41
[2024-03-22 15:54:53] [world_the_end] The Player <qwerty> has placed ENDER_STONE at X= -58, Y= 53, Z= -41
[2024-03-22 15:54:53] [world_the_end] The Player <qwerty> has placed ENDER_STONE at X= -58, Y= 54, Z= -41
[2024-03-22 15:54:54] [world_the_end] The Player <qwerty> has placed ENDER_STONE at X= -58, Y= 55, Z= -41
[2024-03-22 15:55:17] [world] The Player <SPADE> has placed SAND at X= -543, Y= 67, Z= 364
[2024-03-22 15:56:21] [world_the_end] The Player <qwerty> has placed NETHER_BRICK at X= 28, Y= 60, Z= 64
[2024-03-22 15:56:21] [world_the_end] The Player <qwerty> has placed NETHER_BRICK at X= 28, Y= 59, Z= 65
[2024-03-22 15:56:45] [world] The Player <hexa> has placed TORCH at X= 1000062, Y= 48, Z= 1000007
[2024-03-22 15:56:57] [world] The Player <hexa> has placed TORCH at X= 1000062, Y= 38, Z= 1000000
[2024-03-22 15:57:11] [world] The Player <hexa> has placed TORCH at X= 1000062, Y= 21, Z= 999999
[2024-03-22 15:57:31] [world] The Player <hexa> has placed TORCH at X= 1000061, Y= 12, Z= 999995
[2024-03-22 15:57:57] [world_the_end] The Player <qwerty> has placed NETHER_BRICK at X= 44, Y= 1, Z= 198
[2024-03-22 15:57:57] [world_the_end] The Player <qwerty> has placed NETHER_BRICK at X= 44, Y= 2, Z= 198
[2024-03-22 15:57:58] [world_the_end] The Player <qwerty> has placed NETHER_BRICK at X= 44, Y= 3, Z= 198
[2024-03-22 15:57:58] [world_the_end] The Player <qwerty> has placed NETHER_BRICK at X= 44, Y= 4, Z= 198
[2024-03-22 15:57:59] [world_the_end] The Player <qwerty> has placed NETHER_BRICK at X= 44, Y= 5, Z= 198
[2024-03-22 15:57:59] [world_the_end] The Player <qwerty> has placed NETHER_BRICK at X= 44, Y= 6, Z= 198
[2024-03-22 15:57:59] [world] The Player <A_Random_Person> has placed CROPS at X= -1328, Y= 68, Z= -242
[2024-03-22 15:58:00] [world] The Player <A_Random_Person> has placed CROPS at X= -1327, Y= 68, Z= -241
[2024-03-22 15:58:00] [world_the_end] The Player <qwerty> has placed NETHER_BRICK at X= 44, Y= 7, Z= 198
[2024-03-22 15:58:00] [world] The Player <A_Random_Person> has placed CROPS at X= -1328, Y= 68, Z= -241
[2024-03-22 15:58:00] [world] The Player <A_Random_Person> has placed CROPS at X= -1328, Y= 68, Z= -240
[2024-03-22 15:58:01] [world] The Player <A_Random_Person> has placed CROPS at X= -1328, Y= 68, Z= -239
[2024-03-22 15:58:03] [world] The Player <A_Random_Person> has placed CROPS at X= -1321, Y= 68, Z= -244
[2024-03-22 15:58:06] [world_the_end] The Player <qwerty> has placed NETHER_BRICK at X= 44, Y= 8, Z= 198
[2024-03-22 15:58:07] [world_the_end] The Player <qwerty> has placed NETHER_BRICK at X= 44, Y= 9, Z= 198
[2024-03-22 15:58:33] [world] The Player <hexa> has placed ENDER_STONE at X= 1000061, Y= 13, Z= 999992
[2024-03-22 15:58:34] [world] The Player <hexa> has placed ENDER_STONE at X= 1000060, Y= 13, Z= 999992
[2024-03-22 15:58:35] [world] The Player <hexa> has placed ENDER_STONE at X= 1000059, Y= 13, Z= 999992
[2024-03-22 15:58:38] [world] The Player <hexa> has placed ENDER_STONE at X= 1000059, Y= 13, Z= 999991
[2024-03-22 15:58:39] [world] The Player <hexa> has placed ENDER_STONE at X= 1000059, Y= 13, Z= 999990
[2024-03-22 15:58:40] [world] The Player <hexa> has placed ENDER_STONE at X= 1000059, Y= 13, Z= 999989
[2024-03-22 15:59:24] [world] The Player <Mudkips_Rule> has placed CHEST at X= -1153, Y= 65, Z= -444
[2024-03-22 15:59:25] [world] The Player <Mudkips_Rule> has placed CHEST at X= -1153, Y= 65, Z= -443
[2024-03-22 15:59:38] [world] The Player <Mudkips_Rule> has placed CHEST at X= -1155, Y= 66, Z= -445
[2024-03-22 15:59:43] [world] The Player <Mudkips_Rule> has placed CHEST at X= -1153, Y= 66, Z= -445
[2024-03-22 16:00:06] [world] The Player <Mudkips_Rule> has placed DIRT at X= -1155, Y= 64, Z= -438
[2024-03-22 16:00:07] [world] The Player <Mudkips_Rule> has placed DIRT at X= -1155, Y= 64, Z= -439
[2024-03-22 16:00:31] [world_the_end] The Player <hi_> has placed COBBLESTONE at X= 44, Y= 1, Z= 201
[2024-03-22 16:00:31] [world_the_end] The Player <hi_> has placed COBBLESTONE at X= 44, Y= 2, Z= 201
[2024-03-22 16:00:32] [world_the_end] The Player <hi_> has placed COBBLESTONE at X= 44, Y= 3, Z= 201
[2024-03-22 16:00:32] [world_the_end] The Player <hi_> has placed COBBLESTONE at X= 44, Y= 4, Z= 201
[2024-03-22 16:00:33] [world_the_end] The Player <hi_> has placed COBBLESTONE at X= 44, Y= 5, Z= 201
[2024-03-22 16:00:33] [world_the_end] The Player <hi_> has placed COBBLESTONE at X= 44, Y= 6, Z= 201
[2024-03-22 16:00:34] [world] The Player <A_Random_Person> has placed WOOD at X= -1548, Y= 70, Z= -111
[2024-03-22 16:00:34] [world_the_end] The Player <hi_> has placed COBBLESTONE at X= 44, Y= 7, Z= 201
[2024-03-22 16:00:34] [world] The Player <A_Random_Person> has placed WOOD at X= -1548, Y= 71, Z= -111
[2024-03-22 16:00:35] [world_the_end] The Player <hi_> has placed COBBLESTONE at X= 44, Y= 8, Z= 201
[2024-03-22 16:00:35] [world] The Player <A_Random_Person> has placed WOOD at X= -1548, Y= 72, Z= -111
[2024-03-22 16:00:35] [world] The Player <A_Random_Person> has placed WOOD at X= -1548, Y= 73, Z= -111
[2024-03-22 16:00:35] [world_the_end] The Player <hi_> has placed COBBLESTONE at X= 44, Y= 9, Z= 201
[2024-03-22 16:00:36] [world] The Player <A_Random_Person> has placed WOOD at X= -1548, Y= 74, Z= -111
[2024-03-22 16:00:36] [world] The Player <A_Random_Person> has placed WOOD at X= -1548, Y= 75, Z= -111
[2024-03-22 16:00:37] [world] The Player <A_Random_Person> has placed WOOD at X= -1548, Y= 76, Z= -111
[2024-03-22 16:00:37] [world] The Player <Pog4lifepeople> has placed WORKBENCH at X= 1000568, Y= 66, Z= 1000292
[2024-03-22 16:00:37] [world] The Player <A_Random_Person> has placed WOOD at X= -1548, Y= 77, Z= -112
[2024-03-22 16:00:38] [world] The Player <A_Random_Person> has placed WOOD at X= -1547, Y= 75, Z= -111
[2024-03-22 16:00:39] [world] The Player <A_Random_Person> has placed WOOD at X= -1548, Y= 77, Z= -111
[2024-03-22 16:00:39] [world] The Player <A_Random_Person> has placed WOOD at X= -1548, Y= 78, Z= -111
[2024-03-22 16:00:40] [world] The Player <A_Random_Person> has placed WOOD at X= -1548, Y= 79, Z= -111
[2024-03-22 16:00:40] [world] The Player <Pog4lifepeople> has placed FURNACE at X= 1000567, Y= 66, Z= 1000292
[2024-03-22 16:00:41] [world] The Player <Pog4lifepeople> has placed FURNACE at X= 1000567, Y= 67, Z= 1000292
[2024-03-22 16:00:49] [world] The Player <A_Random_Person> has placed WOOD at X= -1552, Y= 78, Z= -112
[2024-03-22 16:00:50] [world] The Player <A_Random_Person> has placed WOOD at X= -1555, Y= 80, Z= -111
[2024-03-22 16:00:52] [world] The Player <A_Random_Person> has placed WOOD at X= -1555, Y= 80, Z= -112
[2024-03-22 16:00:52] [world] The Player <A_Random_Person> has placed WOOD at X= -1554, Y= 80, Z= -112
[2024-03-22 16:00:52] [world] The Player <A_Random_Person> has placed WOOD at X= -1554, Y= 79, Z= -112
[2024-03-22 16:00:53] [world] The Player <A_Random_Person> has placed WOOD at X= -1553, Y= 80, Z= -112
[2024-03-22 16:00:54] [world] The Player <A_Random_Person> has placed WOOD at X= -1552, Y= 80, Z= -112
[2024-03-22 16:00:54] [world] The Player <A_Random_Person> has placed WOOD at X= -1552, Y= 80, Z= -113
[2024-03-22 16:00:55] [world] The Player <A_Random_Person> has placed WOOD at X= -1551, Y= 80, Z= -112
[2024-03-22 16:00:56] [world] The Player <A_Random_Person> has placed WOOD at X= -1550, Y= 80, Z= -112
[2024-03-22 16:00:56] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -112
[2024-03-22 16:00:57] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -113
[2024-03-22 16:00:57] [world] The Player <Pog4lifepeople> has placed ENDER_CHEST at X= 1000569, Y= 66, Z= 1000292
[2024-03-22 16:00:58] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -114
[2024-03-22 16:00:58] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -115
[2024-03-22 16:00:59] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -116
[2024-03-22 16:01:02] [world] The Player <Pog4lifepeople> has placed ANVIL at X= 1000570, Y= 66, Z= 1000292
[2024-03-22 16:01:03] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -117
[2024-03-22 16:01:04] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -118
[2024-03-22 16:01:05] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 79, Z= -120
[2024-03-22 16:01:05] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 79, Z= -119
[2024-03-22 16:01:06] [world] The Player <A_Random_Person> has placed WOOD at X= -1550, Y= 80, Z= -118
[2024-03-22 16:01:11] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000570, Y= 66, Z= 1000291
[2024-03-22 16:01:13] [world] The Player <A_Random_Person> has placed WOOD at X= -1548, Y= 80, Z= -121
[2024-03-22 16:01:16] [world] The Player <A_Random_Person> has placed WOOD at X= -1550, Y= 79, Z= -119
[2024-03-22 16:01:16] [world] The Player <A_Random_Person> has placed WOOD at X= -1550, Y= 79, Z= -120
[2024-03-22 16:01:17] [world] The Player <A_Random_Person> has placed WOOD at X= -1551, Y= 79, Z= -119
[2024-03-22 16:01:17] [world] The Player <A_Random_Person> has placed WOOD at X= -1551, Y= 79, Z= -120
[2024-03-22 16:01:18] [world] The Player <A_Random_Person> has placed WOOD at X= -1552, Y= 79, Z= -119
[2024-03-22 16:01:18] [world] The Player <A_Random_Person> has placed WOOD at X= -1552, Y= 79, Z= -120
[2024-03-22 16:01:20] [world] The Player <A_Random_Person> has placed WOOD at X= -1553, Y= 79, Z= -119
[2024-03-22 16:01:20] [world] The Player <A_Random_Person> has placed WOOD at X= -1553, Y= 79, Z= -120
[2024-03-22 16:01:28] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000573, Y= 66, Z= 1000279
[2024-03-22 16:01:29] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000572, Y= 66, Z= 1000279
[2024-03-22 16:01:29] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -121
[2024-03-22 16:01:30] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000571, Y= 66, Z= 1000279
[2024-03-22 16:01:30] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -122
[2024-03-22 16:01:30] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000570, Y= 66, Z= 1000279
[2024-03-22 16:01:30] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -123
[2024-03-22 16:01:31] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -124
[2024-03-22 16:01:31] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -125
[2024-03-22 16:01:31] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -126
[2024-03-22 16:01:31] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 80, Z= -127
[2024-03-22 16:01:32] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000570, Y= 67, Z= 1000279
[2024-03-22 16:01:32] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000570, Y= 68, Z= 1000279
[2024-03-22 16:01:32] [world] The Player <A_Random_Person> has placed WOOD at X= -1550, Y= 80, Z= -127
[2024-03-22 16:01:33] [world] The Player <A_Random_Person> has placed WOOD at X= -1551, Y= 80, Z= -127
[2024-03-22 16:01:33] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000570, Y= 69, Z= 1000279
[2024-03-22 16:01:33] [world] The Player <A_Random_Person> has placed WOOD at X= -1552, Y= 80, Z= -127
[2024-03-22 16:01:33] [world] The Player <A_Random_Person> has placed WOOD at X= -1553, Y= 80, Z= -127
[2024-03-22 16:01:35] [world] The Player <A_Random_Person> has placed WOOD at X= -1554, Y= 80, Z= -127
[2024-03-22 16:01:36] [world] The Player <A_Random_Person> has placed WOOD at X= -1555, Y= 80, Z= -127
[2024-03-22 16:01:38] [world] The Player <A_Random_Person> has placed WOOD at X= -1557, Y= 79, Z= -127
[2024-03-22 16:01:38] [world] The Player <A_Random_Person> has placed WOOD at X= -1556, Y= 79, Z= -127
[2024-03-22 16:01:38] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000570, Y= 70, Z= 1000279
[2024-03-22 16:01:41] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000571, Y= 70, Z= 1000279
[2024-03-22 16:01:42] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000572, Y= 70, Z= 1000279
[2024-03-22 16:01:43] [world] The Player <A_Random_Person> has placed WOOD at X= -1558, Y= 80, Z= -128
[2024-03-22 16:01:43] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000573, Y= 70, Z= 1000279
[2024-03-22 16:01:44] [world] The Player <A_Random_Person> has placed WOOD at X= -1558, Y= 80, Z= -127
[2024-03-22 16:01:45] [world] The Player <A_Random_Person> has placed WOOD at X= -1559, Y= 80, Z= -127
[2024-03-22 16:01:45] [world] The Player <A_Random_Person> has placed WOOD at X= -1560, Y= 80, Z= -127
[2024-03-22 16:01:45] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000573, Y= 69, Z= 1000279
[2024-03-22 16:01:45] [world] The Player <A_Random_Person> has placed WOOD at X= -1561, Y= 80, Z= -127
[2024-03-22 16:01:46] [world] The Player <A_Random_Person> has placed WOOD at X= -1562, Y= 80, Z= -127
[2024-03-22 16:01:46] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000573, Y= 68, Z= 1000279
[2024-03-22 16:01:47] [world] The Player <A_Random_Person> has placed WOOD at X= -1563, Y= 80, Z= -127
[2024-03-22 16:01:47] [world] The Player <Pog4lifepeople> has placed OBSIDIAN at X= 1000573, Y= 67, Z= 1000279
[2024-03-22 16:01:47] [world] The Player <A_Random_Person> has placed WOOD at X= -1564, Y= 80, Z= -127
[2024-03-22 16:02:17] [world] The Player <A_Random_Person> has placed WOOD at X= -1564, Y= 80, Z= -126
[2024-03-22 16:02:17] [world] The Player <A_Random_Person> has placed WOOD at X= -1564, Y= 80, Z= -125
[2024-03-22 16:02:17] [world] The Player <A_Random_Person> has placed WOOD at X= -1564, Y= 80, Z= -124
[2024-03-22 16:02:20] [world] The Player <A_Random_Person> has placed WOOD at X= -1564, Y= 80, Z= -123
[2024-03-22 16:02:21] [world] The Player <A_Random_Person> has placed WOOD at X= -1564, Y= 80, Z= -122
[2024-03-22 16:02:28] [world] The Player <A_Random_Person> has placed WOOD at X= -1564, Y= 79, Z= -121
[2024-03-22 16:02:30] [world] The Player <A_Random_Person> has placed WOOD at X= -1564, Y= 79, Z= -118
[2024-03-22 16:02:30] [world] The Player <A_Random_Person> has placed WOOD at X= -1564, Y= 79, Z= -119
[2024-03-22 16:02:30] [world] The Player <A_Random_Person> has placed WOOD at X= -1564, Y= 79, Z= -120
[2024-03-22 16:02:33] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 79, Z= -121
[2024-03-22 16:02:37] [world] The Player <A_Random_Person> has placed WOOD at X= -1549, Y= 79, Z= -118
[2024-03-22 16:02:44] [world] The Player <Pog4lifepeople> has placed CHEST at X= 1000566, Y= 66, Z= 1000292
[2024-03-22 16:02:44] [world] The Player <Pog4lifepeople> has placed CHEST at X= 1000565, Y= 66, Z= 1000292
[2024-03-22 16:02:46] [world] The Player <Pog4lifepeople> has placed CHEST at X= 1000566, Y= 67, Z= 1000292
[2024-03-22 16:02:47] [world] The Player <Pog4lifepeople> has placed CHEST at X= 1000565, Y= 67, Z= 1000292
[2024-03-22 16:02:59] [world] The Player <A_Random_Person> has placed WOOD at X= -1554, Y= 80, Z= -127
[2024-03-22 16:03:00] [world] The Player <A_Random_Person> has placed WOOD at X= -1555, Y= 79, Z= -127
[2024-03-22 16:03:11] [world] The Player <A_Random_Person> has placed WOOD at X= -1558, Y= 79, Z= -127
[2024-03-22 16:03:15] [world] The Player <A_Random_Person> has placed WOOD at X= -1558, Y= 79, Z= -112
[2024-03-22 16:03:17] [world] The Player <A_Random_Person> has placed WOOD at X= -1555, Y= 79, Z= -112
[2024-03-22 16:03:29] [world] The Player <digbick> has placed DIRT at X= -617, Y= 5, Z= 328
[2024-03-22 16:03:29] [world] The Player <digbick> has placed DIRT at X= -617, Y= 5, Z= 329
[2024-03-22 16:03:30] [world] The Player <digbick> has placed DIRT at X= -618, Y= 5, Z= 328
[2024-03-22 16:03:30] [world] The Player <digbick> has placed DIRT at X= -618, Y= 5, Z= 329
[2024-03-22 16:03:31] [world] The Player <digbick> has placed DIRT at X= -619, Y= 5, Z= 328
[2024-03-22 16:03:31] [world] The Player <digbick> has placed DIRT at X= -620, Y= 5, Z= 328
[2024-03-22 16:03:31] [world] The Player <digbick> has placed DIRT at X= -621, Y= 5, Z= 329
[2024-03-22 16:03:31] [world] The Player <digbick> has placed DIRT at X= -622, Y= 5, Z= 329
[2024-03-22 16:03:31] [world] The Player <digbick> has placed DIRT at X= -621, Y= 5, Z= 328
[2024-03-22 16:03:32] [world] The Player <digbick> has placed DIRT at X= -622, Y= 5, Z= 328
[2024-03-22 16:03:32] [world] The Player <digbick> has placed DIRT at X= -623, Y= 5, Z= 328
[2024-03-22 16:03:34] [world] The Player <digbick> has placed DIRT at X= -619, Y= 5, Z= 329
[2024-03-22 16:03:34] [world] The Player <digbick> has placed DIRT at X= -620, Y= 5, Z= 329
[2024-03-22 16:03:35] [world] The Player <digbick> has placed DIRT at X= -625, Y= 5, Z= 329
[2024-03-22 16:03:36] [world] The Player <digbick> has placed DIRT at X= -624, Y= 5, Z= 329
[2024-03-22 16:03:36] [world] The Player <digbick> has placed DIRT at X= -625, Y= 5, Z= 328
[2024-03-22 16:03:37] [world] The Player <digbick> has placed DIRT at X= -623, Y= 5, Z= 329
[2024-03-22 16:03:38] [world] The Player <digbick> has placed DIRT at X= -624, Y= 5, Z= 328
[2024-03-22 16:03:41] [world] The Player <A_Random_Person> has placed WOOD at X= -1564, Y= 80, Z= -116
[2024-03-22 16:03:42] [world] The Player <A_Random_Person> has placed WOOD at X= -1564, Y= 80, Z= -117
[2024-03-22 16:03:48] [world] The Player <digbick> has placed DIRT at X= -625, Y= 5, Z= 329
[2024-03-22 16:03:49] [world] The Player <digbick> has placed DIRT at X= -625, Y= 5, Z= 328
[2024-03-22 16:03:51] [world] The Player <A_Random_Person> has placed WOOD at X= -1550, Y= 80, Z= -117
[2024-03-22 16:03:51] [world] The Player <A_Random_Person> has placed WOOD at X= -1551, Y= 80, Z= -117
[2024-03-22 16:03:52] [world] The Player <A_Random_Person> has placed WOOD at X= -1552, Y= 80, Z= -117
[2024-03-22 16:03:59] [world] The Player <Pog4lifepeople> has placed SAPLING at X= 1000585, Y= 66, Z= 1000278
[2024-03-22 16:04:00] [world] The Player <digbick> has placed COBBLESTONE at X= -625, Y= 6, Z= 327
[2024-03-22 16:04:01] [world] The Player <Pog4lifepeople> has placed SAPLING at X= 1000587, Y= 66, Z= 1000285
[2024-03-22 16:04:01] [world] The Player <digbick> has placed COBBLESTONE at X= -625, Y= 6, Z= 328
[2024-03-22 16:04:02] [world] The Player <Pog4lifepeople> has placed SAPLING at X= 1000590, Y= 66, Z= 1000291
[2024-03-22 16:04:02] [world] The Player <digbick> has placed COBBLESTONE at X= -625, Y= 6, Z= 329
[2024-03-22 16:04:02] [world] The Player <A_Random_Person> has placed WOOD at X= -1550, Y= 80, Z= -116
[2024-03-22 16:04:03] [world] The Player <A_Random_Person> has placed WOOD at X= -1551, Y= 80, Z= -116
[2024-03-22 16:04:03] [world] The Player <Pog4lifepeople> has placed SAPLING at X= 1000589, Y= 65, Z= 1000295
[2024-03-22 16:04:03] [world] The Player <digbick> has placed COBBLESTONE at X= -625, Y= 7, Z= 329
[2024-03-22 16:04:03] [world] The Player <A_Random_Person> has placed WOOD at X= -1552, Y= 80, Z= -116
[2024-03-22 16:04:04] [world] The Player <A_Random_Person> has placed WOOD at X= -1550, Y= 80, Z= -115
[2024-03-22 16:04:04] [world] The Player <A_Random_Person> has placed WOOD at X= -1551, Y= 80, Z= -115
[2024-03-22 16:04:04] [world] The Player <digbick> has placed COBBLESTONE at X= -625, Y= 7, Z= 327
[2024-03-22 16:04:05] [world] The Player <Pog4lifepeople> has placed SAPLING at X= 1000582, Y= 64, Z= 1000301
[2024-03-22 16:04:05] [world] The Player <A_Random_Person> has placed WOOD at X= -1552, Y= 80, Z= -115
[2024-03-22 16:04:05] [world] The Player <digbick> has placed COBBLESTONE at X= -625, Y= 7, Z= 328
[2024-03-22 16:04:05] [world] The Player <A_Random_Person> has placed WOOD at X= -1550, Y= 80, Z= -113
[2024-03-22 16:04:05] [world] The Player <A_Random_Person> has placed WOOD at X= -1550, Y= 80, Z= -114
[2024-03-22 16:04:06] [world] The Player <A_Random_Person> has placed WOOD at X= -1551, Y= 80, Z= -113
[2024-03-22 16:04:06] [world] The Player <A_Random_Person> has placed WOOD at X= -1551, Y= 80, Z= -114
[2024-03-22 16:04:07] [world] The Player <A_Random_Person> has placed WOOD at X= -1552, Y= 80, Z= -113
[2024-03-22 16:04:07] [world] The Player <A_Random_Person> has placed WOOD at X= -1552, Y= 80, Z= -114
[2024-03-22 16:04:08] [world] The Player <A_Random_Person> has placed WOOD at X= -1554, Y= 80, Z= -113
[2024-03-22 16:04:08] [world] The Player <A_Random_Person> has placed WOOD at X= -1553, Y= 80, Z= -113
[2024-03-22 16:04:08] [world] The Player <A_Random_Person> has placed WOOD at X= -1553, Y= 80, Z= -114
[2024-03-22 16:04:09] [world] The Player <A_Random_Person> has placed WOOD at X= -1554, Y= 80, Z= -114
[2024-03-22 16:04:11] [world] The Player <A_Random_Person> has placed WOOD at X= -1555, Y= 79, Z= -113
