[2024-03-28 00:58:44] [world] The Player <xcpc> has placed TORCH at X= -441, Y= 57, Z= 266
[2024-03-28 05:19:29] [world_the_end] The Player <Feathery> has placed SAPLING at X= 309, Y= 60, Z= -59
[2024-03-28 05:19:35] [world_the_end] The Player <Feathery> has placed SAPLING at X= 302, Y= 60, Z= -55
[2024-03-28 05:19:39] [world_the_end] The Player <Feathery> has placed GRASS at X= 295, Y= 60, Z= -53
[2024-03-28 05:19:39] [world_the_end] The Player <Feathery> has placed SAPLING at X= 295, Y= 61, Z= -53
[2024-03-28 05:19:44] [world_the_end] The Player <Feathery> has placed GRASS at X= 290, Y= 60, Z= -50
[2024-03-28 05:19:44] [world_the_end] The Player <Feathery> has placed SAPLING at X= 290, Y= 61, Z= -50
[2024-03-28 05:19:49] [world_the_end] The Player <Feathery> has placed GRASS at X= 283, Y= 62, Z= -48
[2024-03-28 05:19:50] [world_the_end] The Player <Feathery> has placed SAPLING at X= 283, Y= 63, Z= -48
[2024-03-28 05:19:56] [world_the_end] The Player <Feathery> has placed GRASS at X= 279, Y= 61, Z= -51
[2024-03-28 05:19:58] [world_the_end] The Player <Feathery> has placed GRASS at X= 274, Y= 61, Z= -54
[2024-03-28 05:19:58] [world_the_end] The Player <Feathery> has placed SAPLING at X= 274, Y= 62, Z= -54
[2024-03-28 05:19:59] [world_the_end] The Player <Feathery> has placed SAPLING at X= 279, Y= 62, Z= -51
[2024-03-28 05:20:00] [world_the_end] The Player <Feathery> has placed WEB at X= 280, Y= 62, Z= -51
[2024-03-28 05:20:07] [world_the_end] The Player <Feathery> has placed GRASS at X= 264, Y= 61, Z= -57
[2024-03-28 05:20:08] [world_the_end] The Player <Feathery> has placed SAPLING at X= 264, Y= 62, Z= -57
[2024-03-28 05:20:19] [world_the_end] The Player <Feathery> has placed GRASS at X= 295, Y= 47, Z= -62
[2024-03-28 05:20:19] [world_the_end] The Player <Feathery> has placed SAPLING at X= 295, Y= 48, Z= -62
[2024-03-28 05:20:20] [world_the_end] The Player <Feathery> has placed WEB at X= 295, Y= 49, Z= -62
[2024-03-28 05:20:35] [world_the_end] The Player <Feathery> has placed STONE at X= 295, Y= 48, Z= -62
[2024-03-28 05:20:46] [world_the_end] The Player <Feathery> has placed GRASS at X= 337, Y= 46, Z= -165
[2024-03-28 05:20:47] [world_the_end] The Player <Feathery> has placed SAPLING at X= 337, Y= 47, Z= -165
[2024-03-28 05:32:22] [world_the_end] The Player <Feathery> has placed ENDER_CHEST at X= 323, Y= 15, Z= -138
[2024-03-28 11:40:02] [world] The Player <Tester> has placed TORCH at X= -866, Y= 15, Z= 634
[2024-03-28 12:05:00] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 362
[2024-03-28 12:05:01] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 73, Z= 362
[2024-03-28 12:05:01] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 74, Z= 362
[2024-03-28 12:05:03] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 75, Z= 362
[2024-03-28 12:05:03] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 76, Z= 362
[2024-03-28 12:05:03] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 77, Z= 362
[2024-03-28 12:05:03] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 78, Z= 362
[2024-03-28 12:05:03] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 79, Z= 362
[2024-03-28 12:05:04] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 80, Z= 362
[2024-03-28 12:05:04] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 81, Z= 362
[2024-03-28 12:05:04] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 82, Z= 362
[2024-03-28 12:05:05] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 83, Z= 362
[2024-03-28 12:05:06] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 84, Z= 362
[2024-03-28 12:05:33] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 351
[2024-03-28 12:05:34] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 348
[2024-03-28 12:05:39] [world] The Player <Tester> has placed SEA_LANTERN at X= -592, Y= 67, Z= 350
[2024-03-28 12:05:40] [world] The Player <Tester> has placed SEA_LANTERN at X= -592, Y= 67, Z= 349
[2024-03-28 12:05:45] [world] The Player <Tester> has placed SEA_LANTERN at X= -595, Y= 67, Z= 347
[2024-03-28 12:05:48] [world] The Player <Tester> has placed SEA_LANTERN at X= -595, Y= 67, Z= 352
[2024-03-28 12:06:01] [world] The Player <Tester> has placed SEA_LANTERN at X= -582, Y= 68, Z= 343
[2024-03-28 12:06:03] [world] The Player <Tester> has placed SEA_LANTERN at X= -580, Y= 68, Z= 343
[2024-03-28 12:06:07] [world] The Player <Tester> has placed SEA_LANTERN at X= -582, Y= 69, Z= 344
[2024-03-28 12:06:08] [world] The Player <Tester> has placed SEA_LANTERN at X= -580, Y= 69, Z= 344
[2024-03-28 12:06:13] [world] The Player <Tester> has placed IRON_DOOR_BLOCK at X= -581, Y= 69, Z= 344
[2024-03-28 12:06:20] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 352
[2024-03-28 12:06:21] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 353
[2024-03-28 12:06:22] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 354
[2024-03-28 12:06:23] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 355
[2024-03-28 12:06:23] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 356
[2024-03-28 12:06:24] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 357
[2024-03-28 12:06:25] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 358
[2024-03-28 12:06:26] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 359
[2024-03-28 12:06:26] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 360
[2024-03-28 12:06:27] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 361
[2024-03-28 12:06:32] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 345
[2024-03-28 12:06:32] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 346
[2024-03-28 12:06:32] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 347
[2024-03-28 12:06:38] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -587, Y= 69, Z= 344
[2024-03-28 12:06:40] [world] The Player <Tester> has placed SEA_LANTERN at X= -586, Y= 68, Z= 345
[2024-03-28 12:06:40] [world] The Player <Tester> has placed SEA_LANTERN at X= -587, Y= 68, Z= 345
[2024-03-28 12:06:41] [world] The Player <Tester> has placed SEA_LANTERN at X= -588, Y= 68, Z= 345
[2024-03-28 12:06:53] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 361
[2024-03-28 12:06:55] [world] The Player <Tester> has placed SEA_LANTERN at X= -568, Y= 68, Z= 361
[2024-03-28 12:06:55] [world] The Player <Tester> has placed SEA_LANTERN at X= -569, Y= 68, Z= 361
[2024-03-28 12:06:56] [world] The Player <Tester> has placed SEA_LANTERN at X= -570, Y= 68, Z= 361
[2024-03-28 12:06:56] [world] The Player <Tester> has placed SEA_LANTERN at X= -571, Y= 68, Z= 361
[2024-03-28 12:06:56] [world] The Player <Tester> has placed SEA_LANTERN at X= -572, Y= 68, Z= 361
[2024-03-28 12:06:57] [world] The Player <Tester> has placed SEA_LANTERN at X= -573, Y= 68, Z= 361
[2024-03-28 12:06:57] [world] The Player <Tester> has placed SEA_LANTERN at X= -574, Y= 68, Z= 361
[2024-03-28 12:06:57] [world] The Player <Tester> has placed SEA_LANTERN at X= -575, Y= 68, Z= 361
[2024-03-28 12:06:57] [world] The Player <Tester> has placed SEA_LANTERN at X= -576, Y= 68, Z= 361
[2024-03-28 12:06:58] [world] The Player <Tester> has placed SEA_LANTERN at X= -577, Y= 68, Z= 361
[2024-03-28 12:06:58] [world] The Player <Tester> has placed SEA_LANTERN at X= -578, Y= 68, Z= 361
[2024-03-28 12:06:58] [world] The Player <Tester> has placed SEA_LANTERN at X= -579, Y= 68, Z= 361
[2024-03-28 12:06:58] [world] The Player <Tester> has placed SEA_LANTERN at X= -580, Y= 68, Z= 361
[2024-03-28 12:06:58] [world] The Player <Tester> has placed SEA_LANTERN at X= -581, Y= 68, Z= 361
[2024-03-28 12:07:00] [world] The Player <Tester> has placed SEA_LANTERN at X= -588, Y= 68, Z= 361
[2024-03-28 12:07:00] [world] The Player <Tester> has placed SEA_LANTERN at X= -587, Y= 68, Z= 361
[2024-03-28 12:07:00] [world] The Player <Tester> has placed SEA_LANTERN at X= -586, Y= 68, Z= 361
[2024-03-28 12:07:01] [world] The Player <Tester> has placed SEA_LANTERN at X= -585, Y= 68, Z= 361
[2024-03-28 12:07:01] [world] The Player <Tester> has placed SEA_LANTERN at X= -584, Y= 68, Z= 361
[2024-03-28 12:07:01] [world] The Player <Tester> has placed SEA_LANTERN at X= -583, Y= 68, Z= 361
[2024-03-28 12:07:01] [world] The Player <Tester> has placed SEA_LANTERN at X= -582, Y= 68, Z= 361
[2024-03-28 12:07:07] [world] The Player <Tester> has placed SEA_LANTERN at X= -585, Y= 68, Z= 345
[2024-03-28 12:07:07] [world] The Player <Tester> has placed SEA_LANTERN at X= -585, Y= 69, Z= 345
[2024-03-28 12:07:07] [world] The Player <Tester> has placed SEA_LANTERN at X= -584, Y= 68, Z= 345
[2024-03-28 12:07:08] [world] The Player <Tester> has placed SEA_LANTERN at X= -583, Y= 68, Z= 345
[2024-03-28 12:07:09] [world] The Player <Tester> has placed SEA_LANTERN at X= -582, Y= 68, Z= 345
[2024-03-28 12:07:13] [world] The Player <Tester> has placed SEA_LANTERN at X= -580, Y= 68, Z= 345
[2024-03-28 12:07:13] [world] The Player <Tester> has placed SEA_LANTERN at X= -579, Y= 68, Z= 345
[2024-03-28 12:07:14] [world] The Player <Tester> has placed SEA_LANTERN at X= -578, Y= 68, Z= 345
[2024-03-28 12:07:15] [world] The Player <Tester> has placed SEA_LANTERN at X= -577, Y= 68, Z= 345
[2024-03-28 12:07:16] [world] The Player <Tester> has placed SEA_LANTERN at X= -576, Y= 68, Z= 345
[2024-03-28 12:07:17] [world] The Player <Tester> has placed SEA_LANTERN at X= -575, Y= 69, Z= 345
[2024-03-28 12:07:17] [world] The Player <Tester> has placed SEA_LANTERN at X= -574, Y= 69, Z= 345
[2024-03-28 12:07:22] [world] The Player <Tester> has placed SEA_LANTERN at X= -575, Y= 68, Z= 345
[2024-03-28 12:07:23] [world] The Player <Tester> has placed SEA_LANTERN at X= -574, Y= 68, Z= 345
[2024-03-28 12:07:23] [world] The Player <Tester> has placed SEA_LANTERN at X= -574, Y= 69, Z= 345
[2024-03-28 12:07:23] [world] The Player <Tester> has placed SEA_LANTERN at X= -573, Y= 68, Z= 345
[2024-03-28 12:07:24] [world] The Player <Tester> has placed SEA_LANTERN at X= -572, Y= 68, Z= 345
[2024-03-28 12:07:42] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 360
[2024-03-28 12:07:43] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 359
[2024-03-28 12:07:43] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 358
[2024-03-28 12:07:43] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 357
[2024-03-28 12:07:43] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 356
[2024-03-28 12:07:44] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 355
[2024-03-28 12:07:44] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 354
[2024-03-28 12:07:44] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 353
[2024-03-28 12:07:45] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 352
[2024-03-28 12:07:45] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 351
[2024-03-28 12:07:45] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 350
[2024-03-28 12:07:45] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 349
[2024-03-28 12:07:45] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 348
[2024-03-28 12:07:45] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 347
[2024-03-28 12:07:47] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 340
[2024-03-28 12:07:47] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 339
[2024-03-28 12:07:48] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 338
[2024-03-28 12:07:49] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 69, Z= 340
[2024-03-28 12:07:49] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 70, Z= 340
[2024-03-28 12:07:52] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 346
[2024-03-28 12:07:52] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 345
[2024-03-28 12:07:52] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 343
[2024-03-28 12:07:52] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 342
[2024-03-28 12:07:52] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 341
[2024-03-28 12:07:53] [world] The Player <Tester> has placed SEA_LANTERN at X= -567, Y= 68, Z= 344
[2024-03-28 12:07:54] [world] The Player <Tester> has placed SEA_LANTERN at X= -571, Y= 68, Z= 345
[2024-03-28 12:07:54] [world] The Player <Tester> has placed SEA_LANTERN at X= -571, Y= 68, Z= 344
[2024-03-28 12:07:55] [world] The Player <Tester> has placed SEA_LANTERN at X= -571, Y= 68, Z= 343
[2024-03-28 12:07:55] [world] The Player <Tester> has placed SEA_LANTERN at X= -571, Y= 68, Z= 342
[2024-03-28 12:07:56] [world] The Player <Tester> has placed SEA_LANTERN at X= -571, Y= 68, Z= 341
[2024-03-28 12:07:56] [world] The Player <Tester> has placed SEA_LANTERN at X= -571, Y= 68, Z= 340
[2024-03-28 12:07:56] [world] The Player <Tester> has placed SEA_LANTERN at X= -571, Y= 68, Z= 338
[2024-03-28 12:07:58] [world] The Player <Tester> has placed SEA_LANTERN at X= -571, Y= 68, Z= 339
[2024-03-28 12:07:58] [world] The Player <Tester> has placed SEA_LANTERN at X= -570, Y= 68, Z= 338
[2024-03-28 12:07:58] [world] The Player <Tester> has placed SEA_LANTERN at X= -569, Y= 68, Z= 338
[2024-03-28 12:07:58] [world] The Player <Tester> has placed SEA_LANTERN at X= -568, Y= 68, Z= 338
[2024-03-28 12:08:09] [world] The Player <Tester> has placed SEA_LANTERN at X= -580, Y= 68, Z= 342
[2024-03-28 12:08:10] [world] The Player <Tester> has placed SEA_LANTERN at X= -580, Y= 68, Z= 341
[2024-03-28 12:08:15] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -580, Y= 68, Z= 341
[2024-03-28 12:08:17] [world] The Player <Tester> has placed SEA_LANTERN at X= -582, Y= 68, Z= 342
[2024-03-28 12:08:18] [world] The Player <Tester> has placed SEA_LANTERN at X= -581, Y= 68, Z= 342
[2024-03-28 12:08:23] [world] The Player <Tester> has placed SEA_LANTERN at X= -581, Y= 69, Z= 337
[2024-03-28 12:08:28] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 340
[2024-03-28 12:08:28] [world] The Player <Tester> has placed SEA_LANTERN at X= -589, Y= 68, Z= 341
[2024-03-28 12:08:32] [world] The Player <Tester> has placed SEA_LANTERN at X= -573, Y= 68, Z= 340
[2024-03-28 12:08:33] [world] The Player <Tester> has placed SEA_LANTERN at X= -573, Y= 68, Z= 341
[2024-03-28 12:08:34] [world] The Player <Tester> has placed SEA_LANTERN at X= -574, Y= 68, Z= 338
[2024-03-28 12:08:36] [world] The Player <Tester> has placed SEA_LANTERN at X= -574, Y= 68, Z= 343
[2024-03-28 12:08:37] [world] The Player <Tester> has placed SEA_LANTERN at X= -576, Y= 68, Z= 343
[2024-03-28 12:08:38] [world] The Player <Tester> has placed SEA_LANTERN at X= -578, Y= 68, Z= 343
[2024-03-28 12:08:40] [world] The Player <Tester> has placed SEA_LANTERN at X= -578, Y= 68, Z= 338
[2024-03-28 12:08:41] [world] The Player <Tester> has placed SEA_LANTERN at X= -576, Y= 68, Z= 338
[2024-03-28 12:08:43] [world] The Player <Tester> has placed SEA_LANTERN at X= -574, Y= 68, Z= 338
[2024-03-28 12:08:46] [world] The Player <Tester> has placed SEA_LANTERN at X= -584, Y= 69, Z= 343
[2024-03-28 12:08:48] [world] The Player <Tester> has placed SEA_LANTERN at X= -584, Y= 68, Z= 343
[2024-03-28 12:08:49] [world] The Player <Tester> has placed SEA_LANTERN at X= -586, Y= 68, Z= 343
[2024-03-28 12:08:50] [world] The Player <Tester> has placed SEA_LANTERN at X= -588, Y= 68, Z= 343
[2024-03-28 12:08:51] [world] The Player <Tester> has placed SEA_LANTERN at X= -588, Y= 68, Z= 338
[2024-03-28 12:08:52] [world] The Player <Tester> has placed SEA_LANTERN at X= -586, Y= 68, Z= 338
[2024-03-28 12:08:55] [world] The Player <Tester> has placed SEA_LANTERN at X= -584, Y= 68, Z= 338
[2024-03-28 12:09:22] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 337
[2024-03-28 12:09:23] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 73, Z= 337
[2024-03-28 12:09:25] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 338
[2024-03-28 12:09:27] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 339
[2024-03-28 12:09:27] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 340
[2024-03-28 12:09:27] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 341
[2024-03-28 12:09:27] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 342
[2024-03-28 12:09:27] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 343
[2024-03-28 12:09:27] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -591, Y= 71, Z= 344
[2024-03-28 12:09:30] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 344
[2024-03-28 12:09:30] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 345
[2024-03-28 12:09:30] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 346
[2024-03-28 12:09:31] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 347
[2024-03-28 12:09:31] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 348
[2024-03-28 12:09:33] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 349
[2024-03-28 12:09:34] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 350
[2024-03-28 12:09:34] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 351
[2024-03-28 12:09:34] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 352
[2024-03-28 12:09:35] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 353
[2024-03-28 12:09:35] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 354
[2024-03-28 12:09:35] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 356
[2024-03-28 12:09:35] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 358
[2024-03-28 12:09:35] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 359
[2024-03-28 12:09:35] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 73, Z= 359
[2024-03-28 12:09:36] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 360
[2024-03-28 12:09:37] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 361
[2024-03-28 12:09:37] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 73, Z= 361
[2024-03-28 12:09:38] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 73, Z= 360
[2024-03-28 12:09:39] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 357
[2024-03-28 12:09:40] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 72, Z= 355
[2024-03-28 12:09:42] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 73, Z= 358
[2024-03-28 12:09:43] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 73, Z= 356
[2024-03-28 12:09:43] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 73, Z= 357
[2024-03-28 12:09:44] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 73, Z= 354
[2024-03-28 12:09:44] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 73, Z= 355
[2024-03-28 12:09:45] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 73, Z= 352
[2024-03-28 12:09:45] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -590, Y= 73, Z= 353
[2024-03-28 12:10:13] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -589, Y= 69, Z= 355
[2024-03-28 12:10:14] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -588, Y= 69, Z= 355
[2024-03-28 12:10:14] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -587, Y= 69, Z= 355
[2024-03-28 12:10:18] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -586, Y= 69, Z= 355
[2024-03-28 12:10:19] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -585, Y= 69, Z= 355
[2024-03-28 12:10:19] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -584, Y= 69, Z= 355
[2024-03-28 12:10:19] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -583, Y= 69, Z= 355
[2024-03-28 12:10:19] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -582, Y= 69, Z= 355
[2024-03-28 12:10:20] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -581, Y= 69, Z= 355
[2024-03-28 12:10:20] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -580, Y= 69, Z= 355
[2024-03-28 12:10:20] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -579, Y= 69, Z= 355
[2024-03-28 12:10:20] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -578, Y= 69, Z= 355
[2024-03-28 12:10:20] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -577, Y= 69, Z= 355
[2024-03-28 12:10:21] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -576, Y= 69, Z= 355
[2024-03-28 12:10:22] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -575, Y= 69, Z= 354
[2024-03-28 12:10:22] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -575, Y= 69, Z= 355
[2024-03-28 12:10:24] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -572, Y= 69, Z= 355
[2024-03-28 12:10:25] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -573, Y= 69, Z= 355
[2024-03-28 12:10:25] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -574, Y= 69, Z= 355
[2024-03-28 12:10:30] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -572, Y= 69, Z= 356
[2024-03-28 12:10:30] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -572, Y= 69, Z= 357
[2024-03-28 12:10:30] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -572, Y= 69, Z= 358
[2024-03-28 12:10:30] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -572, Y= 69, Z= 359
[2024-03-28 12:10:31] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -572, Y= 69, Z= 360
[2024-03-28 12:10:32] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -572, Y= 69, Z= 361
[2024-03-28 12:10:38] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -589, Y= 70, Z= 355
[2024-03-28 12:10:38] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -589, Y= 71, Z= 355
[2024-03-28 12:10:39] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -589, Y= 72, Z= 355
[2024-03-28 12:10:43] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -588, Y= 70, Z= 355
[2024-03-28 12:10:43] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -588, Y= 71, Z= 355
[2024-03-28 12:10:43] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -588, Y= 72, Z= 355
[2024-03-28 12:10:44] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -587, Y= 70, Z= 355
[2024-03-28 12:10:44] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -587, Y= 71, Z= 355
[2024-03-28 12:10:44] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -587, Y= 72, Z= 355
[2024-03-28 12:10:44] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -586, Y= 70, Z= 355
[2024-03-28 12:10:45] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -586, Y= 71, Z= 355
[2024-03-28 12:10:45] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -586, Y= 72, Z= 355
[2024-03-28 12:10:46] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -585, Y= 70, Z= 355
[2024-03-28 12:10:46] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -585, Y= 71, Z= 355
[2024-03-28 12:10:46] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -585, Y= 72, Z= 355
[2024-03-28 12:10:46] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -584, Y= 70, Z= 355
[2024-03-28 12:10:46] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -584, Y= 71, Z= 355
[2024-03-28 12:10:47] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -584, Y= 72, Z= 355
[2024-03-28 12:10:47] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -583, Y= 70, Z= 355
[2024-03-28 12:10:47] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -583, Y= 71, Z= 355
[2024-03-28 12:10:48] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -583, Y= 72, Z= 355
[2024-03-28 12:10:48] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -582, Y= 70, Z= 355
