[2024-03-24 21:52:56] [world] The Player <GolemDaWanderer> has placed HOPPER at X= -10299, Y= 34, Z= 4029
[2024-03-24 23:14:26] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4110
[2024-03-24 23:14:26] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4110
[2024-03-24 23:14:29] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4109
[2024-03-24 23:14:29] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4109
[2024-03-24 23:14:30] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4108
[2024-03-24 23:14:30] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4108
[2024-03-24 23:14:31] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4107
[2024-03-24 23:14:32] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4107
[2024-03-24 23:14:33] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4106
[2024-03-24 23:14:33] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4106
[2024-03-24 23:14:34] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4106
[2024-03-24 23:14:34] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4106
[2024-03-24 23:14:34] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4106
[2024-03-24 23:14:35] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4106
[2024-03-24 23:14:35] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4106
[2024-03-24 23:14:36] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4106
[2024-03-24 23:14:37] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4106
[2024-03-24 23:14:37] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4106
[2024-03-24 23:14:37] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4106
[2024-03-24 23:14:38] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4107
[2024-03-24 23:14:38] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4107
[2024-03-24 23:14:39] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4107
[2024-03-24 23:14:39] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4107
[2024-03-24 23:14:40] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4107
[2024-03-24 23:14:40] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4108
[2024-03-24 23:14:40] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4108
[2024-03-24 23:14:41] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4108
[2024-03-24 23:14:42] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4108
[2024-03-24 23:14:43] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4109
[2024-03-24 23:14:43] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4109
[2024-03-24 23:14:44] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4108
[2024-03-24 23:14:45] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4108
[2024-03-24 23:14:45] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4109
[2024-03-24 23:14:46] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4109
[2024-03-24 23:14:46] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4109
[2024-03-24 23:14:46] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10157, Y= 63, Z= 4109
[2024-03-24 23:14:47] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10157, Y= 63, Z= 4109
[2024-03-24 23:14:47] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10157, Y= 63, Z= 4109
[2024-03-24 23:14:47] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10157, Y= 63, Z= 4108
[2024-03-24 23:14:48] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10157, Y= 63, Z= 4108
[2024-03-24 23:14:49] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4108
[2024-03-24 23:14:49] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4108
[2024-03-24 23:14:50] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4109
[2024-03-24 23:14:50] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4109
[2024-03-24 23:14:51] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4109
[2024-03-24 23:14:51] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4109
[2024-03-24 23:14:52] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4108
[2024-03-24 23:14:52] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4108
[2024-03-24 23:14:52] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4108
[2024-03-24 23:14:53] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4107
[2024-03-24 23:14:54] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4107
[2024-03-24 23:14:54] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4107
[2024-03-24 23:14:55] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4107
[2024-03-24 23:14:55] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4107
[2024-03-24 23:14:56] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4106
[2024-03-24 23:14:56] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4106
[2024-03-24 23:14:57] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4106
[2024-03-24 23:15:00] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4106
[2024-03-24 23:15:24] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4106
[2024-03-24 23:15:24] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4106
[2024-03-24 23:15:24] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4107
[2024-03-24 23:15:25] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4108
[2024-03-24 23:15:25] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4107
[2024-03-24 23:15:25] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4108
[2024-03-24 23:15:25] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4109
[2024-03-24 23:15:26] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4109
[2024-03-24 23:15:26] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10157, Y= 63, Z= 4109
[2024-03-24 23:15:26] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10157, Y= 63, Z= 4108
[2024-03-24 23:15:27] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4108
[2024-03-24 23:15:27] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4109
[2024-03-24 23:15:28] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4110
[2024-03-24 23:15:29] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4110
[2024-03-24 23:15:29] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4109
[2024-03-24 23:15:30] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4110
[2024-03-24 23:15:31] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4110
[2024-03-24 23:15:32] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4109
[2024-03-24 23:15:32] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4108
[2024-03-24 23:15:32] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4107
[2024-03-24 23:15:33] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4106
[2024-03-24 23:15:33] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4106
[2024-03-24 23:15:34] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4107
[2024-03-24 23:15:34] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4108
[2024-03-24 23:15:34] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4108
[2024-03-24 23:15:35] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4107
[2024-03-24 23:15:36] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4106
[2024-03-24 23:15:36] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4106
[2024-03-24 23:16:05] [world] The Player <GolemDaWanderer> has placed CAKE_BLOCK at X= -10176, Y= 64, Z= 4126
[2024-03-24 23:18:55] [world] The Player <GolemDaWanderer> has placed CAKE_BLOCK at X= -10179, Y= 63, Z= 4113
[2024-03-24 23:19:01] [world] The Player <GolemDaWanderer> has placed CAKE_BLOCK at X= -10179, Y= 63, Z= 4112
[2024-03-24 23:21:01] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10176, Y= 64, Z= 4121
[2024-03-24 23:21:02] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10176, Y= 65, Z= 4121
[2024-03-24 23:23:13] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4110
[2024-03-24 23:23:13] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4110
[2024-03-24 23:23:14] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4110
[2024-03-24 23:23:14] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4110
[2024-03-24 23:23:15] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4110
[2024-03-24 23:23:16] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4110
[2024-03-24 23:23:16] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4110
[2024-03-24 23:23:16] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4110
[2024-03-24 23:23:17] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4110
[2024-03-24 23:23:17] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4110
[2024-03-24 23:23:17] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4109
[2024-03-24 23:23:18] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4109
[2024-03-24 23:23:19] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10157, Y= 63, Z= 4109
[2024-03-24 23:23:19] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10157, Y= 63, Z= 4109
[2024-03-24 23:23:20] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4109
[2024-03-24 23:23:20] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4109
[2024-03-24 23:23:21] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4109
[2024-03-24 23:23:21] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4109
[2024-03-24 23:23:22] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4108
[2024-03-24 23:23:22] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4108
[2024-03-24 23:23:22] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4108
[2024-03-24 23:23:23] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4108
[2024-03-24 23:23:23] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4108
[2024-03-24 23:23:24] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4107
[2024-03-24 23:23:24] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4107
[2024-03-24 23:23:25] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4107
[2024-03-24 23:23:25] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4107
[2024-03-24 23:23:25] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4106
[2024-03-24 23:23:26] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4106
[2024-03-24 23:23:26] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10155, Y= 63, Z= 4106
[2024-03-24 23:23:26] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4106
[2024-03-24 23:23:27] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10156, Y= 63, Z= 4106
[2024-03-24 23:23:28] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4106
[2024-03-24 23:23:28] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4106
[2024-03-24 23:23:28] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4106
[2024-03-24 23:23:28] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4106
[2024-03-24 23:23:29] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4106
[2024-03-24 23:23:29] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4106
[2024-03-24 23:23:30] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4106
[2024-03-24 23:23:30] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4106
[2024-03-24 23:23:30] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4106
[2024-03-24 23:23:31] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4107
[2024-03-24 23:23:31] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4107
[2024-03-24 23:23:32] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4108
[2024-03-24 23:23:32] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4108
[2024-03-24 23:23:32] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4109
[2024-03-24 23:23:33] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4109
[2024-03-24 23:23:33] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10161, Y= 63, Z= 4109
[2024-03-24 23:23:33] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4109
[2024-03-24 23:23:33] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4109
[2024-03-24 23:23:34] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4109
[2024-03-24 23:23:34] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4108
[2024-03-24 23:23:34] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10160, Y= 63, Z= 4108
[2024-03-24 23:23:35] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4108
[2024-03-24 23:23:35] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4108
[2024-03-24 23:23:36] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4108
[2024-03-24 23:23:36] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4108
[2024-03-24 23:23:36] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4108
[2024-03-24 23:23:37] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10157, Y= 63, Z= 4108
[2024-03-24 23:23:37] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10157, Y= 63, Z= 4108
[2024-03-24 23:23:38] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4107
[2024-03-24 23:23:38] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10159, Y= 63, Z= 4107
[2024-03-24 23:23:39] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4107
[2024-03-24 23:23:39] [world] The Player <GolemDaWanderer> has placed CROPS at X= -10158, Y= 63, Z= 4107
[2024-03-24 23:25:19] [world] The Player <GolemDaWanderer> has placed BED_BLOCK at X= -10175, Y= 64, Z= 4124
[2024-03-24 23:25:33] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10176, Y= 64, Z= 4122
[2024-03-24 23:25:34] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10176, Y= 65, Z= 4122
[2024-03-24 23:25:40] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10180, Y= 63, Z= 4109
[2024-03-24 23:25:40] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10180, Y= 64, Z= 4109
[2024-03-24 23:25:41] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10180, Y= 65, Z= 4109
[2024-03-24 23:25:41] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10180, Y= 66, Z= 4109
[2024-03-24 23:25:42] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10180, Y= 67, Z= 4109
[2024-03-24 23:25:42] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10180, Y= 68, Z= 4109
[2024-03-24 23:28:25] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10180, Y= 63, Z= 4111
[2024-03-24 23:28:25] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10180, Y= 63, Z= 4111
[2024-03-24 23:28:27] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10177, Y= 63, Z= 4113
[2024-03-24 23:28:30] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10173, Y= 63, Z= 4115
[2024-03-24 23:28:30] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10170, Y= 64, Z= 4117
[2024-03-24 23:28:31] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10168, Y= 63, Z= 4116
[2024-03-24 23:28:38] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10181, Y= 63, Z= 4110
[2024-03-24 23:28:40] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10181, Y= 63, Z= 4111
[2024-03-24 23:28:41] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10182, Y= 63, Z= 4112
[2024-03-24 23:28:42] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10183, Y= 63, Z= 4110
[2024-03-24 23:28:42] [world] The Player <GolemDaWanderer> has placed YELLOW_FLOWER at X= -10183, Y= 63, Z= 4108
[2024-03-24 23:28:43] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10183, Y= 63, Z= 4109
[2024-03-24 23:28:43] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10183, Y= 63, Z= 4109
[2024-03-24 23:28:43] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10183, Y= 63, Z= 4115
[2024-03-24 23:28:44] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10182, Y= 63, Z= 4108
[2024-03-24 23:28:44] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10179, Y= 63, Z= 4108
[2024-03-24 23:28:44] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10186, Y= 63, Z= 4112
[2024-03-24 23:28:53] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10180, Y= 63, Z= 4108
[2024-03-24 23:28:58] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10183, Y= 63, Z= 4104
[2024-03-24 23:28:58] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10186, Y= 63, Z= 4107
[2024-03-24 23:28:58] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10183, Y= 63, Z= 4104
[2024-03-24 23:28:58] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10183, Y= 63, Z= 4106
[2024-03-24 23:28:58] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10183, Y= 63, Z= 4105
[2024-03-24 23:28:58] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10187, Y= 63, Z= 4107
[2024-03-24 23:28:58] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10183, Y= 63, Z= 4106
[2024-03-24 23:29:00] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10182, Y= 63, Z= 4107
[2024-03-24 23:29:00] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10182, Y= 63, Z= 4108
[2024-03-24 23:29:00] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10181, Y= 63, Z= 4109
[2024-03-24 23:29:00] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10180, Y= 63, Z= 4109
[2024-03-24 23:29:00] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10179, Y= 63, Z= 4110
[2024-03-24 23:29:01] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10178, Y= 63, Z= 4112
[2024-03-24 23:29:01] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10177, Y= 63, Z= 4113
[2024-03-24 23:29:01] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10177, Y= 63, Z= 4114
[2024-03-24 23:29:02] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10176, Y= 63, Z= 4114
[2024-03-24 23:29:02] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10175, Y= 63, Z= 4114
[2024-03-24 23:29:02] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10174, Y= 63, Z= 4113
[2024-03-24 23:29:03] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10173, Y= 63, Z= 4114
[2024-03-24 23:29:03] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10173, Y= 63, Z= 4113
[2024-03-24 23:29:04] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10171, Y= 63, Z= 4116
[2024-03-24 23:29:05] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10171, Y= 63, Z= 4116
[2024-03-24 23:29:05] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10174, Y= 64, Z= 4117
[2024-03-24 23:29:05] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10173, Y= 64, Z= 4119
[2024-03-24 23:29:05] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10174, Y= 64, Z= 4117
[2024-03-24 23:29:06] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10177, Y= 64, Z= 4116
[2024-03-24 23:29:06] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10175, Y= 64, Z= 4117
[2024-03-24 23:29:06] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10176, Y= 64, Z= 4117
[2024-03-24 23:29:07] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10177, Y= 64, Z= 4117
[2024-03-24 23:29:07] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10177, Y= 64, Z= 4116
[2024-03-24 23:29:07] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10172, Y= 64, Z= 4119
[2024-03-24 23:29:09] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10178, Y= 63, Z= 4109
[2024-03-24 23:29:10] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10182, Y= 63, Z= 4112
[2024-03-24 23:29:10] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10185, Y= 63, Z= 4111
[2024-03-24 23:29:10] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10185, Y= 63, Z= 4112
[2024-03-24 23:29:11] [world] The Player <GolemDaWanderer> has placed LONG_GRASS at X= -10186, Y= 63, Z= 4109
[2024-03-24 23:29:11] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10183, Y= 63, Z= 4110
[2024-03-24 23:29:12] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10185, Y= 63, Z= 4109
[2024-03-24 23:29:13] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10184, Y= 63, Z= 4112
[2024-03-24 23:29:13] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10183, Y= 63, Z= 4112
[2024-03-24 23:29:21] [world] The Player <GolemDaWanderer> has placed DOUBLE_PLANT at X= -10189, Y= 63, Z= 4109
[2024-03-24 23:31:26] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10324, Y= 68, Z= 3892
[2024-03-24 23:33:00] [world] The Player <GolemDaWanderer> has placed WOOL at X= -10415, Y= 64, Z= 3978
[2024-03-24 23:33:05] [world] The Player <GolemDaWanderer> has placed WOOL at X= -10413, Y= 65, Z= 3978
[2024-03-24 23:36:11] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10214, Y= 62, Z= 4035
[2024-03-24 23:36:11] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10215, Y= 62, Z= 4035
[2024-03-24 23:36:16] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10237, Y= 62, Z= 4015
[2024-03-24 23:36:16] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10237, Y= 63, Z= 4015
[2024-03-24 23:36:16] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10238, Y= 62, Z= 4014
[2024-03-24 23:36:16] [world] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -10238, Y= 63, Z= 4014
