[2024-03-19 11:18:46] [world_the_end] The Player <Rip_Dogwater> has placed STONE at X= 98, Y= 49, Z= -1
[2024-03-19 18:49:16] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -110, Y= 56, Z= 32
[2024-03-19 18:50:15] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -111, Y= 56, Z= 32
[2024-03-19 18:50:17] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -112, Y= 56, Z= 32
[2024-03-19 18:50:18] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -113, Y= 56, Z= 32
[2024-03-19 18:50:18] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -114, Y= 56, Z= 32
[2024-03-19 18:50:19] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -115, Y= 56, Z= 32
[2024-03-19 18:50:20] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -116, Y= 56, Z= 32
[2024-03-19 18:50:21] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -117, Y= 56, Z= 32
[2024-03-19 18:50:22] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -118, Y= 56, Z= 32
[2024-03-19 18:50:23] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -119, Y= 56, Z= 32
[2024-03-19 18:50:24] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -120, Y= 56, Z= 32
[2024-03-19 18:50:25] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -121, Y= 56, Z= 32
[2024-03-19 18:50:26] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -122, Y= 56, Z= 32
[2024-03-19 18:50:26] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -123, Y= 56, Z= 32
[2024-03-19 18:50:27] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -124, Y= 56, Z= 32
[2024-03-19 18:50:28] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -125, Y= 56, Z= 32
[2024-03-19 18:50:29] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -126, Y= 56, Z= 32
[2024-03-19 18:50:30] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -127, Y= 56, Z= 32
[2024-03-19 18:50:30] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -128, Y= 56, Z= 32
[2024-03-19 18:50:31] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -129, Y= 56, Z= 32
[2024-03-19 18:50:32] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -130, Y= 56, Z= 32
[2024-03-19 18:50:33] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -131, Y= 56, Z= 32
[2024-03-19 18:50:34] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -132, Y= 56, Z= 32
[2024-03-19 18:50:34] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -133, Y= 56, Z= 32
[2024-03-19 18:50:35] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -134, Y= 56, Z= 32
[2024-03-19 18:50:36] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -135, Y= 56, Z= 32
[2024-03-19 18:50:37] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -136, Y= 56, Z= 32
[2024-03-19 18:50:38] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -137, Y= 56, Z= 32
[2024-03-19 18:50:38] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -138, Y= 56, Z= 32
[2024-03-19 18:50:39] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -139, Y= 56, Z= 32
[2024-03-19 18:50:40] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -140, Y= 56, Z= 32
[2024-03-19 18:50:41] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -141, Y= 56, Z= 32
[2024-03-19 18:50:42] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -142, Y= 56, Z= 32
[2024-03-19 18:50:42] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -143, Y= 56, Z= 32
[2024-03-19 18:50:43] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -144, Y= 56, Z= 32
[2024-03-19 18:51:02] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -145, Y= 56, Z= 32
[2024-03-19 18:51:03] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -146, Y= 56, Z= 32
[2024-03-19 18:51:04] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -147, Y= 56, Z= 32
[2024-03-19 18:51:05] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -148, Y= 56, Z= 32
[2024-03-19 18:51:06] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -149, Y= 56, Z= 32
[2024-03-19 18:51:07] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -150, Y= 56, Z= 32
[2024-03-19 18:51:08] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -151, Y= 56, Z= 32
[2024-03-19 18:51:09] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -152, Y= 56, Z= 32
[2024-03-19 18:51:09] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -153, Y= 56, Z= 32
[2024-03-19 18:51:10] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -154, Y= 56, Z= 32
[2024-03-19 18:51:11] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -155, Y= 56, Z= 32
[2024-03-19 18:51:12] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -156, Y= 56, Z= 32
[2024-03-19 18:51:18] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -157, Y= 56, Z= 32
[2024-03-19 18:51:19] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -158, Y= 56, Z= 32
[2024-03-19 18:51:20] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -159, Y= 56, Z= 32
[2024-03-19 18:56:02] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -172, Y= 101, Z= 28
[2024-03-19 18:56:03] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -172, Y= 102, Z= 28
[2024-03-19 18:56:03] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -172, Y= 103, Z= 28
[2024-03-19 18:56:04] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -172, Y= 104, Z= 28
[2024-03-19 18:56:04] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -172, Y= 105, Z= 28
[2024-03-19 18:56:05] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -172, Y= 106, Z= 28
[2024-03-19 18:56:05] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -172, Y= 107, Z= 28
[2024-03-19 19:06:46] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -172, Y= 103, Z= 29
[2024-03-19 19:06:47] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -171, Y= 103, Z= 28
[2024-03-19 19:06:48] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -171, Y= 103, Z= 29
[2024-03-19 19:06:50] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -173, Y= 103, Z= 28
[2024-03-19 19:06:50] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -173, Y= 103, Z= 29
[2024-03-19 19:06:51] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -173, Y= 103, Z= 30
[2024-03-19 19:06:51] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -172, Y= 103, Z= 30
[2024-03-19 19:06:52] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -171, Y= 103, Z= 30
[2024-03-19 19:06:53] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -170, Y= 103, Z= 30
[2024-03-19 19:06:54] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -170, Y= 103, Z= 28
[2024-03-19 19:06:54] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -170, Y= 102, Z= 30
[2024-03-19 19:06:55] [world_the_end] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -170, Y= 103, Z= 29
[2024-03-19 19:21:56] [world_nether] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -101, Y= 77, Z= 2
[2024-03-19 19:21:57] [world_nether] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -101, Y= 78, Z= 2
[2024-03-19 19:21:57] [world_nether] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -101, Y= 79, Z= 2
[2024-03-19 19:25:15] [world_nether] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -49, Y= 76, Z= -22
[2024-03-19 19:25:15] [world_nether] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -48, Y= 76, Z= -22
[2024-03-19 19:25:15] [world_nether] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -48, Y= 77, Z= -22
[2024-03-19 19:25:16] [world_nether] The Player <Heinrich_Himmler> has placed NETHERRACK at X= -48, Y= 78, Z= -22
[2024-03-19 19:28:57] [world_nether] The Player <Heinrich_Himmler> has placed DIRT at X= 12497, Y= 128, Z= 7
[2024-03-19 19:29:06] [world_nether] The Player <Heinrich_Himmler> has placed SAPLING at X= 12497, Y= 129, Z= 7
[2024-03-19 19:29:53] [world_nether] The Player <Heinrich_Himmler> has placed FURNACE at X= 12501, Y= 128, Z= 3
[2024-03-19 19:30:04] [world_nether] The Player <Heinrich_Himmler> has placed WORKBENCH at X= 12501, Y= 128, Z= 2
[2024-03-19 19:31:53] [world_nether] The Player <Heinrich_Himmler> has placed CHEST at X= 12501, Y= 128, Z= 1
[2024-03-19 19:41:39] [world_nether] The Player <Heinrich_Himmler> has placed LOG_2 at X= 12496, Y= 128, Z= 7
[2024-03-19 19:41:40] [world_nether] The Player <Heinrich_Himmler> has placed LOG_2 at X= 12496, Y= 129, Z= 7
[2024-03-19 19:42:25] [world_nether] The Player <Heinrich_Himmler> has placed SAPLING at X= 12497, Y= 129, Z= 7
[2024-03-19 19:42:56] [world_nether] The Player <Heinrich_Himmler> has placed CHEST at X= 12501, Y= 128, Z= 0
[2024-03-19 19:50:15] [world_nether] The Player <NezukoChan> has placed DIRT at X= 12495, Y= 77, Z= -11
[2024-03-19 19:50:29] [world] The Player <Heinrich_Himmler> has placed IRON_ORE at X= 99984, Y= 16, Z= 38
[2024-03-19 19:53:06] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= 12492, Y= 76, Z= -9
[2024-03-19 19:53:48] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= 12474, Y= 77, Z= -12
[2024-03-19 19:53:48] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= 12474, Y= 78, Z= -12
[2024-03-19 19:53:49] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= 12474, Y= 77, Z= -13
[2024-03-19 19:54:04] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= 12470, Y= 72, Z= -15
[2024-03-19 19:54:06] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= 12470, Y= 73, Z= -15
[2024-03-19 19:54:17] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= 12486, Y= 76, Z= -13
[2024-03-19 19:54:18] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= 12485, Y= 76, Z= -13
[2024-03-19 19:55:11] [world_nether] The Player <NezukoChan> has placed NETHERRACK at X= 12520, Y= 80, Z= -6
[2024-03-19 19:56:36] [world_nether] The Player <NezukoChan> has placed REDSTONE_TORCH_ON at X= 12522, Y= 79, Z= -7
[2024-03-19 19:56:42] [world_nether] The Player <NezukoChan> has placed POWERED_RAIL at X= 12526, Y= 80, Z= -8
[2024-03-19 19:57:01] [world_nether] The Player <NezukoChan> has placed BED_BLOCK at X= 12527, Y= 80, Z= -9
[2024-03-19 20:04:33] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 100, Y= 50, Z= 1
[2024-03-19 20:04:34] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 100, Y= 51, Z= 1
[2024-03-19 20:04:34] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 100, Y= 52, Z= 1
[2024-03-19 20:04:35] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 100, Y= 53, Z= 1
[2024-03-19 20:04:35] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 100, Y= 54, Z= 1
[2024-03-19 20:04:36] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 100, Y= 55, Z= 1
[2024-03-19 20:04:36] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 100, Y= 56, Z= 1
[2024-03-19 20:04:36] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 101, Y= 55, Z= 0
[2024-03-19 20:04:37] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 101, Y= 56, Z= 0
[2024-03-19 20:04:37] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 101, Y= 57, Z= 0
[2024-03-19 20:04:41] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 99, Y= 55, Z= 0
[2024-03-19 20:04:41] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 99, Y= 56, Z= 0
[2024-03-19 20:04:41] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 99, Y= 57, Z= 0
[2024-03-19 20:04:45] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 91, Y= 56, Z= 0
[2024-03-19 20:04:49] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 83, Y= 59, Z= 0
[2024-03-19 20:04:49] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 81, Y= 58, Z= 0
[2024-03-19 20:04:49] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 79, Y= 59, Z= 0
[2024-03-19 20:04:49] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 78, Y= 59, Z= 0
[2024-03-19 20:04:50] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 77, Y= 59, Z= 1
[2024-03-19 20:04:50] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 75, Y= 60, Z= 1
[2024-03-19 20:04:50] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 74, Y= 60, Z= 1
[2024-03-19 20:04:50] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 73, Y= 60, Z= 1
[2024-03-19 20:04:50] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 71, Y= 61, Z= 2
[2024-03-19 20:04:51] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 68, Y= 61, Z= 2
[2024-03-19 20:04:51] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 67, Y= 61, Z= 3
[2024-03-19 20:04:51] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 66, Y= 61, Z= 3
[2024-03-19 20:04:51] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 65, Y= 61, Z= 3
[2024-03-19 20:04:52] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 62, Y= 61, Z= 4
[2024-03-19 20:04:52] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 61, Y= 62, Z= 4
[2024-03-19 20:04:52] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 60, Y= 62, Z= 5
[2024-03-19 20:04:52] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 59, Y= 62, Z= 5
[2024-03-19 20:04:53] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 58, Y= 62, Z= 6
[2024-03-19 20:04:53] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 57, Y= 62, Z= 6
[2024-03-19 20:04:53] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 55, Y= 62, Z= 7
[2024-03-19 20:04:53] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 54, Y= 62, Z= 7
[2024-03-19 20:04:53] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 53, Y= 62, Z= 7
[2024-03-19 20:04:54] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 51, Y= 62, Z= 8
[2024-03-19 20:04:54] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 50, Y= 62, Z= 8
[2024-03-19 20:04:54] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 49, Y= 62, Z= 8
[2024-03-19 20:04:54] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 47, Y= 62, Z= 9
[2024-03-19 20:04:55] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 46, Y= 62, Z= 9
[2024-03-19 20:04:55] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 45, Y= 62, Z= 10
[2024-03-19 20:04:55] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 43, Y= 62, Z= 11
[2024-03-19 20:04:55] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 43, Y= 63, Z= 11
[2024-03-19 20:04:56] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 42, Y= 63, Z= 11
[2024-03-19 20:04:57] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 39, Y= 63, Z= 12
[2024-03-19 20:04:57] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 38, Y= 63, Z= 11
[2024-03-19 20:04:57] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 38, Y= 64, Z= 11
[2024-03-19 20:04:58] [world_the_end] The Player <Mudkips_Rule> has placed NETHERRACK at X= 36, Y= 63, Z= 11
[2024-03-19 20:05:29] [world] The Player <TurtleDuck> has placed SPRUCE_FENCE at X= -579, Y= 55, Z= 271
[2024-03-19 20:05:29] [world] The Player <TurtleDuck> has placed SPRUCE_FENCE at X= -579, Y= 56, Z= 271
[2024-03-19 20:05:43] [world] The Player <TurtleDuck> has placed SPRUCE_FENCE at X= -579, Y= 55, Z= 272
[2024-03-19 20:05:44] [world] The Player <TurtleDuck> has placed SPRUCE_FENCE at X= -579, Y= 56, Z= 272
[2024-03-19 20:08:40] [world] The Player <TurtleDuck> has placed SPRUCE_FENCE at X= -579, Y= 55, Z= 271
[2024-03-19 20:09:46] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 60, Z= 274
[2024-03-19 20:09:54] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 54, Z= 274
[2024-03-19 20:09:55] [world] The Player <TurtleDuck> has placed DIRT at X= -583, Y= 54, Z= 274
[2024-03-19 20:09:58] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 58, Z= 276
[2024-03-19 20:09:59] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 58, Z= 275
[2024-03-19 20:10:05] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 59, Z= 276
[2024-03-19 20:10:14] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 59, Z= 273
[2024-03-19 20:10:15] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 59, Z= 274
[2024-03-19 20:10:41] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 53, Z= 276
[2024-03-19 20:10:42] [world] The Player <TurtleDuck> has placed DIRT at X= -584, Y= 54, Z= 275
[2024-03-19 20:11:14] [world] The Player <NezukoChan> has placed CHEST at X= -10174, Y= 63, Z= 4113
[2024-03-19 20:11:24] [world] The Player <NezukoChan> has placed WOOD at X= -10172, Y= 64, Z= 4120
[2024-03-19 20:11:41] [world] The Player <TurtleDuck> has placed DIRT at X= -584, Y= 54, Z= 274
[2024-03-19 20:11:41] [world] The Player <TurtleDuck> has placed DIRT at X= -583, Y= 54, Z= 273
[2024-03-19 20:11:42] [world] The Player <TurtleDuck> has placed DIRT at X= -583, Y= 55, Z= 273
[2024-03-19 20:11:42] [world] The Player <NezukoChan> has placed CHEST at X= -10173, Y= 63, Z= 4113
[2024-03-19 20:11:42] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 55, Z= 273
[2024-03-19 20:11:47] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 54, Z= 275
[2024-03-19 20:11:47] [world] The Player <TurtleDuck> has placed DIRT at X= -583, Y= 54, Z= 275
[2024-03-19 20:11:49] [world] The Player <TurtleDuck> has placed DIRT at X= -583, Y= 55, Z= 275
[2024-03-19 20:11:49] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 55, Z= 275
[2024-03-19 20:11:54] [world] The Player <NezukoChan> has placed WOOD at X= -10177, Y= 63, Z= 4122
[2024-03-19 20:12:15] [world] The Player <TurtleDuck> has placed DIRT at X= -583, Y= 54, Z= 271
[2024-03-19 20:12:16] [world] The Player <NezukoChan> has placed CHEST at X= -10178, Y= 66, Z= 4118
[2024-03-19 20:12:20] [world] The Player <NezukoChan> has placed CHEST at X= -10178, Y= 66, Z= 4117
[2024-03-19 20:13:03] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 54, Z= 274
[2024-03-19 20:13:04] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 55, Z= 274
[2024-03-19 20:13:10] [world] The Player <NezukoChan> has placed RED_ROSE at X= -625, Y= 68, Z= 346
[2024-03-19 20:13:11] [world] The Player <NezukoChan> has placed RED_ROSE at X= -622, Y= 68, Z= 351
[2024-03-19 20:13:11] [world] The Player <NezukoChan> has placed RED_ROSE at X= -621, Y= 68, Z= 352
[2024-03-19 20:13:11] [world] The Player <NezukoChan> has placed RED_ROSE at X= -620, Y= 68, Z= 353
[2024-03-19 20:13:12] [world] The Player <NezukoChan> has placed RED_ROSE at X= -618, Y= 68, Z= 354
[2024-03-19 20:13:37] [world] The Player <NezukoChan> has placed DIRT at X= -588, Y= 67, Z= 344
[2024-03-19 20:14:31] [world] The Player <TurtleDuck> has placed DIRT at X= -583, Y= 54, Z= 274
[2024-03-19 20:14:32] [world] The Player <TurtleDuck> has placed DIRT at X= -583, Y= 55, Z= 274
[2024-03-19 20:16:27] [world] The Player <TurtleDuck> has placed DIRT at X= -504, Y= 71, Z= 262
[2024-03-19 20:16:28] [world] The Player <TurtleDuck> has placed DIRT at X= -504, Y= 72, Z= 262
[2024-03-19 20:16:28] [world] The Player <TurtleDuck> has placed DIRT at X= -503, Y= 71, Z= 261
[2024-03-19 20:16:29] [world] The Player <TurtleDuck> has placed DIRT at X= -504, Y= 71, Z= 261
[2024-03-19 20:16:30] [world] The Player <TurtleDuck> has placed DIRT at X= -504, Y= 72, Z= 261
[2024-03-19 20:16:30] [world] The Player <TurtleDuck> has placed DIRT at X= -504, Y= 71, Z= 260
[2024-03-19 20:16:31] [world] The Player <TurtleDuck> has placed DIRT at X= -504, Y= 72, Z= 260
[2024-03-19 20:16:41] [world] The Player <TurtleDuck> has placed DIRT at X= -504, Y= 73, Z= 260
[2024-03-19 20:16:41] [world] The Player <TurtleDuck> has placed DIRT at X= -504, Y= 73, Z= 261
[2024-03-19 20:16:43] [world] The Player <TurtleDuck> has placed DIRT at X= -504, Y= 73, Z= 262
[2024-03-19 20:17:51] [world] The Player <TurtleDuck> has placed DIRT at X= -575, Y= 68, Z= 282
[2024-03-19 20:17:53] [world] The Player <TurtleDuck> has placed DIRT at X= -573, Y= 68, Z= 282
[2024-03-19 20:17:55] [world] The Player <TurtleDuck> has placed DIRT at X= -574, Y= 68, Z= 282
[2024-03-19 20:18:02] [world] The Player <TurtleDuck> has placed DIRT at X= -573, Y= 68, Z= 283
[2024-03-19 20:18:06] [world] The Player <TurtleDuck> has placed DIRT at X= -574, Y= 68, Z= 283
[2024-03-19 20:18:13] [world] The Player <TurtleDuck> has placed DIRT at X= -574, Y= 68, Z= 283
[2024-03-19 20:18:14] [world] The Player <TurtleDuck> has placed DIRT at X= -574, Y= 69, Z= 283
[2024-03-19 20:18:14] [world] The Player <TurtleDuck> has placed DIRT at X= -573, Y= 69, Z= 283
[2024-03-19 20:18:38] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 54, Z= 274
[2024-03-19 20:18:39] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 54, Z= 274
[2024-03-19 20:18:41] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 55, Z= 274
[2024-03-19 20:18:56] [world] The Player <TurtleDuck> has placed DIRT at X= -581, Y= 54, Z= 271
[2024-03-19 20:19:07] [world] The Player <TurtleDuck> has placed DIRT at X= -583, Y= 54, Z= 276
[2024-03-19 20:19:08] [world] The Player <TurtleDuck> has placed DIRT at X= -583, Y= 55, Z= 276
[2024-03-19 20:19:10] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 55, Z= 276
[2024-03-19 20:19:11] [world] The Player <TurtleDuck> has placed DIRT at X= -582, Y= 54, Z= 276
[2024-03-19 20:20:26] [world] The Player <TurtleDuck> has placed DIRT at X= -573, Y= 69, Z= 283
[2024-03-19 20:20:27] [world] The Player <TurtleDuck> has placed DIRT at X= -574, Y= 69, Z= 283
[2024-03-19 20:22:19] [world] The Player <TurtleDuck> has placed DIRT at X= -562, Y= 67, Z= 284
[2024-03-19 20:22:41] [world] The Player <TurtleDuck> has placed DIRT at X= -557, Y= 68, Z= 278
[2024-03-19 20:22:42] [world] The Player <TurtleDuck> has placed DIRT at X= -558, Y= 68, Z= 278
[2024-03-19 20:22:43] [world] The Player <TurtleDuck> has placed DIRT at X= -558, Y= 69, Z= 278
[2024-03-19 20:22:45] [world] The Player <TurtleDuck> has placed DIRT at X= -557, Y= 69, Z= 278
[2024-03-19 20:22:47] [world] The Player <TurtleDuck> has placed DIRT at X= -557, Y= 70, Z= 278
[2024-03-19 20:22:51] [world] The Player <TurtleDuck> has placed DIRT at X= -559, Y= 68, Z= 282
[2024-03-19 20:22:52] [world] The Player <TurtleDuck> has placed DIRT at X= -559, Y= 69, Z= 282
[2024-03-19 20:23:45] [world] The Player <TurtleDuck> has placed DIRT at X= -556, Y= 68, Z= 282
[2024-03-19 20:23:47] [world] The Player <TurtleDuck> has placed DIRT at X= -556, Y= 69, Z= 282
[2024-03-19 20:24:05] [world] The Player <TurtleDuck> has placed DIRT at X= -556, Y= 68, Z= 282
[2024-03-19 20:24:08] [world] The Player <TurtleDuck> has placed DIRT at X= -556, Y= 69, Z= 282
[2024-03-19 20:24:28] [world] The Player <TurtleDuck> has placed DIRT at X= -558, Y= 68, Z= 278
[2024-03-19 20:24:29] [world] The Player <TurtleDuck> has placed DIRT at X= -557, Y= 68, Z= 278
[2024-03-19 20:24:30] [world] The Player <TurtleDuck> has placed DIRT at X= -556, Y= 68, Z= 278
[2024-03-19 20:24:31] [world] The Player <TurtleDuck> has placed DIRT at X= -557, Y= 69, Z= 278
