[2024-04-01 12:15:07] [world] The Player <Tester> has placed STONE at X= -33417, Y= 171, Z= 13474
[2024-04-02 02:19:42] [world] The Player <xcpc> has placed SMOOTH_BRICK at X= -315, Y= 74, Z= 278
[2024-04-02 02:19:43] [world] The Player <xcpc> has placed SMOOTH_BRICK at X= -315, Y= 74, Z= 279
[2024-04-02 02:19:43] [world] The Player <xcpc> has placed SMOOTH_BRICK at X= -315, Y= 74, Z= 280
[2024-04-02 02:19:44] [world] The Player <xcpc> has placed SMOOTH_BRICK at X= -314, Y= 74, Z= 281
[2024-04-02 02:19:44] [world] The Player <xcpc> has placed SMOOTH_BRICK at X= -313, Y= 74, Z= 281
[2024-04-02 02:19:45] [world] The Player <xcpc> has placed SMOOTH_BRICK at X= -312, Y= 74, Z= 281
[2024-04-02 02:19:45] [world] The Player <xcpc> has placed SMOOTH_BRICK at X= -311, Y= 74, Z= 281
[2024-04-02 02:19:45] [world] The Player <xcpc> has placed SMOOTH_BRICK at X= -310, Y= 74, Z= 281
[2024-04-02 02:19:45] [world] The Player <xcpc> has placed SMOOTH_BRICK at X= -308, Y= 74, Z= 281
[2024-04-02 02:19:46] [world] The Player <xcpc> has placed SMOOTH_BRICK at X= -307, Y= 74, Z= 281
[2024-04-02 02:19:47] [world] The Player <xcpc> has placed SMOOTH_BRICK at X= -309, Y= 74, Z= 281
[2024-04-02 02:19:49] [world] The Player <xcpc> has placed SMOOTH_BRICK at X= -306, Y= 74, Z= 279
[2024-04-02 02:19:56] [world] The Player <xcpc> has placed TORCH at X= -309, Y= 74, Z= 273
[2024-04-02 02:23:03] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 62, Z= 267
[2024-04-02 02:23:06] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 62, Z= 266
[2024-04-02 02:23:07] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 62, Z= 265
[2024-04-02 02:23:08] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 62, Z= 264
[2024-04-02 02:23:08] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 62, Z= 263
[2024-04-02 02:23:09] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 62, Z= 262
[2024-04-02 02:23:10] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 62, Z= 261
[2024-04-02 02:23:11] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 62, Z= 260
[2024-04-02 02:23:12] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 62, Z= 259
[2024-04-02 02:23:13] [world] The Player <xcpc> has placed LEAVES at X= -291, Y= 62, Z= 259
[2024-04-02 02:23:13] [world] The Player <xcpc> has placed LEAVES at X= -291, Y= 62, Z= 258
[2024-04-02 02:23:14] [world] The Player <xcpc> has placed LEAVES at X= -290, Y= 62, Z= 258
[2024-04-02 02:23:14] [world] The Player <xcpc> has placed LEAVES at X= -290, Y= 62, Z= 257
[2024-04-02 02:23:17] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 62, Z= 258
[2024-04-02 02:23:18] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 62, Z= 257
[2024-04-02 02:23:19] [world] The Player <xcpc> has placed LEAVES at X= -291, Y= 62, Z= 257
[2024-04-02 02:23:20] [world] The Player <xcpc> has placed LEAVES at X= -290, Y= 62, Z= 259
[2024-04-02 02:23:25] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 62, Z= 257
[2024-04-02 02:23:26] [world] The Player <xcpc> has placed LEAVES at X= -288, Y= 62, Z= 257
[2024-04-02 02:23:28] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 62, Z= 259
[2024-04-02 02:23:29] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 62, Z= 258
[2024-04-02 02:23:29] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 63, Z= 258
[2024-04-02 02:23:30] [world] The Player <xcpc> has placed LEAVES at X= -288, Y= 62, Z= 259
[2024-04-02 02:23:31] [world] The Player <xcpc> has placed LEAVES at X= -288, Y= 62, Z= 258
[2024-04-02 02:23:31] [world] The Player <xcpc> has placed LEAVES at X= -288, Y= 63, Z= 258
[2024-04-02 02:23:38] [world] The Player <xcpc> has placed OBSIDIAN at X= -292, Y= 63, Z= 257
[2024-04-02 02:23:39] [world] The Player <xcpc> has placed OBSIDIAN at X= -291, Y= 63, Z= 257
[2024-04-02 02:23:39] [world] The Player <xcpc> has placed OBSIDIAN at X= -290, Y= 63, Z= 257
[2024-04-02 02:23:40] [world] The Player <xcpc> has placed OBSIDIAN at X= -289, Y= 63, Z= 257
[2024-04-02 02:23:41] [world] The Player <xcpc> has placed OBSIDIAN at X= -289, Y= 64, Z= 257
[2024-04-02 02:23:43] [world] The Player <xcpc> has placed OBSIDIAN at X= -292, Y= 64, Z= 257
[2024-04-02 02:23:43] [world] The Player <xcpc> has placed OBSIDIAN at X= -292, Y= 65, Z= 257
[2024-04-02 02:23:45] [world] The Player <xcpc> has placed OBSIDIAN at X= -289, Y= 65, Z= 257
[2024-04-02 02:23:46] [world] The Player <xcpc> has placed OBSIDIAN at X= -289, Y= 66, Z= 257
[2024-04-02 02:23:48] [world] The Player <xcpc> has placed OBSIDIAN at X= -292, Y= 66, Z= 257
[2024-04-02 02:23:49] [world] The Player <xcpc> has placed OBSIDIAN at X= -292, Y= 67, Z= 257
[2024-04-02 02:23:51] [world] The Player <xcpc> has placed OBSIDIAN at X= -291, Y= 67, Z= 257
[2024-04-02 02:23:51] [world] The Player <xcpc> has placed OBSIDIAN at X= -290, Y= 67, Z= 257
[2024-04-02 02:24:13] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 63, Z= 257
[2024-04-02 02:24:14] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 63, Z= 257
[2024-04-02 02:24:14] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 63, Z= 258
[2024-04-02 02:24:15] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 64, Z= 258
[2024-04-02 02:24:15] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 65, Z= 258
[2024-04-02 02:24:16] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 67, Z= 257
[2024-04-02 02:24:24] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 63, Z= 258
[2024-04-02 02:24:24] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 64, Z= 258
[2024-04-02 02:24:25] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 65, Z= 258
[2024-04-02 02:24:26] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 67, Z= 257
[2024-04-02 02:26:15] [world] The Player <xcpc> has placed LEAVES at X= -293, Y= 62, Z= 257
[2024-04-02 02:26:16] [world] The Player <xcpc> has placed LEAVES at X= -293, Y= 62, Z= 258
[2024-04-02 02:26:17] [world] The Player <xcpc> has placed LEAVES at X= -293, Y= 62, Z= 259
[2024-04-02 02:26:30] [world] The Player <xcpc> has placed STONE at X= -289, Y= 63, Z= 257
[2024-04-02 02:26:32] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 63, Z= 259
[2024-04-02 02:26:32] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 64, Z= 259
[2024-04-02 02:26:33] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 65, Z= 259
[2024-04-02 02:26:33] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 66, Z= 259
[2024-04-02 02:26:35] [world] The Player <xcpc> has placed STONE at X= -289, Y= 67, Z= 257
[2024-04-02 02:26:37] [world] The Player <xcpc> has placed STONE at X= -292, Y= 67, Z= 257
[2024-04-02 02:26:40] [world] The Player <xcpc> has placed STONE at X= -292, Y= 63, Z= 257
[2024-04-02 02:26:57] [world] The Player <xcpc> has placed LEAVES at X= -291, Y= 62, Z= 260
[2024-04-02 02:26:58] [world] The Player <xcpc> has placed LEAVES at X= -291, Y= 62, Z= 261
[2024-04-02 02:26:59] [world] The Player <xcpc> has placed LEAVES at X= -291, Y= 62, Z= 262
[2024-04-02 02:27:00] [world] The Player <xcpc> has placed LEAVES at X= -291, Y= 62, Z= 263
[2024-04-02 02:27:00] [world] The Player <xcpc> has placed LEAVES at X= -291, Y= 62, Z= 264
[2024-04-02 02:27:01] [world] The Player <xcpc> has placed LEAVES at X= -291, Y= 62, Z= 265
[2024-04-02 02:27:02] [world] The Player <xcpc> has placed LEAVES at X= -291, Y= 62, Z= 266
[2024-04-02 02:27:03] [world] The Player <xcpc> has placed LEAVES at X= -291, Y= 62, Z= 267
[2024-04-02 02:27:06] [world] The Player <xcpc> has placed LEAVES at X= -290, Y= 62, Z= 260
[2024-04-02 02:27:09] [world] The Player <xcpc> has placed LEAVES at X= -290, Y= 62, Z= 261
[2024-04-02 02:27:10] [world] The Player <xcpc> has placed LEAVES at X= -290, Y= 62, Z= 262
[2024-04-02 02:27:10] [world] The Player <xcpc> has placed LEAVES at X= -290, Y= 62, Z= 263
[2024-04-02 02:27:11] [world] The Player <xcpc> has placed LEAVES at X= -290, Y= 62, Z= 264
[2024-04-02 02:27:12] [world] The Player <xcpc> has placed LEAVES at X= -290, Y= 62, Z= 265
[2024-04-02 02:27:13] [world] The Player <xcpc> has placed LEAVES at X= -290, Y= 62, Z= 266
[2024-04-02 02:27:14] [world] The Player <xcpc> has placed LEAVES at X= -290, Y= 62, Z= 267
[2024-04-02 02:27:20] [world] The Player <xcpc> has placed LEAVES at X= -293, Y= 62, Z= 256
[2024-04-02 02:27:21] [world] The Player <xcpc> has placed LEAVES at X= -292, Y= 62, Z= 256
[2024-04-02 02:27:23] [world] The Player <xcpc> has placed LEAVES at X= -291, Y= 62, Z= 256
[2024-04-02 02:27:24] [world] The Player <xcpc> has placed LEAVES at X= -290, Y= 62, Z= 256
[2024-04-02 02:27:26] [world] The Player <xcpc> has placed LEAVES at X= -289, Y= 62, Z= 256
[2024-04-02 02:27:28] [world] The Player <xcpc> has placed LEAVES at X= -288, Y= 62, Z= 256
[2024-04-02 02:27:31] [world] The Player <xcpc> has placed LEAVES at X= -288, Y= 63, Z= 256
[2024-04-02 02:27:34] [world] The Player <xcpc> has placed LEAVES at X= -293, Y= 63, Z= 256
[2024-04-02 02:27:42] [world] The Player <xcpc> has placed STONE at X= -290, Y= 63, Z= 256
[2024-04-02 02:27:42] [world] The Player <xcpc> has placed STONE at X= -290, Y= 64, Z= 256
[2024-04-02 02:27:43] [world] The Player <xcpc> has placed STONE at X= -290, Y= 65, Z= 256
[2024-04-02 02:27:43] [world] The Player <xcpc> has placed STONE at X= -290, Y= 66, Z= 256
[2024-04-02 02:27:43] [world] The Player <xcpc> has placed STONE at X= -290, Y= 67, Z= 256
[2024-04-02 02:27:45] [world] The Player <xcpc> has placed STONE at X= -291, Y= 63, Z= 256
[2024-04-02 02:27:46] [world] The Player <xcpc> has placed STONE at X= -291, Y= 64, Z= 256
[2024-04-02 02:27:46] [world] The Player <xcpc> has placed STONE at X= -291, Y= 65, Z= 256
[2024-04-02 02:27:47] [world] The Player <xcpc> has placed STONE at X= -291, Y= 66, Z= 256
[2024-04-02 02:27:47] [world] The Player <xcpc> has placed STONE at X= -291, Y= 67, Z= 256
[2024-04-02 02:27:48] [world] The Player <xcpc> has placed STONE at X= -292, Y= 63, Z= 256
[2024-04-02 02:27:50] [world] The Player <xcpc> has placed STONE at X= -292, Y= 64, Z= 256
[2024-04-02 02:27:54] [world] The Player <xcpc> has placed STONE at X= -289, Y= 63, Z= 256
[2024-04-02 02:27:54] [world] The Player <xcpc> has placed STONE at X= -289, Y= 64, Z= 256
[2024-04-02 02:31:02] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 75, Z= -12
[2024-04-02 02:31:02] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 76, Z= -12
[2024-04-02 02:31:03] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 77, Z= -12
[2024-04-02 02:31:05] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 78, Z= -12
[2024-04-02 02:31:05] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 79, Z= -12
[2024-04-02 02:31:06] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 80, Z= -12
[2024-04-02 02:31:06] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 81, Z= -12
[2024-04-02 02:31:07] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 82, Z= -12
[2024-04-02 02:31:08] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 83, Z= -12
[2024-04-02 02:31:08] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 84, Z= -12
[2024-04-02 02:31:09] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 85, Z= -12
[2024-04-02 02:31:09] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 86, Z= -12
[2024-04-02 02:31:10] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 87, Z= -12
[2024-04-02 02:31:10] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 88, Z= -12
[2024-04-02 02:31:11] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 89, Z= -12
[2024-04-02 02:31:11] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 90, Z= -12
[2024-04-02 02:31:12] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 91, Z= -12
[2024-04-02 02:31:12] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 92, Z= -12
[2024-04-02 02:31:20] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 90, Z= -23
[2024-04-02 02:31:20] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 91, Z= -23
[2024-04-02 02:31:21] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 92, Z= -23
[2024-04-02 02:31:21] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 93, Z= -23
[2024-04-02 02:31:22] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 94, Z= -23
[2024-04-02 02:31:44] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 95, Z= -23
[2024-04-02 02:31:44] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 96, Z= -23
[2024-04-02 02:31:45] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 97, Z= -23
[2024-04-02 02:31:45] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 98, Z= -23
[2024-04-02 02:31:45] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 99, Z= -23
[2024-04-02 02:31:59] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 100, Z= -23
[2024-04-02 02:32:00] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 101, Z= -23
[2024-04-02 02:32:00] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 102, Z= -23
[2024-04-02 02:32:42] [world_nether] The Player <xcpc> has placed LEAVES at X= -154, Y= 102, Z= -22
[2024-04-02 02:32:43] [world_nether] The Player <xcpc> has placed LEAVES at X= -153, Y= 102, Z= -22
[2024-04-02 02:32:44] [world_nether] The Player <xcpc> has placed LEAVES at X= -153, Y= 102, Z= -21
[2024-04-02 02:32:46] [world_nether] The Player <xcpc> has placed LEAVES at X= -153, Y= 102, Z= -20
[2024-04-02 02:32:46] [world_nether] The Player <xcpc> has placed LEAVES at X= -152, Y= 102, Z= -20
[2024-04-02 02:32:47] [world_nether] The Player <xcpc> has placed LEAVES at X= -152, Y= 102, Z= -19
[2024-04-02 02:32:47] [world_nether] The Player <xcpc> has placed LEAVES at X= -151, Y= 102, Z= -19
[2024-04-02 02:33:03] [world_nether] The Player <xcpc> has placed LEAVES at X= -150, Y= 102, Z= -19
[2024-04-02 02:33:03] [world_nether] The Player <xcpc> has placed LEAVES at X= -150, Y= 102, Z= -18
[2024-04-02 02:33:28] [world_nether] The Player <xcpc> has placed LEAVES at X= -150, Y= 102, Z= -17
[2024-04-02 02:33:28] [world_nether] The Player <xcpc> has placed LEAVES at X= -149, Y= 102, Z= -17
[2024-04-02 02:33:29] [world_nether] The Player <xcpc> has placed LEAVES at X= -149, Y= 102, Z= -16
[2024-04-02 02:33:29] [world_nether] The Player <xcpc> has placed LEAVES at X= -148, Y= 102, Z= -16
[2024-04-02 02:33:30] [world_nether] The Player <xcpc> has placed LEAVES at X= -148, Y= 102, Z= -15
[2024-04-02 02:33:30] [world_nether] The Player <xcpc> has placed LEAVES at X= -147, Y= 102, Z= -15
[2024-04-02 02:33:33] [world_nether] The Player <xcpc> has placed LEAVES at X= -147, Y= 103, Z= -15
[2024-04-02 02:33:33] [world_nether] The Player <xcpc> has placed LEAVES at X= -147, Y= 104, Z= -15
[2024-04-02 02:33:34] [world_nether] The Player <xcpc> has placed LEAVES at X= -147, Y= 105, Z= -15
[2024-04-02 02:37:34] [world_nether] The Player <xcpc> has placed LEAVES at X= -143, Y= 73, Z= -72
[2024-04-02 02:37:35] [world_nether] The Player <xcpc> has placed LEAVES at X= -143, Y= 74, Z= -72
[2024-04-02 02:37:35] [world_nether] The Player <xcpc> has placed LEAVES at X= -143, Y= 75, Z= -72
[2024-04-02 02:37:36] [world_nether] The Player <xcpc> has placed LEAVES at X= -143, Y= 76, Z= -72
[2024-04-02 02:37:36] [world_nether] The Player <xcpc> has placed LEAVES at X= -143, Y= 77, Z= -72
[2024-04-02 02:37:37] [world_nether] The Player <xcpc> has placed LEAVES at X= -143, Y= 78, Z= -72
[2024-04-02 02:37:37] [world_nether] The Player <xcpc> has placed LEAVES at X= -143, Y= 79, Z= -72
[2024-04-02 02:37:39] [world_nether] The Player <xcpc> has placed LEAVES at X= -143, Y= 80, Z= -72
[2024-04-02 02:37:39] [world_nether] The Player <xcpc> has placed LEAVES at X= -143, Y= 81, Z= -72
[2024-04-02 02:37:40] [world_nether] The Player <xcpc> has placed LEAVES at X= -143, Y= 82, Z= -72
[2024-04-02 02:37:40] [world_nether] The Player <xcpc> has placed LEAVES at X= -143, Y= 83, Z= -72
[2024-04-02 02:37:40] [world_nether] The Player <xcpc> has placed LEAVES at X= -143, Y= 84, Z= -72
[2024-04-02 02:37:43] [world_nether] The Player <xcpc> has placed LEAVES at X= -142, Y= 83, Z= -72
[2024-04-02 02:37:43] [world_nether] The Player <xcpc> has placed LEAVES at X= -142, Y= 84, Z= -72
[2024-04-02 02:37:44] [world_nether] The Player <xcpc> has placed LEAVES at X= -142, Y= 84, Z= -71
[2024-04-02 02:37:45] [world_nether] The Player <xcpc> has placed LEAVES at X= -141, Y= 84, Z= -71
[2024-04-02 02:37:45] [world_nether] The Player <xcpc> has placed LEAVES at X= -141, Y= 84, Z= -70
[2024-04-02 02:37:46] [world_nether] The Player <xcpc> has placed LEAVES at X= -140, Y= 84, Z= -70
[2024-04-02 02:37:47] [world_nether] The Player <xcpc> has placed LEAVES at X= -140, Y= 84, Z= -69
[2024-04-02 02:37:47] [world_nether] The Player <xcpc> has placed LEAVES at X= -139, Y= 84, Z= -69
[2024-04-02 02:37:48] [world_nether] The Player <xcpc> has placed LEAVES at X= -139, Y= 84, Z= -68
[2024-04-02 02:37:48] [world_nether] The Player <xcpc> has placed LEAVES at X= -138, Y= 84, Z= -68
[2024-04-02 02:38:09] [world_nether] The Player <xcpc> has placed LEAVES at X= -141, Y= 84, Z= -66
[2024-04-02 02:38:09] [world_nether] The Player <xcpc> has placed LEAVES at X= -141, Y= 84, Z= -67
[2024-04-02 02:38:10] [world_nether] The Player <xcpc> has placed LEAVES at X= -140, Y= 84, Z= -67
[2024-04-02 02:38:10] [world_nether] The Player <xcpc> has placed LEAVES at X= -140, Y= 84, Z= -68
[2024-04-02 02:38:11] [world_nether] The Player <xcpc> has placed LEAVES at X= -141, Y= 84, Z= -68
[2024-04-02 02:38:13] [world_nether] The Player <xcpc> has placed LEAVES at X= -142, Y= 84, Z= -66
[2024-04-02 02:47:49] [world_nether] The Player <xcpc> has placed LEAVES at X= -103, Y= 57, Z= -151
[2024-04-02 02:47:50] [world_nether] The Player <xcpc> has placed LEAVES at X= -103, Y= 58, Z= -151
[2024-04-02 02:47:50] [world_nether] The Player <xcpc> has placed LEAVES at X= -103, Y= 59, Z= -151
[2024-04-02 02:47:51] [world_nether] The Player <xcpc> has placed LEAVES at X= -103, Y= 60, Z= -151
[2024-04-02 02:47:51] [world_nether] The Player <xcpc> has placed LEAVES at X= -103, Y= 61, Z= -151
[2024-04-02 02:47:56] [world_nether] The Player <xcpc> has placed LEAVES at X= -103, Y= 62, Z= -151
[2024-04-02 02:47:57] [world_nether] The Player <xcpc> has placed LEAVES at X= -103, Y= 63, Z= -151
[2024-04-02 02:47:57] [world_nether] The Player <xcpc> has placed LEAVES at X= -103, Y= 64, Z= -151
[2024-04-02 02:47:58] [world_nether] The Player <xcpc> has placed LEAVES at X= -103, Y= 65, Z= -151
