[2024-03-31 13:21:31] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -557, Y= 72, Z= -244
[2024-03-31 13:29:46] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 59, Z= -119
[2024-03-31 13:29:47] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 59, Z= -119
[2024-03-31 13:29:49] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 58, Z= -118
[2024-03-31 13:29:49] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 58, Z= -118
[2024-03-31 13:30:07] [world] The Player <Tester> has placed LADDER at X= -556, Y= 58, Z= -121
[2024-03-31 13:30:13] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 58, Z= -117
[2024-03-31 13:30:13] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 58, Z= -116
[2024-03-31 13:30:14] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 58, Z= -115
[2024-03-31 13:30:14] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 58, Z= -114
[2024-03-31 13:30:14] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 58, Z= -113
[2024-03-31 13:30:14] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 58, Z= -112
[2024-03-31 13:30:14] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 57, Z= -112
[2024-03-31 13:30:20] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 58, Z= -111
[2024-03-31 13:30:21] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 58, Z= -110
[2024-03-31 13:30:22] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 58, Z= -109
[2024-03-31 13:30:22] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 59, Z= -109
[2024-03-31 13:30:23] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 58, Z= -108
[2024-03-31 13:30:24] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 59, Z= -108
[2024-03-31 13:30:26] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 58, Z= -110
[2024-03-31 13:30:27] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 59, Z= -110
[2024-03-31 13:30:30] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 58, Z= -109
[2024-03-31 13:30:30] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 59, Z= -109
[2024-03-31 13:30:32] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 59, Z= -112
[2024-03-31 13:30:32] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 59, Z= -111
[2024-03-31 13:30:33] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 60, Z= -111
[2024-03-31 13:30:33] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 60, Z= -110
[2024-03-31 13:30:34] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 59, Z= -110
[2024-03-31 13:30:42] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 59, Z= -108
[2024-03-31 13:30:43] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 60, Z= -108
[2024-03-31 13:32:25] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 60, Z= -109
[2024-03-31 13:32:26] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 60, Z= -108
[2024-03-31 13:32:29] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 58, Z= -108
[2024-03-31 13:32:31] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 59, Z= -108
[2024-03-31 13:32:35] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 56, Z= -112
[2024-03-31 13:32:35] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 56, Z= -111
[2024-03-31 13:32:36] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 57, Z= -111
[2024-03-31 13:32:37] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 57, Z= -110
[2024-03-31 13:32:41] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 56, Z= -117
[2024-03-31 13:32:42] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 56, Z= -118
[2024-03-31 13:32:43] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 56, Z= -119
[2024-03-31 13:32:45] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 56, Z= -120
[2024-03-31 13:32:45] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 57, Z= -120
[2024-03-31 13:32:48] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 57, Z= -122
[2024-03-31 13:32:50] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 57, Z= -121
[2024-03-31 13:32:50] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 58, Z= -121
[2024-03-31 13:32:54] [world] The Player <BTC> has placed WORKBENCH at X= -3131, Y= 42, Z= 831
[2024-03-31 13:32:55] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 59, Z= -122
[2024-03-31 13:33:10] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 56, Z= -110
[2024-03-31 13:33:11] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 57, Z= -110
[2024-03-31 13:33:14] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 57, Z= -109
[2024-03-31 13:33:14] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 58, Z= -109
[2024-03-31 13:33:17] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 59, Z= -108
[2024-03-31 13:33:28] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 60, Z= -109
[2024-03-31 13:33:28] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 60, Z= -108
[2024-03-31 13:33:30] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 61, Z= -109
[2024-03-31 13:33:31] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 61, Z= -109
[2024-03-31 13:33:37] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 61, Z= -108
[2024-03-31 13:33:38] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 61, Z= -108
[2024-03-31 13:33:40] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 62, Z= -109
[2024-03-31 13:33:40] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 62, Z= -108
[2024-03-31 13:33:46] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 59, Z= -107
[2024-03-31 13:33:46] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 60, Z= -107
[2024-03-31 13:33:46] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 61, Z= -107
[2024-03-31 13:33:48] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 58, Z= -107
[2024-03-31 13:33:48] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 59, Z= -107
[2024-03-31 13:33:49] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 60, Z= -107
[2024-03-31 13:33:49] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 61, Z= -107
[2024-03-31 13:33:50] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 62, Z= -107
[2024-03-31 13:33:51] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 62, Z= -107
[2024-03-31 13:33:52] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 63, Z= -107
[2024-03-31 13:33:53] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 63, Z= -107
[2024-03-31 13:33:54] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 58, Z= -106
[2024-03-31 13:33:55] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 59, Z= -106
[2024-03-31 13:33:55] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 60, Z= -106
[2024-03-31 13:33:56] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 61, Z= -106
[2024-03-31 13:33:57] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 62, Z= -106
[2024-03-31 13:34:00] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 59, Z= -106
[2024-03-31 13:34:00] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 60, Z= -106
[2024-03-31 13:34:00] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 61, Z= -106
[2024-03-31 13:34:01] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 62, Z= -106
[2024-03-31 13:34:04] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 58, Z= -105
[2024-03-31 13:34:04] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 59, Z= -105
[2024-03-31 13:34:05] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 60, Z= -105
[2024-03-31 13:34:05] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 61, Z= -105
[2024-03-31 13:34:06] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 62, Z= -105
[2024-03-31 13:34:07] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 58, Z= -105
[2024-03-31 13:34:08] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 59, Z= -105
[2024-03-31 13:34:08] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 60, Z= -105
[2024-03-31 13:34:09] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 61, Z= -105
[2024-03-31 13:34:09] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 62, Z= -105
[2024-03-31 13:34:11] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 63, Z= -106
[2024-03-31 13:34:12] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 63, Z= -106
[2024-03-31 13:34:14] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 64, Z= -106
[2024-03-31 13:34:14] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 64, Z= -106
[2024-03-31 13:34:16] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 63, Z= -105
[2024-03-31 13:34:17] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 64, Z= -105
[2024-03-31 13:34:18] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 63, Z= -105
[2024-03-31 13:34:18] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 64, Z= -105
[2024-03-31 13:34:19] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 65, Z= -105
[2024-03-31 13:34:19] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 65, Z= -105
[2024-03-31 13:34:28] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -103
[2024-03-31 13:34:29] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -102
[2024-03-31 13:34:30] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -101
[2024-03-31 13:34:31] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -100
[2024-03-31 13:34:33] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -99
[2024-03-31 13:34:33] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -98
[2024-03-31 13:34:33] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -97
[2024-03-31 13:34:34] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -96
[2024-03-31 13:34:34] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -95
[2024-03-31 13:34:34] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -94
[2024-03-31 13:34:36] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -93
[2024-03-31 13:34:37] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -92
[2024-03-31 13:34:37] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -91
[2024-03-31 13:34:37] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -90
[2024-03-31 13:34:38] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -89
[2024-03-31 13:34:38] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -88
[2024-03-31 13:34:39] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -87
[2024-03-31 13:34:40] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 63, Z= -87
[2024-03-31 13:34:43] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -85
[2024-03-31 13:34:43] [world] The Player <Tester> has placed QUARTZ_BLOCK at X= -556, Y= 62, Z= -86
[2024-03-31 13:34:46] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -103
[2024-03-31 13:34:47] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -102
[2024-03-31 13:34:49] [world] The Player <Tester> has placed REDSTONE_BLOCK at X= -556, Y= 62, Z= -102
[2024-03-31 13:34:50] [world] The Player <BTC> has placed HOPPER at X= -3130, Y= 40, Z= 832
[2024-03-31 13:34:52] [world] The Player <Tester> has placed GLOWSTONE at X= -555, Y= 62, Z= -102
[2024-03-31 13:34:55] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -102
[2024-03-31 13:34:56] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -101
[2024-03-31 13:34:56] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -100
[2024-03-31 13:34:56] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -99
[2024-03-31 13:34:56] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -97
[2024-03-31 13:34:56] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -96
[2024-03-31 13:34:56] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -95
[2024-03-31 13:34:57] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -94
[2024-03-31 13:34:57] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -93
[2024-03-31 13:34:59] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -98
[2024-03-31 13:35:02] [world] The Player <Tester> has placed REDSTONE_BLOCK at X= -556, Y= 62, Z= -93
[2024-03-31 13:35:03] [world] The Player <Tester> has placed GLOWSTONE at X= -555, Y= 62, Z= -93
[2024-03-31 13:35:05] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -93
[2024-03-31 13:35:05] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -92
[2024-03-31 13:35:05] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -91
[2024-03-31 13:35:06] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -89
[2024-03-31 13:35:06] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -88
[2024-03-31 13:35:06] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -87
[2024-03-31 13:35:06] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -86
[2024-03-31 13:35:08] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -90
[2024-03-31 13:35:09] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -85
[2024-03-31 13:35:11] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -84
[2024-03-31 13:35:14] [world] The Player <Tester> has placed REDSTONE_BLOCK at X= -556, Y= 62, Z= -84
[2024-03-31 13:35:16] [world] The Player <Tester> has placed GLOWSTONE at X= -555, Y= 62, Z= -84
[2024-03-31 13:35:17] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -84
[2024-03-31 13:35:34] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 61, Z= -128
[2024-03-31 13:35:34] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 61, Z= -127
[2024-03-31 13:35:34] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 61, Z= -126
[2024-03-31 13:35:38] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 63, Z= -134
[2024-03-31 13:35:39] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 63, Z= -134
[2024-03-31 13:35:45] [world] The Player <BTC> has placed COBBLESTONE at X= -3130, Y= 40, Z= 832
[2024-03-31 13:35:52] [world] The Player <BTC> has placed HOPPER at X= -3128, Y= 40, Z= 832
[2024-03-31 13:36:24] [world] The Player <Tester> has placed STAINED_GLASS at X= -554, Y= 62, Z= -102
[2024-03-31 13:36:25] [world] The Player <Tester> has placed STAINED_GLASS at X= -553, Y= 62, Z= -102
[2024-03-31 13:36:26] [world] The Player <Tester> has placed STAINED_GLASS at X= -552, Y= 62, Z= -102
[2024-03-31 13:36:26] [world] The Player <Tester> has placed STAINED_GLASS at X= -551, Y= 62, Z= -102
[2024-03-31 13:38:17] [world] The Player <Tester> has placed GLOWSTONE at X= -531, Y= 61, Z= -115
[2024-03-31 13:38:34] [world] The Player <Tester> has placed REDSTONE_BLOCK at X= -556, Y= 63, Z= -108
[2024-03-31 13:43:42] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 64, Z= -134
[2024-03-31 13:43:42] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 63, Z= -135
[2024-03-31 13:43:43] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 64, Z= -135
[2024-03-31 13:43:43] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 63, Z= -136
[2024-03-31 13:43:44] [world] The Player <Tester> has placed STAINED_GLASS at X= -557, Y= 64, Z= -136
[2024-03-31 13:43:44] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 63, Z= -135
[2024-03-31 13:43:45] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 64, Z= -134
[2024-03-31 13:43:45] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 64, Z= -135
[2024-03-31 13:43:47] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 63, Z= -136
[2024-03-31 13:43:47] [world] The Player <Tester> has placed STAINED_GLASS at X= -555, Y= 64, Z= -136
[2024-03-31 13:43:48] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 65, Z= -134
[2024-03-31 13:43:48] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 65, Z= -135
[2024-03-31 13:43:48] [world] The Player <Tester> has placed STAINED_GLASS at X= -556, Y= 65, Z= -136
[2024-03-31 13:43:55] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 62, Z= -128
[2024-03-31 13:43:55] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 62, Z= -129
[2024-03-31 13:43:56] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 62, Z= -127
[2024-03-31 13:43:57] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 62, Z= -126
[2024-03-31 13:43:57] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 61, Z= -125
[2024-03-31 13:43:57] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 61, Z= -124
[2024-03-31 13:43:57] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 60, Z= -123
[2024-03-31 13:43:58] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 59, Z= -122
[2024-03-31 13:44:00] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -120
[2024-03-31 13:44:00] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -119
[2024-03-31 13:44:00] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -118
[2024-03-31 13:44:01] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -117
[2024-03-31 13:44:01] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -116
[2024-03-31 13:44:01] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -115
[2024-03-31 13:44:01] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -114
[2024-03-31 13:44:02] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -113
[2024-03-31 13:46:47] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 60, Z= -123
[2024-03-31 13:46:48] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 59, Z= -122
[2024-03-31 13:46:50] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -120
[2024-03-31 13:46:51] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -119
[2024-03-31 13:46:51] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -118
[2024-03-31 13:46:51] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -117
[2024-03-31 13:46:51] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -116
[2024-03-31 13:46:52] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -115
[2024-03-31 13:46:52] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -114
[2024-03-31 13:46:52] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 56, Z= -113
[2024-03-31 16:39:35] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -83
[2024-03-31 16:39:35] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -82
[2024-03-31 16:39:35] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -81
[2024-03-31 16:39:35] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -80
[2024-03-31 16:39:36] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -79
[2024-03-31 16:39:36] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -78
[2024-03-31 16:39:36] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -77
[2024-03-31 16:39:36] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -76
[2024-03-31 16:39:36] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -75
[2024-03-31 16:39:37] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -74
[2024-03-31 16:39:37] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -73
[2024-03-31 16:39:38] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -72
[2024-03-31 16:39:46] [world] The Player <Tester> has placed REDSTONE_BLOCK at X= -556, Y= 62, Z= -75
[2024-03-31 16:39:47] [world] The Player <Tester> has placed POWERED_RAIL at X= -556, Y= 63, Z= -75
[2024-03-31 16:39:56] [world] The Player <Tester> has placed GLOWSTONE at X= -555, Y= 62, Z= -75
[2024-03-31 16:40:07] [world] The Player <Tester> has placed RAILS at X= -556, Y= 63, Z= -71
[2024-03-31 16:40:08] [world] The Player <Tester> has placed POWERED_RAIL at X= -555, Y= 63, Z= -71
[2024-03-31 16:40:10] [world] The Player <Tester> has placed REDSTONE_BLOCK at X= -555, Y= 62, Z= -71
[2024-03-31 16:40:11] [world] The Player <Tester> has placed POWERED_RAIL at X= -555, Y= 63, Z= -71
[2024-03-31 16:40:11] [world] The Player <BTC> has placed ENDER_CHEST at X= -560, Y= 63, Z= -75
[2024-03-31 16:40:12] [world] The Player <Tester> has placed GLOWSTONE at X= -555, Y= 62, Z= -72
[2024-03-31 16:40:14] [world] The Player <Tester> has placed POWERED_RAIL at X= -554, Y= 63, Z= -71
[2024-03-31 16:40:14] [world] The Player <Tester> has placed POWERED_RAIL at X= -553, Y= 63, Z= -71
[2024-03-31 16:40:14] [world] The Player <Tester> has placed POWERED_RAIL at X= -552, Y= 64, Z= -71
[2024-03-31 16:40:15] [world] The Player <Tester> has placed POWERED_RAIL at X= -551, Y= 64, Z= -71
[2024-03-31 16:40:15] [world] The Player <Tester> has placed POWERED_RAIL at X= -550, Y= 64, Z= -71
[2024-03-31 16:40:15] [world] The Player <Tester> has placed POWERED_RAIL at X= -549, Y= 64, Z= -71
[2024-03-31 16:40:16] [world] The Player <Tester> has placed POWERED_RAIL at X= -548, Y= 64, Z= -71
[2024-03-31 16:40:16] [world] The Player <Tester> has placed POWERED_RAIL at X= -547, Y= 64, Z= -71
[2024-03-31 16:40:16] [world] The Player <Tester> has placed POWERED_RAIL at X= -546, Y= 64, Z= -71
[2024-03-31 16:40:16] [world] The Player <Tester> has placed POWERED_RAIL at X= -545, Y= 64, Z= -71
[2024-03-31 16:40:17] [world] The Player <Tester> has placed POWERED_RAIL at X= -544, Y= 64, Z= -71
[2024-03-31 16:40:17] [world] The Player <Tester> has placed POWERED_RAIL at X= -543, Y= 64, Z= -71
[2024-03-31 16:40:17] [world] The Player <Tester> has placed POWERED_RAIL at X= -542, Y= 64, Z= -71
[2024-03-31 16:40:18] [world] The Player <Tester> has placed POWERED_RAIL at X= -541, Y= 64, Z= -71
[2024-03-31 16:40:18] [world] The Player <Tester> has placed POWERED_RAIL at X= -540, Y= 64, Z= -71
[2024-03-31 16:40:18] [world] The Player <Tester> has placed POWERED_RAIL at X= -539, Y= 64, Z= -71
[2024-03-31 16:40:18] [world] The Player <Tester> has placed POWERED_RAIL at X= -538, Y= 64, Z= -71
[2024-03-31 16:40:18] [world] The Player <Tester> has placed POWERED_RAIL at X= -537, Y= 64, Z= -71
[2024-03-31 16:40:19] [world] The Player <Tester> has placed POWERED_RAIL at X= -536, Y= 64, Z= -71
[2024-03-31 16:40:19] [world] The Player <Tester> has placed POWERED_RAIL at X= -535, Y= 64, Z= -71
[2024-03-31 16:40:19] [world] The Player <Tester> has placed POWERED_RAIL at X= -534, Y= 64, Z= -71
[2024-03-31 16:40:19] [world] The Player <Tester> has placed POWERED_RAIL at X= -533, Y= 64, Z= -71
[2024-03-31 16:40:19] [world] The Player <Tester> has placed POWERED_RAIL at X= -532, Y= 64, Z= -71
[2024-03-31 16:40:20] [world] The Player <Tester> has placed POWERED_RAIL at X= -531, Y= 64, Z= -71
[2024-03-31 16:40:20] [world] The Player <Tester> has placed POWERED_RAIL at X= -530, Y= 64, Z= -71
[2024-03-31 16:40:20] [world] The Player <Tester> has placed POWERED_RAIL at X= -529, Y= 64, Z= -71
[2024-03-31 16:40:20] [world] The Player <Tester> has placed POWERED_RAIL at X= -528, Y= 64, Z= -71
[2024-03-31 16:40:21] [world] The Player <Tester> has placed POWERED_RAIL at X= -527, Y= 64, Z= -71
[2024-03-31 16:40:21] [world] The Player <Tester> has placed POWERED_RAIL at X= -526, Y= 64, Z= -71
