[2024-03-20 19:10:08] [world] The Player <NezukoChan> has placed WOOL at X= -10243, Y= 64, Z= 4090
[2024-03-20 21:47:56] [world] The Player <I_am_amazing> has placed STONE at X= -1320, Y= 8, Z= -373
[2024-03-20 21:47:56] [world] The Player <I_am_amazing> has placed STONE at X= -1321, Y= 8, Z= -373
[2024-03-20 21:47:56] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1296, Y= 10, Z= -100
[2024-03-20 21:47:58] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1297, Y= 10, Z= -100
[2024-03-20 21:47:59] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1297, Y= 9, Z= -101
[2024-03-20 21:48:00] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1297, Y= 10, Z= -101
[2024-03-20 21:48:01] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1296, Y= 9, Z= -101
[2024-03-20 21:48:01] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1296, Y= 10, Z= -101
[2024-03-20 21:48:03] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1295, Y= 10, Z= -101
[2024-03-20 21:48:05] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1295, Y= 10, Z= -102
[2024-03-20 21:48:06] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1296, Y= 9, Z= -102
[2024-03-20 21:48:06] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1296, Y= 10, Z= -102
[2024-03-20 21:48:07] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1296, Y= 9, Z= -103
[2024-03-20 21:48:08] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1296, Y= 10, Z= -103
[2024-03-20 21:48:26] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1321, Y= 10, Z= -379
[2024-03-20 21:48:49] [world] The Player <I_am_amazing> has placed STONE at X= -1321, Y= 11, Z= -379
[2024-03-20 21:48:50] [world] The Player <I_am_amazing> has placed STONE at X= -1321, Y= 12, Z= -379
[2024-03-20 21:48:53] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1321, Y= 10, Z= -381
[2024-03-20 21:48:57] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1296, Y= 9, Z= -101
[2024-03-20 21:48:57] [world] The Player <I_am_amazing> has placed STONE at X= -1321, Y= 12, Z= -379
[2024-03-20 21:49:07] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1297, Y= 10, Z= -102
[2024-03-20 21:49:16] [world] The Player <hexa> has placed COBBLESTONE at X= -2526, Y= 66, Z= 580
[2024-03-20 21:49:21] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1297, Y= 8, Z= -102
[2024-03-20 21:49:21] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1297, Y= 9, Z= -102
[2024-03-20 21:49:42] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1298, Y= 10, Z= -101
[2024-03-20 21:49:48] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1299, Y= 8, Z= -101
[2024-03-20 21:49:48] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1298, Y= 8, Z= -101
[2024-03-20 21:49:48] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1298, Y= 9, Z= -101
[2024-03-20 21:49:54] [world] The Player <I_am_amazing> has placed STONE at X= -1316, Y= 10, Z= -381
[2024-03-20 21:49:55] [world] The Player <I_am_amazing> has placed STONE at X= -1317, Y= 10, Z= -381
[2024-03-20 21:49:55] [world] The Player <I_am_amazing> has placed STONE at X= -1316, Y= 10, Z= -380
[2024-03-20 21:49:56] [world] The Player <I_am_amazing> has placed STONE at X= -1317, Y= 10, Z= -380
[2024-03-20 21:49:57] [world] The Player <I_am_amazing> has placed STONE at X= -1317, Y= 11, Z= -380
[2024-03-20 21:50:05] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1298, Y= 10, Z= -102
[2024-03-20 21:50:10] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1299, Y= 10, Z= -101
[2024-03-20 21:50:13] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1299, Y= 10, Z= -102
[2024-03-20 21:50:21] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1299, Y= 9, Z= -101
[2024-03-20 21:50:46] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1321, Y= 10, Z= -387
[2024-03-20 21:51:03] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1296, Y= 9, Z= -101
[2024-03-20 21:51:10] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1298, Y= 9, Z= -101
[2024-03-20 21:51:10] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1297, Y= 9, Z= -101
[2024-03-20 21:51:10] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1313, Y= 16, Z= -398
[2024-03-20 21:51:18] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1298, Y= 10, Z= -103
[2024-03-20 21:51:26] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1298, Y= 8, Z= -102
[2024-03-20 21:51:26] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1298, Y= 9, Z= -102
[2024-03-20 21:51:41] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1300, Y= 10, Z= -103
[2024-03-20 21:51:41] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1299, Y= 10, Z= -103
[2024-03-20 21:51:41] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1299, Y= 11, Z= -103
[2024-03-20 21:51:48] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1307, Y= 16, Z= -400
[2024-03-20 21:51:50] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1299, Y= 18, Z= -403
[2024-03-20 21:51:52] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1299, Y= 9, Z= -102
[2024-03-20 21:51:54] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1289, Y= 19, Z= -398
[2024-03-20 21:52:04] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1298, Y= 9, Z= -102
[2024-03-20 21:52:18] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1284, Y= 12, Z= -402
[2024-03-20 21:52:18] [world] The Player <astronomy> has placed CROPS at X= 1801, Y= 38, Z= 298
[2024-03-20 21:52:19] [world] The Player <astronomy> has placed CROPS at X= 1800, Y= 38, Z= 298
[2024-03-20 21:52:20] [world] The Player <astronomy> has placed CROPS at X= 1800, Y= 38, Z= 297
[2024-03-20 21:52:20] [world] The Player <astronomy> has placed CROPS at X= 1801, Y= 38, Z= 297
[2024-03-20 21:52:21] [world] The Player <astronomy> has placed CROPS at X= 1802, Y= 38, Z= 297
[2024-03-20 21:52:22] [world] The Player <astronomy> has placed CROPS at X= 1803, Y= 38, Z= 297
[2024-03-20 21:52:23] [world] The Player <astronomy> has placed CROPS at X= 1803, Y= 38, Z= 296
[2024-03-20 21:52:23] [world] The Player <astronomy> has placed CROPS at X= 1802, Y= 38, Z= 296
[2024-03-20 21:52:40] [world] The Player <I_am_amazing> has placed STONE at X= -1296, Y= 16, Z= -413
[2024-03-20 21:52:41] [world] The Player <I_am_amazing> has placed STONE at X= -1297, Y= 16, Z= -412
[2024-03-20 21:52:42] [world] The Player <I_am_amazing> has placed STONE at X= -1296, Y= 15, Z= -412
[2024-03-20 21:52:44] [world] The Player <I_am_amazing> has placed STONE at X= -1299, Y= 16, Z= -415
[2024-03-20 21:52:44] [world] The Player <I_am_amazing> has placed STONE at X= -1299, Y= 17, Z= -415
[2024-03-20 21:52:45] [world] The Player <I_am_amazing> has placed STONE at X= -1301, Y= 17, Z= -416
[2024-03-20 21:52:46] [world] The Player <I_am_amazing> has placed STONE at X= -1302, Y= 18, Z= -416
[2024-03-20 21:54:18] [world] The Player <I_am_amazing> has placed STONE at X= -1249, Y= 12, Z= -389
[2024-03-20 21:54:19] [world] The Player <I_am_amazing> has placed STONE at X= -1249, Y= 13, Z= -389
[2024-03-20 21:54:37] [world] The Player <I_am_amazing> has placed STONE at X= -1250, Y= 12, Z= -389
[2024-03-20 21:55:10] [world] The Player <I_am_amazing> has placed STONE at X= -1231, Y= 12, Z= -403
[2024-03-20 21:55:10] [world] The Player <I_am_amazing> has placed STONE at X= -1231, Y= 12, Z= -402
[2024-03-20 21:55:18] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1232, Y= 13, Z= -406
[2024-03-20 21:55:20] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1233, Y= 14, Z= -409
[2024-03-20 21:55:22] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1234, Y= 17, Z= -415
[2024-03-20 21:55:30] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1230, Y= 17, Z= -421
[2024-03-20 21:55:54] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1194, Y= 20, Z= -439
[2024-03-20 21:57:06] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1217, Y= 24, Z= -426
[2024-03-20 21:58:01] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1287, Y= 11, Z= -379
[2024-03-20 21:58:07] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1291, Y= 18, Z= -365
[2024-03-20 21:58:28] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1274, Y= 13, Z= -367
[2024-03-20 21:58:31] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1275, Y= 17, Z= -361
[2024-03-20 21:58:34] [world] The Player <I_am_amazing> has placed REDSTONE_ORE at X= -1274, Y= 20, Z= -353
[2024-03-20 22:06:07] [world] The Player <hexa> has placed COBBLESTONE at X= -2529, Y= 63, Z= 582
[2024-03-20 22:06:08] [world] The Player <hexa> has placed COBBLESTONE at X= -2528, Y= 63, Z= 582
[2024-03-20 22:07:07] [world] The Player <hexa> has placed SIGN_POST at X= -2538, Y= 65, Z= 562
[2024-03-20 22:07:15] [world] The Player <hexa> has placed SIGN_POST at X= -2537, Y= 65, Z= 561
[2024-03-20 22:09:03] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1305, Y= 14, Z= 69
[2024-03-20 22:09:03] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1305, Y= 14, Z= 68
[2024-03-20 22:09:04] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1305, Y= 14, Z= 67
[2024-03-20 22:09:05] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1305, Y= 15, Z= 69
[2024-03-20 22:09:05] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1305, Y= 15, Z= 68
[2024-03-20 22:09:06] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1304, Y= 14, Z= 68
[2024-03-20 22:09:06] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1305, Y= 15, Z= 67
[2024-03-20 22:09:07] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1305, Y= 14, Z= 66
[2024-03-20 22:09:07] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1305, Y= 15, Z= 66
[2024-03-20 22:11:06] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1290, Y= 15, Z= 50
[2024-03-20 22:11:07] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1289, Y= 15, Z= 49
[2024-03-20 22:11:08] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1288, Y= 16, Z= 49
[2024-03-20 22:11:09] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1290, Y= 15, Z= 49
[2024-03-20 22:11:09] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1290, Y= 16, Z= 50
[2024-03-20 22:11:10] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1289, Y= 16, Z= 49
[2024-03-20 22:11:45] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1300, Y= 11, Z= 70
[2024-03-20 22:11:45] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1301, Y= 11, Z= 69
[2024-03-20 22:11:46] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1300, Y= 12, Z= 70
[2024-03-20 22:11:46] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1301, Y= 12, Z= 69
[2024-03-20 22:11:46] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1301, Y= 11, Z= 68
[2024-03-20 22:15:11] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1285, Y= 17, Z= 55
[2024-03-20 22:15:12] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1286, Y= 17, Z= 54
[2024-03-20 22:15:13] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1286, Y= 17, Z= 53
[2024-03-20 22:15:17] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1282, Y= 18, Z= 53
[2024-03-20 22:15:17] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1283, Y= 18, Z= 53
[2024-03-20 22:15:28] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -1277, Y= 11, Z= 27
[2024-03-20 22:24:21] [world] The Player <hexa> has placed COBBLESTONE at X= 1000000, Y= 60, Z= 1000000
[2024-03-20 22:24:21] [world] The Player <hexa> has placed COBBLESTONE at X= 1000000, Y= 61, Z= 1000000
[2024-03-20 22:24:22] [world] The Player <hexa> has placed COBBLESTONE at X= 1000000, Y= 62, Z= 1000000
[2024-03-20 22:24:22] [world] The Player <hexa> has placed COBBLESTONE at X= 1000000, Y= 63, Z= 1000000
[2024-03-20 22:24:23] [world] The Player <hexa> has placed COBBLESTONE at X= 1000000, Y= 64, Z= 1000000
[2024-03-20 22:24:23] [world] The Player <hexa> has placed COBBLESTONE at X= 1000000, Y= 65, Z= 1000000
[2024-03-20 22:25:04] [world] The Player <astronomy> has placed HAY_BLOCK at X= 1802, Y= 38, Z= 282
[2024-03-20 22:25:04] [world] The Player <astronomy> has placed HAY_BLOCK at X= 1802, Y= 38, Z= 283
[2024-03-20 22:25:11] [world] The Player <astronomy> has placed HAY_BLOCK at X= 1802, Y= 38, Z= 282
[2024-03-20 22:25:12] [world] The Player <astronomy> has placed HAY_BLOCK at X= 1802, Y= 38, Z= 283
[2024-03-20 22:25:13] [world] The Player <astronomy> has placed HAY_BLOCK at X= 1802, Y= 39, Z= 282
[2024-03-20 22:27:02] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1799, Y= 40, Z= 292
[2024-03-20 22:28:50] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1797, Y= 37, Z= 288
[2024-03-20 22:28:50] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1796, Y= 37, Z= 288
[2024-03-20 22:28:53] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1795, Y= 37, Z= 288
[2024-03-20 22:28:53] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1795, Y= 37, Z= 289
[2024-03-20 22:28:54] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1795, Y= 37, Z= 290
[2024-03-20 22:28:54] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1795, Y= 37, Z= 291
[2024-03-20 22:28:54] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1795, Y= 37, Z= 292
[2024-03-20 22:28:55] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1795, Y= 37, Z= 293
[2024-03-20 22:28:56] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1795, Y= 37, Z= 294
[2024-03-20 22:28:57] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1797, Y= 37, Z= 294
[2024-03-20 22:28:57] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1796, Y= 37, Z= 294
[2024-03-20 22:28:59] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1797, Y= 37, Z= 292
[2024-03-20 22:28:59] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1797, Y= 37, Z= 293
[2024-03-20 22:29:01] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1797, Y= 37, Z= 289
[2024-03-20 22:29:01] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1797, Y= 37, Z= 290
[2024-03-20 22:29:02] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1797, Y= 37, Z= 291
[2024-03-20 22:29:03] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1796, Y= 37, Z= 289
[2024-03-20 22:29:04] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1796, Y= 37, Z= 290
[2024-03-20 22:29:04] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1796, Y= 37, Z= 291
[2024-03-20 22:29:05] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1796, Y= 37, Z= 292
[2024-03-20 22:29:06] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1796, Y= 37, Z= 293
[2024-03-20 22:29:19] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1797, Y= 38, Z= 287
[2024-03-20 22:29:20] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1797, Y= 39, Z= 287
[2024-03-20 22:29:21] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1796, Y= 38, Z= 287
[2024-03-20 22:29:22] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1796, Y= 39, Z= 287
[2024-03-20 22:29:23] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1795, Y= 38, Z= 287
[2024-03-20 22:29:24] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1795, Y= 39, Z= 287
[2024-03-20 22:30:43] [world] The Player <Tester> has placed ENDER_CHEST at X= 1000033, Y= 73, Z= 999833
[2024-03-20 22:31:00] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= -548, Y= 91, Z= 251
[2024-03-20 22:33:53] [world] The Player <hexa> has placed COBBLESTONE at X= 1000060, Y= 42, Z= 999894
[2024-03-20 22:33:53] [world] The Player <hexa> has placed COBBLESTONE at X= 1000061, Y= 43, Z= 999895
[2024-03-20 22:33:55] [world] The Player <hexa> has placed COBBLESTONE at X= 1000062, Y= 43, Z= 999896
[2024-03-20 22:33:56] [world] The Player <hexa> has placed COBBLESTONE at X= 1000062, Y= 44, Z= 999896
[2024-03-20 22:33:58] [world] The Player <hexa> has placed COBBLESTONE at X= 1000061, Y= 43, Z= 999896
[2024-03-20 22:34:00] [world] The Player <hexa> has placed COBBLESTONE at X= 1000064, Y= 45, Z= 999895
[2024-03-20 22:34:00] [world] The Player <hexa> has placed COBBLESTONE at X= 1000063, Y= 45, Z= 999895
[2024-03-20 22:34:05] [world] The Player <hexa> has placed COBBLESTONE at X= 1000065, Y= 45, Z= 999896
[2024-03-20 22:34:05] [world] The Player <hexa> has placed COBBLESTONE at X= 1000064, Y= 45, Z= 999896
[2024-03-20 22:35:15] [world] The Player <hexa> has placed TRAP_DOOR at X= 1000000, Y= 62, Z= 1000000
[2024-03-20 22:35:17] [world] The Player <hexa> has placed COBBLESTONE at X= 1000000, Y= 60, Z= 1000001
[2024-03-20 22:35:18] [world] The Player <hexa> has placed COBBLESTONE at X= 999999, Y= 60, Z= 1000001
[2024-03-20 22:35:21] [world] The Player <hexa> has placed COBBLESTONE at X= 999999, Y= 60, Z= 1000000
[2024-03-20 22:35:24] [world] The Player <hexa> has placed COBBLESTONE at X= 1000000, Y= 60, Z= 1000000
[2024-03-20 22:35:29] [world] The Player <hexa> has placed COBBLESTONE at X= 1000000, Y= 63, Z= 1000000
[2024-03-20 22:36:07] [world] The Player <hexa> has placed DIRT at X= 1000001, Y= 65, Z= 1000000
[2024-03-20 22:36:08] [world] The Player <hexa> has placed DIRT at X= 1000001, Y= 65, Z= 1000001
[2024-03-20 22:36:09] [world] The Player <hexa> has placed DIRT at X= 1000000, Y= 67, Z= 1000000
[2024-03-20 22:36:29] [world] The Player <A_Random_Person> has placed POTATO at X= 1802, Y= 38, Z= 293
[2024-03-20 22:36:29] [world] The Player <A_Random_Person> has placed POTATO at X= 1803, Y= 38, Z= 293
[2024-03-20 22:36:30] [world] The Player <A_Random_Person> has placed POTATO at X= 1803, Y= 38, Z= 294
[2024-03-20 22:36:31] [world] The Player <A_Random_Person> has placed POTATO at X= 1802, Y= 38, Z= 294
[2024-03-20 22:36:33] [world] The Player <A_Random_Person> has placed POTATO at X= 1802, Y= 38, Z= 295
[2024-03-20 22:36:34] [world] The Player <A_Random_Person> has placed POTATO at X= 1803, Y= 38, Z= 295
[2024-03-20 22:36:45] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1806, Y= 37, Z= 289
[2024-03-20 22:36:48] [world] The Player <A_Random_Person> has placed MELON_STEM at X= 1801, Y= 38, Z= 296
[2024-03-20 22:36:49] [world] The Player <A_Random_Person> has placed MELON_STEM at X= 1800, Y= 38, Z= 296
[2024-03-20 22:36:49] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1804, Y= 37, Z= 288
[2024-03-20 22:36:50] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1805, Y= 37, Z= 288
[2024-03-20 22:37:12] [world] The Player <Tester> has placed TORCH at X= 1000049, Y= 39, Z= 999884
[2024-03-20 22:37:18] [world] The Player <Tester> has placed TORCH at X= 1000058, Y= 42, Z= 999895
[2024-03-20 22:37:21] [world] The Player <astronomy> has placed OBSIDIAN at X= 1795, Y= 37, Z= 294
[2024-03-20 22:37:22] [world] The Player <astronomy> has placed OBSIDIAN at X= 1796, Y= 37, Z= 294
[2024-03-20 22:37:24] [world] The Player <astronomy> has placed OBSIDIAN at X= 1797, Y= 37, Z= 294
[2024-03-20 22:37:31] [world] The Player <Tester> has placed TORCH at X= 1000071, Y= 46, Z= 999901
[2024-03-20 22:37:31] [world] The Player <hexa> has placed DIRT at X= 999999, Y= 61, Z= 1000000
[2024-03-20 22:37:37] [world] The Player <hexa> has placed DIRT at X= 999999, Y= 62, Z= 1000000
[2024-03-20 22:37:40] [world] The Player <Tester> has placed TORCH at X= 1000074, Y= 49, Z= 999904
[2024-03-20 22:38:02] [world] The Player <hexa> has placed DIRT at X= 999999, Y= 60, Z= 1000000
[2024-03-20 22:38:13] [world] The Player <Tester> has placed TORCH at X= 1000000, Y= 62, Z= 1000001
[2024-03-20 22:38:19] [world] The Player <astronomy> has placed OBSIDIAN at X= 1794, Y= 38, Z= 294
[2024-03-20 22:38:26] [world] The Player <Tester> has placed COBBLESTONE at X= 1000000, Y= 61, Z= 1000000
[2024-03-20 22:38:26] [world] The Player <Tester> has placed COBBLESTONE at X= 1000000, Y= 62, Z= 1000000
[2024-03-20 22:38:27] [world] The Player <Tester> has placed COBBLESTONE at X= 1000000, Y= 63, Z= 1000000
[2024-03-20 22:38:27] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1794, Y= 38, Z= 294
[2024-03-20 22:38:28] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1794, Y= 38, Z= 293
[2024-03-20 22:38:34] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= 1804, Y= 61, Z= 260
[2024-03-20 22:38:35] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= 1804, Y= 62, Z= 260
[2024-03-20 22:38:36] [world] The Player <A_Random_Person> has placed COBBLESTONE at X= 1804, Y= 63, Z= 260
[2024-03-20 22:38:46] [world] The Player <hexa> has placed TRAP_DOOR at X= 1000000, Y= 64, Z= 1000000
[2024-03-20 22:38:49] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1793, Y= 38, Z= 292
[2024-03-20 22:38:50] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1793, Y= 38, Z= 293
[2024-03-20 22:38:52] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1793, Y= 38, Z= 294
[2024-03-20 22:38:53] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1793, Y= 39, Z= 294
[2024-03-20 22:38:54] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1793, Y= 39, Z= 293
[2024-03-20 22:38:55] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1793, Y= 39, Z= 292
[2024-03-20 22:38:56] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1793, Y= 40, Z= 292
[2024-03-20 22:38:56] [world] The Player <hexa> has placed DIRT at X= 1000001, Y= 65, Z= 1000000
[2024-03-20 22:38:57] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1793, Y= 40, Z= 293
[2024-03-20 22:38:58] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1793, Y= 40, Z= 294
[2024-03-20 22:39:02] [world] The Player <hexa> has placed DIRT at X= 1000001, Y= 67, Z= 1000000
[2024-03-20 22:39:03] [world] The Player <hexa> has placed DIRT at X= 1000001, Y= 66, Z= 1000000
[2024-03-20 22:39:03] [world] The Player <astronomy> has placed OBSIDIAN at X= 1796, Y= 37, Z= 294
[2024-03-20 22:39:04] [world] The Player <astronomy> has placed OBSIDIAN at X= 1797, Y= 37, Z= 294
[2024-03-20 22:39:06] [world] The Player <hexa> has placed DIRT at X= 1000002, Y= 64, Z= 999998
[2024-03-20 22:39:06] [world] The Player <astronomy> has placed OBSIDIAN at X= 1798, Y= 38, Z= 294
[2024-03-20 22:39:06] [world] The Player <hexa> has placed DIRT at X= 1000002, Y= 64, Z= 999999
[2024-03-20 22:39:07] [world] The Player <astronomy> has placed OBSIDIAN at X= 1798, Y= 39, Z= 294
[2024-03-20 22:39:08] [world] The Player <hexa> has placed DIRT at X= 1000002, Y= 64, Z= 1000000
[2024-03-20 22:39:08] [world] The Player <astronomy> has placed OBSIDIAN at X= 1798, Y= 40, Z= 294
[2024-03-20 22:39:08] [world] The Player <hexa> has placed DIRT at X= 1000002, Y= 64, Z= 1000002
[2024-03-20 22:39:09] [world] The Player <hexa> has placed DIRT at X= 1000002, Y= 64, Z= 1000001
[2024-03-20 22:39:11] [world] The Player <astronomy> has placed OBSIDIAN at X= 1795, Y= 38, Z= 294
[2024-03-20 22:39:13] [world] The Player <astronomy> has placed OBSIDIAN at X= 1795, Y= 39, Z= 294
[2024-03-20 22:39:13] [world] The Player <hexa> has placed DIRT at X= 1000002, Y= 64, Z= 1000004
[2024-03-20 22:39:14] [world] The Player <astronomy> has placed OBSIDIAN at X= 1795, Y= 40, Z= 294
[2024-03-20 22:39:16] [world] The Player <hexa> has placed DIRT at X= 1000002, Y= 64, Z= 1000003
[2024-03-20 22:39:16] [world] The Player <astronomy> has placed OBSIDIAN at X= 1797, Y= 41, Z= 294
[2024-03-20 22:39:29] [world] The Player <hexa> has placed DIRT at X= 1000002, Y= 65, Z= 1000005
[2024-03-20 22:39:38] [world] The Player <hexa> has placed DIRT at X= 1000001, Y= 67, Z= 1000004
[2024-03-20 22:39:39] [world] The Player <hexa> has placed DIRT at X= 1000001, Y= 66, Z= 1000003
[2024-03-20 22:39:45] [world] The Player <hexa> has placed DIRT at X= 1000001, Y= 68, Z= 1000005
[2024-03-20 22:39:46] [world] The Player <astronomy> has placed SMOOTH_BRICK at X= 1806, Y= 37, Z= 290
[2024-03-20 22:43:25] [world] The Player <A_Random_Person> has placed DIRT at X= 1803, Y= 63, Z= 261
[2024-03-20 22:43:26] [world] The Player <A_Random_Person> has placed DIRT at X= 1805, Y= 63, Z= 262
[2024-03-20 22:43:26] [world] The Player <A_Random_Person> has placed DIRT at X= 1805, Y= 62, Z= 262
[2024-03-20 22:43:27] [world] The Player <A_Random_Person> has placed DIRT at X= 1804, Y= 63, Z= 262
