[2024-03-17 22:32:53] [world] The Player <bagelz> has crafted 1 of IRON PICKAXE at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:48] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:48] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:48] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:48] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:48] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:49] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:49] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:49] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:49] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:49] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:49] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:49] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:50] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:55] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:55] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:05:55] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:06:02] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:06:02] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:06:02] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:06:06] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:06:12] [world] The Player <bagelz> has crafted 2 of TRAP DOOR at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:14:10] [world] The Player <Brycethelegend> has crafted 4 of WOOD at X= -615, Y= 70, Z= 506
[2024-03-17 23:14:10] [world] The Player <Brycethelegend> has crafted 4 of WOOD at X= -615, Y= 70, Z= 506
[2024-03-17 23:14:15] [world] The Player <Brycethelegend> has crafted 1 of BOAT at X= -615, Y= 70, Z= 506
[2024-03-17 23:31:46] [world] The Player <NezukoChan> has crafted 3 of INK SACK at X= -10177, Y= 64, Z= 4115
[2024-03-17 23:44:34] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:44:34] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:44:35] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:44:35] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:44:42] [world] The Player <bagelz> has crafted 1 of CHEST at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:44:43] [world] The Player <bagelz> has crafted 1 of CHEST at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:45:15] [world] The Player <bagelz> has crafted 4 of WOOD at X= 995, Y= 77, Z= 2344
[2024-03-17 23:45:15] [world] The Player <bagelz> has crafted 4 of WOOD at X= 995, Y= 77, Z= 2344
[2024-03-17 23:45:15] [world] The Player <bagelz> has crafted 4 of WOOD at X= 995, Y= 77, Z= 2344
[2024-03-17 23:45:16] [world] The Player <bagelz> has crafted 4 of WOOD at X= 995, Y= 77, Z= 2344
[2024-03-17 23:45:16] [world] The Player <bagelz> has crafted 4 of WOOD at X= 995, Y= 77, Z= 2344
[2024-03-17 23:45:16] [world] The Player <bagelz> has crafted 4 of WOOD at X= 995, Y= 77, Z= 2344
[2024-03-17 23:45:16] [world] The Player <bagelz> has crafted 4 of WOOD at X= 995, Y= 77, Z= 2344
[2024-03-17 23:45:16] [world] The Player <bagelz> has crafted 4 of WOOD at X= 995, Y= 77, Z= 2344
[2024-03-17 23:46:05] [world] The Player <bagelz> has crafted 1 of CHEST at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:46:05] [world] The Player <bagelz> has crafted 1 of CHEST at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:46:16] [world] The Player <bagelz> has crafted 1 of HOPPER at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:46:16] [world] The Player <bagelz> has crafted 1 of HOPPER at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:46:16] [world] The Player <bagelz> has crafted 1 of HOPPER at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:46:16] [world] The Player <bagelz> has crafted 1 of HOPPER at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:47:19] [world] The Player <bagelz> has crafted 4 of STICK at X= 1051, Y= 75, Z= 2352
[2024-03-17 23:47:19] [world] The Player <bagelz> has crafted 4 of STICK at X= 1051, Y= 75, Z= 2352
[2024-03-17 23:47:26] [world] The Player <bagelz> has crafted 3 of SPRUCE FENCE at X= 1051, Y= 75, Z= 2352
[2024-03-17 23:47:26] [world] The Player <bagelz> has crafted 3 of SPRUCE FENCE at X= 1051, Y= 75, Z= 2352
[2024-03-17 23:47:27] [world] The Player <bagelz> has crafted 3 of SPRUCE FENCE at X= 1051, Y= 75, Z= 2352
[2024-03-17 23:49:56] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1011, Y= 79, Z= 2318
[2024-03-17 23:49:56] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1011, Y= 79, Z= 2318
[2024-03-17 23:49:56] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1011, Y= 79, Z= 2318
[2024-03-17 23:49:56] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1011, Y= 79, Z= 2318
[2024-03-17 23:49:56] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1011, Y= 79, Z= 2318
[2024-03-17 23:49:57] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1011, Y= 79, Z= 2318
[2024-03-17 23:49:57] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1011, Y= 79, Z= 2318
[2024-03-17 23:49:57] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1011, Y= 79, Z= 2318
[2024-03-17 23:49:57] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1011, Y= 79, Z= 2318
[2024-03-17 23:49:57] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1011, Y= 79, Z= 2318
[2024-03-17 23:49:57] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1011, Y= 79, Z= 2318
[2024-03-17 23:49:57] [world] The Player <bagelz> has crafted 4 of WOOD at X= 1011, Y= 79, Z= 2318
[2024-03-17 23:50:32] [world] The Player <bagelz> has crafted 1 of CHEST at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:50:33] [world] The Player <bagelz> has crafted 1 of CHEST at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:50:33] [world] The Player <bagelz> has crafted 1 of CHEST at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:50:33] [world] The Player <bagelz> has crafted 1 of CHEST at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:50:34] [world] The Player <bagelz> has crafted 1 of CHEST at X= 1049, Y= 75, Z= 2357
[2024-03-17 23:54:17] [world] The Player <Tester> has crafted 4 of WOOD at X= -558, Y= 88, Z= 269
[2024-03-17 23:54:25] [world] The Player <Tester> has crafted 3 of SIGN at X= -558, Y= 88, Z= 269
[2024-03-18 00:28:43] [world] The Player <bagelz> has crafted 4 of TORCH at X= 1051, Y= 75, Z= 2352
[2024-03-18 00:28:43] [world] The Player <bagelz> has crafted 4 of TORCH at X= 1051, Y= 75, Z= 2352
[2024-03-18 00:28:43] [world] The Player <bagelz> has crafted 4 of TORCH at X= 1051, Y= 75, Z= 2352
[2024-03-18 00:28:44] [world] The Player <bagelz> has crafted 4 of TORCH at X= 1051, Y= 75, Z= 2352
[2024-03-18 00:28:44] [world] The Player <bagelz> has crafted 4 of TORCH at X= 1051, Y= 75, Z= 2352
[2024-03-18 00:28:44] [world] The Player <bagelz> has crafted 4 of TORCH at X= 1051, Y= 75, Z= 2352
[2024-03-18 00:28:44] [world] The Player <bagelz> has crafted 4 of TORCH at X= 1051, Y= 75, Z= 2352
[2024-03-18 00:28:44] [world] The Player <bagelz> has crafted 4 of TORCH at X= 1051, Y= 75, Z= 2352
[2024-03-18 00:28:44] [world] The Player <bagelz> has crafted 4 of TORCH at X= 1051, Y= 75, Z= 2352
[2024-03-18 00:36:21] [world_the_end] The Player <Heinrich_Himmler> has crafted 1 of MUSHROOM SOUP at X= -43, Y= 66, Z= -9
[2024-03-18 01:01:40] [world_nether] The Player <Heinrich_Himmler> has crafted 1 of STONE SWORD at X= 12499, Y= 128, Z= -1
[2024-03-18 01:03:46] [world_nether] The Player <Heinrich_Himmler> has crafted 4 of COBBLESTONE STAIRS at X= 12500, Y= 128, Z= -1
[2024-03-18 01:03:52] [world_nether] The Player <Heinrich_Himmler> has crafted 4 of COBBLESTONE STAIRS at X= 12500, Y= 128, Z= -1
[2024-03-18 01:03:59] [world_nether] The Player <Heinrich_Himmler> has crafted 4 of COBBLESTONE STAIRS at X= 12500, Y= 128, Z= -1
[2024-03-18 01:04:04] [world_nether] The Player <Heinrich_Himmler> has crafted 4 of COBBLESTONE STAIRS at X= 12500, Y= 128, Z= -1
[2024-03-18 01:04:09] [world_nether] The Player <Heinrich_Himmler> has crafted 4 of COBBLESTONE STAIRS at X= 12500, Y= 128, Z= -1
[2024-03-18 01:04:19] [world_nether] The Player <Heinrich_Himmler> has crafted 4 of COBBLESTONE STAIRS at X= 12500, Y= 128, Z= -1
[2024-03-18 01:04:25] [world_nether] The Player <Heinrich_Himmler> has crafted 4 of COBBLESTONE STAIRS at X= 12500, Y= 128, Z= -1
[2024-03-18 01:04:28] [world_nether] The Player <Heinrich_Himmler> has crafted 4 of COBBLESTONE STAIRS at X= 12500, Y= 128, Z= -1
[2024-03-18 01:14:43] [world_nether] The Player <Heinrich_Himmler> has crafted 1 of MUSHROOM SOUP at X= 12493, Y= 77, Z= -15
