[2024-03-21 19:48:20] [world] The Player <character> has crafted 4 of WOOD at X= -371, Y= 88, Z= -61
[2024-03-22 06:21:01] [world] The Player <astronomy> has crafted 3 of PAPER at X= -10172, Y= 64, Z= 4120
[2024-03-22 06:24:25] [world] The Player <astronomy> has crafted 1 of BREAD at X= -10176, Y= 64, Z= 4118
[2024-03-22 06:31:14] [world] The Player <astronomy> has crafted 1 of CHEST at X= 1802, Y= 38, Z= 289
[2024-03-22 06:31:15] [world] The Player <astronomy> has crafted 1 of CHEST at X= 1802, Y= 38, Z= 289
[2024-03-22 06:32:43] [world] The Player <astronomy> has crafted 1 of IRON LEGGINGS at X= 1802, Y= 38, Z= 289
[2024-03-22 06:32:52] [world] The Player <astronomy> has crafted 1 of IRON HELMET at X= 1802, Y= 38, Z= 289
[2024-03-22 06:33:07] [world] The Player <astronomy> has crafted 1 of IRON CHESTPLATE at X= 1802, Y= 38, Z= 289
[2024-03-22 06:33:15] [world] The Player <astronomy> has crafted 1 of IRON BOOTS at X= 1802, Y= 38, Z= 289
[2024-03-22 06:33:27] [world] The Player <astronomy> has crafted 1 of IRON SWORD at X= 1802, Y= 38, Z= 289
[2024-03-22 06:33:48] [world] The Player <astronomy> has crafted 1 of IRON PICKAXE at X= 1802, Y= 38, Z= 289
[2024-03-22 06:34:02] [world] The Player <astronomy> has crafted 1 of IRON AXE at X= 1802, Y= 38, Z= 289
[2024-03-22 06:37:33] [world] The Player <astronomy> has crafted 1 of BREAD at X= 1803, Y= 38, Z= 289
[2024-03-22 11:14:21] [world] The Player <Tester> has crafted 4 of WOOD at X= -10172, Y= 64, Z= 4121
[2024-03-22 11:14:31] [world] The Player <Tester> has crafted 1 of CHEST at X= -10176, Y= 64, Z= 4117
[2024-03-22 11:14:31] [world] The Player <Tester> has crafted 1 of CHEST at X= -10176, Y= 64, Z= 4117
[2024-03-22 11:15:13] [world] The Player <Tester> has crafted 6 of STEP at X= -1536, Y= 50, Z= -117
[2024-03-22 11:17:18] [world] The Player <Tester> has crafted 4 of WOOD at X= -10173, Y= 64, Z= 4121
[2024-03-22 11:17:21] [world] The Player <Tester> has crafted 4 of STICK at X= -10173, Y= 64, Z= 4121
[2024-03-22 11:17:40] [world] The Player <Tester> has crafted 3 of SIGN at X= -1537, Y= 50, Z= -118
[2024-03-22 11:19:01] [world] The Player <Mudkips_Rule> has crafted 3 of GLASS BOTTLE at X= -1152, Y= 65, Z= -438
[2024-03-22 12:10:00] [world] The Player <Tester> has crafted 2 of LEASH at X= -10177, Y= 64, Z= 4116
[2024-03-22 12:10:00] [world] The Player <Tester> has crafted 2 of LEASH at X= -10177, Y= 64, Z= 4116
[2024-03-22 12:10:01] [world] The Player <Tester> has crafted 2 of LEASH at X= -10177, Y= 64, Z= 4116
[2024-03-22 12:18:28] [world] The Player <Tester> has crafted 1 of MINECART at X= -10175, Y= 64, Z= 4117
[2024-03-22 12:20:39] [world] The Player <Tester> has crafted 1 of BREAD at X= -10169, Y= 64, Z= 4117
[2024-03-22 12:20:55] [world] The Player <Tester> has crafted 3 of INK SACK at X= -10176, Y= 64, Z= 4117
[2024-03-22 12:21:01] [world] The Player <Tester> has crafted 3 of INK SACK at X= -10176, Y= 64, Z= 4117
[2024-03-22 12:24:42] [world] The Player <Tester> has crafted 1 of BREAD at X= -10179, Y= 63, Z= 4115
[2024-03-22 12:30:54] [world] The Player <Tester> has crafted 4 of WOOD at X= 1000042, Y= 65, Z= 999998
[2024-03-22 12:30:56] [world] The Player <Tester> has crafted 1 of WOOD BUTTON at X= 1000042, Y= 65, Z= 999998
[2024-03-22 12:43:56] [world] The Player <Tester> has crafted 4 of WOOD at X= -10183, Y= 70, Z= 4137
[2024-03-22 12:43:58] [world] The Player <Tester> has crafted 4 of STICK at X= -10183, Y= 70, Z= 4137
[2024-03-22 12:44:03] [world] The Player <Tester> has crafted 4 of TORCH at X= -10183, Y= 70, Z= 4137
[2024-03-22 13:01:28] [world] The Player <Tester> has crafted 1 of WORKBENCH at X= 500003, Y= 23, Z= 48390
[2024-03-22 13:01:37] [world] The Player <Tester> has crafted 1 of FURNACE at X= 500004, Y= 23, Z= 48391
[2024-03-22 13:09:16] [world] The Player <hexa> has crafted 4 of WOOD at X= 500002, Y= 22, Z= 48386
[2024-03-22 13:09:16] [world] The Player <hexa> has crafted 4 of WOOD at X= 500002, Y= 22, Z= 48386
[2024-03-22 13:09:17] [world] The Player <hexa> has crafted 4 of WOOD at X= 500002, Y= 22, Z= 48386
[2024-03-22 13:09:17] [world] The Player <hexa> has crafted 4 of WOOD at X= 500002, Y= 22, Z= 48386
[2024-03-22 13:09:17] [world] The Player <hexa> has crafted 4 of WOOD at X= 500002, Y= 22, Z= 48386
[2024-03-22 13:09:25] [world] The Player <hexa> has crafted 1 of CHEST at X= 500002, Y= 22, Z= 48391
[2024-03-22 13:09:26] [world] The Player <hexa> has crafted 1 of CHEST at X= 500002, Y= 22, Z= 48391
[2024-03-22 13:20:59] [world] The Player <hexa> has crafted 4 of WOOD at X= 1000064, Y= 63, Z= 1000005
[2024-03-22 13:21:00] [world] The Player <hexa> has crafted 4 of WOOD at X= 1000064, Y= 63, Z= 1000005
[2024-03-22 13:21:00] [world] The Player <hexa> has crafted 4 of WOOD at X= 1000064, Y= 63, Z= 1000005
[2024-03-22 13:23:59] [world] The Player <I_am_amazing> has crafted 1 of FURNACE at X= -594, Y= 10, Z= 591
[2024-03-22 13:24:23] [world] The Player <I_am_amazing> has crafted 1 of FURNACE at X= -595, Y= 9, Z= 588
[2024-03-22 13:25:34] [world_nether] The Player <hexa> has crafted 1 of WORKBENCH at X= -135, Y= 67, Z= -86
[2024-03-22 13:26:10] [world_nether] The Player <hexa> has crafted 3 of LADDER at X= -133, Y= 67, Z= -87
[2024-03-22 13:26:10] [world_nether] The Player <hexa> has crafted 3 of LADDER at X= -133, Y= 67, Z= -87
[2024-03-22 13:26:45] [world] The Player <I_am_amazing> has crafted 1 of FURNACE at X= -595, Y= 11, Z= 590
[2024-03-22 13:38:13] [world] The Player <hexa> has crafted 1 of DIAMOND CHESTPLATE at X= 1000065, Y= 63, Z= 1000006
[2024-03-22 13:38:18] [world] The Player <hexa> has crafted 1 of DIAMOND LEGGINGS at X= 1000065, Y= 63, Z= 1000006
[2024-03-22 13:38:25] [world] The Player <hexa> has crafted 1 of DIAMOND BOOTS at X= 1000065, Y= 63, Z= 1000006
[2024-03-22 13:38:29] [world] The Player <hexa> has crafted 1 of DIAMOND HELMET at X= 1000065, Y= 63, Z= 1000006
[2024-03-22 13:38:30] [world] The Player <Tester> has crafted 4 of STICK at X= 50219, Y= 31, Z= 58321
[2024-03-22 13:38:33] [world] The Player <Tester> has crafted 4 of TORCH at X= 50219, Y= 31, Z= 58321
[2024-03-22 13:42:49] [world] The Player <hexa> has crafted 1 of DIAMOND CHESTPLATE at X= 1000065, Y= 63, Z= 1000006
[2024-03-22 13:42:53] [world] The Player <hexa> has crafted 1 of DIAMOND LEGGINGS at X= 1000065, Y= 63, Z= 1000006
[2024-03-22 13:42:54] [world] The Player <hexa> has crafted 1 of DIAMOND LEGGINGS at X= 1000065, Y= 63, Z= 1000006
[2024-03-22 13:43:00] [world] The Player <hexa> has crafted 1 of DIAMOND BOOTS at X= 1000065, Y= 63, Z= 1000006
[2024-03-22 13:43:06] [world] The Player <hexa> has crafted 1 of DIAMOND HELMET at X= 1000065, Y= 63, Z= 1000006
[2024-03-22 13:43:48] [world] The Player <hexa> has crafted 1 of BOW at X= 1000065, Y= 63, Z= 1000005
[2024-03-22 13:56:14] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:15] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:15] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:15] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:15] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:16] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:16] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:16] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:16] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:17] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:17] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:17] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:17] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:18] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:18] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:18] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:19] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:21] [world] The Player <character> has crafted 4 of WOOD at X= -372, Y= 88, Z= -61
[2024-03-22 13:56:40] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 13:56:40] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 13:56:41] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 13:56:41] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 13:56:44] [world] The Player <Mudkips_Rule> has crafted 1 of ENDER CHEST at X= -1154, Y= 65, Z= -438
[2024-03-22 13:56:44] [world] The Player <Mudkips_Rule> has crafted 1 of ENDER CHEST at X= -1154, Y= 65, Z= -438
[2024-03-22 13:56:49] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 13:56:49] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 13:56:49] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 13:56:50] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 13:56:58] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 13:57:04] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 13:57:13] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 13:58:55] [world] The Player <I_am_amazing> has crafted 1 of IRON LEGGINGS at X= -1355, Y= 63, Z= -263
[2024-03-22 13:58:56] [world] The Player <I_am_amazing> has crafted 1 of IRON HELMET at X= -1355, Y= 63, Z= -263
[2024-03-22 13:59:10] [world] The Player <I_am_amazing> has crafted 1 of IRON CHESTPLATE at X= -1355, Y= 63, Z= -263
[2024-03-22 13:59:45] [world] The Player <I_am_amazing> has crafted 1 of ENDER CHEST at X= -1356, Y= 63, Z= -263
[2024-03-22 13:59:48] [world] The Player <NezukoChan> has crafted 3 of LADDER at X= -10185, Y= 60, Z= 4120
[2024-03-22 13:59:57] [world] The Player <I_am_amazing> has crafted 1 of IRON BOOTS at X= -1356, Y= 63, Z= -263
[2024-03-22 14:02:38] [world] The Player <I_am_amazing> has crafted 1 of IRON CHESTPLATE at X= -1356, Y= 63, Z= -263
[2024-03-22 14:03:27] [world] The Player <I_am_amazing> has crafted 1 of IRON LEGGINGS at X= -1356, Y= 63, Z= -264
[2024-03-22 14:04:36] [world] The Player <I_am_amazing> has crafted 4 of WOOD at X= -1355, Y= 63, Z= -260
[2024-03-22 14:04:37] [world] The Player <I_am_amazing> has crafted 4 of STICK at X= -1355, Y= 63, Z= -260
[2024-03-22 14:04:47] [world] The Player <I_am_amazing> has crafted 1 of IRON PICKAXE at X= -1356, Y= 63, Z= -263
[2024-03-22 14:05:36] [world_the_end] The Player <Heinrich_Himmler> has crafted 1 of STONE PICKAXE at X= -173, Y= 99, Z= 39
[2024-03-22 14:06:25] [world] The Player <I_am_amazing> has crafted 1 of IRON HELMET at X= -1356, Y= 63, Z= -263
[2024-03-22 14:08:15] [world] The Player <I_am_amazing> has crafted 1 of IRON PICKAXE at X= -1356, Y= 63, Z= -265
[2024-03-22 14:08:28] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:29] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:29] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:29] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:29] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:29] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:30] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:30] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:30] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:30] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:31] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:31] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:31] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:31] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:31] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:32] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:32] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:34] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:34] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:35] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:35] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:35] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:35] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:36] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:36] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:36] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:36] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:36] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:37] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:37] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:37] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:37] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:38] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:41] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:41] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:41] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:41] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:08:42] [world] The Player <character> has crafted 4 of WOOD at X= -376, Y= 89, Z= -61
[2024-03-22 14:09:56] [world] The Player <digbick> has crafted 1 of IRON AXE at X= -690, Y= 71, Z= 313
[2024-03-22 14:09:57] [world] The Player <I_am_amazing> has crafted 1 of IRON PICKAXE at X= -1356, Y= 63, Z= -263
[2024-03-22 14:15:40] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 14:15:40] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 14:15:41] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 14:15:41] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 14:15:41] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 14:15:41] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 14:15:42] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 14:15:42] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 14:15:42] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 14:15:42] [world] The Player <character> has crafted 4 of ACACIA STAIRS at X= -373, Y= 88, Z= -61
[2024-03-22 14:16:46] [world] The Player <A_Random_Person> has crafted 6 of STEP at X= -1536, Y= 50, Z= -118
[2024-03-22 14:16:47] [world] The Player <A_Random_Person> has crafted 6 of STEP at X= -1536, Y= 50, Z= -118
[2024-03-22 14:16:47] [world] The Player <A_Random_Person> has crafted 6 of STEP at X= -1536, Y= 50, Z= -118
[2024-03-22 14:16:47] [world] The Player <A_Random_Person> has crafted 6 of STEP at X= -1536, Y= 50, Z= -118
[2024-03-22 14:16:47] [world] The Player <A_Random_Person> has crafted 6 of STEP at X= -1536, Y= 50, Z= -118
[2024-03-22 14:17:14] [world] The Player <digbick> has crafted 16 of RAILS at X= -690, Y= 71, Z= 313
[2024-03-22 14:17:57] [world_the_end] The Player <Heinrich_Himmler> has crafted 1 of WORKBENCH at X= -172, Y= 99, Z= 41
[2024-03-22 14:18:06] [world_the_end] The Player <Heinrich_Himmler> has crafted 4 of STICK at X= -170, Y= 99, Z= 41
[2024-03-22 14:18:23] [world_the_end] The Player <Heinrich_Himmler> has crafted 1 of STONE PICKAXE at X= -170, Y= 99, Z= 41
[2024-03-22 14:20:06] [world] The Player <digbick> has crafted 6 of POWERED RAIL at X= -690, Y= 71, Z= 312
[2024-03-22 14:21:56] [world] The Player <digbick> has crafted 1 of REDSTONE TORCH ON at X= -690, Y= 71, Z= 313
[2024-03-22 14:22:18] [world] The Player <I_am_amazing> has crafted 4 of TORCH at X= 3000032, Y= 14, Z= 3000031
[2024-03-22 14:23:28] [world] The Player <digbick> has crafted 4 of WOOD at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:29] [world] The Player <digbick> has crafted 4 of WOOD at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:29] [world] The Player <digbick> has crafted 4 of WOOD at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:29] [world] The Player <digbick> has crafted 4 of WOOD at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:29] [world] The Player <digbick> has crafted 4 of WOOD at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:29] [world] The Player <digbick> has crafted 4 of WOOD at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:29] [world] The Player <digbick> has crafted 4 of WOOD at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:29] [world] The Player <digbick> has crafted 4 of WOOD at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:29] [world] The Player <digbick> has crafted 4 of WOOD at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:30] [world] The Player <digbick> has crafted 4 of WOOD at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:30] [world] The Player <digbick> has crafted 4 of WOOD at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:34] [world] The Player <digbick> has crafted 4 of STICK at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:34] [world] The Player <digbick> has crafted 4 of STICK at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:34] [world] The Player <digbick> has crafted 4 of STICK at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:35] [world] The Player <digbick> has crafted 4 of STICK at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:35] [world] The Player <digbick> has crafted 4 of STICK at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:35] [world] The Player <digbick> has crafted 4 of STICK at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:35] [world] The Player <digbick> has crafted 4 of STICK at X= -690, Y= 71, Z= 312
[2024-03-22 14:23:35] [world] The Player <digbick> has crafted 4 of STICK at X= -690, Y= 71, Z= 312
[2024-03-22 14:24:09] [world] The Player <digbick> has crafted 1 of IRON PICKAXE at X= -690, Y= 71, Z= 313
[2024-03-22 14:24:25] [world] The Player <MrBlob2U> has crafted 4 of STICK at X= -1355, Y= 63, Z= -265
[2024-03-22 14:24:37] [world] The Player <MrBlob2U> has crafted 1 of IRON PICKAXE at X= -1355, Y= 63, Z= -265
[2024-03-22 14:25:21] [world] The Player <MrBlob2U> has crafted 1 of DIAMOND PICKAXE at X= -1356, Y= 63, Z= -264
[2024-03-22 14:27:08] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:08] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:09] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:09] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:09] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:09] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:09] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:09] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:10] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:10] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:10] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:10] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:10] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:11] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:11] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:11] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1571, Y= 69, Z= -99
[2024-03-22 14:27:37] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:37] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:37] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:37] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:37] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:38] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:38] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:38] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:38] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:38] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:39] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:39] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:39] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:39] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:39] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:40] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1546, Y= 68, Z= -109
[2024-03-22 14:27:46] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1548, Y= 68, Z= -107
[2024-03-22 14:27:46] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1548, Y= 68, Z= -107
[2024-03-22 14:27:46] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1548, Y= 68, Z= -107
[2024-03-22 14:27:46] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1548, Y= 68, Z= -107
[2024-03-22 14:27:46] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1548, Y= 68, Z= -107
[2024-03-22 14:27:47] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1548, Y= 68, Z= -107
[2024-03-22 14:27:47] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1548, Y= 68, Z= -107
[2024-03-22 14:27:47] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1548, Y= 68, Z= -107
[2024-03-22 14:27:47] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1548, Y= 68, Z= -107
[2024-03-22 14:27:47] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1548, Y= 68, Z= -107
[2024-03-22 14:27:48] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1548, Y= 68, Z= -107
[2024-03-22 14:27:48] [world] The Player <A_Random_Person> has crafted 1 of SANDSTONE at X= -1548, Y= 68, Z= -107
