[2024-03-27 13:41:04] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Spider at X= -603, Y= 68, Z= 248
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:15:48] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 61, Z= 283
[2024-03-28 00:16:10] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 61, Z= 284
[2024-03-28 00:16:11] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:52] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 284
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 283
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -518, Y= 59, Z= 283
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:16:53] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Endermite at X= -519, Y= 59, Z= 284
[2024-03-28 00:18:05] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Skeleton at X= -703, Y= 67, Z= 325
[2024-03-28 00:18:07] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 28, Y= 37, Z= 73
[2024-03-28 00:18:10] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 34, Y= 37, Z= 74
[2024-03-28 00:18:13] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 27, Y= 36, Z= 75
[2024-03-28 00:18:34] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 86, Y= 51, Z= 78
[2024-03-28 00:18:44] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 92, Y= 51, Z= 61
[2024-03-28 00:18:48] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 89, Y= 51, Z= 65
[2024-03-28 00:19:19] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 203, Y= 53, Z= 64
[2024-03-28 00:19:23] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 206, Y= 55, Z= 71
[2024-03-28 00:19:24] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 205, Y= 55, Z= 74
[2024-03-28 00:19:31] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 207, Y= 55, Z= 76
[2024-03-28 00:19:33] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 203, Y= 55, Z= 80
[2024-03-28 00:21:20] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Horse at X= -614, Y= 69, Z= 261
[2024-03-28 00:27:41] [world] [349c9999-9c4a-3d11-ac49-b859d112bf9e] The Player <Feathery> has slain NezukoChan at X= -523, Y= 57, Z= 285
[2024-03-28 00:28:23] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Endermite at X= -520, Y= 57, Z= 282
[2024-03-28 00:46:41] [world] [349c9999-9c4a-3d11-ac49-b859d112bf9e] The Player <Feathery> has slain Zombie at X= -10175, Y= 64, Z= 4124
[2024-03-28 00:49:31] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 9, Y= 37, Z= -53
[2024-03-28 00:49:35] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 22, Y= 36, Z= -48
[2024-03-28 00:49:35] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 20, Y= 35, Z= -49
[2024-03-28 00:49:36] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 18, Y= 35, Z= -50
