[2024-03-28 01:06:32] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= 11, Y= 57, Z= 67
[2024-03-28 23:03:06] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:08] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:09] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:09] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 282
[2024-03-28 23:03:10] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 282
[2024-03-28 23:03:10] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 285
[2024-03-28 23:03:11] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 282
[2024-03-28 23:03:11] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:12] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 282
[2024-03-28 23:03:12] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 282
[2024-03-28 23:03:13] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 283
[2024-03-28 23:03:13] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:14] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:15] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:16] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:17] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:17] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 282
[2024-03-28 23:03:18] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:19] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:19] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:20] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 282
[2024-03-28 23:03:20] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:21] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:21] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:22] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:22] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 283
[2024-03-28 23:03:22] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:23] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:24] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:25] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:25] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:25] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:26] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:26] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:26] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:27] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:28] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:28] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:28] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:29] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 283
[2024-03-28 23:03:29] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:30] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:30] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 283
[2024-03-28 23:03:31] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:31] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:32] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:32] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:32] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:33] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:33] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:34] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:34] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:34] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:35] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:36] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 282
[2024-03-28 23:03:36] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:36] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:37] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:38] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:38] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 282
[2024-03-28 23:03:38] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 283
[2024-03-28 23:03:38] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:39] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:39] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 284
[2024-03-28 23:03:39] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 285
[2024-03-28 23:03:40] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:40] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 284
[2024-03-28 23:03:41] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:41] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:41] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:41] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:42] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 285
[2024-03-28 23:03:43] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:43] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:43] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:03:47] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:47] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:48] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 282
[2024-03-28 23:03:48] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:03:48] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:03:49] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:49] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:50] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 283
[2024-03-28 23:03:50] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 282
[2024-03-28 23:03:51] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:51] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:03:51] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 283
[2024-03-28 23:03:52] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 284
[2024-03-28 23:03:53] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 284
[2024-03-28 23:03:53] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 284
[2024-03-28 23:03:54] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 284
[2024-03-28 23:04:32] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:04:33] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:04:33] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 283
[2024-03-28 23:04:33] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:04:34] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:04:34] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:04:49] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 285
[2024-03-28 23:04:49] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 284
[2024-03-28 23:04:50] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 284
[2024-03-28 23:04:50] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 284
[2024-03-28 23:04:51] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 284
[2024-03-28 23:04:51] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -312, Y= 70, Z= 284
[2024-03-28 23:04:51] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -312, Y= 70, Z= 284
[2024-03-28 23:04:52] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 284
[2024-03-28 23:04:52] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 283
[2024-03-28 23:04:53] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:04:53] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:04:54] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:04:54] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 285
[2024-03-28 23:04:54] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:04:55] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:04:55] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:04:55] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 283
[2024-03-28 23:04:56] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:04:57] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:04:57] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 282
[2024-03-28 23:04:57] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 282
[2024-03-28 23:04:58] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 282
[2024-03-28 23:04:59] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 282
[2024-03-28 23:04:59] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:05:00] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 283
[2024-03-28 23:05:01] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 282
[2024-03-28 23:05:01] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 282
[2024-03-28 23:05:02] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 282
[2024-03-28 23:05:02] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 282
[2024-03-28 23:05:03] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 282
[2024-03-28 23:05:03] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 282
[2024-03-28 23:05:03] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 284
[2024-03-28 23:05:04] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 284
[2024-03-28 23:05:05] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 285
[2024-03-28 23:05:05] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 283
[2024-03-28 23:05:06] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 284
[2024-03-28 23:05:06] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -312, Y= 70, Z= 284
[2024-03-28 23:05:06] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -312, Y= 70, Z= 283
[2024-03-28 23:05:06] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 283
[2024-03-28 23:05:07] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -312, Y= 70, Z= 283
[2024-03-28 23:05:08] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 282
[2024-03-28 23:05:08] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -312, Y= 70, Z= 282
[2024-03-28 23:05:09] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -312, Y= 70, Z= 282
[2024-03-28 23:05:11] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 284
[2024-03-28 23:05:12] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 283
[2024-03-28 23:05:12] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 284
[2024-03-28 23:05:18] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 70, Z= 284
[2024-03-28 23:05:18] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 284
[2024-03-28 23:05:19] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 70, Z= 283
[2024-03-28 23:05:19] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 283
[2024-03-28 23:05:21] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 70, Z= 282
[2024-03-28 23:05:21] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 70, Z= 282
[2024-03-28 23:05:22] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 70, Z= 283
[2024-03-28 23:05:24] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 70, Z= 283
[2024-03-28 23:05:25] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 70, Z= 284
[2024-03-28 23:05:26] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 70, Z= 284
[2024-03-28 23:05:28] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -306, Y= 70, Z= 285
[2024-03-28 23:05:28] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 284
[2024-03-28 23:05:29] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 285
[2024-03-28 23:05:30] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 285
[2024-03-28 23:05:32] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 286
[2024-03-28 23:05:33] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 286
[2024-03-28 23:05:33] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -307, Y= 70, Z= 286
[2024-03-28 23:05:35] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 286
[2024-03-28 23:05:36] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 286
[2024-03-28 23:05:37] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -308, Y= 70, Z= 286
[2024-03-28 23:05:39] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 286
[2024-03-28 23:05:39] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -309, Y= 70, Z= 286
[2024-03-28 23:05:40] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 286
[2024-03-28 23:05:41] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -310, Y= 70, Z= 286
[2024-03-28 23:05:42] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 286
[2024-03-28 23:05:42] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 286
[2024-03-28 23:05:45] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -312, Y= 70, Z= 285
[2024-03-28 23:05:46] [world] [17642ce9-92a4-3f8d-8872-8b5a03c49ec5] The Player <xcpc> has slain Chicken at X= -311, Y= 70, Z= 284
