[2024-03-18 11:11:01] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie at X= -560, Y= 68, Z= 259
[2024-03-18 13:54:30] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -122, Y= 33, Z= -110
[2024-03-18 13:54:33] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -141, Y= 55, Z= -95
[2024-03-18 13:54:34] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -123, Y= 32, Z= -112
[2024-03-18 13:54:42] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -123, Y= 32, Z= -110
[2024-03-18 13:55:32] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -147, Y= 70, Z= -92
[2024-03-18 13:55:33] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -145, Y= 70, Z= -93
[2024-03-18 13:55:37] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -142, Y= 71, Z= -97
[2024-03-18 13:56:18] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Sword4001 at X= -574, Y= 67, Z= 303
[2024-03-18 13:56:53] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -146, Y= 69, Z= -95
[2024-03-18 13:56:55] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -148, Y= 70, Z= -92
[2024-03-18 13:56:56] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -147, Y= 70, Z= -94
[2024-03-18 13:56:58] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -146, Y= 70, Z= -91
[2024-03-18 13:57:02] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -143, Y= 71, Z= -92
[2024-03-18 13:57:08] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -145, Y= 69, Z= -95
[2024-03-18 13:57:11] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -147, Y= 68, Z= -97
[2024-03-18 13:57:19] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -147, Y= 70, Z= -93
[2024-03-18 13:58:28] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Enderman at X= 54, Y= 60, Z= 38
[2024-03-18 13:58:33] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Enderman at X= 49, Y= 61, Z= 38
[2024-03-18 13:58:41] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Enderman at X= 46, Y= 61, Z= 57
[2024-03-18 13:58:49] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Enderman at X= 55, Y= 59, Z= 62
[2024-03-18 13:58:55] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Enderman at X= 45, Y= 58, Z= 80
[2024-03-18 14:00:09] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Pog4lifepeople at X= 50, Y= 62, Z= 29
[2024-03-18 14:00:20] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain VeerIsKKK at X= 42, Y= 63, Z= 18
[2024-03-18 14:00:35] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain sharky at X= -577, Y= 68, Z= 247
[2024-03-18 14:00:45] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Pog4lifepeople at X= 42, Y= 62, Z= 37
[2024-03-18 14:01:11] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Enderman at X= -11, Y= 61, Z= -12
[2024-03-18 14:01:18] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Enderman at X= 45, Y= 62, Z= 2
[2024-03-18 14:01:56] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Slime at X= -29, Y= 59, Z= 13
[2024-03-18 14:01:57] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Slime at X= -32, Y= 58, Z= 14
[2024-03-18 14:01:58] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Slime at X= -32, Y= 58, Z= 14
[2024-03-18 14:02:43] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Villager at X= -10185, Y= 60, Z= 4116
[2024-03-18 14:02:48] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Villager at X= -10185, Y= 60, Z= 4116
[2024-03-18 14:03:02] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain VeerIsKKK at X= 26, Y= 63, Z= 11
[2024-03-18 14:03:24] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain somebody139 at X= 24, Y= 64, Z= 9
[2024-03-18 14:03:35] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Enderman at X= 41, Y= 63, Z= 27
[2024-03-18 14:03:39] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Enderman at X= 43, Y= 63, Z= 25
[2024-03-18 14:04:13] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain somebody139 at X= 15, Y= 60, Z= -8
[2024-03-18 14:04:17] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain WienerDogFace at X= 15, Y= 60, Z= -11
[2024-03-18 14:04:24] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Enderman at X= 20, Y= 60, Z= 17
[2024-03-18 14:04:45] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain somebody139 at X= 43, Y= 64, Z= 8
[2024-03-18 14:04:45] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain WienerDogFace at X= 41, Y= 64, Z= 8
[2024-03-18 14:04:51] [world_the_end] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain VeerIsKKK at X= 34, Y= 63, Z= 4
[2024-03-18 14:04:57] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain somebody139 at X= -574, Y= 68, Z= 317
[2024-03-18 14:04:57] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain WienerDogFace at X= -574, Y= 68, Z= 317
[2024-03-18 14:05:02] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain somebody139 at X= -574, Y= 69, Z= 319
[2024-03-18 14:05:03] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain WienerDogFace at X= -574, Y= 69, Z= 318
[2024-03-18 14:05:06] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain somebody139 at X= -573, Y= 68, Z= 316
[2024-03-18 14:05:06] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain WienerDogFace at X= -573, Y= 68, Z= 316
[2024-03-18 14:05:08] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain somebody139 at X= -573, Y= 68, Z= 316
[2024-03-18 14:05:12] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain somebody139 at X= -573, Y= 68, Z= 316
[2024-03-18 14:05:19] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain VeerIsKKK at X= 98, Y= 49, Z= 1
[2024-03-18 14:05:38] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain somebody139 at X= 107, Y= 44, Z= 6
[2024-03-18 14:06:12] [world_the_end] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Enderman at X= -4, Y= 61, Z= -36
[2024-03-18 14:06:33] [world_the_end] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Enderman at X= 63, Y= 62, Z= 2
[2024-03-18 14:06:37] [world_the_end] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Enderman at X= 76, Y= 61, Z= 17
[2024-03-18 14:07:24] [world_the_end] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Enderman at X= -24, Y= 45, Z= 85
[2024-03-18 14:07:29] [world_the_end] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Enderman at X= -24, Y= 41, Z= 87
[2024-03-18 14:07:42] [world_the_end] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Enderman at X= 7, Y= 57, Z= 78
[2024-03-18 14:12:00] [world] [dcdcdff1-5584-3ff0-9dc4-1f72e2564cd6] The Player <Dave_TheCoolguy_> has slain Sheep at X= -625, Y= 68, Z= 248
[2024-03-18 14:12:08] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Zombie at X= -621, Y= 19, Z= 598
[2024-03-18 14:12:16] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Zombie at X= -624, Y= 20, Z= 588
[2024-03-18 14:12:21] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Skeleton at X= -629, Y= 22, Z= 586
[2024-03-18 14:12:31] [world] [636f38c7-36e9-36d5-b56b-1ce104be982b] The Player <MonkeyTrainer> has slain Zombie Pigman at X= -561, Y= 66, Z= 336
[2024-03-18 14:13:00] [world] [dcdcdff1-5584-3ff0-9dc4-1f72e2564cd6] The Player <Dave_TheCoolguy_> has slain Sheep at X= -681, Y= 68, Z= 209
[2024-03-18 14:13:11] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain sharky at X= -484, Y= 71, Z= -484
[2024-03-18 14:13:32] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain somebody139 at X= -489, Y= 72, Z= -484
[2024-03-18 14:13:57] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain sharky at X= -498, Y= 70, Z= -465
[2024-03-18 14:14:29] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Zombie at X= -647, Y= 11, Z= 601
[2024-03-18 14:15:18] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Blaze at X= -145, Y= 69, Z= -95
[2024-03-18 14:15:22] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Blaze at X= -144, Y= 70, Z= -90
[2024-03-18 14:15:29] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Blaze at X= -149, Y= 71, Z= -90
[2024-03-18 14:16:20] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Enderman at X= -8, Y= 58, Z= 53
[2024-03-18 14:18:03] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Horse at X= -750, Y= 64, Z= 212
[2024-03-18 14:18:10] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Sheep at X= -741, Y= 65, Z= 189
[2024-03-18 14:18:12] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain sharky at X= -527, Y= 64, Z= 325
[2024-03-18 14:18:30] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -136, Y= 70, Z= -91
[2024-03-18 14:18:38] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -136, Y= 71, Z= -88
[2024-03-18 14:19:12] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Spider at X= -899, Y= 69, Z= 196
[2024-03-18 14:19:47] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -133, Y= 72, Z= -87
[2024-03-18 14:19:50] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -130, Y= 71, Z= -88
[2024-03-18 14:19:56] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -136, Y= 71, Z= -84
[2024-03-18 14:20:05] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -136, Y= 69, Z= -89
[2024-03-18 14:20:18] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -130, Y= 71, Z= -83
[2024-03-18 14:20:27] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -132, Y= 67, Z= -113
[2024-03-18 14:20:39] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -146, Y= 70, Z= -93
[2024-03-18 14:21:01] [world] [dcdcdff1-5584-3ff0-9dc4-1f72e2564cd6] The Player <Dave_TheCoolguy_> has slain Rabbit at X= -551, Y= 64, Z= 290
[2024-03-18 14:21:20] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -147, Y= 69, Z= -95
[2024-03-18 14:21:21] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:21:22] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:21:34] [world] [dcdcdff1-5584-3ff0-9dc4-1f72e2564cd6] The Player <Dave_TheCoolguy_> has slain Spider at X= -563, Y= 68, Z= 272
[2024-03-18 14:21:44] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:21:45] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:21:49] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:21:49] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:21:50] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:21:51] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:21:52] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:22:01] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -147, Y= 70, Z= -94
[2024-03-18 14:22:03] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -145, Y= 70, Z= -94
[2024-03-18 14:22:06] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -144, Y= 70, Z= -90
[2024-03-18 14:22:09] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -148, Y= 71, Z= -93
[2024-03-18 14:22:37] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -146, Y= 69, Z= -95
[2024-03-18 14:22:44] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -149, Y= 68, Z= -97
[2024-03-18 14:22:49] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -149, Y= 67, Z= -90
[2024-03-18 14:22:54] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Chicken at X= -245, Y= 66, Z= -282
[2024-03-18 14:23:09] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -131, Y= 70, Z= -87
[2024-03-18 14:23:11] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -131, Y= 70, Z= -85
[2024-03-18 14:23:12] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -131, Y= 70, Z= -85
[2024-03-18 14:23:13] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Skeleton at X= -648, Y= 68, Z= 330
[2024-03-18 14:23:16] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -136, Y= 71, Z= -87
[2024-03-18 14:23:23] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Skeleton at X= -665, Y= 71, Z= 321
[2024-03-18 14:23:24] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Skeleton at X= -664, Y= 71, Z= 321
[2024-03-18 14:23:26] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Pig at X= -227, Y= 66, Z= -376
[2024-03-18 14:25:00] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:25:01] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:25:02] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:25:02] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:25:02] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:25:04] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:25:05] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:25:05] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:25:07] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:25:08] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:27:24] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Cow at X= -245, Y= 69, Z= 1058
[2024-03-18 14:27:33] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Cow at X= -255, Y= 72, Z= 1050
[2024-03-18 14:27:49] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Cow at X= -287, Y= 75, Z= 1045
[2024-03-18 14:29:00] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain VeerIsKKK at X= -614, Y= 68, Z= 314
[2024-03-18 14:29:50] [world_the_end] [498c7e04-82ef-342a-8ad7-e0a224f7e86c] The Player <Biggie_Vinny> has slain Enderman at X= 83, Y= 57, Z= 1
[2024-03-18 14:31:07] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Villager at X= -607, Y= 64, Z= 322
[2024-03-18 14:31:13] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Villager at X= -608, Y= 64, Z= 322
[2024-03-18 14:32:36] [world_nether] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Horse at X= -60, Y= 52, Z= 50
[2024-03-18 14:33:13] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:33:14] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:33:14] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:33:14] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:33:15] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:33:15] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:33:16] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:33:17] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:33:17] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:33:18] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:34:54] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Tester at X= -429, Y= 12, Z= 1405
[2024-03-18 14:35:17] [world] [636f38c7-36e9-36d5-b56b-1ce104be982b] The Player <MonkeyTrainer> has slain Spider at X= -592, Y= 64, Z= 336
[2024-03-18 14:35:46] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:35:47] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:35:47] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:35:53] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Spider at X= -702, Y= 64, Z= 242
[2024-03-18 14:36:04] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain qwerty at X= -529, Y= 65, Z= 301
[2024-03-18 14:36:11] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Villager at X= -615, Y= 64, Z= 330
[2024-03-18 14:36:13] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Villager at X= -616, Y= 64, Z= 330
[2024-03-18 14:36:13] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Villager at X= -615, Y= 64, Z= 330
[2024-03-18 14:36:16] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Villager at X= -616, Y= 64, Z= 331
[2024-03-18 14:36:17] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Villager at X= -616, Y= 64, Z= 330
[2024-03-18 14:36:17] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Villager at X= -616, Y= 64, Z= 330
[2024-03-18 14:36:18] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Villager at X= -616, Y= 64, Z= 330
[2024-03-18 14:36:18] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Villager at X= -616, Y= 64, Z= 330
[2024-03-18 14:36:18] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Villager at X= -615, Y= 64, Z= 328
[2024-03-18 14:36:25] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Tester at X= -435, Y= 11, Z= 1418
[2024-03-18 14:37:31] [world] [1de0a7e2-4590-31c8-8341-aad7a0f13b27] The Player <character> has slain Cow at X= -817, Y= 67, Z= 299
[2024-03-18 14:37:34] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain WienerDogFace at X= -433, Y= 12, Z= 1405
[2024-03-18 14:38:32] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Tester at X= -435, Y= 11, Z= 1417
[2024-03-18 14:38:43] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:44] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:44] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:44] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:44] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-18 14:38:45] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
