[2024-03-20 19:09:59] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Sheep at X= -10240, Y= 64, Z= 4090
[2024-03-20 22:17:39] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 562
[2024-03-20 22:17:39] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 563
[2024-03-20 22:17:40] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 562
[2024-03-20 22:17:41] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 562
[2024-03-20 22:17:42] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 563
[2024-03-20 22:17:44] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 563
[2024-03-20 22:17:45] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 563
[2024-03-20 22:17:45] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:17:46] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 563
[2024-03-20 22:17:46] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 562
[2024-03-20 22:17:48] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:17:48] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:17:49] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 562
[2024-03-20 22:17:49] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2553, Y= 61, Z= 562
[2024-03-20 22:17:50] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 563
[2024-03-20 22:17:51] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:17:51] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 563
[2024-03-20 22:17:52] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 562
[2024-03-20 22:17:52] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 562
[2024-03-20 22:17:52] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:17:53] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 563
[2024-03-20 22:17:56] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:17:56] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 563
[2024-03-20 22:17:58] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2553, Y= 61, Z= 562
[2024-03-20 22:17:59] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 563
[2024-03-20 22:17:59] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 563
[2024-03-20 22:18:09] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 563
[2024-03-20 22:18:10] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2553, Y= 61, Z= 562
[2024-03-20 22:18:10] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:18:10] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 562
[2024-03-20 22:18:11] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 563
[2024-03-20 22:18:12] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 62, Z= 563
[2024-03-20 22:18:12] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 62, Z= 562
[2024-03-20 22:18:12] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 563
[2024-03-20 22:18:12] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 62, Z= 562
[2024-03-20 22:18:13] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:18:13] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 563
[2024-03-20 22:18:15] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 563
[2024-03-20 22:18:15] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2553, Y= 61, Z= 562
[2024-03-20 22:18:15] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 61, Z= 563
[2024-03-20 22:18:16] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2553, Y= 61, Z= 562
[2024-03-20 22:19:52] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:19:54] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -2552, Y= 61, Z= 563
[2024-03-20 22:19:57] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:19:58] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:20:21] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Zombie at X= -2552, Y= 61, Z= 563
[2024-03-20 22:20:24] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:20:24] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Zombie at X= -2553, Y= 61, Z= 562
[2024-03-20 22:20:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -2528, Y= 64, Z= 581
[2024-03-20 22:22:23] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -2526, Y= 64, Z= 584
[2024-03-20 22:22:37] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -2527, Y= 64, Z= 582
[2024-03-20 22:23:19] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -2530, Y= 64, Z= 583
[2024-03-20 22:23:24] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -2526, Y= 64, Z= 584
[2024-03-20 22:38:40] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Sheep at X= 1794, Y= 64, Z= 252
[2024-03-20 22:38:46] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Cow at X= 1811, Y= 64, Z= 238
[2024-03-20 22:39:03] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Rabbit at X= 1846, Y= 67, Z= 265
[2024-03-20 22:39:09] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Rabbit at X= 1856, Y= 67, Z= 272
[2024-03-20 22:39:17] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Chicken at X= 1844, Y= 68, Z= 283
[2024-03-20 22:39:25] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Chicken at X= 1832, Y= 67, Z= 280
[2024-03-20 22:39:34] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Pig at X= 1842, Y= 68, Z= 303
[2024-03-20 22:39:36] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Chicken at X= 1841, Y= 68, Z= 306
[2024-03-20 22:39:39] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Rabbit at X= 1832, Y= 65, Z= 308
[2024-03-20 22:39:51] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Rabbit at X= 1842, Y= 68, Z= 318
[2024-03-20 22:39:54] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Cow at X= 1835, Y= 68, Z= 329
[2024-03-20 22:40:17] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= 1822, Y= 62, Z= 349
[2024-03-20 22:40:41] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Cow at X= 1848, Y= 66, Z= 371
[2024-03-20 22:40:48] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Cow at X= 1857, Y= 65, Z= 363
[2024-03-20 22:41:22] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Sheep at X= 1889, Y= 63, Z= 334
[2024-03-20 22:41:25] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Sheep at X= 1882, Y= 63, Z= 340
[2024-03-20 22:41:32] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Spider at X= 1857, Y= 68, Z= 334
[2024-03-20 22:41:45] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Chicken at X= 1865, Y= 69, Z= 311
[2024-03-20 23:19:20] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Spider at X= -2582, Y= 64, Z= 555
[2024-03-20 23:19:43] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Skeleton at X= -2526, Y= 64, Z= 585
[2024-03-20 23:19:54] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Skeleton at X= -2528, Y= 64, Z= 585
[2024-03-20 23:27:57] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Skeleton at X= -1343, Y= 14, Z= -240
[2024-03-20 23:33:22] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= 77, Y= 59, Z= -2
[2024-03-20 23:34:07] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= 4, Y= 59, Z= 2
[2024-03-20 23:35:15] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -104, Y= 77, Z= 32
[2024-03-20 23:35:18] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -105, Y= 77, Z= 31
[2024-03-20 23:35:32] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -108, Y= 77, Z= 26
[2024-03-20 23:40:02] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie at X= -540, Y= 73, Z= 115
[2024-03-20 23:50:48] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Skeleton at X= -419, Y= 65, Z= -135
[2024-03-20 23:53:03] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Villager at X= -425, Y= 68, Z= -196
[2024-03-20 23:53:25] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Skeleton at X= -413, Y= 67, Z= -247
[2024-03-20 23:53:55] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Skeleton at X= -368, Y= 64, Z= -269
[2024-03-20 23:54:04] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Skeleton at X= -336, Y= 63, Z= -289
[2024-03-20 23:57:19] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= -319, Y= 64, Z= -428
[2024-03-20 23:59:14] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Cow at X= -255, Y= 67, Z= -620
[2024-03-20 23:59:33] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Skeleton at X= -237, Y= 68, Z= -600
[2024-03-20 23:59:39] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Cow at X= -238, Y= 67, Z= -608
[2024-03-21 00:00:13] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Skeleton at X= -265, Y= 77, Z= -661
[2024-03-21 00:00:23] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Creeper at X= -283, Y= 78, Z= -671
[2024-03-21 00:01:52] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Skeleton at X= -136, Y= 67, Z= -712
[2024-03-21 00:05:37] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= -25, Y= 62, Z= -607
[2024-03-21 00:05:41] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= -27, Y= 62, Z= -602
[2024-03-21 00:05:54] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Wolf at X= -32, Y= 62, Z= -614
[2024-03-21 00:06:01] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= -40, Y= 63, Z= -608
[2024-03-21 00:07:10] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Pig at X= -2591, Y= 66, Z= 545
[2024-03-21 00:07:42] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= -224, Y= 66, Z= -376
[2024-03-21 00:07:47] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= -219, Y= 67, Z= -379
[2024-03-21 00:07:51] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= -220, Y= 66, Z= -379
[2024-03-21 00:07:55] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= -223, Y= 66, Z= -365
[2024-03-21 00:08:13] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Chicken at X= -2534, Y= 64, Z= 570
[2024-03-21 00:10:11] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Rabbit at X= 279, Y= 65, Z= -266
[2024-03-21 00:10:34] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= 364, Y= 65, Z= -263
[2024-03-21 00:10:36] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= 361, Y= 65, Z= -257
[2024-03-21 00:10:38] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= 357, Y= 65, Z= -256
[2024-03-21 00:10:42] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= 369, Y= 66, Z= -256
[2024-03-21 00:13:47] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Rabbit at X= 874, Y= 69, Z= -170
[2024-03-21 00:13:54] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Rabbit at X= 873, Y= 66, Z= -155
[2024-03-21 00:29:38] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Spider at X= 1801, Y= 14, Z= 266
[2024-03-21 00:30:55] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= 1798, Y= 12, Z= 257
[2024-03-21 00:31:53] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= 1788, Y= 11, Z= 253
[2024-03-21 00:32:00] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= 1788, Y= 11, Z= 254
[2024-03-21 00:32:08] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= 1788, Y= 11, Z= 251
[2024-03-21 00:32:14] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= 1778, Y= 11, Z= 247
[2024-03-21 00:34:18] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Pig at X= -697, Y= 64, Z= 168
[2024-03-21 00:34:23] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Sheep at X= -705, Y= 65, Z= 162
[2024-03-21 00:35:50] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= 1815, Y= 12, Z= 276
[2024-03-21 00:36:40] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= 1800, Y= 14, Z= 254
[2024-03-21 00:37:25] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Creeper at X= 1818, Y= 10, Z= 266
[2024-03-21 00:38:59] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie at X= -68, Y= 59, Z= 22
[2024-03-21 00:40:21] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Creeper at X= -700, Y= 64, Z= 61
[2024-03-21 00:40:59] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -730, Y= 68, Z= 113
[2024-03-21 00:41:11] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -102, Y= 77, Z= 2
[2024-03-21 00:41:14] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -103, Y= 77, Z= 2
[2024-03-21 00:41:22] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -102, Y= 77, Z= 2
[2024-03-21 00:41:23] [world_nether] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Zombie Pigman at X= -102, Y= 77, Z= 2
[2024-03-21 00:41:59] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Sheep at X= -722, Y= 70, Z= 294
[2024-03-21 00:42:24] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Cow at X= -712, Y= 67, Z= 347
[2024-03-21 00:48:59] [world_the_end] [297935fe-15f6-3074-80b6-f30b553fe8c5] The Player <Rip_WillOfTheD> has slain Heinrich_Himmler at X= 82, Y= 34, Z= -5
[2024-03-21 00:52:08] [world_the_end] [297935fe-15f6-3074-80b6-f30b553fe8c5] The Player <Rip_WillOfTheD> has slain Enderman at X= 36, Y= 62, Z= 36
[2024-03-21 00:53:19] [world_the_end] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Heinrich_Himmler at X= 98, Y= 49, Z= 0
[2024-03-21 00:53:46] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Rip_WillOfTheD at X= 58, Y= 62, Z= 19
[2024-03-21 00:53:51] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= 52, Y= 62, Z= 20
[2024-03-21 00:53:59] [world_the_end] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Rip_WillOfTheD at X= 98, Y= 50, Z= 1
[2024-03-21 00:54:00] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= 48, Y= 63, Z= 23
[2024-03-21 00:54:06] [world_the_end] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Rip_WillOfTheD at X= 96, Y= 52, Z= -1
[2024-03-21 00:54:08] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= 52, Y= 62, Z= 31
[2024-03-21 00:54:14] [world_the_end] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Rip_WillOfTheD at X= 94, Y= 53, Z= 1
[2024-03-21 00:54:19] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= 33, Y= 60, Z= 17
[2024-03-21 00:54:36] [world_the_end] [297935fe-15f6-3074-80b6-f30b553fe8c5] The Player <Rip_WillOfTheD> has slain NezukoChan at X= 65, Y= 61, Z= 17
[2024-03-21 00:54:42] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= 30, Y= 63, Z= 2
[2024-03-21 00:54:57] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= 63, Y= 60, Z= -5
[2024-03-21 00:55:14] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= 49, Y= 62, Z= -7
[2024-03-21 00:55:23] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= 93, Y= 24, Z= 4
[2024-03-21 00:55:38] [world_the_end] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Rip_WillOfTheD at X= 21, Y= 58, Z= 32
[2024-03-21 00:58:01] [world_the_end] [297935fe-15f6-3074-80b6-f30b553fe8c5] The Player <Rip_WillOfTheD> has slain Enderman at X= 41, Y= 62, Z= 45
[2024-03-21 00:59:30] [world_the_end] [98545e40-f1b3-3d1f-9e55-8b879bee9098] The Player <Heinrich_Himmler> has slain Enderman at X= -8, Y= 58, Z= -94
[2024-03-21 01:29:01] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -10200, Y= 62, Z= 4092
[2024-03-21 01:30:02] [world_nether] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Tester Slime at X= -1258, Y= 48, Z= 521
[2024-03-21 01:30:03] [world_nether] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Tester Slime at X= -1260, Y= 48, Z= 521
[2024-03-21 01:30:04] [world_nether] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Tester Slime at X= -1260, Y= 48, Z= 521
[2024-03-21 01:30:05] [world_nether] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Tester Slime at X= -1260, Y= 48, Z= 520
[2024-03-21 01:30:06] [world_nether] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Tester Slime at X= -1259, Y= 48, Z= 520
[2024-03-21 01:30:08] [world_nether] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Tester Slime at X= -1258, Y= 48, Z= 520
[2024-03-21 01:42:20] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -2530, Y= 64, Z= 583
[2024-03-21 01:42:21] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -2529, Y= 64, Z= 585
[2024-03-21 01:43:21] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -2530, Y= 64, Z= 585
[2024-03-21 01:43:23] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -2529, Y= 64, Z= 585
[2024-03-21 01:43:25] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -2526, Y= 64, Z= 583
[2024-03-21 01:45:55] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= -2577, Y= 64, Z= 560
[2024-03-21 01:51:41] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Skeleton at X= 1795, Y= 14, Z= 256
[2024-03-21 01:51:44] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= 1793, Y= 14, Z= 256
[2024-03-21 02:08:14] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= 58, Y= 62, Z= -2
[2024-03-21 02:09:35] [world_the_end] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Enderman at X= -41, Y= 57, Z= -14
