[2024-03-19 11:18:15] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -572, Y= 68, Z= 275
[2024-03-19 12:45:14] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Donkey at X= -581, Y= 54, Z= 273
[2024-03-19 12:45:14] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Horse at X= -583, Y= 54, Z= 272
[2024-03-19 12:45:14] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Horse at X= -585, Y= 54, Z= 271
[2024-03-19 12:45:14] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Horse at X= -583, Y= 54, Z= 269
[2024-03-19 12:45:14] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Horse at X= -581, Y= 54, Z= 270
[2024-03-19 12:45:15] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Horse at X= -581, Y= 54, Z= 271
[2024-03-19 12:45:15] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Horse at X= -584, Y= 54, Z= 270
[2024-03-19 12:45:15] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Horse at X= -584, Y= 54, Z= 271
[2024-03-19 12:45:54] [world] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Horse at X= -574, Y= 68, Z= 274
[2024-03-19 12:47:47] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -140, Y= 70, Z= -93
[2024-03-19 12:47:57] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -147, Y= 69, Z= -95
[2024-03-19 12:48:00] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -148, Y= 70, Z= -91
[2024-03-19 12:48:17] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -131, Y= 71, Z= -86
[2024-03-19 12:48:22] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -135, Y= 70, Z= -85
[2024-03-19 12:48:25] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -135, Y= 71, Z= -83
[2024-03-19 12:48:35] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -132, Y= 67, Z= -91
[2024-03-19 12:49:35] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -147, Y= 69, Z= -95
[2024-03-19 12:49:39] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -146, Y= 70, Z= -93
[2024-03-19 12:49:46] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -144, Y= 70, Z= -91
[2024-03-19 12:52:11] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -161, Y= 62, Z= -199
[2024-03-19 13:48:34] [world_the_end] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Enderman at X= 47, Y= 62, Z= 45
[2024-03-19 13:48:40] [world_the_end] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Enderman at X= 39, Y= 62, Z= 48
[2024-03-19 13:49:18] [world_nether] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Skeleton at X= -1260, Y= 50, Z= 511
[2024-03-19 13:49:20] [world_the_end] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Enderman at X= 55, Y= 57, Z= 89
[2024-03-19 13:49:21] [world_the_end] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Enderman at X= 51, Y= 57, Z= 86
[2024-03-19 13:49:28] [world_the_end] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Enderman at X= 61, Y= 57, Z= 85
[2024-03-19 13:49:34] [world_nether] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Slime at X= -1271, Y= 50, Z= 516
[2024-03-19 13:49:36] [world_nether] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Slime at X= -1274, Y= 49, Z= 518
[2024-03-19 13:49:37] [world_nether] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Slime at X= -1273, Y= 49, Z= 515
[2024-03-19 13:49:38] [world_nether] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Slime at X= -1272, Y= 49, Z= 515
[2024-03-19 13:49:39] [world_nether] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Slime at X= -1271, Y= 49, Z= 517
[2024-03-19 13:49:39] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -145, Y= 69, Z= -95
[2024-03-19 13:49:43] [world_nether] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Zombie Pigman at X= -1272, Y= 50, Z= 519
[2024-03-19 13:49:44] [world_nether] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Zombie Pigman at X= -1272, Y= 50, Z= 518
[2024-03-19 13:49:54] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -134, Y= 68, Z= -90
[2024-03-19 13:50:17] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -134, Y= 70, Z= -87
[2024-03-19 13:50:23] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -135, Y= 71, Z= -87
[2024-03-19 13:50:34] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -133, Y= 67, Z= -91
[2024-03-19 13:50:41] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -131, Y= 70, Z= -85
[2024-03-19 13:50:45] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -135, Y= 70, Z= -87
[2024-03-19 13:51:27] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -144, Y= 70, Z= -93
[2024-03-19 13:51:31] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -148, Y= 70, Z= -93
[2024-03-19 13:51:39] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -145, Y= 70, Z= -97
[2024-03-19 13:51:44] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -149, Y= 71, Z= -94
[2024-03-19 13:51:51] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -150, Y= 68, Z= -97
[2024-03-19 13:52:04] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Blaze at X= -144, Y= 70, Z= -91
[2024-03-19 13:57:29] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -135, Y= 71, Z= -88
[2024-03-19 13:57:42] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -131, Y= 70, Z= -84
[2024-03-19 13:57:47] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -131, Y= 70, Z= -84
[2024-03-19 13:59:36] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Skeleton at X= -910, Y= 14, Z= 1620
[2024-03-19 14:00:16] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain minigamer at X= -573, Y= 68, Z= 317
[2024-03-19 14:00:25] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain minigamer at X= -571, Y= 69, Z= 321
[2024-03-19 14:00:28] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain minigamer at X= -573, Y= 68, Z= 316
[2024-03-19 14:00:46] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain minigamer at X= -571, Y= 69, Z= 315
[2024-03-19 14:00:51] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -614, Y= 45, Z= 180
[2024-03-19 14:00:53] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain minigamer at X= -573, Y= 68, Z= 316
[2024-03-19 14:01:03] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:01:19] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain minigamer at X= -572, Y= 69, Z= 313
[2024-03-19 14:01:22] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:01:57] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie at X= -431, Y= 61, Z= -54
[2024-03-19 14:01:59] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie at X= -428, Y= 63, Z= -58
[2024-03-19 14:02:59] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Horse at X= -379, Y= 64, Z= -140
[2024-03-19 14:03:06] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= -389, Y= 64, Z= -137
[2024-03-19 14:03:13] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= -378, Y= 64, Z= -145
[2024-03-19 14:03:18] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Skeleton at X= -375, Y= 64, Z= -150
[2024-03-19 14:03:37] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain somebody139 at X= -603, Y= 68, Z= 233
[2024-03-19 14:03:39] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Pig at X= -346, Y= 67, Z= -133
[2024-03-19 14:03:54] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain qwerty at X= -569, Y= 88, Z= 286
[2024-03-19 14:04:34] [world] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Chicken at X= -1352, Y= 68, Z= -236
[2024-03-19 14:04:57] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Villager at X= -434, Y= 67, Z= -187
[2024-03-19 14:05:27] [world_the_end] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Enderman at X= 84, Y= 36, Z= 2
[2024-03-19 14:07:30] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:31] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:31] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:31] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:32] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:32] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:33] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:34] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:34] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:35] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:36] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:36] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:37] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:37] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:39] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:07:39] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:19:06] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Chicken at X= -581, Y= 68, Z= 338
[2024-03-19 14:19:40] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Skeleton at X= -538, Y= 71, Z= 157
[2024-03-19 14:19:50] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Spider at X= -557, Y= 72, Z= 161
[2024-03-19 14:20:32] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Sheep at X= -615, Y= 66, Z= 234
[2024-03-19 14:21:00] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Spider at X= -607, Y= 67, Z= 230
[2024-03-19 14:21:05] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Spider at X= -601, Y= 66, Z= 235
[2024-03-19 14:22:13] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Skeleton at X= -470, Y= 70, Z= -488
[2024-03-19 14:22:21] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Skeleton at X= -466, Y= 69, Z= -489
[2024-03-19 14:35:24] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Skeleton at X= -639, Y= 71, Z= 521
[2024-03-19 14:35:45] [world] [096a39c1-2013-3631-9215-c1e0eb582191] The Player <The_Amazing_Yao> has slain Skeleton at X= 575, Y= 27, Z= 2224
[2024-03-19 14:35:52] [world] [096a39c1-2013-3631-9215-c1e0eb582191] The Player <The_Amazing_Yao> has slain Skeleton at X= 577, Y= 27, Z= 2228
[2024-03-19 14:36:07] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Chicken at X= -636, Y= 72, Z= 534
[2024-03-19 14:36:11] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Chicken at X= -640, Y= 72, Z= 540
[2024-03-19 14:36:18] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Sheep at X= -643, Y= 71, Z= 555
[2024-03-19 14:36:25] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Skeleton at X= -641, Y= 71, Z= 546
[2024-03-19 14:36:35] [world] [297935fe-15f6-3074-80b6-f30b553fe8c5] The Player <Rip_WillOfTheD> has slain Spider at X= -537, Y= 75, Z= 198
[2024-03-19 14:36:38] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Sheep at X= -676, Y= 74, Z= 563
[2024-03-19 14:36:44] [world] [297935fe-15f6-3074-80b6-f30b553fe8c5] The Player <Rip_WillOfTheD> has slain Spider at X= -540, Y= 74, Z= 199
[2024-03-19 14:36:52] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Chicken at X= -685, Y= 71, Z= 562
[2024-03-19 14:38:36] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Enderman at X= 75, Y= 58, Z= -4
[2024-03-19 14:38:42] [world] [297935fe-15f6-3074-80b6-f30b553fe8c5] The Player <Rip_WillOfTheD> has slain Spider at X= -549, Y= 73, Z= 108
[2024-03-19 14:38:55] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Enderman at X= 46, Y= 63, Z= 27
[2024-03-19 14:39:21] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Enderman at X= 46, Y= 62, Z= -4
[2024-03-19 14:39:31] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Enderman at X= 65, Y= 60, Z= -5
[2024-03-19 14:39:39] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Enderman at X= 65, Y= 58, Z= -10
[2024-03-19 14:39:40] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Enderman at X= 66, Y= 57, Z= -11
[2024-03-19 14:39:46] [world_the_end] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Enderman at X= 48, Y= 57, Z= -15
[2024-03-19 14:39:49] [world] [297935fe-15f6-3074-80b6-f30b553fe8c5] The Player <Rip_WillOfTheD> has slain Spider at X= -562, Y= 71, Z= 169
[2024-03-19 14:41:05] [world] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Horse at X= -585, Y= 54, Z= 274
[2024-03-19 14:41:10] [world] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Horse at X= -581, Y= 54, Z= 269
[2024-03-19 14:41:21] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -134, Y= 70, Z= -87
[2024-03-19 14:41:25] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -135, Y= 70, Z= -84
[2024-03-19 14:41:39] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Horse at X= -760, Y= 76, Z= 665
[2024-03-19 14:41:46] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Nether Unicorn at X= -750, Y= 75, Z= 660
[2024-03-19 14:41:57] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain NezukoChannnn at X= -744, Y= 77, Z= 652
[2024-03-19 14:42:49] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -135, Y= 71, Z= -87
[2024-03-19 14:43:12] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -131, Y= 70, Z= -84
[2024-03-19 14:43:16] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -136, Y= 71, Z= -87
[2024-03-19 14:43:19] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Skeleton at X= -781, Y= 72, Z= 813
[2024-03-19 14:43:26] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -135, Y= 70, Z= -87
[2024-03-19 14:43:29] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Spider at X= -802, Y= 70, Z= 837
[2024-03-19 14:44:02] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Spider at X= -886, Y= 66, Z= 845
[2024-03-19 14:44:13] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Zombie at X= -885, Y= 66, Z= 845
[2024-03-19 14:44:20] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -145, Y= 69, Z= -95
[2024-03-19 14:44:26] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:44:27] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:44:31] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -150, Y= 68, Z= -97
[2024-03-19 14:44:31] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:44:33] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-19 14:44:39] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -148, Y= 70, Z= -92
[2024-03-19 14:44:42] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -148, Y= 70, Z= -90
[2024-03-19 14:44:48] [world_nether] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Blaze at X= -144, Y= 70, Z= -90
[2024-03-19 14:52:06] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Horse at X= -10308, Y= 63, Z= 4089
[2024-03-19 14:52:17] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Creeper at X= -10338, Y= 64, Z= 4092
[2024-03-19 14:54:45] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -10431, Y= 62, Z= 4332
[2024-03-19 14:54:48] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Pig at X= -10433, Y= 61, Z= 4330
[2024-03-19 14:54:52] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -10441, Y= 66, Z= 4334
[2024-03-19 14:54:53] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -10446, Y= 66, Z= 4333
[2024-03-19 14:54:55] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -10446, Y= 67, Z= 4338
[2024-03-19 14:55:31] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Creeper at X= -10399, Y= 69, Z= 4413
[2024-03-19 14:58:55] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -10444, Y= 63, Z= 4622
[2024-03-19 14:58:55] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -10445, Y= 63, Z= 4624
[2024-03-19 14:58:56] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -10444, Y= 63, Z= 4625
[2024-03-19 14:58:56] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -10444, Y= 63, Z= 4628
[2024-03-19 14:58:58] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -10448, Y= 63, Z= 4627
[2024-03-19 14:58:58] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -10447, Y= 63, Z= 4624
[2024-03-19 14:59:03] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -10441, Y= 67, Z= 4624
[2024-03-19 15:04:32] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Rip_Dogwater at X= 9987, Y= 71, Z= 1055
[2024-03-19 15:05:19] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Chicken at X= 9989, Y= 71, Z= 1057
[2024-03-19 15:05:20] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain WienerDogFace at X= 10003, Y= 72, Z= 1061
[2024-03-19 15:05:40] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Rip_Dogwater at X= 9995, Y= 69, Z= 1074
[2024-03-19 15:06:09] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain WienerDogFace at X= 9982, Y= 71, Z= 1067
[2024-03-19 15:06:42] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Skeleton at X= 9969, Y= 68, Z= 1120
[2024-03-19 15:06:58] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Chicken at X= 10001, Y= 71, Z= 1072
[2024-03-19 15:07:11] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Zombie at X= 9967, Y= 70, Z= 1094
[2024-03-19 15:07:12] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Zombie at X= 9969, Y= 70, Z= 1094
[2024-03-19 15:07:13] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Zombie at X= 9969, Y= 70, Z= 1095
[2024-03-19 15:08:59] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Skeleton at X= 9961, Y= 68, Z= 1103
[2024-03-19 15:09:34] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Rip_Dogwater at X= 9977, Y= 71, Z= 1082
[2024-03-19 15:09:49] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain WienerDogFace at X= 9976, Y= 71, Z= 1080
