[2024-03-21 19:46:43] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain astronomy at X= -1551, Y= 69, Z= -122
[2024-03-22 14:42:46] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 14:43:07] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain qwerty at X= 38, Y= 32, Z= -50
[2024-03-22 14:43:37] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain qwerty at X= 42, Y= 34, Z= -47
[2024-03-22 14:43:58] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain qwerty at X= 42, Y= 34, Z= -47
[2024-03-22 14:44:21] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain qwerty at X= 42, Y= 39, Z= -47
[2024-03-22 14:44:39] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain qwerty at X= 42, Y= 35, Z= -47
[2024-03-22 14:49:23] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -60, Y= 80, Z= -11
[2024-03-22 14:49:28] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -61, Y= 80, Z= -11
[2024-03-22 14:49:30] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -61, Y= 80, Z= -11
[2024-03-22 14:49:31] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -61, Y= 80, Z= -11
[2024-03-22 14:49:34] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -61, Y= 80, Z= -11
[2024-03-22 14:49:35] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -61, Y= 80, Z= -11
[2024-03-22 14:49:35] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -61, Y= 80, Z= -12
[2024-03-22 14:49:36] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -62, Y= 80, Z= -10
[2024-03-22 14:49:36] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -61, Y= 80, Z= -11
[2024-03-22 14:49:39] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -61, Y= 80, Z= -11
[2024-03-22 14:50:14] [world_nether] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie Pigman at X= -91, Y= 77, Z= -10
[2024-03-22 14:55:43] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 45, Y= 62, Z= 47
[2024-03-22 14:56:01] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -6, Y= 58, Z= 70
[2024-03-22 14:56:11] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 32, Y= 60, Z= 17
[2024-03-22 14:56:39] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 15, Y= 58, Z= -68
[2024-03-22 14:59:51] [world] [a8b454c8-4eb4-35b5-a178-4555acf14e72] The Player <digbick> has slain Zombie at X= -787, Y= 13, Z= 700
[2024-03-22 14:59:52] [world] [a8b454c8-4eb4-35b5-a178-4555acf14e72] The Player <digbick> has slain Zombie at X= -785, Y= 13, Z= 700
[2024-03-22 15:01:44] [world] [a8b454c8-4eb4-35b5-a178-4555acf14e72] The Player <digbick> has slain Zombie at X= -775, Y= 11, Z= 951
[2024-03-22 15:09:13] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain digbick at X= -694, Y= 71, Z= 312
[2024-03-22 15:09:28] [world] [a8b454c8-4eb4-35b5-a178-4555acf14e72] The Player <digbick> has slain NezukoChan at X= -690, Y= 69, Z= 315
[2024-03-22 15:23:43] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -59, Y= 35, Z= 51
[2024-03-22 15:24:12] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Pig at X= -1328, Y= 67, Z= -262
[2024-03-22 15:24:26] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Chicken at X= -1310, Y= 70, Z= -260
[2024-03-22 15:26:06] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Cow at X= -1365, Y= 67, Z= -234
[2024-03-22 15:26:14] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Pig at X= -1373, Y= 68, Z= -224
[2024-03-22 15:27:14] [world] [1de0a7e2-4590-31c8-8341-aad7a0f13b27] The Player <character> has slain Spider at X= -391, Y= 88, Z= -14
[2024-03-22 15:30:04] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48388
[2024-03-22 15:30:08] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48385
[2024-03-22 15:30:27] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500003, Y= 22, Z= 48385
[2024-03-22 15:30:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500004, Y= 22, Z= 48387
[2024-03-22 15:30:56] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500004, Y= 22, Z= 48383
[2024-03-22 15:31:19] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500002, Y= 22, Z= 48386
[2024-03-22 15:31:21] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cave Spider at X= 500004, Y= 22, Z= 48385
[2024-03-22 15:31:43] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48387
[2024-03-22 15:31:52] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Tester at X= 500004, Y= 22, Z= 48384
[2024-03-22 15:32:15] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48389
[2024-03-22 15:32:33] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48388
[2024-03-22 15:32:34] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48387
[2024-03-22 15:32:38] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48384
[2024-03-22 15:32:50] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48388
[2024-03-22 15:32:50] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48389
[2024-03-22 15:33:48] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48387
[2024-03-22 15:34:03] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48388
[2024-03-22 15:34:03] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48390
[2024-03-22 15:34:05] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48385
[2024-03-22 15:34:06] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48383
[2024-03-22 15:35:10] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48384
[2024-03-22 15:35:11] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48387
[2024-03-22 15:35:17] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48389
[2024-03-22 15:35:38] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500002, Y= 22, Z= 48386
[2024-03-22 15:35:39] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500003, Y= 22, Z= 48385
[2024-03-22 15:35:56] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48384
[2024-03-22 15:35:58] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48386
[2024-03-22 15:36:07] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48387
[2024-03-22 15:36:08] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cave Spider at X= 500004, Y= 22, Z= 48384
[2024-03-22 15:37:35] [world] [a8b454c8-4eb4-35b5-a178-4555acf14e72] The Player <digbick> has slain Skeleton at X= -679, Y= 71, Z= 291
[2024-03-22 15:37:53] [world] [a8b454c8-4eb4-35b5-a178-4555acf14e72] The Player <digbick> has slain Skeleton at X= -708, Y= 67, Z= 282
[2024-03-22 15:40:00] [world] [1de0a7e2-4590-31c8-8341-aad7a0f13b27] The Player <character> has slain Squid at X= -373, Y= 60, Z= -88
[2024-03-22 15:52:34] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= 82, Y= 59, Z= 13
[2024-03-22 15:52:51] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= 53, Y= 62, Z= 1
[2024-03-22 15:53:37] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= -10, Y= 59, Z= 10
[2024-03-22 15:54:05] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= -31, Y= 59, Z= -31
[2024-03-22 15:54:54] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Rabbit at X= -1356, Y= 67, Z= -249
[2024-03-22 15:55:04] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= -35, Y= 61, Z= -23
[2024-03-22 15:55:44] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= 14, Y= 59, Z= -20
[2024-03-22 15:56:11] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= 12, Y= 58, Z= 49
[2024-03-22 15:56:33] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= 38, Y= 59, Z= 73
[2024-03-22 15:56:40] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= 50, Y= 57, Z= 87
[2024-03-22 15:56:46] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= 52, Y= 59, Z= 74
[2024-03-22 15:56:53] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= 64, Y= 58, Z= 75
[2024-03-22 15:57:58] [world] [6ab90cda-6bbd-3621-b00f-dfbd5e96893f] The Player <SPADE> has slain Spider at X= -652, Y= 68, Z= 263
[2024-03-22 15:58:18] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= 35, Y= 11, Z= 202
[2024-03-22 15:58:27] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= 50, Y= 10, Z= 190
[2024-03-22 15:58:53] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1536, Y= 50, Z= -117
[2024-03-22 15:58:57] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= 39, Y= 11, Z= 204
[2024-03-22 15:59:09] [world_the_end] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Enderman at X= 40, Y= 11, Z= 205
[2024-03-22 15:59:10] [world] [a8b454c8-4eb4-35b5-a178-4555acf14e72] The Player <digbick> has slain Skeleton at X= -723, Y= 66, Z= 327
[2024-03-22 15:59:14] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:14] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:14] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:15] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 15:59:15] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:15] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:16] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:16] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 15:59:16] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:17] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 15:59:17] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:17] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 15:59:17] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:17] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:18] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 15:59:18] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:20] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 15:59:21] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:39] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 15:59:40] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:00:09] [world] [6ab90cda-6bbd-3621-b00f-dfbd5e96893f] The Player <SPADE> has slain Chicken at X= -701, Y= 64, Z= 202
[2024-03-22 16:00:28] [world] [a8b454c8-4eb4-35b5-a178-4555acf14e72] The Player <digbick> has slain Spider at X= -708, Y= 67, Z= 328
[2024-03-22 16:00:30] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Spider at X= -1368, Y= 69, Z= -215
[2024-03-22 16:04:17] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Skeleton at X= -648, Y= 63, Z= -787
[2024-03-22 16:04:32] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -126, Y= 76, Z= -2
[2024-03-22 16:04:55] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -80, Y= 77, Z= 27
[2024-03-22 16:04:56] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie Pigman at X= -77, Y= 76, Z= 29
[2024-03-22 16:13:12] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain astronomy at X= 1804, Y= 46, Z= 280
[2024-03-22 16:14:29] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:14:30] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:14:30] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:14:31] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:14:31] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:14:31] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:14:32] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:16:51] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1535, Y= 50, Z= -117
[2024-03-22 16:16:52] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1535, Y= 51, Z= -117
[2024-03-22 16:16:52] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:16:53] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:18:15] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:18:15] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:18:16] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:18:17] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:18:18] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:18:19] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:24:53] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1535, Y= 50, Z= -117
[2024-03-22 16:25:38] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:25:38] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:25:39] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:25:39] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:25:41] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:25:41] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:25:42] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:25:44] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:25:45] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:25:48] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:25:48] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:25:49] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:25:54] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Chicken at X= -1535, Y= 50, Z= -118
[2024-03-22 16:25:57] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:25:57] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:25:57] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:25:58] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:25:59] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:26:24] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:26:26] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:27:10] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:27:10] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:27:11] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:27:11] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:27:11] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-22 16:27:12] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:27:12] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:27:13] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:27:14] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:28:15] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Spider at X= -1556, Y= 50, Z= -119
[2024-03-22 16:29:41] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Witch at X= -643, Y= 22, Z= 312
[2024-03-22 16:29:43] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:29:43] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:29:44] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-22 16:30:31] [world] [17274944-1054-3d1a-8125-f887a81082ec] The Player <Pog4lifepeople> has slain Chicken at X= -608, Y= 68, Z= 285
[2024-03-22 16:34:05] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Endermite at X= -1155, Y= 64, Z= -442
[2024-03-22 16:38:22] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain SPADE at X= -574, Y= 69, Z= 313
[2024-03-22 16:38:33] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain digbick at X= -574, Y= 69, Z= 319
