[2024-03-19 11:18:57] [world] The Player <qwerty> has broke SANDSTONE at X= -502, Y= 73, Z= -497
[2024-03-19 14:56:42] [world] The Player <Rip_Dogwater> has broke STONE at X= -10367, Y= 68, Z= 4514
[2024-03-19 14:56:42] [world] The Player <Rip_Dogwater> has broke STONE at X= -10367, Y= 67, Z= 4514
[2024-03-19 14:56:43] [world] The Player <Rip_Dogwater> has broke STONE at X= -10367, Y= 66, Z= 4514
[2024-03-19 14:56:44] [world] The Player <Rip_Dogwater> has broke STONE at X= -10367, Y= 65, Z= 4514
[2024-03-19 14:57:57] [world] The Player <WienerDogFace> has broke WORKBENCH at X= -892, Y= 63, Z= 323
[2024-03-19 15:01:41] [world] The Player <WienerDogFace> has broke STONE at X= -456, Y= 9, Z= 1328
[2024-03-19 15:01:42] [world] The Player <WienerDogFace> has broke STONE at X= -456, Y= 9, Z= 1329
[2024-03-19 15:05:02] [world] The Player <Rip_Dogwater> has broke DOUBLE_PLANT at X= 9995, Y= 71, Z= 1058
[2024-03-19 15:05:12] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 10001, Y= 72, Z= 1060
[2024-03-19 15:05:12] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 10004, Y= 71, Z= 1061
[2024-03-19 15:05:39] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9996, Y= 69, Z= 1076
[2024-03-19 15:05:59] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9987, Y= 71, Z= 1066
[2024-03-19 15:06:01] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9984, Y= 71, Z= 1063
[2024-03-19 15:06:01] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9985, Y= 71, Z= 1064
[2024-03-19 15:06:10] [world] The Player <Rip_Dogwater> has broke LONG_GRASS at X= 9983, Y= 71, Z= 1067
[2024-03-19 15:06:41] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9969, Y= 69, Z= 1115
[2024-03-19 15:06:41] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9969, Y= 69, Z= 1116
[2024-03-19 15:07:07] [world] The Player <Rip_Dogwater> has broke DOUBLE_PLANT at X= 9990, Y= 71, Z= 1058
[2024-03-19 15:07:09] [world] The Player <Rip_Dogwater> has broke DOUBLE_PLANT at X= 9985, Y= 72, Z= 1056
[2024-03-19 15:07:12] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9969, Y= 70, Z= 1096
[2024-03-19 15:08:34] [world] The Player <Rip_Dogwater> has broke LONG_GRASS at X= 9986, Y= 69, Z= 1126
[2024-03-19 15:08:34] [world] The Player <Rip_Dogwater> has broke LONG_GRASS at X= 9986, Y= 69, Z= 1127
[2024-03-19 15:08:36] [world] The Player <Rip_Dogwater> has broke DOUBLE_PLANT at X= 9976, Y= 69, Z= 1135
[2024-03-19 15:08:44] [world] The Player <Rip_Dogwater> has broke DOUBLE_PLANT at X= 9970, Y= 70, Z= 1106
[2024-03-19 15:08:59] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9960, Y= 69, Z= 1111
[2024-03-19 15:08:59] [world] The Player <Rip_Dogwater> has broke LONG_GRASS at X= 9961, Y= 69, Z= 1102
[2024-03-19 15:09:11] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9963, Y= 68, Z= 1109
[2024-03-19 15:09:11] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9963, Y= 68, Z= 1108
[2024-03-19 15:09:18] [world] The Player <Rip_Dogwater> has broke STONE at X= 9973, Y= 66, Z= 1099
[2024-03-19 15:09:20] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9964, Y= 68, Z= 1108
[2024-03-19 15:09:22] [world] The Player <Rip_Dogwater> has broke GRASS at X= 9974, Y= 69, Z= 1097
[2024-03-19 15:09:24] [world] The Player <Rip_Dogwater> has broke LONG_GRASS at X= 9972, Y= 70, Z= 1091
[2024-03-19 15:09:24] [world] The Player <Rip_Dogwater> has broke LONG_GRASS at X= 9971, Y= 70, Z= 1091
[2024-03-19 15:09:24] [world] The Player <Rip_Dogwater> has broke LONG_GRASS at X= 9971, Y= 70, Z= 1092
[2024-03-19 15:09:24] [world] The Player <Rip_Dogwater> has broke LONG_GRASS at X= 9972, Y= 70, Z= 1093
[2024-03-19 15:09:31] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9979, Y= 71, Z= 1091
[2024-03-19 15:09:32] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9980, Y= 71, Z= 1091
[2024-03-19 15:09:32] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9980, Y= 71, Z= 1089
[2024-03-19 15:09:32] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9979, Y= 71, Z= 1088
[2024-03-19 15:09:32] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9979, Y= 71, Z= 1087
[2024-03-19 15:09:32] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9979, Y= 71, Z= 1090
[2024-03-19 15:09:34] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9976, Y= 71, Z= 1083
[2024-03-19 15:09:34] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9974, Y= 71, Z= 1083
[2024-03-19 15:09:34] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9975, Y= 71, Z= 1080
[2024-03-19 15:09:34] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9976, Y= 70, Z= 1080
[2024-03-19 15:09:44] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9977, Y= 71, Z= 1083
[2024-03-19 15:09:44] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9977, Y= 71, Z= 1081
[2024-03-19 15:09:45] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9976, Y= 70, Z= 1081
[2024-03-19 15:09:45] [world] The Player <WienerDogFace> has broke DOUBLE_PLANT at X= 9974, Y= 72, Z= 1080
[2024-03-19 15:09:45] [world] The Player <WienerDogFace> has broke DOUBLE_PLANT at X= 9973, Y= 72, Z= 1080
[2024-03-19 15:09:46] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9974, Y= 71, Z= 1081
[2024-03-19 15:09:46] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9973, Y= 71, Z= 1081
[2024-03-19 15:09:46] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9973, Y= 71, Z= 1082
[2024-03-19 15:09:47] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9974, Y= 71, Z= 1084
[2024-03-19 15:09:48] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9974, Y= 71, Z= 1082
[2024-03-19 15:09:48] [world] The Player <WienerDogFace> has broke LONG_GRASS at X= 9975, Y= 71, Z= 1081
[2024-03-19 15:09:49] [world] The Player <Rip_Dogwater> has broke LONG_GRASS at X= 9976, Y= 71, Z= 1082
[2024-03-19 15:09:49] [world] The Player <Rip_Dogwater> has broke LONG_GRASS at X= 9979, Y= 70, Z= 1079
[2024-03-19 15:10:35] [world] The Player <Rip_Dogwater> has broke LONG_GRASS at X= 9983, Y= 69, Z= 1111
[2024-03-19 17:54:15] [world_the_end] The Player <Heinrich_Himmler> has broke SAND at X= 98, Y= 51, Z= 1
[2024-03-19 17:55:31] [world] The Player <Heinrich_Himmler> has broke REDSTONE_WIRE at X= -556, Y= 65, Z= 277
[2024-03-19 18:42:39] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 52, Z= 36
[2024-03-19 18:42:39] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 52, Z= 35
[2024-03-19 18:42:39] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 53, Z= 35
[2024-03-19 18:42:40] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 53, Z= 35
[2024-03-19 18:42:40] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 52, Z= 35
[2024-03-19 18:42:41] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 52, Z= 34
[2024-03-19 18:42:41] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 52, Z= 33
[2024-03-19 18:42:42] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 52, Z= 34
[2024-03-19 18:42:42] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 52, Z= 33
[2024-03-19 18:42:42] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 53, Z= 34
[2024-03-19 18:42:43] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 53, Z= 34
[2024-03-19 18:42:44] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 53, Z= 33
[2024-03-19 18:42:44] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 53, Z= 32
[2024-03-19 18:42:44] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 52, Z= 32
[2024-03-19 18:42:45] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 52, Z= 31
[2024-03-19 18:42:45] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 53, Z= 31
[2024-03-19 18:42:46] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 53, Z= 30
[2024-03-19 18:42:46] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 53, Z= 30
[2024-03-19 18:42:46] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 52, Z= 30
[2024-03-19 18:42:47] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 52, Z= 29
[2024-03-19 18:42:47] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 52, Z= 30
[2024-03-19 18:42:48] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 53, Z= 29
[2024-03-19 18:42:48] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 53, Z= 28
[2024-03-19 18:42:48] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 52, Z= 29
[2024-03-19 18:42:49] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 53, Z= 29
[2024-03-19 18:43:09] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -58, Y= 51, Z= 77
[2024-03-19 18:43:09] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -57, Y= 51, Z= 77
[2024-03-19 18:43:09] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -56, Y= 51, Z= 78
[2024-03-19 18:43:10] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -55, Y= 51, Z= 78
[2024-03-19 18:43:10] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -56, Y= 51, Z= 77
[2024-03-19 18:43:11] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -57, Y= 51, Z= 78
[2024-03-19 18:43:11] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -56, Y= 51, Z= 79
[2024-03-19 18:43:11] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -55, Y= 51, Z= 79
[2024-03-19 18:43:12] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -54, Y= 51, Z= 78
[2024-03-19 18:43:12] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -53, Y= 51, Z= 78
[2024-03-19 18:43:13] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -53, Y= 51, Z= 79
[2024-03-19 18:43:13] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -52, Y= 51, Z= 79
[2024-03-19 18:43:14] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -52, Y= 51, Z= 80
[2024-03-19 18:43:14] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -53, Y= 51, Z= 80
[2024-03-19 18:43:15] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -54, Y= 51, Z= 80
[2024-03-19 18:43:15] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -54, Y= 51, Z= 79
[2024-03-19 18:43:15] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -55, Y= 51, Z= 80
[2024-03-19 18:43:16] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -56, Y= 51, Z= 80
[2024-03-19 18:43:16] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -57, Y= 51, Z= 80
[2024-03-19 18:43:17] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -57, Y= 51, Z= 79
[2024-03-19 18:43:17] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -58, Y= 51, Z= 80
[2024-03-19 18:43:32] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -62, Y= 51, Z= 41
[2024-03-19 18:43:32] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -62, Y= 51, Z= 42
[2024-03-19 18:43:33] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -62, Y= 51, Z= 43
[2024-03-19 18:43:35] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -63, Y= 51, Z= 44
[2024-03-19 18:43:36] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -62, Y= 51, Z= 44
[2024-03-19 18:43:36] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -61, Y= 51, Z= 44
[2024-03-19 18:43:37] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -61, Y= 51, Z= 45
[2024-03-19 18:43:37] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -61, Y= 51, Z= 46
[2024-03-19 18:43:37] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -62, Y= 51, Z= 46
[2024-03-19 18:43:38] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -63, Y= 51, Z= 46
[2024-03-19 18:43:38] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 51, Z= 46
[2024-03-19 18:43:40] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -61, Y= 51, Z= 43
[2024-03-19 18:43:41] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -61, Y= 51, Z= 42
[2024-03-19 18:43:41] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -61, Y= 51, Z= 41
[2024-03-19 18:43:41] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -61, Y= 51, Z= 40
[2024-03-19 18:43:42] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -61, Y= 51, Z= 39
[2024-03-19 18:43:42] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -61, Y= 52, Z= 38
[2024-03-19 18:43:43] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -61, Y= 51, Z= 38
[2024-03-19 18:43:43] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -61, Y= 52, Z= 37
[2024-03-19 18:43:43] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -61, Y= 51, Z= 37
[2024-03-19 18:43:44] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -62, Y= 51, Z= 37
[2024-03-19 18:43:46] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -63, Y= 51, Z= 40
[2024-03-19 18:43:46] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -63, Y= 51, Z= 41
[2024-03-19 18:43:49] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 51, Z= 39
[2024-03-19 18:43:49] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 51, Z= 38
[2024-03-19 18:43:49] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 51, Z= 38
[2024-03-19 18:43:50] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 51, Z= 37
[2024-03-19 18:43:50] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 51, Z= 36
[2024-03-19 18:43:51] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 51, Z= 37
[2024-03-19 18:43:51] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 51, Z= 36
[2024-03-19 18:43:51] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 51, Z= 35
[2024-03-19 18:43:52] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 51, Z= 35
[2024-03-19 18:43:52] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 51, Z= 34
[2024-03-19 18:43:53] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 51, Z= 34
[2024-03-19 18:43:53] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 51, Z= 33
[2024-03-19 18:43:53] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 51, Z= 32
[2024-03-19 18:43:54] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 51, Z= 33
[2024-03-19 18:43:54] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 51, Z= 32
[2024-03-19 18:43:55] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 51, Z= 31
[2024-03-19 18:43:55] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 51, Z= 30
[2024-03-19 18:43:56] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 51, Z= 30
[2024-03-19 18:43:56] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 51, Z= 31
[2024-03-19 18:44:01] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 51, Z= 38
[2024-03-19 18:44:01] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 51, Z= 37
[2024-03-19 18:44:01] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 51, Z= 37
[2024-03-19 18:44:02] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 51, Z= 36
[2024-03-19 18:44:02] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 51, Z= 36
[2024-03-19 18:44:03] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 51, Z= 35
[2024-03-19 18:44:03] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 51, Z= 34
[2024-03-19 18:44:04] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 52, Z= 35
[2024-03-19 18:44:04] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 52, Z= 35
[2024-03-19 18:44:04] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 53, Z= 35
[2024-03-19 18:44:05] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 52, Z= 34
[2024-03-19 18:44:05] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 52, Z= 34
[2024-03-19 18:44:06] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 52, Z= 33
[2024-03-19 18:44:06] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 51, Z= 34
[2024-03-19 18:44:07] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 51, Z= 33
[2024-03-19 18:44:07] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 51, Z= 35
[2024-03-19 18:44:08] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 52, Z= 33
[2024-03-19 18:44:08] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 51, Z= 33
[2024-03-19 18:44:08] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 51, Z= 32
[2024-03-19 18:44:09] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 52, Z= 32
[2024-03-19 18:44:09] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 52, Z= 32
[2024-03-19 18:44:10] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 51, Z= 32
[2024-03-19 18:44:10] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 51, Z= 31
[2024-03-19 18:44:10] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 51, Z= 31
[2024-03-19 18:44:11] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 52, Z= 31
[2024-03-19 18:44:11] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 52, Z= 31
[2024-03-19 18:44:12] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 52, Z= 30
[2024-03-19 18:44:12] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 51, Z= 30
[2024-03-19 18:44:13] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 52, Z= 30
[2024-03-19 18:44:13] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 51, Z= 30
[2024-03-19 18:44:13] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 52, Z= 29
[2024-03-19 18:44:15] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 52, Z= 29
[2024-03-19 18:44:20] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 53, Z= 34
[2024-03-19 18:44:20] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 54, Z= 34
[2024-03-19 18:44:21] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 53, Z= 35
[2024-03-19 18:44:21] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 53, Z= 34
[2024-03-19 18:44:21] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 54, Z= 34
[2024-03-19 18:44:22] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 54, Z= 34
[2024-03-19 18:44:23] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 54, Z= 33
[2024-03-19 18:44:23] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 54, Z= 33
[2024-03-19 18:44:24] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 53, Z= 33
[2024-03-19 18:44:24] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 53, Z= 33
[2024-03-19 18:44:25] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 54, Z= 33
[2024-03-19 18:44:25] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 54, Z= 32
[2024-03-19 18:44:25] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 54, Z= 32
[2024-03-19 18:44:26] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 53, Z= 32
[2024-03-19 18:44:26] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 53, Z= 32
[2024-03-19 18:44:27] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 53, Z= 31
[2024-03-19 18:44:27] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 53, Z= 31
[2024-03-19 18:44:28] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 54, Z= 31
[2024-03-19 18:44:28] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 54, Z= 31
[2024-03-19 18:44:28] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 54, Z= 32
[2024-03-19 18:44:29] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 54, Z= 30
[2024-03-19 18:44:29] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 53, Z= 30
[2024-03-19 18:44:30] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 54, Z= 30
[2024-03-19 18:44:30] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 53, Z= 30
[2024-03-19 18:44:31] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 54, Z= 30
[2024-03-19 18:44:37] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 53, Z= 29
[2024-03-19 18:44:37] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 53, Z= 29
[2024-03-19 18:44:38] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -66, Y= 54, Z= 29
[2024-03-19 18:44:38] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -65, Y= 54, Z= 29
[2024-03-19 18:44:39] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -64, Y= 54, Z= 29
[2024-03-19 18:46:43] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -67, Y= 51, Z= 39
[2024-03-19 18:46:43] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -68, Y= 51, Z= 39
[2024-03-19 18:46:44] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -69, Y= 51, Z= 39
[2024-03-19 18:46:44] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -70, Y= 51, Z= 39
[2024-03-19 18:46:44] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -71, Y= 51, Z= 39
[2024-03-19 18:46:45] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -72, Y= 51, Z= 39
[2024-03-19 18:46:45] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -73, Y= 51, Z= 39
[2024-03-19 18:46:46] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -74, Y= 51, Z= 39
[2024-03-19 18:46:46] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -75, Y= 51, Z= 39
[2024-03-19 18:46:46] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -76, Y= 51, Z= 40
[2024-03-19 18:46:47] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -76, Y= 51, Z= 39
[2024-03-19 18:46:47] [world_nether] The Player <Heinrich_Himmler> has broke NETHERRACK at X= -76, Y= 51, Z= 41
