[2024-03-17 22:33:00] [world] The Player <TurtleDuck> has broke SAND at X= -528, Y= 72, Z= 267
[2024-03-17 23:04:15] [world] The Player <bagelz> has broke LOG at X= 969, Y= 76, Z= 2361
[2024-03-17 23:04:16] [world] The Player <bagelz> has broke LOG at X= 969, Y= 75, Z= 2361
[2024-03-17 23:04:17] [world] The Player <bagelz> has broke LOG at X= 969, Y= 77, Z= 2361
[2024-03-17 23:04:18] [world] The Player <bagelz> has broke LOG at X= 969, Y= 78, Z= 2361
[2024-03-17 23:04:19] [world] The Player <bagelz> has broke LOG at X= 969, Y= 79, Z= 2361
[2024-03-17 23:04:20] [world] The Player <bagelz> has broke LOG at X= 969, Y= 80, Z= 2361
[2024-03-17 23:04:21] [world] The Player <bagelz> has broke LOG at X= 969, Y= 81, Z= 2361
[2024-03-17 23:04:27] [world] The Player <bagelz> has broke LEAVES at X= 962, Y= 76, Z= 2374
[2024-03-17 23:04:28] [world] The Player <bagelz> has broke LOG at X= 962, Y= 75, Z= 2375
[2024-03-17 23:04:29] [world] The Player <bagelz> has broke LOG at X= 962, Y= 76, Z= 2375
[2024-03-17 23:04:30] [world] The Player <bagelz> has broke LOG at X= 962, Y= 77, Z= 2375
[2024-03-17 23:04:31] [world] The Player <bagelz> has broke LOG at X= 962, Y= 78, Z= 2375
[2024-03-17 23:04:31] [world] The Player <bagelz> has broke LOG at X= 962, Y= 79, Z= 2375
[2024-03-17 23:04:32] [world] The Player <bagelz> has broke LOG at X= 962, Y= 80, Z= 2375
[2024-03-17 23:04:33] [world] The Player <bagelz> has broke LEAVES at X= 962, Y= 81, Z= 2375
[2024-03-17 23:04:34] [world] The Player <bagelz> has broke LOG at X= 962, Y= 74, Z= 2375
[2024-03-17 23:04:39] [world] The Player <bagelz> has broke LEAVES at X= 953, Y= 76, Z= 2364
[2024-03-17 23:04:39] [world] The Player <bagelz> has broke LEAVES at X= 953, Y= 76, Z= 2363
[2024-03-17 23:04:40] [world] The Player <bagelz> has broke LEAVES at X= 952, Y= 76, Z= 2363
[2024-03-17 23:04:41] [world] The Player <bagelz> has broke LOG at X= 951, Y= 76, Z= 2363
[2024-03-17 23:04:42] [world] The Player <bagelz> has broke LOG at X= 951, Y= 77, Z= 2363
[2024-03-17 23:04:43] [world] The Player <bagelz> has broke LEAVES at X= 952, Y= 77, Z= 2363
[2024-03-17 23:04:44] [world] The Player <bagelz> has broke LOG at X= 951, Y= 78, Z= 2363
[2024-03-17 23:04:45] [world] The Player <bagelz> has broke LEAVES at X= 951, Y= 79, Z= 2363
[2024-03-17 23:04:46] [world] The Player <bagelz> has broke LOG at X= 951, Y= 75, Z= 2363
[2024-03-17 23:05:18] [world] The Player <TurtleDuck> has broke LONG_GRASS at X= 4009, Y= 65, Z= -1864
[2024-03-17 23:05:19] [world] The Player <TurtleDuck> has broke GRASS at X= 4009, Y= 64, Z= -1865
[2024-03-17 23:05:19] [world] The Player <TurtleDuck> has broke DIRT at X= 4009, Y= 63, Z= -1865
[2024-03-17 23:05:21] [world] The Player <TurtleDuck> has broke GRASS at X= 4009, Y= 64, Z= -1864
[2024-03-17 23:05:22] [world] The Player <TurtleDuck> has broke GRASS at X= 4009, Y= 64, Z= -1863
[2024-03-17 23:05:32] [world_nether] The Player <Brycethelegend> has broke RED_MUSHROOM at X= 6, Y= 36, Z= 83
[2024-03-17 23:05:34] [world_nether] The Player <Brycethelegend> has broke RED_MUSHROOM at X= 4, Y= 36, Z= 83
[2024-03-17 23:05:35] [world_nether] The Player <Brycethelegend> has broke RED_MUSHROOM at X= 3, Y= 36, Z= 84
[2024-03-17 23:05:36] [world_nether] The Player <Brycethelegend> has broke RED_MUSHROOM at X= 3, Y= 37, Z= 81
[2024-03-17 23:05:40] [world_nether] The Player <Brycethelegend> has broke RED_MUSHROOM at X= 8, Y= 35, Z= 86
[2024-03-17 23:05:43] [world_nether] The Player <Brycethelegend> has broke RED_MUSHROOM at X= 8, Y= 35, Z= 81
[2024-03-17 23:05:43] [world_nether] The Player <Brycethelegend> has broke RED_MUSHROOM at X= 8, Y= 35, Z= 80
[2024-03-17 23:05:45] [world_nether] The Player <Brycethelegend> has broke RED_MUSHROOM at X= 10, Y= 35, Z= 79
[2024-03-17 23:05:46] [world_nether] The Player <Brycethelegend> has broke RED_MUSHROOM at X= 10, Y= 35, Z= 78
[2024-03-17 23:05:48] [world_nether] The Player <Brycethelegend> has broke RED_MUSHROOM at X= 9, Y= 35, Z= 76
[2024-03-17 23:06:37] [world] The Player <TurtleDuck> has broke SPRUCE_FENCE at X= 3998, Y= 65, Z= -1844
[2024-03-17 23:07:09] [world] The Player <TurtleDuck> has broke DIRT at X= 4004, Y= 65, Z= -1862
[2024-03-17 23:07:10] [world] The Player <TurtleDuck> has broke GRASS at X= 4004, Y= 66, Z= -1862
[2024-03-17 23:07:26] [world] The Player <bagelz> has broke COBBLESTONE at X= 1037, Y= 105, Z= 2313
[2024-03-17 23:07:27] [world] The Player <bagelz> has broke COBBLESTONE at X= 1037, Y= 105, Z= 2312
[2024-03-17 23:07:28] [world] The Player <bagelz> has broke COBBLESTONE at X= 1037, Y= 105, Z= 2311
[2024-03-17 23:07:29] [world] The Player <bagelz> has broke COBBLESTONE at X= 1037, Y= 105, Z= 2310
[2024-03-17 23:07:29] [world] The Player <bagelz> has broke COBBLESTONE at X= 1036, Y= 105, Z= 2310
[2024-03-17 23:07:30] [world] The Player <bagelz> has broke COBBLESTONE at X= 1036, Y= 105, Z= 2311
[2024-03-17 23:07:31] [world] The Player <bagelz> has broke COBBLESTONE at X= 1035, Y= 105, Z= 2311
[2024-03-17 23:07:32] [world] The Player <bagelz> has broke COBBLESTONE at X= 1035, Y= 105, Z= 2312
[2024-03-17 23:07:33] [world] The Player <bagelz> has broke COBBLESTONE at X= 1036, Y= 105, Z= 2312
[2024-03-17 23:07:34] [world] The Player <bagelz> has broke COBBLESTONE at X= 1036, Y= 105, Z= 2313
[2024-03-17 23:07:36] [world] The Player <bagelz> has broke COBBLESTONE at X= 1038, Y= 105, Z= 2311
[2024-03-17 23:07:37] [world] The Player <bagelz> has broke COBBLESTONE at X= 1038, Y= 105, Z= 2312
[2024-03-17 23:07:44] [world] The Player <TurtleDuck> has broke LEAVES at X= 4000, Y= 71, Z= -1793
[2024-03-17 23:07:52] [world] The Player <bagelz> has broke TRAP_DOOR at X= 1040, Y= 104, Z= 2318
[2024-03-17 23:08:16] [world] The Player <bagelz> has broke TRAP_DOOR at X= 1038, Y= 104, Z= 2318
[2024-03-17 23:08:33] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 52, Z= 504
[2024-03-17 23:08:33] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 53, Z= 504
[2024-03-17 23:08:33] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 53, Z= 503
[2024-03-17 23:08:33] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 54, Z= 503
[2024-03-17 23:08:33] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 54, Z= 502
[2024-03-17 23:08:33] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 54, Z= 504
[2024-03-17 23:08:33] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 55, Z= 503
[2024-03-17 23:08:33] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 55, Z= 504
[2024-03-17 23:08:33] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 56, Z= 503
[2024-03-17 23:08:33] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 56, Z= 504
[2024-03-17 23:08:34] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 57, Z= 504
[2024-03-17 23:08:35] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 58, Z= 504
[2024-03-17 23:08:41] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 58, Z= 505
[2024-03-17 23:08:41] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 58, Z= 506
[2024-03-17 23:08:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 59, Z= 504
[2024-03-17 23:08:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 60, Z= 504
[2024-03-17 23:08:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 61, Z= 504
[2024-03-17 23:08:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 62, Z= 504
[2024-03-17 23:08:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 63, Z= 504
[2024-03-17 23:08:46] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 59, Z= 505
[2024-03-17 23:08:46] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 60, Z= 505
[2024-03-17 23:08:46] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 61, Z= 505
[2024-03-17 23:08:46] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 62, Z= 505
[2024-03-17 23:08:46] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 63, Z= 505
[2024-03-17 23:08:52] [world] The Player <TurtleDuck> has broke SPRUCE_FENCE at X= 3994, Y= 65, Z= -1846
[2024-03-17 23:08:53] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 64, Z= 505
[2024-03-17 23:08:53] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 65, Z= 505
[2024-03-17 23:08:53] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 66, Z= 505
[2024-03-17 23:08:53] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 67, Z= 505
[2024-03-17 23:08:53] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 68, Z= 505
[2024-03-17 23:08:56] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 64, Z= 504
[2024-03-17 23:08:56] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 65, Z= 504
[2024-03-17 23:08:56] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 66, Z= 504
[2024-03-17 23:08:56] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 67, Z= 504
[2024-03-17 23:08:56] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 68, Z= 504
[2024-03-17 23:09:02] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 69, Z= 504
[2024-03-17 23:09:02] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 70, Z= 504
[2024-03-17 23:09:02] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 71, Z= 504
[2024-03-17 23:09:02] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 72, Z= 504
[2024-03-17 23:09:02] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 73, Z= 504
[2024-03-17 23:09:03] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 71, Z= 505
[2024-03-17 23:09:03] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 69, Z= 505
[2024-03-17 23:09:03] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 70, Z= 505
[2024-03-17 23:09:03] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 72, Z= 505
[2024-03-17 23:09:03] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 73, Z= 505
[2024-03-17 23:09:09] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 74, Z= 504
[2024-03-17 23:09:09] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 75, Z= 504
[2024-03-17 23:09:09] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 75, Z= 505
[2024-03-17 23:09:09] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 76, Z= 505
[2024-03-17 23:09:09] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 77, Z= 505
[2024-03-17 23:09:10] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 76, Z= 504
[2024-03-17 23:09:10] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 77, Z= 504
[2024-03-17 23:09:10] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 78, Z= 504
[2024-03-17 23:09:11] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 78, Z= 505
[2024-03-17 23:09:11] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 74, Z= 505
[2024-03-17 23:09:19] [world] The Player <TurtleDuck> has broke SLIME_BLOCK at X= 4001, Y= 67, Z= -1870
[2024-03-17 23:09:25] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 79, Z= 504
[2024-03-17 23:09:26] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 80, Z= 504
[2024-03-17 23:09:26] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 81, Z= 504
[2024-03-17 23:09:26] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 82, Z= 504
[2024-03-17 23:09:26] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 83, Z= 504
[2024-03-17 23:09:27] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 79, Z= 505
[2024-03-17 23:09:27] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 80, Z= 505
[2024-03-17 23:09:27] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 81, Z= 505
[2024-03-17 23:09:27] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 82, Z= 505
[2024-03-17 23:09:27] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 83, Z= 505
[2024-03-17 23:09:35] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1266, Y= 83, Z= 504
[2024-03-17 23:09:35] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1266, Y= 82, Z= 504
[2024-03-17 23:09:35] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1267, Y= 82, Z= 504
[2024-03-17 23:09:35] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1267, Y= 82, Z= 503
[2024-03-17 23:09:35] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1268, Y= 82, Z= 503
[2024-03-17 23:09:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 84, Z= 504
[2024-03-17 23:09:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1264, Y= 84, Z= 504
[2024-03-17 23:09:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 85, Z= 504
[2024-03-17 23:09:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1264, Y= 85, Z= 504
[2024-03-17 23:09:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 86, Z= 504
[2024-03-17 23:09:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 86, Z= 505
[2024-03-17 23:09:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 87, Z= 505
[2024-03-17 23:09:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 85, Z= 505
[2024-03-17 23:09:44] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 84, Z= 505
[2024-03-17 23:09:45] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 88, Z= 505
[2024-03-17 23:09:45] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 87, Z= 504
[2024-03-17 23:09:45] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 88, Z= 504
[2024-03-17 23:09:47] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 89, Z= 504
[2024-03-17 23:09:52] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 89, Z= 505
[2024-03-17 23:09:52] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 90, Z= 505
[2024-03-17 23:09:53] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 91, Z= 505
[2024-03-17 23:09:53] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 90, Z= 504
[2024-03-17 23:09:53] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 91, Z= 504
[2024-03-17 23:10:10] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 95, Z= 505
[2024-03-17 23:10:10] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 96, Z= 505
[2024-03-17 23:10:10] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 97, Z= 505
[2024-03-17 23:10:10] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 98, Z= 505
[2024-03-17 23:10:10] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 99, Z= 505
[2024-03-17 23:10:11] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 95, Z= 504
[2024-03-17 23:10:11] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 96, Z= 504
[2024-03-17 23:10:11] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 97, Z= 504
[2024-03-17 23:10:11] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 98, Z= 504
[2024-03-17 23:10:11] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 99, Z= 504
[2024-03-17 23:10:17] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 100, Z= 504
[2024-03-17 23:10:17] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 101, Z= 504
[2024-03-17 23:10:17] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 102, Z= 504
[2024-03-17 23:10:17] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 103, Z= 504
[2024-03-17 23:10:17] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 104, Z= 504
[2024-03-17 23:10:18] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 103, Z= 505
[2024-03-17 23:10:18] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 104, Z= 505
[2024-03-17 23:10:18] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 102, Z= 505
[2024-03-17 23:10:18] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 100, Z= 505
[2024-03-17 23:10:18] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 101, Z= 505
[2024-03-17 23:10:18] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 103, Z= 506
[2024-03-17 23:10:29] [world] The Player <TurtleDuck> has broke SLIME_BLOCK at X= 4002, Y= 66, Z= -1873
[2024-03-17 23:10:30] [world] The Player <TurtleDuck> has broke SLIME_BLOCK at X= 4002, Y= 66, Z= -1872
[2024-03-17 23:10:31] [world] The Player <TurtleDuck> has broke SLIME_BLOCK at X= 4002, Y= 65, Z= -1873
[2024-03-17 23:10:33] [world] The Player <TurtleDuck> has broke GRASS at X= 4005, Y= 64, Z= -1880
[2024-03-17 23:10:33] [world] The Player <TurtleDuck> has broke GRASS at X= 4006, Y= 64, Z= -1880
[2024-03-17 23:10:33] [world] The Player <TurtleDuck> has broke GRASS at X= 4007, Y= 64, Z= -1880
[2024-03-17 23:10:34] [world] The Player <TurtleDuck> has broke GRASS at X= 4009, Y= 64, Z= -1880
[2024-03-17 23:10:35] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 105, Z= 504
[2024-03-17 23:10:35] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 106, Z= 504
[2024-03-17 23:10:35] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 107, Z= 504
[2024-03-17 23:10:35] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 106, Z= 505
[2024-03-17 23:10:35] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 107, Z= 505
[2024-03-17 23:10:35] [world] The Player <TurtleDuck> has broke GRASS at X= 4010, Y= 64, Z= -1880
[2024-03-17 23:10:36] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 105, Z= 505
[2024-03-17 23:10:36] [world] The Player <TurtleDuck> has broke GRASS at X= 4008, Y= 64, Z= -1880
[2024-03-17 23:10:36] [world] The Player <TurtleDuck> has broke GRASS at X= 4007, Y= 64, Z= -1879
[2024-03-17 23:10:37] [world] The Player <TurtleDuck> has broke LONG_GRASS at X= 4009, Y= 65, Z= -1878
[2024-03-17 23:10:38] [world] The Player <TurtleDuck> has broke GRASS at X= 4010, Y= 64, Z= -1879
[2024-03-17 23:10:38] [world] The Player <TurtleDuck> has broke LONG_GRASS at X= 4009, Y= 65, Z= -1879
[2024-03-17 23:10:39] [world] The Player <TurtleDuck> has broke GRASS at X= 4008, Y= 64, Z= -1879
[2024-03-17 23:10:40] [world] The Player <TurtleDuck> has broke GRASS at X= 4006, Y= 64, Z= -1879
[2024-03-17 23:10:40] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 108, Z= 504
[2024-03-17 23:10:40] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 109, Z= 504
[2024-03-17 23:10:40] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 110, Z= 504
[2024-03-17 23:10:40] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 111, Z= 504
[2024-03-17 23:10:40] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 112, Z= 504
[2024-03-17 23:10:41] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 111, Z= 505
[2024-03-17 23:10:41] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 109, Z= 505
[2024-03-17 23:10:41] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 110, Z= 505
[2024-03-17 23:10:41] [world] The Player <TurtleDuck> has broke GRASS at X= 4005, Y= 64, Z= -1879
[2024-03-17 23:10:41] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 108, Z= 505
[2024-03-17 23:10:41] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1266, Y= 110, Z= 505
[2024-03-17 23:10:41] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1266, Y= 109, Z= 505
[2024-03-17 23:10:41] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1266, Y= 110, Z= 506
[2024-03-17 23:10:41] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1266, Y= 111, Z= 506
[2024-03-17 23:10:41] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 110, Z= 506
[2024-03-17 23:10:41] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 111, Z= 506
[2024-03-17 23:10:42] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 112, Z= 505
[2024-03-17 23:10:42] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 113, Z= 505
[2024-03-17 23:10:43] [world] The Player <TurtleDuck> has broke GRASS at X= 4011, Y= 65, Z= -1880
[2024-03-17 23:10:44] [world] The Player <TurtleDuck> has broke GRASS at X= 4011, Y= 64, Z= -1879
[2024-03-17 23:10:44] [world] The Player <TurtleDuck> has broke DIRT at X= 4011, Y= 64, Z= -1880
[2024-03-17 23:10:45] [world] The Player <TurtleDuck> has broke GRASS at X= 4009, Y= 64, Z= -1879
[2024-03-17 23:10:47] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 113, Z= 504
[2024-03-17 23:10:48] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 114, Z= 504
[2024-03-17 23:10:48] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 115, Z= 504
[2024-03-17 23:10:48] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 116, Z= 504
[2024-03-17 23:10:48] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 117, Z= 504
[2024-03-17 23:10:48] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 116, Z= 505
[2024-03-17 23:10:48] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 115, Z= 505
[2024-03-17 23:10:48] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 114, Z= 505
[2024-03-17 23:10:48] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1266, Y= 115, Z= 505
[2024-03-17 23:10:48] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 115, Z= 506
[2024-03-17 23:10:48] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 116, Z= 506
[2024-03-17 23:10:48] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 117, Z= 505
[2024-03-17 23:10:54] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 118, Z= 504
[2024-03-17 23:10:54] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 118, Z= 505
[2024-03-17 23:10:54] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 119, Z= 505
[2024-03-17 23:10:55] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 120, Z= 505
[2024-03-17 23:10:55] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1266, Y= 120, Z= 505
[2024-03-17 23:10:55] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1266, Y= 120, Z= 506
[2024-03-17 23:10:55] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1266, Y= 121, Z= 506
[2024-03-17 23:10:55] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 119, Z= 504
[2024-03-17 23:10:55] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1266, Y= 121, Z= 505
[2024-03-17 23:10:55] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 120, Z= 504
[2024-03-17 23:10:55] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 121, Z= 504
[2024-03-17 23:10:55] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 122, Z= 504
[2024-03-17 23:10:56] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 121, Z= 505
[2024-03-17 23:10:56] [world_nether] The Player <NezukoChan> has broke NETHERRACK at X= -1265, Y= 122, Z= 505
