[2024-03-18 01:30:14] [world] The Player <NezukoChan> has broke DIRT at X= 100004, Y= 12, Z= 60
[2024-03-18 14:12:53] [world] The Player <character> has broke COAL_ORE at X= -726, Y= 28, Z= 167
[2024-03-18 14:12:54] [world] The Player <character> has broke COAL_ORE at X= -726, Y= 29, Z= 166
[2024-03-18 14:12:55] [world] The Player <character> has broke COAL_ORE at X= -726, Y= 28, Z= 166
[2024-03-18 14:12:56] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -602, Y= 19, Z= 640
[2024-03-18 14:12:57] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -602, Y= 18, Z= 641
[2024-03-18 14:12:57] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -602, Y= 19, Z= 641
[2024-03-18 14:12:57] [world] The Player <character> has broke COAL_ORE at X= -727, Y= 29, Z= 167
[2024-03-18 14:12:58] [world] The Player <character> has broke STONE at X= -727, Y= 28, Z= 167
[2024-03-18 14:12:58] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -603, Y= 19, Z= 640
[2024-03-18 14:12:58] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -603, Y= 19, Z= 641
[2024-03-18 14:12:59] [world] The Player <character> has broke COAL_ORE at X= -727, Y= 28, Z= 168
[2024-03-18 14:12:59] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -603, Y= 20, Z= 640
[2024-03-18 14:13:00] [world] The Player <character> has broke COAL_ORE at X= -727, Y= 28, Z= 169
[2024-03-18 14:13:05] [world] The Player <Biggie_Vinny> has broke COBBLESTONE at X= -721, Y= 65, Z= 298
[2024-03-18 14:13:10] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -623, Y= 19, Z= 621
[2024-03-18 14:13:11] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -623, Y= 19, Z= 620
[2024-03-18 14:13:11] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -622, Y= 19, Z= 620
[2024-03-18 14:13:12] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -622, Y= 20, Z= 621
[2024-03-18 14:13:12] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -622, Y= 19, Z= 621
[2024-03-18 14:13:14] [world_the_end] The Player <The_Amazing_Yao> has broke ENDER_STONE at X= 63, Y= 61, Z= 22
[2024-03-18 14:13:15] [world_the_end] The Player <The_Amazing_Yao> has broke ENDER_STONE at X= 63, Y= 61, Z= 21
[2024-03-18 14:13:16] [world_the_end] The Player <The_Amazing_Yao> has broke ENDER_STONE at X= 63, Y= 61, Z= 20
[2024-03-18 14:13:17] [world_the_end] The Player <The_Amazing_Yao> has broke ENDER_STONE at X= 63, Y= 61, Z= 19
[2024-03-18 14:13:19] [world_the_end] The Player <The_Amazing_Yao> has broke ENDER_STONE at X= 63, Y= 61, Z= 18
[2024-03-18 14:13:20] [world_the_end] The Player <The_Amazing_Yao> has broke ENDER_STONE at X= 63, Y= 61, Z= 17
[2024-03-18 14:13:20] [world] The Player <proman50> has broke STONE at X= -173, Y= 65, Z= 236
[2024-03-18 14:13:21] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -636, Y= 16, Z= 619
[2024-03-18 14:13:21] [world] The Player <proman50> has broke STONE at X= -172, Y= 65, Z= 236
[2024-03-18 14:13:22] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -635, Y= 16, Z= 620
[2024-03-18 14:13:22] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -636, Y= 16, Z= 620
[2024-03-18 14:13:22] [world] The Player <proman50> has broke STONE at X= -171, Y= 65, Z= 236
[2024-03-18 14:13:23] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -636, Y= 17, Z= 620
[2024-03-18 14:13:23] [world] The Player <proman50> has broke STONE at X= -170, Y= 65, Z= 236
[2024-03-18 14:13:24] [world] The Player <proman50> has broke STONE at X= -172, Y= 65, Z= 235
[2024-03-18 14:13:25] [world] The Player <Dave_TheCoolguy_> has broke SAPLING at X= -690, Y= 72, Z= 267
[2024-03-18 14:13:25] [world] The Player <proman50> has broke STONE at X= -171, Y= 65, Z= 235
[2024-03-18 14:13:26] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 101, Y= 50, Z= -2
[2024-03-18 14:13:26] [world] The Player <proman50> has broke STONE at X= -173, Y= 65, Z= 235
[2024-03-18 14:13:26] [world] The Player <character> has broke IRON_ORE at X= -744, Y= 31, Z= 154
[2024-03-18 14:13:27] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 101, Y= 49, Z= -2
[2024-03-18 14:13:27] [world] The Player <character> has broke IRON_ORE at X= -745, Y= 31, Z= 155
[2024-03-18 14:13:28] [world] The Player <proman50> has broke STONE at X= -174, Y= 65, Z= 236
[2024-03-18 14:13:28] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 102, Y= 50, Z= -2
[2024-03-18 14:13:29] [world] The Player <character> has broke IRON_ORE at X= -745, Y= 32, Z= 155
[2024-03-18 14:13:30] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 102, Y= 49, Z= -2
[2024-03-18 14:13:30] [world] The Player <proman50> has broke STONE at X= -175, Y= 65, Z= 237
[2024-03-18 14:13:30] [world] The Player <character> has broke IRON_ORE at X= -744, Y= 32, Z= 154
[2024-03-18 14:13:30] [world] The Player <I_am_amazing> has broke STONE at X= -638, Y= 14, Z= 618
[2024-03-18 14:13:31] [world] The Player <I_am_amazing> has broke STONE at X= -638, Y= 13, Z= 618
[2024-03-18 14:13:31] [world] The Player <proman50> has broke STONE at X= -175, Y= 65, Z= 236
[2024-03-18 14:13:31] [world] The Player <I_am_amazing> has broke STONE at X= -637, Y= 13, Z= 618
[2024-03-18 14:13:31] [world] The Player <I_am_amazing> has broke STONE at X= -637, Y= 14, Z= 619
[2024-03-18 14:13:31] [world] The Player <proman50> has broke STONE at X= -176, Y= 65, Z= 237
[2024-03-18 14:13:32] [world] The Player <I_am_amazing> has broke STONE at X= -637, Y= 13, Z= 619
[2024-03-18 14:13:32] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 102, Y= 49, Z= -1
[2024-03-18 14:13:32] [world] The Player <I_am_amazing> has broke STONE at X= -638, Y= 14, Z= 619
[2024-03-18 14:13:32] [world] The Player <proman50> has broke STONE at X= -175, Y= 65, Z= 238
[2024-03-18 14:13:32] [world] The Player <I_am_amazing> has broke STONE at X= -638, Y= 13, Z= 619
[2024-03-18 14:13:33] [world] The Player <proman50> has broke STONE at X= -175, Y= 65, Z= 239
[2024-03-18 14:13:33] [world] The Player <I_am_amazing> has broke STONE at X= -636, Y= 13, Z= 618
[2024-03-18 14:13:34] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 102, Y= 50, Z= 0
[2024-03-18 14:13:34] [world] The Player <I_am_amazing> has broke STONE at X= -636, Y= 14, Z= 619
[2024-03-18 14:13:34] [world] The Player <proman50> has broke STONE at X= -176, Y= 65, Z= 239
[2024-03-18 14:13:35] [world] The Player <I_am_amazing> has broke STONE at X= -636, Y= 13, Z= 619
[2024-03-18 14:13:35] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 102, Y= 50, Z= 1
[2024-03-18 14:13:35] [world] The Player <proman50> has broke STONE at X= -177, Y= 65, Z= 239
[2024-03-18 14:13:35] [world] The Player <I_am_amazing> has broke STONE at X= -636, Y= 12, Z= 619
[2024-03-18 14:13:36] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 102, Y= 49, Z= 1
[2024-03-18 14:13:36] [world] The Player <proman50> has broke STONE at X= -177, Y= 65, Z= 240
[2024-03-18 14:13:37] [world] The Player <proman50> has broke STONE at X= -177, Y= 65, Z= 241
[2024-03-18 14:13:38] [world] The Player <I_am_amazing> has broke STONE at X= -632, Y= 12, Z= 618
[2024-03-18 14:13:38] [world] The Player <I_am_amazing> has broke STONE at X= -632, Y= 11, Z= 618
[2024-03-18 14:13:39] [world] The Player <I_am_amazing> has broke STONE at X= -632, Y= 11, Z= 619
[2024-03-18 14:13:39] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -633, Y= 10, Z= 618
[2024-03-18 14:13:40] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -632, Y= 10, Z= 618
[2024-03-18 14:13:41] [world] The Player <proman50> has broke STONE at X= -174, Y= 65, Z= 239
[2024-03-18 14:13:41] [world] The Player <I_am_amazing> has broke STONE at X= -632, Y= 11, Z= 617
[2024-03-18 14:13:41] [world] The Player <proman50> has broke STONE at X= -173, Y= 65, Z= 239
[2024-03-18 14:13:42] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -632, Y= 10, Z= 617
[2024-03-18 14:13:42] [world] The Player <proman50> has broke STONE at X= -174, Y= 65, Z= 238
[2024-03-18 14:13:42] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 102, Y= 49, Z= 0
[2024-03-18 14:13:43] [world] The Player <proman50> has broke STONE at X= -174, Y= 65, Z= 237
[2024-03-18 14:13:44] [world] The Player <character> has broke IRON_ORE at X= -746, Y= 27, Z= 126
[2024-03-18 14:13:44] [world] The Player <proman50> has broke STONE at X= -173, Y= 65, Z= 237
[2024-03-18 14:13:45] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -633, Y= 10, Z= 617
[2024-03-18 14:13:45] [world] The Player <proman50> has broke STONE at X= -172, Y= 65, Z= 237
[2024-03-18 14:13:45] [world] The Player <character> has broke IRON_ORE at X= -746, Y= 26, Z= 126
[2024-03-18 14:13:46] [world] The Player <character> has broke STONE at X= -746, Y= 27, Z= 125
[2024-03-18 14:13:47] [world_the_end] The Player <The_Amazing_Yao> has broke STONE at X= 61, Y= 64, Z= 1
[2024-03-18 14:13:47] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 102, Y= 49, Z= -1
[2024-03-18 14:13:47] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -633, Y= 9, Z= 618
[2024-03-18 14:13:48] [world] The Player <character> has broke IRON_ORE at X= -746, Y= 26, Z= 125
[2024-03-18 14:13:48] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -632, Y= 9, Z= 618
[2024-03-18 14:13:48] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -632, Y= 9, Z= 617
[2024-03-18 14:13:49] [world] The Player <character> has broke IRON_ORE at X= -746, Y= 25, Z= 125
[2024-03-18 14:13:49] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -633, Y= 9, Z= 617
[2024-03-18 14:13:50] [world] The Player <character> has broke IRON_ORE at X= -745, Y= 26, Z= 125
[2024-03-18 14:13:51] [world] The Player <character> has broke IRON_ORE at X= -745, Y= 25, Z= 125
[2024-03-18 14:13:52] [world] The Player <character> has broke IRON_ORE at X= -745, Y= 26, Z= 126
[2024-03-18 14:13:53] [world] The Player <character> has broke IRON_ORE at X= -745, Y= 25, Z= 126
[2024-03-18 14:13:54] [world] The Player <character> has broke IRON_ORE at X= -746, Y= 25, Z= 126
[2024-03-18 14:13:56] [world] The Player <character> has broke IRON_ORE at X= -745, Y= 24, Z= 125
[2024-03-18 14:14:00] [world] The Player <I_am_amazing> has broke STONE at X= -635, Y= 12, Z= 612
[2024-03-18 14:14:01] [world] The Player <I_am_amazing> has broke STONE at X= -636, Y= 12, Z= 613
[2024-03-18 14:14:02] [world] The Player <I_am_amazing> has broke STONE at X= -636, Y= 12, Z= 612
[2024-03-18 14:14:02] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -636, Y= 11, Z= 613
[2024-03-18 14:14:03] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -636, Y= 11, Z= 612
[2024-03-18 14:14:03] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -637, Y= 11, Z= 613
[2024-03-18 14:14:04] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -637, Y= 11, Z= 612
[2024-03-18 14:14:05] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -637, Y= 11, Z= 614
[2024-03-18 14:14:06] [world] The Player <I_am_amazing> has broke IRON_ORE at X= -636, Y= 10, Z= 612
[2024-03-18 14:14:07] [world] The Player <proman50> has broke LONG_GRASS at X= -207, Y= 65, Z= 285
[2024-03-18 14:14:13] [world] The Player <character> has broke IRON_ORE at X= -745, Y= 31, Z= 163
[2024-03-18 14:14:22] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 101, Y= 55, Z= 0
[2024-03-18 14:14:24] [world] The Player <character> has broke STONE at X= -745, Y= 36, Z= 167
[2024-03-18 14:14:25] [world] The Player <character> has broke IRON_ORE at X= -745, Y= 37, Z= 167
[2024-03-18 14:14:28] [world] The Player <character> has broke IRON_ORE at X= -746, Y= 37, Z= 167
[2024-03-18 14:14:37] [world] The Player <proman50> has broke SAND at X= -218, Y= 62, Z= 290
[2024-03-18 14:14:56] [world] The Player <character> has broke COAL_ORE at X= -723, Y= 29, Z= 174
[2024-03-18 14:14:58] [world] The Player <character> has broke COAL_ORE at X= -723, Y= 29, Z= 175
[2024-03-18 14:15:08] [world] The Player <character> has broke COAL_ORE at X= -740, Y= 31, Z= 188
[2024-03-18 14:15:09] [world] The Player <character> has broke COAL_ORE at X= -740, Y= 31, Z= 187
[2024-03-18 14:15:11] [world] The Player <character> has broke COAL_ORE at X= -739, Y= 32, Z= 186
[2024-03-18 14:15:12] [world] The Player <character> has broke COAL_ORE at X= -740, Y= 32, Z= 186
[2024-03-18 14:15:13] [world] The Player <character> has broke COAL_ORE at X= -739, Y= 31, Z= 186
[2024-03-18 14:15:14] [world] The Player <character> has broke COAL_ORE at X= -740, Y= 31, Z= 186
[2024-03-18 14:15:15] [world] The Player <character> has broke COAL_ORE at X= -740, Y= 32, Z= 185
[2024-03-18 14:15:16] [world] The Player <character> has broke COAL_ORE at X= -739, Y= 32, Z= 185
[2024-03-18 14:15:17] [world] The Player <character> has broke COAL_ORE at X= -739, Y= 33, Z= 186
[2024-03-18 14:15:18] [world] The Player <character> has broke COAL_ORE at X= -740, Y= 33, Z= 186
[2024-03-18 14:15:20] [world] The Player <character> has broke COAL_ORE at X= -740, Y= 33, Z= 185
[2024-03-18 14:15:20] [world] The Player <character> has broke STONE at X= -741, Y= 33, Z= 185
[2024-03-18 14:15:22] [world] The Player <character> has broke COAL_ORE at X= -739, Y= 33, Z= 185
[2024-03-18 14:15:23] [world] The Player <character> has broke COAL_ORE at X= -739, Y= 32, Z= 184
[2024-03-18 14:15:24] [world] The Player <character> has broke COAL_ORE at X= -739, Y= 33, Z= 184
[2024-03-18 14:15:26] [world] The Player <character> has broke COAL_ORE at X= -738, Y= 33, Z= 185
[2024-03-18 14:15:27] [world] The Player <character> has broke COAL_ORE at X= -738, Y= 32, Z= 185
[2024-03-18 14:15:45] [world] The Player <VeerIsKKK> has broke GRASS at X= 500, Y= 91, Z= 2237
[2024-03-18 14:15:51] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 6, Y= 59, Z= 16
[2024-03-18 14:15:54] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 6, Y= 58, Z= 23
[2024-03-18 14:15:55] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 6, Y= 58, Z= 24
[2024-03-18 14:15:56] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 6, Y= 58, Z= 25
[2024-03-18 14:15:57] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 6, Y= 58, Z= 26
[2024-03-18 14:15:59] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 6, Y= 58, Z= 27
[2024-03-18 14:16:00] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 6, Y= 58, Z= 28
[2024-03-18 14:16:01] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 6, Y= 58, Z= 29
[2024-03-18 14:16:04] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 6, Y= 58, Z= 30
[2024-03-18 14:16:05] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 6, Y= 58, Z= 31
[2024-03-18 14:16:06] [world_the_end] The Player <MonkeyTrainer> has broke OBSIDIAN at X= 100, Y= 48, Z= 2
[2024-03-18 14:16:06] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 6, Y= 58, Z= 32
[2024-03-18 14:16:08] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 7, Y= 57, Z= 37
[2024-03-18 14:16:09] [world] The Player <Tester> has broke NETHER_WARTS at X= -10189, Y= 63, Z= 4107
[2024-03-18 14:16:09] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 7, Y= 57, Z= 38
[2024-03-18 14:16:10] [world] The Player <Tester> has broke NETHER_WARTS at X= -10190, Y= 63, Z= 4107
[2024-03-18 14:16:10] [world] The Player <Tester> has broke NETHER_WARTS at X= -10190, Y= 63, Z= 4106
[2024-03-18 14:16:11] [world_the_end] The Player <somebody139> has broke ENDER_STONE at X= 7, Y= 57, Z= 39
[2024-03-18 14:16:15] [world] The Player <Tester> has broke NETHER_WARTS at X= -10188, Y= 63, Z= 4105
[2024-03-18 14:16:16] [world] The Player <WienerDogFace> has broke WORKBENCH at X= -456, Y= 10, Z= 1325
[2024-03-18 14:16:18] [world] The Player <Tester> has broke NETHER_WARTS at X= -10189, Y= 63, Z= 4104
[2024-03-18 14:16:24] [world] The Player <WienerDogFace> has broke GLOWING_REDSTONE_ORE at X= -455, Y= 10, Z= 1338
[2024-03-18 14:16:25] [world] The Player <WienerDogFace> has broke GLOWING_REDSTONE_ORE at X= -455, Y= 10, Z= 1337
[2024-03-18 14:16:25] [world] The Player <WienerDogFace> has broke GLOWING_REDSTONE_ORE at X= -455, Y= 9, Z= 1338
[2024-03-18 14:16:26] [world] The Player <WienerDogFace> has broke GLOWING_REDSTONE_ORE at X= -455, Y= 9, Z= 1337
[2024-03-18 14:16:26] [world] The Player <WienerDogFace> has broke GLOWING_REDSTONE_ORE at X= -454, Y= 10, Z= 1337
[2024-03-18 14:16:27] [world] The Player <WienerDogFace> has broke GLOWING_REDSTONE_ORE at X= -454, Y= 9, Z= 1337
[2024-03-18 14:16:27] [world] The Player <WienerDogFace> has broke GLOWING_REDSTONE_ORE at X= -454, Y= 10, Z= 1338
[2024-03-18 14:16:28] [world] The Player <WienerDogFace> has broke GLOWING_REDSTONE_ORE at X= -454, Y= 9, Z= 1338
[2024-03-18 14:16:35] [world] The Player <MrBlob2U> has broke STONE at X= -779, Y= 12, Z= 200
[2024-03-18 14:16:35] [world] The Player <MrBlob2U> has broke STONE at X= -779, Y= 11, Z= 200
[2024-03-18 14:16:35] [world] The Player <MrBlob2U> has broke STONE at X= -778, Y= 12, Z= 200
[2024-03-18 14:16:36] [world] The Player <MrBlob2U> has broke STONE at X= -778, Y= 11, Z= 200
[2024-03-18 14:16:36] [world] The Player <MrBlob2U> has broke STONE at X= -777, Y= 12, Z= 200
[2024-03-18 14:16:37] [world] The Player <MrBlob2U> has broke STONE at X= -777, Y= 11, Z= 200
[2024-03-18 14:16:37] [world] The Player <MrBlob2U> has broke STONE at X= -776, Y= 12, Z= 200
[2024-03-18 14:16:38] [world] The Player <MrBlob2U> has broke STONE at X= -776, Y= 11, Z= 200
[2024-03-18 14:16:38] [world] The Player <MrBlob2U> has broke STONE at X= -775, Y= 12, Z= 200
[2024-03-18 14:16:38] [world] The Player <MrBlob2U> has broke STONE at X= -775, Y= 11, Z= 200
[2024-03-18 14:16:39] [world] The Player <MrBlob2U> has broke STONE at X= -774, Y= 11, Z= 200
[2024-03-18 14:16:39] [world] The Player <MrBlob2U> has broke STONE at X= -774, Y= 12, Z= 200
[2024-03-18 14:16:40] [world] The Player <MrBlob2U> has broke STONE at X= -773, Y= 11, Z= 200
[2024-03-18 14:16:40] [world] The Player <MrBlob2U> has broke STONE at X= -772, Y= 11, Z= 200
[2024-03-18 14:16:40] [world] The Player <MrBlob2U> has broke STONE at X= -771, Y= 11, Z= 200
[2024-03-18 14:16:41] [world] The Player <WienerDogFace> has broke STONE at X= -456, Y= 9, Z= 1346
[2024-03-18 14:16:41] [world] The Player <MrBlob2U> has broke STONE at X= -773, Y= 12, Z= 200
[2024-03-18 14:16:42] [world] The Player <WienerDogFace> has broke STONE at X= -456, Y= 9, Z= 1347
[2024-03-18 14:16:43] [world] The Player <MrBlob2U> has broke STONE at X= -775, Y= 12, Z= 201
[2024-03-18 14:16:44] [world] The Player <MrBlob2U> has broke STONE at X= -775, Y= 11, Z= 201
[2024-03-18 14:16:44] [world] The Player <MrBlob2U> has broke STONE at X= -775, Y= 11, Z= 202
[2024-03-18 14:16:46] [world] The Player <MrBlob2U> has broke STONE at X= -775, Y= 12, Z= 202
[2024-03-18 14:16:51] [world] The Player <WienerDogFace> has broke STONE at X= -456, Y= 9, Z= 1312
[2024-03-18 14:17:21] [world] The Player <proman50> has broke SAND at X= -467, Y= 70, Z= 179
[2024-03-18 14:17:23] [world] The Player <Dave_TheCoolguy_> has broke SAPLING at X= -676, Y= 72, Z= 300
[2024-03-18 14:17:45] [world] The Player <Dave_TheCoolguy_> has broke LONG_GRASS at X= -688, Y= 72, Z= 318
[2024-03-18 14:17:46] [world] The Player <Dave_TheCoolguy_> has broke SAPLING at X= -687, Y= 72, Z= 318
[2024-03-18 14:17:53] [world] The Player <Dave_TheCoolguy_> has broke SAPLING at X= -679, Y= 72, Z= 326
[2024-03-18 14:18:27] [world] The Player <proman50> has broke DEAD_BUSH at X= -502, Y= 64, Z= 326
[2024-03-18 14:18:38] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 46, Z= -466
[2024-03-18 14:18:38] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 43, Z= -463
[2024-03-18 14:18:39] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 41, Z= -461
[2024-03-18 14:18:39] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 40, Z= -460
[2024-03-18 14:18:40] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 39, Z= -459
[2024-03-18 14:18:43] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 32, Z= -452
[2024-03-18 14:18:43] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 31, Z= -451
[2024-03-18 14:18:43] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 30, Z= -450
[2024-03-18 14:18:44] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 29, Z= -449
[2024-03-18 14:18:45] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 26, Z= -446
[2024-03-18 14:18:45] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 25, Z= -445
[2024-03-18 14:18:45] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 24, Z= -444
[2024-03-18 14:18:48] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 20, Z= -444
[2024-03-18 14:18:49] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 20, Z= -443
[2024-03-18 14:18:49] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 20, Z= -442
[2024-03-18 14:18:49] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 19, Z= -443
[2024-03-18 14:18:50] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 19, Z= -442
[2024-03-18 14:18:50] [world] The Player <The_Amazing_Yao> has broke STONE at X= 512, Y= 103, Z= 2241
[2024-03-18 14:18:50] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 18, Z= -442
[2024-03-18 14:18:51] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 17, Z= -442
[2024-03-18 14:18:51] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 16, Z= -442
[2024-03-18 14:18:51] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 15, Z= -442
[2024-03-18 14:18:52] [world] The Player <MrBlob2U> has broke STONE at X= -501, Y= 14, Z= -442
[2024-03-18 14:18:52] [world] The Player <The_Amazing_Yao> has broke SNOW at X= 510, Y= 103, Z= 2241
[2024-03-18 14:18:53] [world] The Player <The_Amazing_Yao> has broke STONE at X= 510, Y= 102, Z= 2241
[2024-03-18 14:18:54] [world] The Player <The_Amazing_Yao> has broke STONE at X= 509, Y= 102, Z= 2241
[2024-03-18 14:18:55] [world] The Player <The_Amazing_Yao> has broke SNOW at X= 508, Y= 103, Z= 2241
[2024-03-18 14:18:56] [world] The Player <The_Amazing_Yao> has broke STONE at X= 508, Y= 102, Z= 2241
[2024-03-18 14:19:11] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 98, Y= 55, Z= 0
[2024-03-18 14:19:18] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 98, Y= 55, Z= 1
[2024-03-18 14:19:44] [world_the_end] The Player <MonkeyTrainer> has broke SAND at X= 100, Y= 55, Z= -2
[2024-03-18 14:20:05] [world] The Player <MrBlob2U> has broke STONE at X= -609, Y= 51, Z= 186
[2024-03-18 14:20:06] [world] The Player <MrBlob2U> has broke STONE at X= -609, Y= 50, Z= 186
[2024-03-18 14:20:07] [world] The Player <MrBlob2U> has broke STONE at X= -609, Y= 50, Z= 185
[2024-03-18 14:20:08] [world] The Player <MrBlob2U> has broke STONE at X= -609, Y= 51, Z= 185
[2024-03-18 14:20:10] [world] The Player <MrBlob2U> has broke DIRT at X= -609, Y= 51, Z= 184
[2024-03-18 14:20:11] [world] The Player <MrBlob2U> has broke STONE at X= -609, Y= 50, Z= 184
[2024-03-18 14:20:12] [world] The Player <MrBlob2U> has broke DIRT at X= -609, Y= 51, Z= 183
[2024-03-18 14:20:13] [world] The Player <MrBlob2U> has broke STONE at X= -609, Y= 50, Z= 183
[2024-03-18 14:20:14] [world] The Player <MrBlob2U> has broke COBBLESTONE at X= -610, Y= 51, Z= 183
[2024-03-18 14:20:15] [world] The Player <MrBlob2U> has broke COBBLESTONE at X= -610, Y= 50, Z= 183
[2024-03-18 14:20:22] [world] The Player <MrBlob2U> has broke STONE at X= -609, Y= 49, Z= 183
[2024-03-18 14:20:23] [world] The Player <MrBlob2U> has broke COBBLESTONE at X= -610, Y= 49, Z= 183
[2024-03-18 14:20:28] [world] The Player <sharky> has broke SAND at X= -454, Y= 67, Z= -490
[2024-03-18 14:20:29] [world] The Player <sharky> has broke SAND at X= -453, Y= 67, Z= -489
[2024-03-18 14:20:30] [world] The Player <sharky> has broke SAND at X= -453, Y= 67, Z= -490
[2024-03-18 14:20:30] [world] The Player <sharky> has broke SAND at X= -454, Y= 67, Z= -489
[2024-03-18 14:20:31] [world] The Player <sharky> has broke SAND at X= -453, Y= 67, Z= -488
[2024-03-18 14:20:31] [world] The Player <sharky> has broke SAND at X= -454, Y= 67, Z= -488
[2024-03-18 14:20:32] [world] The Player <sharky> has broke SAND at X= -452, Y= 67, Z= -488
[2024-03-18 14:20:32] [world] The Player <sharky> has broke SAND at X= -452, Y= 67, Z= -489
[2024-03-18 14:20:33] [world] The Player <sharky> has broke SAND at X= -452, Y= 67, Z= -490
[2024-03-18 14:20:34] [world] The Player <sharky> has broke SAND at X= -454, Y= 67, Z= -487
[2024-03-18 14:20:35] [world] The Player <sharky> has broke SAND at X= -453, Y= 67, Z= -487
[2024-03-18 14:20:35] [world] The Player <sharky> has broke SAND at X= -452, Y= 67, Z= -487
[2024-03-18 14:20:36] [world] The Player <sharky> has broke SAND at X= -451, Y= 67, Z= -487
[2024-03-18 14:20:36] [world] The Player <MrBlob2U> has broke STONE at X= -613, Y= 50, Z= 189
[2024-03-18 14:20:37] [world] The Player <MrBlob2U> has broke STONE at X= -614, Y= 50, Z= 189
[2024-03-18 14:20:37] [world] The Player <sharky> has broke SAND at X= -451, Y= 67, Z= -489
[2024-03-18 14:20:37] [world] The Player <Tester> has broke STONE at X= -10186, Y= 65, Z= 4120
