[2024-03-21 19:44:50] [world] The Player <Dave_TheCoolGuy> has broke LEAVES at X= -666, Y= 73, Z= 306
[2024-03-22 14:15:28] [world] The Player <Autistic_Man> has broke STONE at X= -1307, Y= 5, Z= -349
[2024-03-22 14:15:28] [world] The Player <Mudkips_Rule> has broke DIRT at X= -1347, Y= 5, Z= -363
[2024-03-22 14:15:28] [world] The Player <Mudkips_Rule> has broke DIRT at X= -1347, Y= 5, Z= -364
[2024-03-22 14:15:28] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -176, Y= 100, Z= 50
[2024-03-22 14:15:28] [world] The Player <Autistic_Man> has broke STONE at X= -1306, Y= 6, Z= -349
[2024-03-22 14:15:29] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -175, Y= 100, Z= 50
[2024-03-22 14:15:29] [world] The Player <Autistic_Man> has broke STONE at X= -1306, Y= 5, Z= -349
[2024-03-22 14:15:30] [world] The Player <Autistic_Man> has broke STONE at X= -1305, Y= 6, Z= -349
[2024-03-22 14:15:30] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -175, Y= 100, Z= 49
[2024-03-22 14:15:31] [world] The Player <Autistic_Man> has broke STONE at X= -1305, Y= 5, Z= -349
[2024-03-22 14:15:31] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -175, Y= 100, Z= 48
[2024-03-22 14:15:32] [world] The Player <Autistic_Man> has broke STONE at X= -1304, Y= 6, Z= -349
[2024-03-22 14:15:32] [world] The Player <Autistic_Man> has broke STONE at X= -1304, Y= 5, Z= -349
[2024-03-22 14:15:32] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -174, Y= 100, Z= 48
[2024-03-22 14:15:33] [world] The Player <Autistic_Man> has broke STONE at X= -1303, Y= 6, Z= -349
[2024-03-22 14:15:34] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -174, Y= 100, Z= 49
[2024-03-22 14:15:34] [world] The Player <Autistic_Man> has broke STONE at X= -1303, Y= 5, Z= -349
[2024-03-22 14:15:34] [world] The Player <Mudkips_Rule> has broke DIRT at X= -1347, Y= 5, Z= -364
[2024-03-22 14:15:34] [world] The Player <Autistic_Man> has broke STONE at X= -1302, Y= 6, Z= -349
[2024-03-22 14:15:35] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -174, Y= 100, Z= 50
[2024-03-22 14:15:35] [world] The Player <Autistic_Man> has broke STONE at X= -1302, Y= 5, Z= -349
[2024-03-22 14:15:36] [world] The Player <Autistic_Man> has broke STONE at X= -1301, Y= 6, Z= -349
[2024-03-22 14:15:36] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -173, Y= 100, Z= 48
[2024-03-22 14:15:36] [world] The Player <Autistic_Man> has broke STONE at X= -1301, Y= 5, Z= -349
[2024-03-22 14:15:37] [world] The Player <Autistic_Man> has broke STONE at X= -1300, Y= 6, Z= -349
[2024-03-22 14:15:37] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -173, Y= 100, Z= 49
[2024-03-22 14:15:38] [world] The Player <Autistic_Man> has broke STONE at X= -1300, Y= 5, Z= -349
[2024-03-22 14:15:38] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -173, Y= 100, Z= 50
[2024-03-22 14:15:39] [world] The Player <Autistic_Man> has broke STONE at X= -1299, Y= 6, Z= -349
[2024-03-22 14:15:39] [world] The Player <Autistic_Man> has broke STONE at X= -1299, Y= 5, Z= -349
[2024-03-22 14:15:40] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -172, Y= 100, Z= 48
[2024-03-22 14:15:40] [world] The Player <Autistic_Man> has broke STONE at X= -1298, Y= 6, Z= -349
[2024-03-22 14:15:41] [world] The Player <Autistic_Man> has broke STONE at X= -1297, Y= 6, Z= -349
[2024-03-22 14:15:41] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -172, Y= 100, Z= 49
[2024-03-22 14:15:42] [world] The Player <Autistic_Man> has broke STONE at X= -1298, Y= 5, Z= -349
[2024-03-22 14:15:42] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -172, Y= 100, Z= 50
[2024-03-22 14:15:43] [world] The Player <Autistic_Man> has broke STONE at X= -1297, Y= 5, Z= -349
[2024-03-22 14:15:43] [world] The Player <Autistic_Man> has broke STONE at X= -1296, Y= 5, Z= -349
[2024-03-22 14:15:44] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -171, Y= 100, Z= 48
[2024-03-22 14:15:44] [world] The Player <Autistic_Man> has broke STONE at X= -1296, Y= 6, Z= -349
[2024-03-22 14:15:44] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -369, Y= 61, Z= 44
[2024-03-22 14:15:45] [world] The Player <Autistic_Man> has broke STONE at X= -1295, Y= 6, Z= -349
[2024-03-22 14:15:45] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -171, Y= 100, Z= 49
[2024-03-22 14:15:45] [world] The Player <Autistic_Man> has broke STONE at X= -1295, Y= 5, Z= -349
[2024-03-22 14:15:46] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -171, Y= 100, Z= 50
[2024-03-22 14:15:46] [world] The Player <Autistic_Man> has broke STONE at X= -1294, Y= 6, Z= -349
[2024-03-22 14:15:47] [world] The Player <Autistic_Man> has broke STONE at X= -1294, Y= 5, Z= -349
[2024-03-22 14:15:47] [world] The Player <Autistic_Man> has broke STONE at X= -1293, Y= 6, Z= -349
[2024-03-22 14:15:48] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -170, Y= 100, Z= 48
[2024-03-22 14:15:48] [world] The Player <Autistic_Man> has broke STONE at X= -1293, Y= 5, Z= -349
[2024-03-22 14:15:49] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -170, Y= 100, Z= 49
[2024-03-22 14:15:49] [world] The Player <Autistic_Man> has broke STONE at X= -1292, Y= 6, Z= -349
[2024-03-22 14:15:50] [world] The Player <Autistic_Man> has broke STONE at X= -1292, Y= 5, Z= -349
[2024-03-22 14:15:50] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -170, Y= 100, Z= 50
[2024-03-22 14:15:50] [world] The Player <Autistic_Man> has broke STONE at X= -1291, Y= 6, Z= -349
[2024-03-22 14:15:51] [world] The Player <Autistic_Man> has broke STONE at X= -1291, Y= 5, Z= -349
[2024-03-22 14:15:51] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -169, Y= 100, Z= 48
[2024-03-22 14:15:51] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -347, Y= 68, Z= 32
[2024-03-22 14:15:52] [world] The Player <Autistic_Man> has broke STONE at X= -1290, Y= 5, Z= -349
[2024-03-22 14:15:52] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -346, Y= 69, Z= 32
[2024-03-22 14:15:52] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -169, Y= 100, Z= 49
[2024-03-22 14:15:52] [world] The Player <Autistic_Man> has broke STONE at X= -1290, Y= 6, Z= -349
[2024-03-22 14:15:53] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -346, Y= 68, Z= 32
[2024-03-22 14:15:53] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -345, Y= 69, Z= 32
[2024-03-22 14:15:53] [world] The Player <Autistic_Man> has broke STONE at X= -1289, Y= 5, Z= -349
[2024-03-22 14:15:53] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -169, Y= 100, Z= 50
[2024-03-22 14:15:53] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -345, Y= 68, Z= 32
[2024-03-22 14:15:54] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -344, Y= 69, Z= 32
[2024-03-22 14:15:54] [world] The Player <Autistic_Man> has broke STONE at X= -1289, Y= 6, Z= -349
[2024-03-22 14:15:54] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -344, Y= 68, Z= 32
[2024-03-22 14:15:55] [world] The Player <Autistic_Man> has broke STONE at X= -1288, Y= 5, Z= -349
[2024-03-22 14:15:55] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 32
[2024-03-22 14:15:55] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 32
[2024-03-22 14:15:55] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -168, Y= 100, Z= 48
[2024-03-22 14:15:55] [world] The Player <Autistic_Man> has broke STONE at X= -1288, Y= 6, Z= -349
[2024-03-22 14:15:55] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -342, Y= 69, Z= 32
[2024-03-22 14:15:56] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -342, Y= 68, Z= 32
[2024-03-22 14:15:56] [world] The Player <Autistic_Man> has broke STONE at X= -1287, Y= 6, Z= -349
[2024-03-22 14:15:56] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -168, Y= 100, Z= 49
[2024-03-22 14:15:56] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -341, Y= 69, Z= 32
[2024-03-22 14:15:57] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 33
[2024-03-22 14:15:57] [world] The Player <Autistic_Man> has broke STONE at X= -1287, Y= 5, Z= -349
[2024-03-22 14:15:57] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 33
[2024-03-22 14:15:57] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -168, Y= 100, Z= 50
[2024-03-22 14:15:57] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 34
[2024-03-22 14:15:58] [world] The Player <Autistic_Man> has broke STONE at X= -1286, Y= 6, Z= -349
[2024-03-22 14:15:58] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 34
[2024-03-22 14:15:58] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 35
[2024-03-22 14:15:58] [world] The Player <Autistic_Man> has broke STONE at X= -1286, Y= 5, Z= -349
[2024-03-22 14:15:59] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 35
[2024-03-22 14:15:59] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 36
[2024-03-22 14:15:59] [world] The Player <Autistic_Man> has broke STONE at X= -1285, Y= 6, Z= -349
[2024-03-22 14:15:59] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 36
[2024-03-22 14:15:59] [world] The Player <proman50> has broke COAL_ORE at X= -501, Y= 61, Z= 146
[2024-03-22 14:16:00] [world] The Player <Autistic_Man> has broke STONE at X= -1285, Y= 5, Z= -349
[2024-03-22 14:16:00] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 37
[2024-03-22 14:16:00] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -167, Y= 100, Z= 48
[2024-03-22 14:16:00] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 37
[2024-03-22 14:16:00] [world] The Player <Autistic_Man> has broke STONE at X= -1284, Y= 5, Z= -349
[2024-03-22 14:16:01] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 38
[2024-03-22 14:16:01] [world] The Player <proman50> has broke COAL_ORE at X= -502, Y= 61, Z= 145
[2024-03-22 14:16:01] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 38
[2024-03-22 14:16:01] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -167, Y= 100, Z= 49
[2024-03-22 14:16:01] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 39
[2024-03-22 14:16:01] [world] The Player <proman50> has broke SANDSTONE at X= -501, Y= 61, Z= 145
[2024-03-22 14:16:02] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 39
[2024-03-22 14:16:02] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -167, Y= 100, Z= 50
[2024-03-22 14:16:03] [world] The Player <proman50> has broke COAL_ORE at X= -501, Y= 60, Z= 146
[2024-03-22 14:16:03] [world] The Player <proman50> has broke SANDSTONE at X= -502, Y= 61, Z= 146
[2024-03-22 14:16:03] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -166, Y= 100, Z= 48
[2024-03-22 14:16:04] [world] The Player <proman50> has broke COAL_ORE at X= -502, Y= 60, Z= 146
[2024-03-22 14:16:05] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -166, Y= 100, Z= 49
[2024-03-22 14:16:06] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -166, Y= 100, Z= 50
[2024-03-22 14:16:06] [world] The Player <proman50> has broke COAL_ORE at X= -502, Y= 60, Z= 145
[2024-03-22 14:16:07] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -165, Y= 100, Z= 49
[2024-03-22 14:16:08] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -165, Y= 100, Z= 50
[2024-03-22 14:16:09] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 40
[2024-03-22 14:16:09] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 40
[2024-03-22 14:16:10] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 41
[2024-03-22 14:16:10] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -165, Y= 100, Z= 48
[2024-03-22 14:16:10] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 41
[2024-03-22 14:16:11] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 42
[2024-03-22 14:16:11] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 42
[2024-03-22 14:16:11] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -164, Y= 100, Z= 48
[2024-03-22 14:16:11] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 43
[2024-03-22 14:16:12] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 43
[2024-03-22 14:16:12] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -164, Y= 100, Z= 49
[2024-03-22 14:16:12] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 44
[2024-03-22 14:16:13] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 44
[2024-03-22 14:16:13] [world] The Player <character> has broke ACACIA_STAIRS at X= -364, Y= 93, Z= -65
[2024-03-22 14:16:13] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 45
[2024-03-22 14:16:13] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -164, Y= 100, Z= 50
[2024-03-22 14:16:13] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 45
[2024-03-22 14:16:14] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 46
[2024-03-22 14:16:14] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 46
[2024-03-22 14:16:14] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 47
[2024-03-22 14:16:15] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -163, Y= 100, Z= 48
[2024-03-22 14:16:15] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 47
[2024-03-22 14:16:15] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 48
[2024-03-22 14:16:16] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 48
[2024-03-22 14:16:16] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -163, Y= 100, Z= 49
[2024-03-22 14:16:16] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 49
[2024-03-22 14:16:16] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 49
[2024-03-22 14:16:17] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -163, Y= 100, Z= 50
[2024-03-22 14:16:17] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 50
[2024-03-22 14:16:17] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 50
[2024-03-22 14:16:18] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 51
[2024-03-22 14:16:18] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 51
[2024-03-22 14:16:19] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 52
[2024-03-22 14:16:19] [world] The Player <proman50> has broke SANDSTONE at X= -526, Y= 63, Z= 130
[2024-03-22 14:16:19] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 52
[2024-03-22 14:16:19] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 53
[2024-03-22 14:16:20] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 53
[2024-03-22 14:16:20] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 69, Z= 54
[2024-03-22 14:16:20] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 68, Z= 54
[2024-03-22 14:16:21] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -343, Y= 62, Z= 56
[2024-03-22 14:16:24] [world] The Player <A_Random_Person> has broke COBBLESTONE at X= -1536, Y= 51, Z= -120
[2024-03-22 14:16:25] [world] The Player <A_Random_Person> has broke STONE at X= -1536, Y= 50, Z= -120
[2024-03-22 14:16:25] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -162, Y= 100, Z= 48
[2024-03-22 14:16:25] [world] The Player <A_Random_Person> has broke STONE at X= -1537, Y= 51, Z= -120
[2024-03-22 14:16:26] [world] The Player <A_Random_Person> has broke STONE at X= -1537, Y= 50, Z= -120
[2024-03-22 14:16:26] [world] The Player <A_Random_Person> has broke STONE at X= -1537, Y= 51, Z= -121
[2024-03-22 14:16:26] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -162, Y= 100, Z= 49
[2024-03-22 14:16:26] [world] The Player <A_Random_Person> has broke STONE at X= -1537, Y= 50, Z= -121
[2024-03-22 14:16:27] [world] The Player <A_Random_Person> has broke STONE at X= -1536, Y= 51, Z= -121
[2024-03-22 14:16:27] [world] The Player <A_Random_Person> has broke STONE at X= -1536, Y= 50, Z= -121
[2024-03-22 14:16:27] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -162, Y= 100, Z= 50
[2024-03-22 14:16:28] [world] The Player <A_Random_Person> has broke STONE at X= -1536, Y= 52, Z= -121
[2024-03-22 14:16:28] [world] The Player <A_Random_Person> has broke STONE at X= -1537, Y= 52, Z= -120
[2024-03-22 14:16:29] [world] The Player <A_Random_Person> has broke STONE at X= -1537, Y= 53, Z= -120
[2024-03-22 14:16:29] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -161, Y= 100, Z= 48
[2024-03-22 14:16:29] [world] The Player <A_Random_Person> has broke STONE at X= -1537, Y= 52, Z= -121
[2024-03-22 14:16:30] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -161, Y= 100, Z= 49
[2024-03-22 14:16:30] [world] The Player <A_Random_Person> has broke STONE at X= -1536, Y= 53, Z= -121
[2024-03-22 14:16:31] [world] The Player <A_Random_Person> has broke STONE at X= -1537, Y= 53, Z= -121
[2024-03-22 14:16:31] [world] The Player <A_Random_Person> has broke STONE at X= -1537, Y= 54, Z= -121
[2024-03-22 14:16:31] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -161, Y= 100, Z= 50
[2024-03-22 14:16:32] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -160, Y= 100, Z= 48
[2024-03-22 14:16:34] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -160, Y= 100, Z= 49
[2024-03-22 14:16:35] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -160, Y= 100, Z= 50
[2024-03-22 14:16:36] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -159, Y= 100, Z= 50
[2024-03-22 14:16:37] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -159, Y= 100, Z= 49
[2024-03-22 14:16:38] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -159, Y= 100, Z= 48
[2024-03-22 14:16:39] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -158, Y= 100, Z= 49
[2024-03-22 14:16:40] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -158, Y= 100, Z= 50
[2024-03-22 14:16:42] [world] The Player <proman50> has broke STONE at X= -544, Y= 61, Z= 137
[2024-03-22 14:16:42] [world] The Player <proman50> has broke STONE at X= -544, Y= 61, Z= 136
[2024-03-22 14:16:43] [world] The Player <proman50> has broke STONE at X= -544, Y= 61, Z= 135
[2024-03-22 14:16:45] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -157, Y= 100, Z= 49
[2024-03-22 14:16:46] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -157, Y= 100, Z= 50
[2024-03-22 14:16:47] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -156, Y= 100, Z= 50
[2024-03-22 14:16:48] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -158, Y= 100, Z= 48
[2024-03-22 14:16:49] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -156, Y= 100, Z= 49
[2024-03-22 14:16:51] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -157, Y= 100, Z= 48
[2024-03-22 14:16:51] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -347, Y= 76, Z= 57
[2024-03-22 14:16:52] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -156, Y= 100, Z= 48
[2024-03-22 14:16:52] [world] The Player <A_Random_Person> has broke STONE at X= -1539, Y= 51, Z= -116
[2024-03-22 14:16:53] [world] The Player <A_Random_Person> has broke STONE at X= -1539, Y= 51, Z= -115
[2024-03-22 14:16:53] [world] The Player <A_Random_Person> has broke STONE at X= -1539, Y= 50, Z= -115
[2024-03-22 14:16:53] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -159, Y= 100, Z= 47
[2024-03-22 14:16:54] [world] The Player <A_Random_Person> has broke STONE at X= -1539, Y= 50, Z= -114
[2024-03-22 14:16:54] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -158, Y= 100, Z= 47
[2024-03-22 14:16:55] [world] The Player <A_Random_Person> has broke STONE at X= -1540, Y= 51, Z= -116
[2024-03-22 14:16:55] [world] The Player <A_Random_Person> has broke STONE at X= -1540, Y= 51, Z= -115
[2024-03-22 14:16:56] [world] The Player <A_Random_Person> has broke STONE at X= -1540, Y= 50, Z= -115
[2024-03-22 14:16:56] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -157, Y= 100, Z= 47
[2024-03-22 14:16:56] [world] The Player <A_Random_Person> has broke STONE at X= -1540, Y= 50, Z= -114
[2024-03-22 14:16:57] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -156, Y= 100, Z= 47
[2024-03-22 14:16:58] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -159, Y= 100, Z= 46
[2024-03-22 14:16:58] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 68, Z= 77
[2024-03-22 14:16:59] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 67, Z= 77
[2024-03-22 14:16:59] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -158, Y= 100, Z= 46
[2024-03-22 14:16:59] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 68, Z= 78
[2024-03-22 14:17:00] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 67, Z= 78
[2024-03-22 14:17:00] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 68, Z= 79
[2024-03-22 14:17:00] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -157, Y= 100, Z= 46
[2024-03-22 14:17:00] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 67, Z= 79
[2024-03-22 14:17:01] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 68, Z= 80
[2024-03-22 14:17:01] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 67, Z= 80
[2024-03-22 14:17:01] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -156, Y= 100, Z= 46
[2024-03-22 14:17:02] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 68, Z= 81
[2024-03-22 14:17:02] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 67, Z= 81
[2024-03-22 14:17:02] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 68, Z= 82
[2024-03-22 14:17:03] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 67, Z= 82
[2024-03-22 14:17:03] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -159, Y= 100, Z= 45
[2024-03-22 14:17:03] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 68, Z= 83
[2024-03-22 14:17:04] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 67, Z= 83
[2024-03-22 14:17:04] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 68, Z= 84
[2024-03-22 14:17:04] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -158, Y= 100, Z= 45
[2024-03-22 14:17:05] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 67, Z= 84
[2024-03-22 14:17:05] [world_nether] The Player <Pog4lifepeople> has broke NETHERRACK at X= -351, Y= 68, Z= 85
[2024-03-22 14:17:05] [world_the_end] The Player <Heinrich_Himmler> has broke COBBLESTONE at X= -157, Y= 100, Z= 45
