[2024-03-27 13:40:17] [world] The Player <Milk_Frog> has broke DIRT at X= -577, Y= 67, Z= 277
[2024-03-27 14:31:23] [world] The Player <Milk_Frog> has broke LOG at X= -595, Y= 73, Z= 245
[2024-03-27 14:31:26] [world] The Player <Milk_Frog> has broke LOG at X= -609, Y= 73, Z= 237
[2024-03-27 14:31:31] [world] The Player <Milk_Frog> has broke LOG at X= -595, Y= 73, Z= 237
[2024-03-27 14:31:32] [world] The Player <Milk_Frog> has broke LOG at X= -598, Y= 73, Z= 237
[2024-03-27 14:31:35] [world] The Player <Milk_Frog> has broke LOG at X= -602, Y= 73, Z= 237
[2024-03-27 14:31:37] [world] The Player <Milk_Frog> has broke LOG at X= -606, Y= 73, Z= 237
[2024-03-27 14:31:39] [world] The Player <Milk_Frog> has broke LOG at X= -609, Y= 73, Z= 241
[2024-03-27 14:31:42] [world] The Player <Milk_Frog> has broke LOG at X= -595, Y= 73, Z= 241
[2024-03-27 14:31:44] [world] The Player <Milk_Frog> has broke LOG at X= -598, Y= 73, Z= 245
[2024-03-27 14:31:46] [world] The Player <Milk_Frog> has broke LOG at X= -602, Y= 73, Z= 245
[2024-03-27 14:31:48] [world] The Player <Milk_Frog> has broke LOG at X= -606, Y= 73, Z= 245
[2024-03-27 14:31:51] [world] The Player <Milk_Frog> has broke IRON_BLOCK at X= -607, Y= 73, Z= 245
[2024-03-27 14:31:51] [world] The Player <Milk_Frog> has broke STONE at X= -608, Y= 73, Z= 245
[2024-03-27 14:31:52] [world] The Player <Milk_Frog> has broke STONE at X= -609, Y= 73, Z= 245
[2024-03-27 14:32:15] [world] The Player <Milk_Frog> has broke WOOD_STEP at X= -603, Y= 74, Z= 244
[2024-03-27 14:32:16] [world] The Player <Milk_Frog> has broke WOOD_STEP at X= -604, Y= 74, Z= 244
[2024-03-27 14:32:18] [world] The Player <Milk_Frog> has broke WOOD_STEP at X= -601, Y= 74, Z= 246
[2024-03-27 14:32:24] [world] The Player <Milk_Frog> has broke WOOD_STEP at X= -595, Y= 74, Z= 244
[2024-03-27 14:32:37] [world] The Player <Milk_Frog> has broke WOOD_STEP at X= -595, Y= 75, Z= 243
[2024-03-27 14:32:37] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -595, Y= 74, Z= 243
[2024-03-27 14:32:45] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -595, Y= 74, Z= 239
[2024-03-27 14:32:50] [world] The Player <Milk_Frog> has broke WOOD_STEP at X= -596, Y= 74, Z= 237
[2024-03-27 14:32:50] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -595, Y= 73, Z= 237
[2024-03-27 14:33:18] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -596, Y= 74, Z= 239
[2024-03-27 14:33:20] [world] The Player <Milk_Frog> has broke WOOD_STEP at X= -596, Y= 74, Z= 243
[2024-03-27 14:33:21] [world] The Player <Milk_Frog> has broke WOOD_STEP at X= -597, Y= 74, Z= 242
[2024-03-27 14:33:22] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -596, Y= 74, Z= 242
[2024-03-27 14:33:41] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -608, Y= 74, Z= 243
[2024-03-27 14:33:42] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -607, Y= 74, Z= 242
[2024-03-27 14:33:44] [world] The Player <Milk_Frog> has broke WOOD_STEP at X= -604, Y= 74, Z= 242
[2024-03-27 14:33:45] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -605, Y= 74, Z= 242
[2024-03-27 14:33:46] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -603, Y= 74, Z= 242
[2024-03-27 14:34:04] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -598, Y= 74, Z= 241
[2024-03-27 14:34:05] [world] The Player <Milk_Frog> has broke WOOD_STEP at X= -598, Y= 75, Z= 241
[2024-03-27 14:34:15] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -599, Y= 74, Z= 238
[2024-03-27 14:34:25] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -607, Y= 74, Z= 238
[2024-03-27 14:34:42] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -601, Y= 74, Z= 240
[2024-03-27 14:34:58] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -606, Y= 74, Z= 239
[2024-03-27 14:35:08] [world] The Player <Milk_Frog> has broke WOOD_STEP at X= -606, Y= 74, Z= 246
[2024-03-27 14:35:09] [world] The Player <Milk_Frog> has broke WOOD_STEP at X= -610, Y= 74, Z= 246
[2024-03-27 14:35:59] [world] The Player <Milk_Frog> has broke POWERED_RAIL at X= -605, Y= 69, Z= 250
[2024-03-27 14:36:00] [world] The Player <Milk_Frog> has broke POWERED_RAIL at X= -605, Y= 69, Z= 249
[2024-03-27 14:36:00] [world] The Player <Tester> has broke POWERED_RAIL at X= -605, Y= 69, Z= 248
[2024-03-27 14:36:01] [world] The Player <Milk_Frog> has broke AIR at X= -605, Y= 69, Z= 248
[2024-03-27 14:37:44] [world] The Player <Milk_Frog> has broke YELLOW_FLOWER at X= -611, Y= 68, Z= 251
[2024-03-27 14:40:33] [world] The Player <Milk_Frog> has broke SPRUCE_FENCE at X= -610, Y= 70, Z= 250
[2024-03-27 14:42:35] [world] The Player <Milk_Frog> has broke LONG_GRASS at X= -595, Y= 68, Z= 244
[2024-03-27 14:42:35] [world] The Player <Milk_Frog> has broke LONG_GRASS at X= -595, Y= 68, Z= 245
[2024-03-27 14:43:10] [world] The Player <Milk_Frog> has broke STONE at X= -597, Y= 70, Z= 244
[2024-03-27 14:43:16] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 70, Z= 241
[2024-03-27 14:43:17] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 68, Z= 241
[2024-03-27 14:43:18] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 69, Z= 241
[2024-03-27 14:43:29] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 69, Z= 241
[2024-03-27 14:43:38] [world] The Player <Milk_Frog> has broke STONE at X= -596, Y= 71, Z= 237
[2024-03-27 14:45:27] [world] The Player <Milk_Frog> has broke WOOD at X= -596, Y= 69, Z= 243
[2024-03-27 14:45:48] [world] The Player <Milk_Frog> has broke LONG_GRASS at X= -600, Y= 68, Z= 244
[2024-03-27 14:45:55] [world] The Player <Milk_Frog> has broke LONG_GRASS at X= -601, Y= 68, Z= 244
[2024-03-27 14:46:56] [world] The Player <Milk_Frog> has broke WOOD at X= -612, Y= 68, Z= 237
[2024-03-27 14:46:57] [world] The Player <Milk_Frog> has broke WOOD at X= -611, Y= 68, Z= 237
[2024-03-27 14:46:57] [world] The Player <Milk_Frog> has broke WOOD at X= -610, Y= 68, Z= 237
[2024-03-27 14:47:12] [world] The Player <Milk_Frog> has broke WOOD at X= -606, Y= 69, Z= 239
[2024-03-27 14:47:16] [world] The Player <Milk_Frog> has broke WOOD at X= -603, Y= 68, Z= 244
[2024-03-27 14:47:17] [world] The Player <Milk_Frog> has broke WOOD at X= -603, Y= 68, Z= 244
[2024-03-27 14:47:18] [world] The Player <Milk_Frog> has broke RED_ROSE at X= -603, Y= 68, Z= 245
[2024-03-27 14:47:24] [world] The Player <Milk_Frog> has broke WOOD at X= -607, Y= 68, Z= 244
[2024-03-27 14:47:27] [world] The Player <Milk_Frog> has broke WOOD at X= -608, Y= 68, Z= 243
[2024-03-27 14:47:29] [world] The Player <Milk_Frog> has broke WOOD at X= -609, Y= 70, Z= 243
[2024-03-27 14:47:30] [world] The Player <Milk_Frog> has broke WOOD at X= -609, Y= 70, Z= 244
[2024-03-27 14:47:30] [world] The Player <Milk_Frog> has broke WOOD at X= -609, Y= 69, Z= 243
[2024-03-27 14:47:30] [world] The Player <Milk_Frog> has broke WOOD at X= -609, Y= 69, Z= 244
[2024-03-27 14:47:31] [world] The Player <Milk_Frog> has broke WOOD at X= -609, Y= 70, Z= 242
[2024-03-27 14:47:31] [world] The Player <Milk_Frog> has broke WOOD at X= -609, Y= 69, Z= 242
[2024-03-27 14:47:57] [world] The Player <Milk_Frog> has broke WOOD at X= -607, Y= 69, Z= 242
[2024-03-27 14:48:29] [world] The Player <Tester> has broke STONE at X= -587, Y= 68, Z= 342
[2024-03-27 14:48:39] [world] The Player <Milk_Frog> has broke STONE at X= -599, Y= 72, Z= 236
[2024-03-27 14:48:41] [world] The Player <Milk_Frog> has broke STONE at X= -599, Y= 68, Z= 237
[2024-03-27 14:48:42] [world] The Player <Milk_Frog> has broke STONE at X= -599, Y= 68, Z= 236
[2024-03-27 14:48:42] [world] The Player <Milk_Frog> has broke STONE at X= -600, Y= 69, Z= 237
[2024-03-27 14:48:43] [world] The Player <Milk_Frog> has broke STONE at X= -600, Y= 68, Z= 237
[2024-03-27 14:48:43] [world] The Player <Milk_Frog> has broke STONE at X= -601, Y= 68, Z= 237
[2024-03-27 14:48:56] [world] The Player <Char> has broke LEAVES at X= -661, Y= 77, Z= 332
[2024-03-27 14:48:56] [world] The Player <Char> has broke LEAVES at X= -660, Y= 77, Z= 331
[2024-03-27 14:48:58] [world] The Player <Tester> has broke QUARTZ_BLOCK at X= -658, Y= 77, Z= 335
[2024-03-27 14:48:58] [world] The Player <Tester> has broke LEAVES at X= -659, Y= 77, Z= 335
[2024-03-27 14:49:03] [world] The Player <Tester> has broke LEAVES at X= -658, Y= 77, Z= 335
[2024-03-27 14:49:09] [world] The Player <Milk_Frog> has broke STONE at X= -602, Y= 69, Z= 237
[2024-03-27 14:49:14] [world] The Player <Milk_Frog> has broke STONE at X= -601, Y= 72, Z= 237
[2024-03-27 14:49:15] [world] The Player <Milk_Frog> has broke STONE at X= -602, Y= 72, Z= 237
[2024-03-27 14:49:23] [world] The Player <Milk_Frog> has broke STONE at X= -599, Y= 73, Z= 238
[2024-03-27 14:50:27] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -599, Y= 68, Z= 237
[2024-03-27 14:50:27] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -600, Y= 68, Z= 237
[2024-03-27 14:50:28] [world] The Player <Milk_Frog> has broke STONE at X= -601, Y= 68, Z= 236
[2024-03-27 14:50:28] [world] The Player <Milk_Frog> has broke WOOD_DOUBLE_STEP at X= -601, Y= 68, Z= 237
[2024-03-27 14:50:31] [world] The Player <Milk_Frog> has broke WOOD at X= -603, Y= 68, Z= 237
[2024-03-27 14:50:31] [world] The Player <Milk_Frog> has broke WOOD at X= -604, Y= 68, Z= 237
[2024-03-27 14:50:31] [world] The Player <Milk_Frog> has broke WOOD at X= -605, Y= 68, Z= 237
[2024-03-27 14:51:15] [world] The Player <Tester> has broke BARRIER at X= -594, Y= 68, Z= 341
[2024-03-27 14:51:44] [world] The Player <Tester> has broke QUARTZ_BLOCK at X= -579, Y= 68, Z= 338
[2024-03-27 14:51:49] [world] The Player <Tester> has broke QUARTZ_BLOCK at X= -572, Y= 68, Z= 338
[2024-03-27 14:52:03] [world] The Player <Tester> has broke QUARTZ_BLOCK at X= -589, Y= 68, Z= 338
[2024-03-27 14:52:05] [world] The Player <Tester> has broke QUARTZ_BLOCK at X= -590, Y= 68, Z= 338
[2024-03-27 14:52:06] [world] The Player <Tester> has broke QUARTZ_BLOCK at X= -590, Y= 68, Z= 337
[2024-03-27 14:52:10] [world] The Player <Tester> has broke QUARTZ_BLOCK at X= -566, Y= 68, Z= 337
[2024-03-27 14:52:14] [world] The Player <Tester> has broke QUARTZ_BLOCK at X= -566, Y= 68, Z= 339
[2024-03-27 14:52:15] [world] The Player <Tester> has broke QUARTZ_BLOCK at X= -566, Y= 68, Z= 338
[2024-03-27 14:52:44] [world] The Player <Tester> has broke QUARTZ_BLOCK at X= -590, Y= 68, Z= 362
[2024-03-27 14:52:46] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 69, Z= 244
[2024-03-27 14:52:46] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 69, Z= 243
[2024-03-27 14:52:47] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 70, Z= 243
[2024-03-27 14:52:47] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 70, Z= 244
[2024-03-27 14:52:49] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 71, Z= 244
[2024-03-27 14:52:50] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 71, Z= 243
[2024-03-27 14:53:10] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 70, Z= 239
[2024-03-27 14:53:11] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 70, Z= 238
[2024-03-27 14:53:13] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 69, Z= 239
[2024-03-27 14:53:13] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 69, Z= 238
[2024-03-27 14:53:15] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 71, Z= 239
[2024-03-27 14:53:15] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 71, Z= 238
[2024-03-27 14:53:27] [world] The Player <Tester> has broke WOOL at X= -600, Y= 67, Z= 337
[2024-03-27 14:53:28] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -595, Y= 69, Z= 243
[2024-03-27 14:53:28] [world] The Player <Tester> has broke WOOL at X= -599, Y= 68, Z= 336
[2024-03-27 14:53:28] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -595, Y= 69, Z= 244
[2024-03-27 14:53:28] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 336
[2024-03-27 14:53:28] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 68, Z= 244
[2024-03-27 14:53:29] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -594, Y= 68, Z= 243
[2024-03-27 14:53:30] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 68, Z= 243
[2024-03-27 14:53:31] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -595, Y= 71, Z= 243
[2024-03-27 14:53:32] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -595, Y= 71, Z= 244
[2024-03-27 14:53:32] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 72, Z= 244
[2024-03-27 14:53:32] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 72, Z= 243
[2024-03-27 14:53:34] [world] The Player <Tester> has broke WOOL at X= -596, Y= 68, Z= 338
[2024-03-27 14:53:35] [world] The Player <Tester> has broke DIRT at X= -596, Y= 67, Z= 338
[2024-03-27 14:53:37] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -595, Y= 69, Z= 239
[2024-03-27 14:53:37] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -595, Y= 69, Z= 238
[2024-03-27 14:53:38] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 68, Z= 238
[2024-03-27 14:53:38] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 68, Z= 239
[2024-03-27 14:53:39] [world] The Player <Tester> has broke WOOL at X= -597, Y= 68, Z= 338
[2024-03-27 14:53:40] [world] The Player <Tester> has broke STAINED_CLAY at X= -598, Y= 68, Z= 338
[2024-03-27 14:53:40] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -595, Y= 71, Z= 239
[2024-03-27 14:53:40] [world] The Player <Tester> has broke WOOL at X= -599, Y= 68, Z= 338
[2024-03-27 14:53:40] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -595, Y= 71, Z= 238
[2024-03-27 14:53:41] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 338
[2024-03-27 14:53:41] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 72, Z= 238
[2024-03-27 14:53:41] [world] The Player <Milk_Frog> has broke STONE at X= -595, Y= 72, Z= 239
[2024-03-27 14:53:42] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 338
[2024-03-27 14:53:47] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 342
[2024-03-27 14:53:48] [world] The Player <Tester> has broke DIRT at X= -599, Y= 67, Z= 338
[2024-03-27 14:53:49] [world] The Player <Tester> has broke DIRT at X= -598, Y= 67, Z= 338
[2024-03-27 14:53:50] [world] The Player <Tester> has broke DIRT at X= -597, Y= 67, Z= 338
[2024-03-27 14:53:59] [world] The Player <Tester> has broke STAINED_CLAY at X= -598, Y= 67, Z= 341
[2024-03-27 14:54:00] [world] The Player <Tester> has broke STAINED_CLAY at X= -598, Y= 68, Z= 340
[2024-03-27 14:54:00] [world] The Player <Tester> has broke STAINED_CLAY at X= -598, Y= 67, Z= 340
[2024-03-27 14:54:03] [world] The Player <Milk_Frog> has broke THIN_GLASS at X= -594, Y= 68, Z= 238
[2024-03-27 14:54:24] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 343
[2024-03-27 14:54:25] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 345
[2024-03-27 14:54:25] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 346
[2024-03-27 14:54:25] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 344
[2024-03-27 14:54:26] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 347
[2024-03-27 14:54:26] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 348
[2024-03-27 14:54:27] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 349
[2024-03-27 14:54:27] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 350
[2024-03-27 14:54:27] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 351
[2024-03-27 14:54:27] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 352
[2024-03-27 14:54:28] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 353
[2024-03-27 14:54:28] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 354
[2024-03-27 14:54:28] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 355
[2024-03-27 14:54:29] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 356
[2024-03-27 14:54:29] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 357
[2024-03-27 14:54:29] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 358
[2024-03-27 14:54:30] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 359
[2024-03-27 14:54:30] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 360
[2024-03-27 14:54:30] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 361
[2024-03-27 14:54:30] [world] The Player <Milk_Frog> has broke STONE at X= -596, Y= 71, Z= 237
[2024-03-27 14:54:30] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 362
[2024-03-27 14:54:31] [world] The Player <Milk_Frog> has broke STONE at X= -596, Y= 70, Z= 237
[2024-03-27 14:54:31] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 363
[2024-03-27 14:54:31] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 364
[2024-03-27 14:54:31] [world] The Player <Milk_Frog> has broke STONE at X= -596, Y= 69, Z= 237
[2024-03-27 14:54:31] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 365
[2024-03-27 14:54:32] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 366
[2024-03-27 14:54:32] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 367
[2024-03-27 14:54:32] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 368
[2024-03-27 14:54:33] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 369
[2024-03-27 14:54:33] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 370
[2024-03-27 14:54:33] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 371
[2024-03-27 14:54:33] [world] The Player <Milk_Frog> has broke STONE at X= -596, Y= 68, Z= 237
[2024-03-27 14:54:33] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 372
[2024-03-27 14:54:35] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 373
[2024-03-27 14:54:37] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -596, Y= 68, Z= 236
[2024-03-27 14:54:37] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -596, Y= 68, Z= 237
[2024-03-27 14:54:39] [world] The Player <Tester> has broke WOOL at X= -600, Y= 68, Z= 372
[2024-03-27 14:54:41] [world] The Player <Milk_Frog> has broke STONE at X= -596, Y= 72, Z= 237
[2024-03-27 14:54:42] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 370
[2024-03-27 14:54:45] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 369
[2024-03-27 14:54:45] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 368
[2024-03-27 14:54:46] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 367
[2024-03-27 14:54:46] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 366
[2024-03-27 14:54:46] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 365
[2024-03-27 14:54:47] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 364
[2024-03-27 14:54:47] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 363
[2024-03-27 14:54:47] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 362
[2024-03-27 14:54:48] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 361
[2024-03-27 14:54:48] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 360
[2024-03-27 14:54:48] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 359
[2024-03-27 14:54:49] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 358
[2024-03-27 14:54:50] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 357
[2024-03-27 14:54:50] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -595, Y= 68, Z= 239
[2024-03-27 14:54:50] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 356
[2024-03-27 14:54:50] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -595, Y= 68, Z= 238
[2024-03-27 14:54:51] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 355
[2024-03-27 14:54:51] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 354
[2024-03-27 14:54:51] [world] The Player <Milk_Frog> has broke THIN_GLASS at X= -595, Y= 69, Z= 238
[2024-03-27 14:54:51] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 353
[2024-03-27 14:54:51] [world] The Player <Milk_Frog> has broke THIN_GLASS at X= -595, Y= 69, Z= 239
[2024-03-27 14:54:51] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 352
[2024-03-27 14:54:52] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 351
[2024-03-27 14:54:52] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 350
[2024-03-27 14:54:52] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 349
[2024-03-27 14:54:53] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 348
[2024-03-27 14:54:53] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 347
[2024-03-27 14:54:53] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 346
[2024-03-27 14:54:53] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 345
[2024-03-27 14:54:54] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 344
[2024-03-27 14:54:55] [world] The Player <Tester> has broke DIRT at X= -600, Y= 67, Z= 343
[2024-03-27 14:54:55] [world] The Player <Tester> has broke WOOL at X= -600, Y= 67, Z= 342
[2024-03-27 14:54:58] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -595, Y= 68, Z= 243
[2024-03-27 14:54:58] [world] The Player <Milk_Frog> has broke SPRUCE_WOOD_STAIRS at X= -595, Y= 68, Z= 244
[2024-03-27 14:54:58] [world] The Player <Milk_Frog> has broke THIN_GLASS at X= -595, Y= 69, Z= 244
[2024-03-27 14:54:59] [world] The Player <Milk_Frog> has broke THIN_GLASS at X= -595, Y= 69, Z= 243
[2024-03-27 14:55:07] [world] The Player <Milk_Frog> has broke STONE at X= -600, Y= 70, Z= 237
[2024-03-27 14:55:07] [world] The Player <Milk_Frog> has broke STONE at X= -600, Y= 69, Z= 237
[2024-03-27 14:55:09] [world] The Player <Milk_Frog> has broke STONE at X= -600, Y= 72, Z= 237
[2024-03-27 14:55:10] [world] The Player <Milk_Frog> has broke STONE at X= -600, Y= 71, Z= 237
[2024-03-27 14:55:18] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 70, Z= 344
[2024-03-27 14:55:18] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 70, Z= 343
[2024-03-27 14:55:18] [world] The Player <Milk_Frog> has broke STONE at X= -604, Y= 72, Z= 237
[2024-03-27 14:55:18] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 70, Z= 341
[2024-03-27 14:55:18] [world] The Player <Milk_Frog> has broke STONE at X= -604, Y= 71, Z= 237
[2024-03-27 14:55:19] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 70, Z= 339
[2024-03-27 14:55:19] [world] The Player <Milk_Frog> has broke STONE at X= -604, Y= 70, Z= 237
[2024-03-27 14:55:19] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 70, Z= 338
[2024-03-27 14:55:19] [world] The Player <Milk_Frog> has broke STONE at X= -604, Y= 69, Z= 237
[2024-03-27 14:55:19] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 70, Z= 337
[2024-03-27 14:55:20] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 70, Z= 336
[2024-03-27 14:55:20] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 69, Z= 336
[2024-03-27 14:55:21] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 69, Z= 338
[2024-03-27 14:55:21] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 69, Z= 339
[2024-03-27 14:55:21] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 68, Z= 339
[2024-03-27 14:55:22] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 70, Z= 340
[2024-03-27 14:55:22] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 69, Z= 340
[2024-03-27 14:55:22] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 69, Z= 341
[2024-03-27 14:55:23] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 70, Z= 342
[2024-03-27 14:55:23] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 69, Z= 342
[2024-03-27 14:55:23] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 69, Z= 343
[2024-03-27 14:55:23] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 69, Z= 344
[2024-03-27 14:55:25] [world] The Player <Tester> has broke BARRIER at X= -601, Y= 69, Z= 337
