[2024-03-20 19:10:54] [world] The Player <NezukoChan> has broke COBBLESTONE at X= -10177, Y= 63, Z= 4113
[2024-03-20 19:37:58] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3865
[2024-03-20 19:38:08] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3864
[2024-03-20 19:38:08] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3864
[2024-03-20 19:38:08] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3863
[2024-03-20 19:38:09] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3862
[2024-03-20 19:38:09] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3863
[2024-03-20 19:38:10] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3861
[2024-03-20 19:38:10] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3862
[2024-03-20 19:38:27] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3861
[2024-03-20 19:38:27] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3860
[2024-03-20 19:38:28] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3860
[2024-03-20 19:38:28] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3859
[2024-03-20 19:38:29] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3859
[2024-03-20 19:38:29] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3858
[2024-03-20 19:38:29] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3858
[2024-03-20 19:38:30] [world] The Player <NezukoChan> has broke DIRT at X= -10195, Y= 12, Z= 3857
[2024-03-20 19:38:31] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3857
[2024-03-20 19:38:32] [world] The Player <NezukoChan> has broke DIRT at X= -10195, Y= 12, Z= 3856
[2024-03-20 19:38:34] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3856
[2024-03-20 19:38:34] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1355, Y= 66, Z= -219
[2024-03-20 19:38:36] [world] The Player <NezukoChan> has broke DIRT at X= -10195, Y= 12, Z= 3855
[2024-03-20 19:38:36] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3855
[2024-03-20 19:38:37] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3854
[2024-03-20 19:38:37] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3854
[2024-03-20 19:38:38] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3853
[2024-03-20 19:38:38] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3853
[2024-03-20 19:38:38] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3852
[2024-03-20 19:38:41] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1357, Y= 66, Z= -219
[2024-03-20 19:38:42] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1358, Y= 67, Z= -219
[2024-03-20 19:38:43] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1358, Y= 66, Z= -219
[2024-03-20 19:38:43] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1359, Y= 66, Z= -219
[2024-03-20 19:38:44] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1360, Y= 66, Z= -219
[2024-03-20 19:38:44] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1361, Y= 66, Z= -219
[2024-03-20 19:38:44] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1362, Y= 66, Z= -219
[2024-03-20 19:38:46] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3852
[2024-03-20 19:38:46] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3851
[2024-03-20 19:38:47] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3851
[2024-03-20 19:38:47] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3850
[2024-03-20 19:38:47] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3850
[2024-03-20 19:38:48] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3849
[2024-03-20 19:38:48] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3849
[2024-03-20 19:38:49] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3848
[2024-03-20 19:38:49] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3848
[2024-03-20 19:38:50] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3847
[2024-03-20 19:38:50] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3847
[2024-03-20 19:38:50] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3846
[2024-03-20 19:38:51] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3846
[2024-03-20 19:38:51] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3845
[2024-03-20 19:38:52] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3845
[2024-03-20 19:38:52] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3844
[2024-03-20 19:38:52] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3844
[2024-03-20 19:38:53] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1362, Y= 66, Z= -218
[2024-03-20 19:38:53] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3843
[2024-03-20 19:38:53] [world] The Player <NezukoChan> has broke GLOWING_REDSTONE_ORE at X= -10195, Y= 11, Z= 3843
[2024-03-20 19:38:54] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3842
[2024-03-20 19:38:54] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1361, Y= 66, Z= -218
[2024-03-20 19:38:54] [world] The Player <NezukoChan> has broke GLOWING_REDSTONE_ORE at X= -10195, Y= 11, Z= 3842
[2024-03-20 19:38:54] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1360, Y= 66, Z= -218
[2024-03-20 19:38:54] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1359, Y= 66, Z= -218
[2024-03-20 19:38:55] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1358, Y= 66, Z= -218
[2024-03-20 19:38:55] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1357, Y= 66, Z= -218
[2024-03-20 19:38:55] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1356, Y= 66, Z= -218
[2024-03-20 19:38:55] [world] The Player <qwerty> has broke SUGAR_CANE_BLOCK at X= -1355, Y= 66, Z= -218
[2024-03-20 19:38:58] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3841
[2024-03-20 19:38:59] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3841
[2024-03-20 19:38:59] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3840
[2024-03-20 19:38:59] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3840
[2024-03-20 19:39:00] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3839
[2024-03-20 19:39:00] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3839
[2024-03-20 19:39:01] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3838
[2024-03-20 19:39:01] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3838
[2024-03-20 19:39:02] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3837
[2024-03-20 19:39:02] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3837
[2024-03-20 19:39:03] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3836
[2024-03-20 19:39:03] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3836
[2024-03-20 19:39:03] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3835
[2024-03-20 19:39:04] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3835
[2024-03-20 19:39:04] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3834
[2024-03-20 19:39:04] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3834
[2024-03-20 19:39:05] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3833
[2024-03-20 19:39:05] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3833
[2024-03-20 19:39:05] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3832
[2024-03-20 19:39:06] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3832
[2024-03-20 19:39:06] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3831
[2024-03-20 19:39:07] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3831
[2024-03-20 19:39:07] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3830
[2024-03-20 19:39:07] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3830
[2024-03-20 19:39:08] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3829
[2024-03-20 19:39:08] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3829
[2024-03-20 19:39:09] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3828
[2024-03-20 19:39:09] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3828
[2024-03-20 19:39:09] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3827
[2024-03-20 19:39:10] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3827
[2024-03-20 19:39:10] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3826
[2024-03-20 19:39:11] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3826
[2024-03-20 19:39:11] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3825
[2024-03-20 19:39:11] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3825
[2024-03-20 19:39:12] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3824
[2024-03-20 19:39:12] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3824
[2024-03-20 19:39:13] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3823
[2024-03-20 19:39:13] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3823
[2024-03-20 19:39:13] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3822
[2024-03-20 19:39:14] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3822
[2024-03-20 19:39:15] [world] The Player <NezukoChan> has broke DIRT at X= -10195, Y= 12, Z= 3821
[2024-03-20 19:39:15] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3821
[2024-03-20 19:39:17] [world] The Player <NezukoChan> has broke DIRT at X= -10195, Y= 12, Z= 3820
[2024-03-20 19:39:17] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3820
[2024-03-20 19:39:50] [world] The Player <hexa> has broke BROWN_MUSHROOM at X= -2565, Y= 64, Z= 565
[2024-03-20 19:40:09] [world] The Player <NezukoChan> has broke DIRT at X= -10195, Y= 12, Z= 3819
[2024-03-20 19:40:11] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3819
[2024-03-20 19:40:11] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3818
[2024-03-20 19:40:11] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3818
[2024-03-20 19:40:12] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3817
[2024-03-20 19:40:12] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3817
[2024-03-20 19:40:12] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3816
[2024-03-20 19:40:13] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3816
[2024-03-20 19:40:20] [world] The Player <I_am_amazing> has broke STONE at X= -1355, Y= 62, Z= -262
[2024-03-20 19:40:22] [world] The Player <Mudkips_Rule> has broke STONE at X= -1355, Y= 62, Z= -261
[2024-03-20 19:41:21] [world] The Player <Brycethelegend> has broke IRON_ORE at X= -1356, Y= 62, Z= -261
[2024-03-20 19:41:22] [world] The Player <Brycethelegend> has broke IRON_ORE at X= -1355, Y= 62, Z= -261
[2024-03-20 19:41:23] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3815
[2024-03-20 19:41:23] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3815
[2024-03-20 19:41:24] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3814
[2024-03-20 19:41:24] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3814
[2024-03-20 19:41:24] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3813
[2024-03-20 19:41:25] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3813
[2024-03-20 19:41:30] [world] The Player <Brycethelegend> has broke STONE at X= -1356, Y= 62, Z= -262
[2024-03-20 19:41:30] [world] The Player <Brycethelegend> has broke COBBLESTONE at X= -1355, Y= 62, Z= -262
[2024-03-20 19:41:31] [world] The Player <Brycethelegend> has broke STONE at X= -1354, Y= 62, Z= -262
[2024-03-20 19:41:31] [world] The Player <Brycethelegend> has broke STONE at X= -1353, Y= 62, Z= -262
[2024-03-20 19:41:34] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3812
[2024-03-20 19:41:35] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3812
[2024-03-20 19:41:35] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3811
[2024-03-20 19:41:36] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3811
[2024-03-20 19:41:36] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3810
[2024-03-20 19:41:37] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3810
[2024-03-20 19:41:37] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3809
[2024-03-20 19:41:37] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3809
[2024-03-20 19:41:38] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3808
[2024-03-20 19:41:38] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3808
[2024-03-20 19:41:38] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3807
[2024-03-20 19:41:39] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3807
[2024-03-20 19:41:39] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3806
[2024-03-20 19:41:40] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3806
[2024-03-20 19:41:40] [world] The Player <Brycethelegend> has broke QUARTZ_BLOCK at X= -1354, Y= 63, Z= -262
[2024-03-20 19:41:42] [world] The Player <NezukoChan> has broke GLOWING_REDSTONE_ORE at X= -10195, Y= 12, Z= 3805
[2024-03-20 19:41:43] [world] The Player <NezukoChan> has broke GLOWING_REDSTONE_ORE at X= -10195, Y= 11, Z= 3805
[2024-03-20 19:41:43] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3804
[2024-03-20 19:41:44] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 11, Z= 3804
[2024-03-20 19:41:44] [world] The Player <NezukoChan> has broke STONE at X= -10195, Y= 12, Z= 3803
[2024-03-20 19:41:46] [world] The Player <Brycethelegend> has broke STONE at X= -1353, Y= 62, Z= -261
[2024-03-20 19:41:47] [world] The Player <Brycethelegend> has broke STONE at X= -1353, Y= 62, Z= -260
[2024-03-20 19:41:47] [world] The Player <NezukoChan> has broke STONE at X= -10194, Y= 12, Z= 3804
[2024-03-20 19:41:47] [world] The Player <NezukoChan> has broke STONE at X= -10194, Y= 11, Z= 3804
[2024-03-20 19:41:48] [world] The Player <Brycethelegend> has broke STONE at X= -1354, Y= 62, Z= -260
[2024-03-20 19:41:48] [world] The Player <NezukoChan> has broke STONE at X= -10193, Y= 12, Z= 3804
[2024-03-20 19:41:49] [world] The Player <Brycethelegend> has broke STONE at X= -1355, Y= 62, Z= -260
[2024-03-20 19:41:49] [world] The Player <NezukoChan> has broke EMERALD_ORE at X= -10193, Y= 11, Z= 3804
[2024-03-20 19:41:50] [world] The Player <Brycethelegend> has broke STONE at X= -1356, Y= 62, Z= -260
[2024-03-20 19:41:53] [world] The Player <Brycethelegend> has broke STONE at X= -1354, Y= 62, Z= -261
[2024-03-20 19:42:00] [world] The Player <NezukoChan> has broke EMERALD_ORE at X= -10193, Y= 11, Z= 3804
[2024-03-20 19:42:08] [world] The Player <Brycethelegend> has broke STONE at X= -1357, Y= 62, Z= -260
[2024-03-20 19:42:18] [world] The Player <NezukoChan> has broke ENDER_CHEST at X= -10195, Y= 11, Z= 3804
[2024-03-20 19:42:18] [world] The Player <Brycethelegend> has broke STONE at X= -1357, Y= 62, Z= -262
[2024-03-20 19:42:34] [world] The Player <NezukoChan> has broke STONE at X= -10192, Y= 11, Z= 3804
[2024-03-20 19:42:37] [world] The Player <NezukoChan> has broke STONE at X= -10192, Y= 12, Z= 3804
[2024-03-20 19:42:37] [world] The Player <NezukoChan> has broke STONE at X= -10191, Y= 12, Z= 3804
[2024-03-20 19:42:38] [world] The Player <NezukoChan> has broke STONE at X= -10191, Y= 11, Z= 3804
[2024-03-20 19:42:38] [world] The Player <NezukoChan> has broke STONE at X= -10190, Y= 12, Z= 3804
[2024-03-20 19:42:38] [world] The Player <NezukoChan> has broke STONE at X= -10190, Y= 11, Z= 3804
[2024-03-20 19:42:39] [world] The Player <NezukoChan> has broke STONE at X= -10189, Y= 12, Z= 3804
[2024-03-20 19:42:39] [world] The Player <NezukoChan> has broke STONE at X= -10189, Y= 11, Z= 3804
[2024-03-20 19:42:40] [world] The Player <NezukoChan> has broke STONE at X= -10188, Y= 12, Z= 3804
[2024-03-20 19:42:40] [world] The Player <NezukoChan> has broke STONE at X= -10188, Y= 11, Z= 3804
[2024-03-20 19:42:41] [world] The Player <NezukoChan> has broke STONE at X= -10187, Y= 12, Z= 3804
[2024-03-20 19:42:41] [world] The Player <NezukoChan> has broke STONE at X= -10187, Y= 11, Z= 3804
[2024-03-20 19:42:41] [world] The Player <NezukoChan> has broke STONE at X= -10183, Y= 9, Z= 3804
[2024-03-20 19:43:35] [world] The Player <NezukoChan> has broke STONE at X= -10182, Y= 10, Z= 3802
[2024-03-20 19:43:37] [world] The Player <NezukoChan> has broke DIAMOND_ORE at X= -10182, Y= 9, Z= 3802
[2024-03-20 19:43:39] [world] The Player <NezukoChan> has broke STONE at X= -10182, Y= 8, Z= 3802
[2024-03-20 19:43:43] [world] The Player <Tester> has broke STONE at X= -10183, Y= 10, Z= 3802
[2024-03-20 19:43:43] [world] The Player <NezukoChan> has broke DIAMOND_ORE at X= -10183, Y= 9, Z= 3802
[2024-03-20 19:43:44] [world] The Player <NezukoChan> has broke STONE at X= -10183, Y= 8, Z= 3802
[2024-03-20 19:43:44] [world] The Player <Tester> has broke STONE at X= -10183, Y= 10, Z= 3801
[2024-03-20 19:43:45] [world] The Player <NezukoChan> has broke DIAMOND_ORE at X= -10183, Y= 9, Z= 3803
[2024-03-20 19:43:53] [world] The Player <hexa> has broke BROWN_MUSHROOM at X= -2580, Y= 64, Z= 601
[2024-03-20 19:44:10] [world] The Player <NezukoChan> has broke STONE at X= -10182, Y= 10, Z= 3802
[2024-03-20 19:44:11] [world] The Player <NezukoChan> has broke STONE at X= -10182, Y= 9, Z= 3802
[2024-03-20 19:44:11] [world] The Player <NezukoChan> has broke STONE at X= -10182, Y= 8, Z= 3802
[2024-03-20 19:44:18] [world] The Player <hexa> has broke COBBLESTONE at X= -2542, Y= 63, Z= 556
[2024-03-20 19:44:19] [world] The Player <hexa> has broke HOPPER at X= -2542, Y= 62, Z= 556
[2024-03-20 19:44:27] [world] The Player <Tester> has broke IRON_ORE at X= -10188, Y= 10, Z= 3799
[2024-03-20 19:44:28] [world] The Player <Tester> has broke IRON_ORE at X= -10188, Y= 9, Z= 3799
[2024-03-20 19:44:30] [world] The Player <Tester> has broke IRON_ORE at X= -10187, Y= 9, Z= 3799
[2024-03-20 19:44:30] [world] The Player <Tester> has broke IRON_ORE at X= -10188, Y= 9, Z= 3800
[2024-03-20 19:44:30] [world] The Player <Tester> has broke IRON_ORE at X= -10187, Y= 9, Z= 3800
[2024-03-20 19:44:31] [world] The Player <Tester> has broke STONE at X= -10188, Y= 10, Z= 3800
[2024-03-20 19:44:31] [world] The Player <Brycethelegend> has broke LOG at X= -687, Y= 69, Z= 311
[2024-03-20 19:44:33] [world] The Player <Brycethelegend> has broke LOG at X= -687, Y= 68, Z= 311
[2024-03-20 19:44:42] [world] The Player <Tester> has broke GOLD_ORE at X= -10184, Y= 12, Z= 3787
[2024-03-20 19:44:42] [world] The Player <Tester> has broke GOLD_ORE at X= -10184, Y= 12, Z= 3786
[2024-03-20 19:44:43] [world] The Player <Tester> has broke STONE at X= -10185, Y= 12, Z= 3785
[2024-03-20 19:44:44] [world] The Player <Tester> has broke GOLD_ORE at X= -10184, Y= 12, Z= 3785
[2024-03-20 19:44:45] [world] The Player <Tester> has broke IRON_ORE at X= -10185, Y= 13, Z= 3786
[2024-03-20 19:44:45] [world] The Player <Tester> has broke IRON_ORE at X= -10184, Y= 13, Z= 3786
[2024-03-20 19:44:46] [world] The Player <Tester> has broke IRON_ORE at X= -10185, Y= 13, Z= 3787
[2024-03-20 19:44:46] [world] The Player <Tester> has broke IRON_ORE at X= -10184, Y= 13, Z= 3787
[2024-03-20 19:44:46] [world] The Player <Tester> has broke IRON_ORE at X= -10184, Y= 14, Z= 3786
[2024-03-20 19:44:47] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -682, Y= 64, Z= 312
[2024-03-20 19:44:47] [world] The Player <Tester> has broke IRON_ORE at X= -10185, Y= 14, Z= 3786
[2024-03-20 19:44:47] [world] The Player <Tester> has broke IRON_ORE at X= -10184, Y= 14, Z= 3787
[2024-03-20 19:44:48] [world] The Player <Tester> has broke IRON_ORE at X= -10185, Y= 14, Z= 3787
[2024-03-20 19:44:49] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -682, Y= 65, Z= 312
[2024-03-20 19:44:50] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -681, Y= 64, Z= 312
[2024-03-20 19:44:50] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -681, Y= 65, Z= 312
[2024-03-20 19:44:51] [world] The Player <Brycethelegend> has broke STONE at X= -681, Y= 63, Z= 312
[2024-03-20 19:44:57] [world] The Player <Brycethelegend> has broke STONE at X= -682, Y= 64, Z= 313
[2024-03-20 19:44:58] [world] The Player <Brycethelegend> has broke STONE at X= -681, Y= 63, Z= 313
[2024-03-20 19:44:59] [world] The Player <Brycethelegend> has broke STONE at X= -681, Y= 62, Z= 313
[2024-03-20 19:45:00] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -681, Y= 64, Z= 313
[2024-03-20 19:45:04] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -680, Y= 64, Z= 312
[2024-03-20 19:45:04] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -680, Y= 65, Z= 312
[2024-03-20 19:45:06] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -681, Y= 65, Z= 313
[2024-03-20 19:45:07] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -680, Y= 65, Z= 313
[2024-03-20 19:45:07] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -680, Y= 64, Z= 313
[2024-03-20 19:45:08] [world] The Player <Tester> has broke IRON_ORE at X= -10183, Y= 14, Z= 3786
[2024-03-20 19:45:08] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -679, Y= 65, Z= 313
[2024-03-20 19:45:09] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -679, Y= 65, Z= 312
[2024-03-20 19:45:10] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -679, Y= 64, Z= 312
[2024-03-20 19:45:12] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -679, Y= 64, Z= 313
[2024-03-20 19:45:12] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -678, Y= 65, Z= 313
[2024-03-20 19:45:13] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -678, Y= 64, Z= 313
[2024-03-20 19:45:14] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -678, Y= 65, Z= 312
[2024-03-20 19:45:14] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -678, Y= 64, Z= 312
[2024-03-20 19:45:15] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -677, Y= 65, Z= 313
[2024-03-20 19:45:15] [world] The Player <Brycethelegend> has broke COAL_ORE at X= -677, Y= 64, Z= 313
[2024-03-20 19:45:18] [world] The Player <Tester> has broke STONE at X= -10183, Y= 13, Z= 3786
[2024-03-20 19:45:19] [world] The Player <Tester> has broke IRON_ORE at X= -10183, Y= 15, Z= 3786
[2024-03-20 19:45:20] [world] The Player <Tester> has broke STONE at X= -10183, Y= 12, Z= 3786
[2024-03-20 19:45:23] [world] The Player <Brycethelegend> has broke COBBLESTONE at X= -682, Y= 54, Z= 312
[2024-03-20 19:45:24] [world] The Player <Brycethelegend> has broke COBBLESTONE at X= -682, Y= 53, Z= 312
[2024-03-20 19:45:24] [world] The Player <Brycethelegend> has broke COBBLESTONE at X= -682, Y= 52, Z= 312
[2024-03-20 19:45:27] [world] The Player <Brycethelegend> has broke STONE at X= -681, Y= 44, Z= 312
[2024-03-20 19:45:27] [world] The Player <Brycethelegend> has broke STONE at X= -681, Y= 43, Z= 312
[2024-03-20 19:45:28] [world] The Player <Brycethelegend> has broke STONE at X= -681, Y= 42, Z= 312
[2024-03-20 19:45:30] [world] The Player <Brycethelegend> has broke COBBLESTONE at X= -682, Y= 42, Z= 312
[2024-03-20 19:45:30] [world] The Player <Tester> has broke STONE at X= -10183, Y= 12, Z= 3785
[2024-03-20 19:45:31] [world_the_end] The Player <theproman3387> has broke DIRT at X= -38, Y= 68, Z= 17
[2024-03-20 19:45:31] [world] The Player <hexa> has broke WATER_LILY at X= -2532, Y= 63, Z= 602
[2024-03-20 19:45:32] [world_the_end] The Player <theproman3387> has broke DIRT at X= -38, Y= 67, Z= 17
[2024-03-20 19:45:33] [world] The Player <hexa> has broke WATER_LILY at X= -2532, Y= 63, Z= 605
