[2024-03-25 20:25:16] [world] The Player <GolemDaWanderer> has broke WOOD at X= -10152, Y= 62, Z= 4113
[2024-03-26 00:44:53] [world] The Player <hexa> has broke STONE at X= 500005, Y= 28, Z= 48392
[2024-03-26 00:44:55] [world] The Player <hexa> has broke STONE at X= 500006, Y= 29, Z= 48392
[2024-03-26 00:44:55] [world] The Player <hexa> has broke STONE at X= 500006, Y= 28, Z= 48392
[2024-03-26 00:44:57] [world] The Player <hexa> has broke STONE at X= 500007, Y= 29, Z= 48392
[2024-03-26 00:44:57] [world] The Player <GolemDaWanderer> has broke REDSTONE_TORCH_ON at X= 9986, Y= 72, Z= -9936
[2024-03-26 00:45:01] [world] The Player <GolemDaWanderer> has broke GRAVEL at X= 9984, Y= 71, Z= -9938
[2024-03-26 00:45:01] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 9985, Y= 72, Z= -9938
[2024-03-26 00:45:02] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 9986, Y= 72, Z= -9938
[2024-03-26 00:45:02] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 9986, Y= 72, Z= -9937
[2024-03-26 00:45:03] [world] The Player <hexa> has broke STONE at X= 500006, Y= 27, Z= 48392
[2024-03-26 00:45:50] [world] The Player <GolemDaWanderer> has broke LONG_GRASS at X= 9998, Y= 69, Z= -9943
[2024-03-26 00:45:50] [world] The Player <Marshtomp17> has broke WALL_SIGN at X= -581, Y= 78, Z= 246
[2024-03-26 00:45:53] [world] The Player <GolemDaWanderer> has broke GRASS at X= 9997, Y= 69, Z= -9942
[2024-03-26 00:46:49] [world] The Player <GolemDaWanderer> has broke WOOL at X= -585, Y= 67, Z= 297
[2024-03-26 00:46:55] [world] The Player <GolemDaWanderer> has broke STAINED_CLAY at X= -577, Y= 65, Z= 299
[2024-03-26 00:49:08] [world] The Player <GolemDaWanderer> has broke REDSTONE_TORCH_ON at X= -581, Y= 66, Z= 299
[2024-03-26 00:49:09] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= -580, Y= 66, Z= 299
[2024-03-26 00:49:09] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= -579, Y= 66, Z= 299
[2024-03-26 00:54:55] [world] The Player <Marshtomp17> has broke WALL_SIGN at X= -581, Y= 78, Z= 248
[2024-03-26 01:01:19] [world] The Player <GolemDaWanderer> has broke STONE at X= -1170, Y= 48, Z= -421
[2024-03-26 01:01:20] [world] The Player <GolemDaWanderer> has broke STONE at X= -1169, Y= 48, Z= -421
[2024-03-26 01:01:21] [world] The Player <GolemDaWanderer> has broke STONE at X= -1169, Y= 47, Z= -421
[2024-03-26 01:07:14] [world] The Player <GolemDaWanderer> has broke WOOL at X= -570, Y= 88, Z= 257
[2024-03-26 01:07:25] [world] The Player <GolemDaWanderer> has broke WOOL at X= -570, Y= 88, Z= 257
[2024-03-26 01:07:30] [world] The Player <GolemDaWanderer> has broke WOOL at X= -569, Y= 88, Z= 257
[2024-03-26 01:09:26] [world] The Player <GolemDaWanderer> has broke WOOL at X= -570, Y= 88, Z= 261
[2024-03-26 01:09:46] [world] The Player <GolemDaWanderer> has broke QUARTZ_BLOCK at X= -577, Y= 88, Z= 263
[2024-03-26 01:09:46] [world] The Player <GolemDaWanderer> has broke QUARTZ_BLOCK at X= -577, Y= 87, Z= 263
[2024-03-26 01:09:46] [world] The Player <GolemDaWanderer> has broke QUARTZ_BLOCK at X= -577, Y= 87, Z= 264
[2024-03-26 01:10:49] [world] The Player <GolemDaWanderer> has broke ENDER_CHEST at X= -569, Y= 88, Z= 260
[2024-03-26 01:10:57] [world] The Player <GolemDaWanderer> has broke QUARTZ_BLOCK at X= -570, Y= 89, Z= 261
[2024-03-26 01:10:57] [world] The Player <GolemDaWanderer> has broke QUARTZ_BLOCK at X= -570, Y= 88, Z= 261
[2024-03-26 01:10:58] [world] The Player <GolemDaWanderer> has broke QUARTZ_BLOCK at X= -570, Y= 90, Z= 261
[2024-03-26 01:10:58] [world] The Player <GolemDaWanderer> has broke QUARTZ_BLOCK at X= -570, Y= 91, Z= 261
[2024-03-26 01:29:08] [world] The Player <Mudkips_Rule> has broke LOG at X= -1176, Y= 73, Z= -435
[2024-03-26 01:29:09] [world] The Player <Mudkips_Rule> has broke LOG at X= -1176, Y= 74, Z= -435
[2024-03-26 01:29:09] [world] The Player <Mudkips_Rule> has broke LOG at X= -1176, Y= 75, Z= -435
[2024-03-26 01:29:10] [world] The Player <Mudkips_Rule> has broke LOG at X= -1176, Y= 76, Z= -435
[2024-03-26 01:29:21] [world] The Player <Mudkips_Rule> has broke LOG at X= -1177, Y= 73, Z= -435
[2024-03-26 01:29:22] [world] The Player <Mudkips_Rule> has broke LOG at X= -1177, Y= 74, Z= -435
[2024-03-26 01:29:23] [world] The Player <Mudkips_Rule> has broke LOG at X= -1177, Y= 75, Z= -435
[2024-03-26 01:29:23] [world] The Player <Mudkips_Rule> has broke LOG at X= -1177, Y= 76, Z= -435
[2024-03-26 01:29:27] [world] The Player <Mudkips_Rule> has broke LOG at X= -1177, Y= 73, Z= -434
[2024-03-26 01:29:28] [world] The Player <Mudkips_Rule> has broke LOG at X= -1177, Y= 74, Z= -434
[2024-03-26 01:29:32] [world] The Player <Mudkips_Rule> has broke LOG at X= -1177, Y= 75, Z= -434
[2024-03-26 01:29:32] [world] The Player <Mudkips_Rule> has broke LOG at X= -1177, Y= 76, Z= -434
[2024-03-26 01:29:36] [world] The Player <Mudkips_Rule> has broke LOG at X= -1176, Y= 74, Z= -434
[2024-03-26 01:29:36] [world] The Player <Mudkips_Rule> has broke LOG at X= -1176, Y= 75, Z= -434
[2024-03-26 01:29:42] [world] The Player <Mudkips_Rule> has broke LOG at X= -1176, Y= 73, Z= -434
[2024-03-26 01:29:46] [world] The Player <Mudkips_Rule> has broke LOG at X= -1176, Y= 76, Z= -434
[2024-03-26 01:29:49] [world] The Player <Mudkips_Rule> has broke LOG at X= -1176, Y= 77, Z= -434
[2024-03-26 01:42:51] [world] The Player <Marshtomp17> has broke WALL_SIGN at X= -575, Y= 79, Z= 244
[2024-03-26 01:46:03] [world] The Player <GolemDaWanderer> has broke LONG_GRASS at X= 10027, Y= 64, Z= -10006
[2024-03-26 02:14:46] [world] The Player <GolemDaWanderer> has broke LOG at X= 10046, Y= 64, Z= -10012
[2024-03-26 02:14:47] [world] The Player <GolemDaWanderer> has broke LOG at X= 10046, Y= 63, Z= -10012
[2024-03-26 02:14:48] [world] The Player <GolemDaWanderer> has broke LOG at X= 10046, Y= 65, Z= -10012
[2024-03-26 02:14:48] [world] The Player <GolemDaWanderer> has broke LOG at X= 10046, Y= 66, Z= -10012
[2024-03-26 02:14:49] [world] The Player <GolemDaWanderer> has broke LOG at X= 10046, Y= 67, Z= -10012
[2024-03-26 02:14:51] [world] The Player <GolemDaWanderer> has broke LOG at X= 10049, Y= 64, Z= -10010
[2024-03-26 02:14:52] [world] The Player <GolemDaWanderer> has broke LEAVES at X= 10048, Y= 65, Z= -10010
[2024-03-26 02:14:54] [world] The Player <GolemDaWanderer> has broke LOG at X= 10049, Y= 63, Z= -10010
[2024-03-26 02:14:54] [world] The Player <GolemDaWanderer> has broke LOG at X= 10049, Y= 65, Z= -10010
[2024-03-26 02:14:55] [world] The Player <GolemDaWanderer> has broke LOG at X= 10049, Y= 66, Z= -10010
[2024-03-26 02:14:56] [world] The Player <GolemDaWanderer> has broke LOG at X= 10049, Y= 67, Z= -10010
[2024-03-26 02:15:01] [world] The Player <GolemDaWanderer> has broke LOG at X= 10057, Y= 64, Z= -10010
[2024-03-26 02:15:02] [world] The Player <GolemDaWanderer> has broke LOG at X= 10057, Y= 63, Z= -10010
[2024-03-26 02:15:03] [world] The Player <GolemDaWanderer> has broke LOG at X= 10057, Y= 65, Z= -10010
[2024-03-26 02:15:04] [world] The Player <GolemDaWanderer> has broke LOG at X= 10057, Y= 66, Z= -10010
[2024-03-26 02:15:04] [world] The Player <GolemDaWanderer> has broke LOG at X= 10057, Y= 67, Z= -10010
[2024-03-26 02:15:07] [world] The Player <GolemDaWanderer> has broke LOG at X= 10055, Y= 64, Z= -10005
[2024-03-26 02:15:08] [world] The Player <GolemDaWanderer> has broke LOG at X= 10055, Y= 63, Z= -10005
[2024-03-26 02:15:08] [world] The Player <GolemDaWanderer> has broke LOG at X= 10055, Y= 65, Z= -10005
[2024-03-26 02:15:09] [world] The Player <GolemDaWanderer> has broke LOG at X= 10055, Y= 66, Z= -10005
[2024-03-26 02:15:10] [world] The Player <GolemDaWanderer> has broke LOG at X= 10055, Y= 67, Z= -10005
[2024-03-26 02:15:11] [world] The Player <GolemDaWanderer> has broke LOG at X= 10055, Y= 68, Z= -10005
[2024-03-26 02:15:15] [world] The Player <GolemDaWanderer> has broke LOG at X= 10059, Y= 64, Z= -9998
[2024-03-26 02:15:16] [world] The Player <GolemDaWanderer> has broke LOG at X= 10059, Y= 65, Z= -9998
[2024-03-26 02:15:17] [world] The Player <GolemDaWanderer> has broke LOG at X= 10059, Y= 66, Z= -9998
[2024-03-26 02:15:18] [world] The Player <GolemDaWanderer> has broke LEAVES at X= 10060, Y= 65, Z= -9998
[2024-03-26 02:15:19] [world] The Player <GolemDaWanderer> has broke LOG at X= 10059, Y= 67, Z= -9998
[2024-03-26 02:15:23] [world] The Player <GolemDaWanderer> has broke LOG at X= 10066, Y= 64, Z= -9992
[2024-03-26 02:15:23] [world] The Player <GolemDaWanderer> has broke LOG at X= 10066, Y= 63, Z= -9992
[2024-03-26 02:15:24] [world] The Player <GolemDaWanderer> has broke LOG at X= 10066, Y= 65, Z= -9992
[2024-03-26 02:15:25] [world] The Player <GolemDaWanderer> has broke LOG at X= 10066, Y= 66, Z= -9992
[2024-03-26 02:15:26] [world] The Player <GolemDaWanderer> has broke LOG at X= 10066, Y= 67, Z= -9992
[2024-03-26 02:15:27] [world] The Player <GolemDaWanderer> has broke LOG at X= 10066, Y= 68, Z= -9992
[2024-03-26 02:15:31] [world] The Player <GolemDaWanderer> has broke LOG at X= 10070, Y= 66, Z= -9993
[2024-03-26 02:15:32] [world] The Player <GolemDaWanderer> has broke LOG at X= 10070, Y= 67, Z= -9993
[2024-03-26 02:15:32] [world] The Player <GolemDaWanderer> has broke LOG at X= 10070, Y= 65, Z= -9993
[2024-03-26 02:15:33] [world] The Player <GolemDaWanderer> has broke LOG at X= 10070, Y= 68, Z= -9993
[2024-03-26 02:15:34] [world] The Player <GolemDaWanderer> has broke LOG at X= 10070, Y= 69, Z= -9993
[2024-03-26 02:15:34] [world] The Player <GolemDaWanderer> has broke LOG at X= 10070, Y= 70, Z= -9993
[2024-03-26 02:15:37] [world] The Player <GolemDaWanderer> has broke LOG at X= 10069, Y= 67, Z= -9996
[2024-03-26 02:15:38] [world] The Player <GolemDaWanderer> has broke LOG at X= 10069, Y= 66, Z= -9996
[2024-03-26 02:15:38] [world] The Player <GolemDaWanderer> has broke LOG at X= 10069, Y= 68, Z= -9996
[2024-03-26 02:15:39] [world] The Player <GolemDaWanderer> has broke LOG at X= 10069, Y= 69, Z= -9996
[2024-03-26 02:15:40] [world] The Player <GolemDaWanderer> has broke LOG at X= 10069, Y= 70, Z= -9996
[2024-03-26 02:15:40] [world] The Player <GolemDaWanderer> has broke LOG at X= 10069, Y= 71, Z= -9996
[2024-03-26 02:15:44] [world] The Player <GolemDaWanderer> has broke LOG at X= 10065, Y= 64, Z= -9988
[2024-03-26 02:15:45] [world] The Player <GolemDaWanderer> has broke LOG at X= 10065, Y= 63, Z= -9988
[2024-03-26 02:15:46] [world] The Player <GolemDaWanderer> has broke LOG at X= 10065, Y= 65, Z= -9988
[2024-03-26 02:15:46] [world] The Player <GolemDaWanderer> has broke LOG at X= 10065, Y= 66, Z= -9988
[2024-03-26 02:15:47] [world] The Player <GolemDaWanderer> has broke LOG at X= 10065, Y= 67, Z= -9988
[2024-03-26 02:15:49] [world] The Player <GolemDaWanderer> has broke LOG at X= 10063, Y= 64, Z= -9984
[2024-03-26 02:15:50] [world] The Player <GolemDaWanderer> has broke LOG at X= 10063, Y= 63, Z= -9984
[2024-03-26 02:15:51] [world] The Player <GolemDaWanderer> has broke LOG at X= 10063, Y= 65, Z= -9984
[2024-03-26 02:15:51] [world] The Player <GolemDaWanderer> has broke LOG at X= 10063, Y= 66, Z= -9984
[2024-03-26 02:15:52] [world] The Player <GolemDaWanderer> has broke LOG at X= 10063, Y= 67, Z= -9984
[2024-03-26 02:15:53] [world] The Player <GolemDaWanderer> has broke LEAVES at X= 10063, Y= 68, Z= -9984
[2024-03-26 02:15:58] [world] The Player <GolemDaWanderer> has broke LOG at X= 10077, Y= 64, Z= -9985
[2024-03-26 02:15:58] [world] The Player <GolemDaWanderer> has broke LOG at X= 10077, Y= 63, Z= -9985
[2024-03-26 02:15:59] [world] The Player <GolemDaWanderer> has broke LOG at X= 10077, Y= 65, Z= -9985
[2024-03-26 02:16:00] [world] The Player <GolemDaWanderer> has broke LOG at X= 10077, Y= 66, Z= -9985
[2024-03-26 02:16:00] [world] The Player <GolemDaWanderer> has broke LOG at X= 10077, Y= 67, Z= -9985
[2024-03-26 02:16:09] [world] The Player <GolemDaWanderer> has broke LOG at X= 10071, Y= 64, Z= -9975
[2024-03-26 02:16:09] [world] The Player <GolemDaWanderer> has broke LOG at X= 10071, Y= 63, Z= -9975
[2024-03-26 02:16:10] [world] The Player <GolemDaWanderer> has broke LOG at X= 10071, Y= 65, Z= -9975
[2024-03-26 02:16:11] [world] The Player <GolemDaWanderer> has broke LOG at X= 10071, Y= 66, Z= -9975
[2024-03-26 02:16:11] [world] The Player <GolemDaWanderer> has broke LOG at X= 10071, Y= 67, Z= -9975
[2024-03-26 02:16:14] [world] The Player <GolemDaWanderer> has broke LOG at X= 10075, Y= 64, Z= -9974
[2024-03-26 02:16:16] [world] The Player <GolemDaWanderer> has broke LOG at X= 10075, Y= 63, Z= -9974
[2024-03-26 02:21:48] [world] The Player <GolemDaWanderer> has broke WORKBENCH at X= 10076, Y= 63, Z= -9974
[2024-03-26 02:22:23] [world] The Player <GolemDaWanderer> has broke DIODE_BLOCK_OFF at X= 9980, Y= 68, Z= -10001
[2024-03-26 11:23:48] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9964
[2024-03-26 11:24:06] [world] The Player <GolemDaWanderer> has broke LOG at X= 10004, Y= 66, Z= -9958
[2024-03-26 11:24:33] [world] The Player <GolemDaWanderer> has broke REDSTONE_TORCH_ON at X= 10007, Y= 66, Z= -9964
[2024-03-26 11:25:25] [world] The Player <GolemDaWanderer> has broke REDSTONE_TORCH_ON at X= 10008, Y= 65, Z= -9937
[2024-03-26 11:25:34] [world] The Player <GolemDaWanderer> has broke REDSTONE_TORCH_ON at X= 10008, Y= 64, Z= -9936
[2024-03-26 11:25:40] [world] The Player <GolemDaWanderer> has broke REDSTONE_TORCH_ON at X= 10009, Y= 64, Z= -9935
[2024-03-26 11:25:44] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10008, Y= 64, Z= -9936
[2024-03-26 11:26:39] [world] The Player <GolemDaWanderer> has broke REDSTONE_TORCH_ON at X= 10008, Y= 64, Z= -9935
[2024-03-26 11:26:51] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 65, Z= -9939
[2024-03-26 11:26:51] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 65, Z= -9941
[2024-03-26 11:26:52] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 65, Z= -9942
[2024-03-26 11:26:52] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 65, Z= -9943
[2024-03-26 11:26:52] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 65, Z= -9944
[2024-03-26 11:26:52] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 65, Z= -9945
[2024-03-26 11:26:53] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9946
[2024-03-26 11:26:53] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9947
[2024-03-26 11:26:53] [world] The Player <GolemDaWanderer> has broke DIODE_BLOCK_OFF at X= 10007, Y= 66, Z= -9948
[2024-03-26 11:26:54] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9949
[2024-03-26 11:26:54] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9950
[2024-03-26 11:26:54] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9951
[2024-03-26 11:26:54] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9952
[2024-03-26 11:26:54] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9953
[2024-03-26 11:26:55] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9954
[2024-03-26 11:26:55] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9955
[2024-03-26 11:26:55] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9956
[2024-03-26 11:26:55] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9957
[2024-03-26 11:26:55] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9958
[2024-03-26 11:26:55] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9959
[2024-03-26 11:26:55] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9960
[2024-03-26 11:26:56] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9961
[2024-03-26 11:26:56] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9962
[2024-03-26 11:26:56] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 66, Z= -9963
[2024-03-26 11:27:00] [world] The Player <GolemDaWanderer> has broke REDSTONE_WIRE at X= 10007, Y= 65, Z= -9940
[2024-03-26 13:04:10] [world] The Player <NezukoChan> has broke STONE at X= -548, Y= 62, Z= 295
[2024-03-26 13:28:52] [world] The Player <NezukoChan> has broke STONE at X= -548, Y= 61, Z= 294
[2024-03-26 13:28:52] [world] The Player <NezukoChan> has broke STONE at X= -547, Y= 61, Z= 294
[2024-03-26 13:28:53] [world] The Player <NezukoChan> has broke STONE at X= -546, Y= 61, Z= 294
[2024-03-26 13:29:12] [world] The Player <NezukoChan> has broke STONE at X= -547, Y= 62, Z= 295
[2024-03-26 13:29:13] [world] The Player <NezukoChan> has broke STONE at X= -548, Y= 62, Z= 294
[2024-03-26 13:29:13] [world] The Player <NezukoChan> has broke STONE at X= -548, Y= 62, Z= 295
[2024-03-26 13:29:15] [world] The Player <NezukoChan> has broke STONE at X= -547, Y= 62, Z= 294
[2024-03-26 13:31:35] [world] The Player <hexa> has broke DEAD_BUSH at X= -474, Y= 66, Z= 319
[2024-03-26 13:31:39] [world] The Player <hexa> has broke DEAD_BUSH at X= -478, Y= 67, Z= 331
[2024-03-26 13:31:41] [world] The Player <hexa> has broke DEAD_BUSH at X= -477, Y= 68, Z= 338
[2024-03-26 13:31:43] [world] The Player <hexa> has broke DEAD_BUSH at X= -471, Y= 69, Z= 332
[2024-03-26 13:32:06] [world] The Player <hexa> has broke LAPIS_ORE at X= -450, Y= 28, Z= 312
[2024-03-26 13:32:08] [world] The Player <hexa> has broke LAPIS_ORE at X= -451, Y= 27, Z= 311
[2024-03-26 13:32:40] [world] The Player <hexa> has broke STONE at X= -460, Y= 16, Z= 307
[2024-03-26 13:32:54] [world] The Player <hexa> has broke STONE at X= -461, Y= 12, Z= 258
[2024-03-26 13:33:01] [world] The Player <hexa> has broke STONE at X= -463, Y= 12, Z= 249
[2024-03-26 13:33:02] [world] The Player <hexa> has broke STONE at X= -463, Y= 12, Z= 250
[2024-03-26 13:33:02] [world] The Player <hexa> has broke STONE at X= -463, Y= 11, Z= 250
[2024-03-26 13:33:03] [world] The Player <hexa> has broke STONE at X= -462, Y= 12, Z= 250
[2024-03-26 13:33:03] [world] The Player <hexa> has broke STONE at X= -463, Y= 12, Z= 251
[2024-03-26 13:33:03] [world] The Player <hexa> has broke STONE at X= -463, Y= 12, Z= 252
[2024-03-26 13:33:04] [world] The Player <hexa> has broke STONE at X= -464, Y= 12, Z= 249
[2024-03-26 13:33:05] [world] The Player <hexa> has broke STONE at X= -465, Y= 11, Z= 249
[2024-03-26 13:33:05] [world] The Player <hexa> has broke STONE at X= -465, Y= 12, Z= 249
[2024-03-26 13:33:15] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 255
[2024-03-26 13:33:18] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 256
[2024-03-26 13:33:19] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 256
[2024-03-26 13:33:21] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 257
[2024-03-26 13:33:21] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 258
[2024-03-26 13:33:22] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 258
[2024-03-26 13:33:25] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 257
[2024-03-26 13:33:25] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 259
[2024-03-26 13:33:25] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 259
[2024-03-26 13:33:26] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 260
[2024-03-26 13:33:26] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 260
[2024-03-26 13:33:27] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 261
[2024-03-26 13:33:27] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 262
[2024-03-26 13:33:28] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 263
[2024-03-26 13:33:28] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 261
[2024-03-26 13:33:29] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 262
[2024-03-26 13:33:29] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 263
[2024-03-26 13:33:29] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 264
[2024-03-26 13:33:30] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 265
[2024-03-26 13:33:30] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 265
[2024-03-26 13:33:31] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 266
[2024-03-26 13:33:31] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 266
[2024-03-26 13:33:31] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 267
[2024-03-26 13:33:32] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 264
[2024-03-26 13:33:32] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 267
[2024-03-26 13:33:33] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 268
[2024-03-26 13:33:33] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 269
[2024-03-26 13:33:33] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 268
[2024-03-26 13:33:34] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 269
[2024-03-26 13:33:34] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 270
[2024-03-26 13:33:35] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 270
[2024-03-26 13:33:35] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 271
[2024-03-26 13:33:38] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 271
[2024-03-26 13:33:39] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 272
[2024-03-26 13:33:40] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 272
[2024-03-26 13:33:40] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 273
[2024-03-26 13:33:40] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 274
[2024-03-26 13:33:41] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 273
[2024-03-26 13:33:41] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 274
[2024-03-26 13:33:42] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 275
[2024-03-26 13:33:42] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 276
[2024-03-26 13:33:43] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 275
[2024-03-26 13:33:45] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 276
[2024-03-26 13:33:45] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 277
[2024-03-26 13:33:46] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 277
[2024-03-26 13:33:46] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 278
[2024-03-26 13:33:47] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 279
[2024-03-26 13:33:47] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 279
[2024-03-26 13:33:47] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 278
[2024-03-26 13:33:48] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 280
[2024-03-26 13:33:48] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 281
[2024-03-26 13:33:49] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 282
[2024-03-26 13:33:49] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 281
[2024-03-26 13:33:50] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 282
[2024-03-26 13:33:50] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 280
[2024-03-26 13:33:50] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 283
[2024-03-26 13:33:51] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 284
[2024-03-26 13:33:51] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 283
[2024-03-26 13:33:52] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 284
[2024-03-26 13:33:52] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 285
[2024-03-26 13:33:52] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 286
[2024-03-26 13:33:55] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 285
[2024-03-26 13:33:56] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 286
[2024-03-26 13:33:56] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 287
[2024-03-26 13:33:57] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 287
[2024-03-26 13:33:57] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 288
[2024-03-26 13:33:58] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 288
[2024-03-26 13:33:58] [world] The Player <hexa> has broke STONE at X= -473, Y= 12, Z= 289
[2024-03-26 13:33:58] [world] The Player <hexa> has broke STONE at X= -473, Y= 11, Z= 289
