[2024-03-28 00:56:07] [world] The Player <xcpc> has broke STONE at X= -440, Y= 57, Z= 266
[2024-03-28 17:18:27] [world] The Player <xcpc> has broke GRASS at X= -305, Y= 69, Z= 278
[2024-03-28 17:18:28] [world] The Player <xcpc> has broke GRASS at X= -305, Y= 69, Z= 277
[2024-03-28 17:18:30] [world] The Player <xcpc> has broke GRASS at X= -305, Y= 69, Z= 276
[2024-03-28 17:18:31] [world] The Player <xcpc> has broke GRASS at X= -305, Y= 69, Z= 275
[2024-03-28 17:18:32] [world] The Player <xcpc> has broke GRASS at X= -305, Y= 69, Z= 274
[2024-03-28 17:18:33] [world] The Player <xcpc> has broke GRASS at X= -305, Y= 69, Z= 273
[2024-03-28 17:18:35] [world] The Player <xcpc> has broke GRASS at X= -305, Y= 69, Z= 272
[2024-03-28 17:18:52] [world] The Player <xcpc> has broke WOOD at X= -312, Y= 73, Z= 281
[2024-03-28 17:19:40] [world] The Player <xcpc> has broke DOUBLE_PLANT at X= -303, Y= 71, Z= 275
[2024-03-28 17:19:47] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 71, Z= 275
[2024-03-28 17:19:48] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 71, Z= 275
[2024-03-28 17:19:50] [world] The Player <xcpc> has broke LOG at X= -302, Y= 71, Z= 275
[2024-03-28 17:19:51] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 72, Z= 275
[2024-03-28 17:19:52] [world] The Player <xcpc> has broke LOG at X= -302, Y= 72, Z= 275
[2024-03-28 17:19:54] [world] The Player <xcpc> has broke LOG at X= -302, Y= 73, Z= 275
[2024-03-28 17:19:55] [world] The Player <xcpc> has broke LOG at X= -302, Y= 70, Z= 275
[2024-03-28 17:20:01] [world] The Player <Milk_Frog> has broke DARK_OAK_FENCE at X= -597, Y= 69, Z= 289
[2024-03-28 17:20:02] [world] The Player <Milk_Frog> has broke DARK_OAK_FENCE at X= -597, Y= 68, Z= 289
[2024-03-28 17:20:21] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 74, Z= 274
[2024-03-28 17:20:22] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 74, Z= 275
[2024-03-28 17:20:23] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 74, Z= 275
[2024-03-28 17:20:24] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 74, Z= 276
[2024-03-28 17:20:25] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 74, Z= 275
[2024-03-28 17:20:25] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 73, Z= 274
[2024-03-28 17:20:26] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 73, Z= 275
[2024-03-28 17:20:27] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 73, Z= 276
[2024-03-28 17:20:28] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 73, Z= 275
[2024-03-28 17:20:28] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 73, Z= 276
[2024-03-28 17:20:29] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 72, Z= 274
[2024-03-28 17:20:30] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 72, Z= 274
[2024-03-28 17:20:31] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 72, Z= 274
[2024-03-28 17:20:32] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 72, Z= 275
[2024-03-28 17:20:33] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 72, Z= 275
[2024-03-28 17:20:33] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 72, Z= 276
[2024-03-28 17:20:34] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 72, Z= 276
[2024-03-28 17:20:35] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 72, Z= 277
[2024-03-28 17:20:35] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 72, Z= 276
[2024-03-28 17:20:36] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 72, Z= 277
[2024-03-28 17:20:37] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 72, Z= 277
[2024-03-28 17:20:39] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 72, Z= 276
[2024-03-28 17:20:40] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 72, Z= 275
[2024-03-28 17:20:40] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 72, Z= 274
[2024-03-28 17:20:41] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 72, Z= 274
[2024-03-28 17:20:41] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 72, Z= 273
[2024-03-28 17:20:43] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 72, Z= 273
[2024-03-28 17:20:44] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 72, Z= 273
[2024-03-28 17:20:45] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 71, Z= 273
[2024-03-28 17:20:46] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 71, Z= 274
[2024-03-28 17:20:46] [world] The Player <xcpc> has broke LONG_GRASS at X= -300, Y= 70, Z= 274
[2024-03-28 17:20:47] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 71, Z= 275
[2024-03-28 17:20:48] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 71, Z= 276
[2024-03-28 17:20:49] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 71, Z= 275
[2024-03-28 17:20:49] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 71, Z= 276
[2024-03-28 17:20:50] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 71, Z= 276
[2024-03-28 17:20:51] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 71, Z= 277
[2024-03-28 17:20:52] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 71, Z= 276
[2024-03-28 17:20:52] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 71, Z= 277
[2024-03-28 17:20:53] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 71, Z= 276
[2024-03-28 17:20:54] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 71, Z= 274
[2024-03-28 17:20:55] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 71, Z= 274
[2024-03-28 17:20:55] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 71, Z= 273
[2024-03-28 17:20:56] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 71, Z= 273
[2024-03-28 17:20:57] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 71, Z= 273
[2024-03-28 17:20:58] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 71, Z= 273
[2024-03-28 17:21:04] [world] The Player <xcpc> has broke SAPLING at X= -302, Y= 70, Z= 275
[2024-03-28 17:21:04] [world] The Player <xcpc> has broke SAPLING at X= -299, Y= 70, Z= 275
[2024-03-28 17:21:05] [world] The Player <xcpc> has broke SAPLING at X= -299, Y= 70, Z= 278
[2024-03-28 17:21:06] [world] The Player <xcpc> has broke SAPLING at X= -299, Y= 70, Z= 281
[2024-03-28 17:21:06] [world] The Player <xcpc> has broke LONG_GRASS at X= -301, Y= 70, Z= 281
[2024-03-28 17:21:07] [world] The Player <xcpc> has broke SAPLING at X= -302, Y= 70, Z= 278
[2024-03-28 17:21:08] [world] The Player <xcpc> has broke SAPLING at X= -302, Y= 70, Z= 281
[2024-03-28 17:21:38] [world] The Player <xcpc> has broke LONG_GRASS at X= -303, Y= 70, Z= 275
[2024-03-28 17:21:38] [world] The Player <xcpc> has broke LONG_GRASS at X= -303, Y= 70, Z= 276
[2024-03-28 17:21:39] [world] The Player <xcpc> has broke LONG_GRASS at X= -302, Y= 70, Z= 276
[2024-03-28 17:21:40] [world] The Player <xcpc> has broke LONG_GRASS at X= -300, Y= 70, Z= 276
[2024-03-28 17:21:40] [world] The Player <xcpc> has broke LONG_GRASS at X= -301, Y= 70, Z= 275
[2024-03-28 17:21:40] [world] The Player <xcpc> has broke LONG_GRASS at X= -301, Y= 70, Z= 274
[2024-03-28 17:21:41] [world] The Player <xcpc> has broke LONG_GRASS at X= -302, Y= 70, Z= 273
[2024-03-28 17:21:41] [world] The Player <xcpc> has broke LONG_GRASS at X= -302, Y= 70, Z= 274
[2024-03-28 17:21:41] [world] The Player <xcpc> has broke LONG_GRASS at X= -303, Y= 70, Z= 274
[2024-03-28 17:21:41] [world] The Player <xcpc> has broke LONG_GRASS at X= -303, Y= 70, Z= 273
[2024-03-28 17:22:18] [world] The Player <Milk_Frog> has broke NETHER_BRICK_STAIRS at X= -599, Y= 68, Z= 290
[2024-03-28 17:22:24] [world] The Player <Milk_Frog> has broke NETHER_BRICK_STAIRS at X= -599, Y= 68, Z= 290
[2024-03-28 17:22:26] [world] The Player <Milk_Frog> has broke NETHER_BRICK_STAIRS at X= -599, Y= 68, Z= 291
[2024-03-28 17:22:28] [world] The Player <Milk_Frog> has broke NETHER_BRICK_STAIRS at X= -599, Y= 68, Z= 290
[2024-03-28 17:22:32] [world] The Player <Milk_Frog> has broke NETHER_FENCE at X= -597, Y= 69, Z= 289
[2024-03-28 17:22:34] [world] The Player <Milk_Frog> has broke NETHER_FENCE at X= -597, Y= 70, Z= 289
[2024-03-28 17:22:39] [world] The Player <xcpc> has broke COBBLESTONE at X= -314, Y= 69, Z= 273
[2024-03-28 17:23:23] [world] The Player <xcpc> has broke DIRT at X= -314, Y= 68, Z= 273
[2024-03-28 17:23:30] [world] The Player <xcpc> has broke STONE at X= -314, Y= 67, Z= 273
[2024-03-28 17:23:32] [world] The Player <xcpc> has broke STONE at X= -314, Y= 66, Z= 273
[2024-03-28 17:23:32] [world] The Player <xcpc> has broke STONE at X= -314, Y= 65, Z= 273
[2024-03-28 17:23:34] [world] The Player <xcpc> has broke STONE at X= -314, Y= 64, Z= 273
[2024-03-28 17:23:46] [world] The Player <xcpc> has broke DIRT at X= -314, Y= 68, Z= 274
[2024-03-28 17:23:49] [world] The Player <xcpc> has broke STONE at X= -314, Y= 67, Z= 274
[2024-03-28 17:23:52] [world] The Player <xcpc> has broke DIRT at X= -314, Y= 68, Z= 275
[2024-03-28 17:23:52] [world] The Player <xcpc> has broke DIRT at X= -314, Y= 67, Z= 275
[2024-03-28 17:23:53] [world] The Player <xcpc> has broke DIRT at X= -314, Y= 68, Z= 276
[2024-03-28 17:23:53] [world] The Player <xcpc> has broke DIRT at X= -314, Y= 67, Z= 276
[2024-03-28 17:23:54] [world] The Player <xcpc> has broke DIRT at X= -314, Y= 68, Z= 277
[2024-03-28 17:23:54] [world] The Player <xcpc> has broke DIRT at X= -314, Y= 67, Z= 277
[2024-03-28 17:23:55] [world] The Player <xcpc> has broke DIRT at X= -314, Y= 68, Z= 278
[2024-03-28 17:23:55] [world] The Player <xcpc> has broke DIRT at X= -314, Y= 67, Z= 278
[2024-03-28 17:23:56] [world] The Player <xcpc> has broke DIRT at X= -314, Y= 68, Z= 279
[2024-03-28 17:23:56] [world] The Player <xcpc> has broke DIRT at X= -314, Y= 67, Z= 279
[2024-03-28 17:23:58] [world] The Player <xcpc> has broke DIRT at X= -313, Y= 68, Z= 274
[2024-03-28 17:23:58] [world] The Player <xcpc> has broke DIRT at X= -313, Y= 68, Z= 275
[2024-03-28 17:23:59] [world] The Player <xcpc> has broke DIRT at X= -313, Y= 68, Z= 276
[2024-03-28 17:23:59] [world] The Player <xcpc> has broke DIRT at X= -313, Y= 68, Z= 277
[2024-03-28 17:24:00] [world] The Player <xcpc> has broke DIRT at X= -313, Y= 68, Z= 278
[2024-03-28 17:24:00] [world] The Player <xcpc> has broke DIRT at X= -313, Y= 68, Z= 279
[2024-03-28 17:24:01] [world] The Player <xcpc> has broke DIRT at X= -313, Y= 67, Z= 279
[2024-03-28 17:24:01] [world] The Player <xcpc> has broke DIRT at X= -313, Y= 67, Z= 278
[2024-03-28 17:24:02] [world] The Player <xcpc> has broke DIRT at X= -313, Y= 67, Z= 277
[2024-03-28 17:24:02] [world] The Player <xcpc> has broke DIRT at X= -313, Y= 67, Z= 276
[2024-03-28 17:24:03] [world] The Player <xcpc> has broke DIRT at X= -312, Y= 68, Z= 279
[2024-03-28 17:24:03] [world] The Player <xcpc> has broke DIRT at X= -312, Y= 67, Z= 279
[2024-03-28 17:24:03] [world] The Player <xcpc> has broke DIRT at X= -311, Y= 68, Z= 279
[2024-03-28 17:24:04] [world] The Player <xcpc> has broke DIRT at X= -311, Y= 67, Z= 279
[2024-03-28 17:24:04] [world] The Player <xcpc> has broke DIRT at X= -310, Y= 68, Z= 279
[2024-03-28 17:24:05] [world] The Player <xcpc> has broke DIRT at X= -310, Y= 67, Z= 279
[2024-03-28 17:24:05] [world] The Player <xcpc> has broke DIRT at X= -311, Y= 68, Z= 278
[2024-03-28 17:24:06] [world] The Player <xcpc> has broke DIRT at X= -311, Y= 67, Z= 278
[2024-03-28 17:24:06] [world] The Player <xcpc> has broke DIRT at X= -312, Y= 68, Z= 278
[2024-03-28 17:24:07] [world] The Player <xcpc> has broke DIRT at X= -312, Y= 67, Z= 278
[2024-03-28 17:24:07] [world] The Player <xcpc> has broke DIRT at X= -310, Y= 68, Z= 278
[2024-03-28 17:24:08] [world] The Player <xcpc> has broke DIRT at X= -310, Y= 67, Z= 278
[2024-03-28 17:24:08] [world] The Player <xcpc> has broke DIRT at X= -312, Y= 68, Z= 277
[2024-03-28 17:24:08] [world] The Player <xcpc> has broke DIRT at X= -312, Y= 67, Z= 277
[2024-03-28 17:24:09] [world] The Player <xcpc> has broke DIRT at X= -311, Y= 68, Z= 277
[2024-03-28 17:24:09] [world] The Player <xcpc> has broke DIRT at X= -311, Y= 67, Z= 277
[2024-03-28 17:24:10] [world] The Player <xcpc> has broke DIRT at X= -310, Y= 68, Z= 277
[2024-03-28 17:24:10] [world] The Player <xcpc> has broke DIRT at X= -311, Y= 68, Z= 276
[2024-03-28 17:24:11] [world] The Player <xcpc> has broke DIRT at X= -312, Y= 68, Z= 276
[2024-03-28 17:24:11] [world] The Player <xcpc> has broke DIRT at X= -310, Y= 68, Z= 276
[2024-03-28 17:24:12] [world] The Player <xcpc> has broke DIRT at X= -311, Y= 68, Z= 275
[2024-03-28 17:24:12] [world] The Player <xcpc> has broke DIRT at X= -312, Y= 68, Z= 275
[2024-03-28 17:24:13] [world] The Player <xcpc> has broke DIRT at X= -310, Y= 68, Z= 275
[2024-03-28 17:24:14] [world] The Player <xcpc> has broke STONE at X= -310, Y= 67, Z= 277
[2024-03-28 17:24:15] [world] The Player <xcpc> has broke STONE at X= -310, Y= 67, Z= 276
[2024-03-28 17:24:16] [world] The Player <xcpc> has broke STONE at X= -310, Y= 67, Z= 275
[2024-03-28 17:24:17] [world] The Player <xcpc> has broke STONE at X= -311, Y= 67, Z= 276
[2024-03-28 17:24:17] [world] The Player <xcpc> has broke STONE at X= -311, Y= 67, Z= 275
[2024-03-28 17:24:18] [world] The Player <xcpc> has broke STONE at X= -312, Y= 67, Z= 276
[2024-03-28 17:24:19] [world] The Player <xcpc> has broke STONE at X= -312, Y= 67, Z= 275
[2024-03-28 17:24:19] [world] The Player <xcpc> has broke STONE at X= -313, Y= 67, Z= 275
[2024-03-28 17:24:20] [world] The Player <xcpc> has broke STONE at X= -313, Y= 67, Z= 274
[2024-03-28 17:24:22] [world] The Player <xcpc> has broke DIRT at X= -312, Y= 68, Z= 274
[2024-03-28 17:24:23] [world] The Player <xcpc> has broke DIRT at X= -313, Y= 68, Z= 273
[2024-03-28 17:24:23] [world] The Player <xcpc> has broke DIRT at X= -312, Y= 68, Z= 273
[2024-03-28 17:24:23] [world] The Player <xcpc> has broke DIRT at X= -311, Y= 68, Z= 274
[2024-03-28 17:24:24] [world] The Player <xcpc> has broke DIRT at X= -311, Y= 68, Z= 273
[2024-03-28 17:24:24] [world] The Player <xcpc> has broke DIRT at X= -310, Y= 68, Z= 274
[2024-03-28 17:24:25] [world] The Player <xcpc> has broke DIRT at X= -310, Y= 68, Z= 273
[2024-03-28 17:24:27] [world] The Player <xcpc> has broke STONE at X= -313, Y= 67, Z= 273
[2024-03-28 17:24:27] [world] The Player <xcpc> has broke STONE at X= -312, Y= 67, Z= 273
[2024-03-28 17:24:28] [world] The Player <xcpc> has broke STONE at X= -312, Y= 67, Z= 274
[2024-03-28 17:24:29] [world] The Player <xcpc> has broke STONE at X= -311, Y= 67, Z= 274
[2024-03-28 17:24:29] [world] The Player <xcpc> has broke STONE at X= -311, Y= 67, Z= 273
[2024-03-28 17:24:30] [world] The Player <xcpc> has broke STONE at X= -310, Y= 67, Z= 273
[2024-03-28 17:24:31] [world] The Player <xcpc> has broke STONE at X= -310, Y= 67, Z= 274
[2024-03-28 17:28:26] [world] The Player <xcpc> has broke LONG_GRASS at X= -294, Y= 71, Z= 283
[2024-03-28 17:28:27] [world] The Player <xcpc> has broke LONG_GRASS at X= -292, Y= 71, Z= 282
[2024-03-28 17:28:28] [world] The Player <xcpc> has broke LONG_GRASS at X= -291, Y= 71, Z= 282
[2024-03-28 17:28:28] [world] The Player <xcpc> has broke LONG_GRASS at X= -291, Y= 71, Z= 283
[2024-03-28 17:28:29] [world] The Player <xcpc> has broke LONG_GRASS at X= -290, Y= 71, Z= 283
[2024-03-28 17:28:29] [world] The Player <xcpc> has broke LONG_GRASS at X= -292, Y= 71, Z= 285
[2024-03-28 17:28:30] [world] The Player <xcpc> has broke LONG_GRASS at X= -292, Y= 71, Z= 286
[2024-03-28 17:28:30] [world] The Player <xcpc> has broke LONG_GRASS at X= -293, Y= 71, Z= 286
[2024-03-28 17:28:30] [world] The Player <xcpc> has broke LONG_GRASS at X= -294, Y= 71, Z= 286
[2024-03-28 17:28:31] [world] The Player <xcpc> has broke LONG_GRASS at X= -293, Y= 71, Z= 288
[2024-03-28 17:28:32] [world] The Player <xcpc> has broke LONG_GRASS at X= -292, Y= 71, Z= 287
[2024-03-28 17:28:33] [world] The Player <xcpc> has broke LONG_GRASS at X= -290, Y= 71, Z= 286
[2024-03-28 17:28:33] [world] The Player <xcpc> has broke LONG_GRASS at X= -291, Y= 71, Z= 287
[2024-03-28 17:28:33] [world] The Player <xcpc> has broke LONG_GRASS at X= -290, Y= 71, Z= 288
[2024-03-28 17:28:34] [world] The Player <xcpc> has broke LONG_GRASS at X= -289, Y= 71, Z= 286
[2024-03-28 17:28:34] [world] The Player <xcpc> has broke LONG_GRASS at X= -288, Y= 71, Z= 287
[2024-03-28 17:28:35] [world] The Player <xcpc> has broke LONG_GRASS at X= -289, Y= 71, Z= 283
[2024-03-28 17:28:42] [world] The Player <xcpc> has broke SAPLING at X= -289, Y= 71, Z= 285
[2024-03-28 17:28:42] [world] The Player <xcpc> has broke SAPLING at X= -289, Y= 71, Z= 284
[2024-03-28 17:28:59] [world] The Player <xcpc> has broke DIRT at X= -294, Y= 71, Z= 288
[2024-03-28 17:29:09] [world] The Player <xcpc> has broke DIRT at X= -287, Y= 70, Z= 281
[2024-03-28 17:29:26] [world] The Player <xcpc> has broke COBBLESTONE at X= -305, Y= 70, Z= 280
[2024-03-28 17:30:05] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 71, Z= 280
[2024-03-28 17:30:07] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 71, Z= 281
[2024-03-28 17:30:09] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 71, Z= 280
[2024-03-28 17:30:13] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 71, Z= 281
[2024-03-28 17:30:14] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 71, Z= 280
[2024-03-28 17:30:15] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 71, Z= 281
[2024-03-28 17:30:15] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 71, Z= 281
[2024-03-28 17:30:19] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 72, Z= 281
[2024-03-28 17:30:20] [world] The Player <xcpc> has broke LOG at X= -302, Y= 71, Z= 282
[2024-03-28 17:30:20] [world] The Player <xcpc> has broke LOG at X= -302, Y= 72, Z= 282
[2024-03-28 17:30:22] [world] The Player <xcpc> has broke LOG at X= -302, Y= 73, Z= 282
[2024-03-28 17:30:23] [world] The Player <xcpc> has broke LOG at X= -302, Y= 70, Z= 282
[2024-03-28 17:30:25] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 71, Z= 282
[2024-03-28 17:30:26] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 72, Z= 282
[2024-03-28 17:30:27] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 71, Z= 282
[2024-03-28 17:30:28] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 71, Z= 283
[2024-03-28 17:30:29] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 72, Z= 282
[2024-03-28 17:30:29] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 72, Z= 283
[2024-03-28 17:30:30] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 71, Z= 283
[2024-03-28 17:30:31] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 72, Z= 283
[2024-03-28 17:30:31] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 71, Z= 284
[2024-03-28 17:30:32] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 72, Z= 284
[2024-03-28 17:30:33] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 71, Z= 284
[2024-03-28 17:30:33] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 72, Z= 284
[2024-03-28 17:30:34] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 71, Z= 283
[2024-03-28 17:30:35] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 72, Z= 283
[2024-03-28 17:30:35] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 71, Z= 284
[2024-03-28 17:30:36] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 71, Z= 284
[2024-03-28 17:30:37] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 72, Z= 284
[2024-03-28 17:30:38] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 71, Z= 283
[2024-03-28 17:30:38] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 72, Z= 283
[2024-03-28 17:30:39] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 71, Z= 283
[2024-03-28 17:30:40] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 72, Z= 283
[2024-03-28 17:30:41] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 71, Z= 282
[2024-03-28 17:30:41] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 71, Z= 282
[2024-03-28 17:30:42] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 72, Z= 282
[2024-03-28 17:30:43] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 71, Z= 281
[2024-03-28 17:30:43] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 72, Z= 281
[2024-03-28 17:30:44] [world] The Player <xcpc> has broke LEAVES at X= -304, Y= 71, Z= 280
[2024-03-28 17:30:45] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 72, Z= 280
[2024-03-28 17:30:46] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 72, Z= 281
[2024-03-28 17:30:47] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 73, Z= 282
[2024-03-28 17:30:47] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 73, Z= 283
[2024-03-28 17:30:48] [world] The Player <xcpc> has broke LEAVES at X= -303, Y= 74, Z= 282
[2024-03-28 17:30:49] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 73, Z= 283
[2024-03-28 17:30:50] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 74, Z= 283
[2024-03-28 17:30:51] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 74, Z= 282
[2024-03-28 17:30:52] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 73, Z= 281
[2024-03-28 17:30:52] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 74, Z= 281
[2024-03-28 17:30:53] [world] The Player <xcpc> has broke LEAVES at X= -302, Y= 72, Z= 280
[2024-03-28 17:30:54] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 72, Z= 281
[2024-03-28 17:30:55] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 72, Z= 281
[2024-03-28 17:30:55] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 72, Z= 280
[2024-03-28 17:30:56] [world] The Player <xcpc> has broke LEAVES at X= -300, Y= 72, Z= 280
[2024-03-28 17:30:57] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 73, Z= 281
[2024-03-28 17:30:58] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 73, Z= 282
[2024-03-28 17:30:58] [world] The Player <xcpc> has broke LEAVES at X= -301, Y= 74, Z= 282
[2024-03-28 17:31:14] [world] The Player <xcpc> has broke SAPLING at X= -289, Y= 71, Z= 286
[2024-03-28 17:31:15] [world] The Player <xcpc> has broke SAPLING at X= -291, Y= 71, Z= 286
[2024-03-28 17:31:15] [world] The Player <xcpc> has broke SAPLING at X= -293, Y= 71, Z= 286
[2024-03-28 17:31:16] [world] The Player <xcpc> has broke SAPLING at X= -295, Y= 71, Z= 286
[2024-03-28 17:31:19] [world] The Player <xcpc> has broke SAPLING at X= -294, Y= 71, Z= 287
[2024-03-28 17:31:29] [world] The Player <xcpc> has broke SAPLING at X= -289, Y= 71, Z= 285
[2024-03-28 17:31:30] [world] The Player <xcpc> has broke SAPLING at X= -291, Y= 71, Z= 285
[2024-03-28 17:31:30] [world] The Player <xcpc> has broke SAPLING at X= -293, Y= 71, Z= 285
[2024-03-28 17:31:30] [world] The Player <xcpc> has broke SAPLING at X= -295, Y= 71, Z= 285
[2024-03-28 17:31:33] [world] The Player <xcpc> has broke SAPLING at X= -295, Y= 71, Z= 287
[2024-03-28 17:31:33] [world] The Player <xcpc> has broke SAPLING at X= -292, Y= 71, Z= 287
[2024-03-28 17:31:34] [world] The Player <xcpc> has broke SAPLING at X= -289, Y= 71, Z= 287
[2024-03-28 17:31:39] [world] The Player <xcpc> has broke SAPLING at X= -289, Y= 71, Z= 283
[2024-03-28 17:31:39] [world] The Player <xcpc> has broke SAPLING at X= -291, Y= 71, Z= 283
[2024-03-28 17:31:40] [world] The Player <xcpc> has broke SAPLING at X= -293, Y= 71, Z= 283
[2024-03-28 17:31:41] [world] The Player <xcpc> has broke SAPLING at X= -295, Y= 71, Z= 283
[2024-03-28 17:32:05] [world] The Player <xcpc> has broke LEAVES at X= -294, Y= 72, Z= 284
[2024-03-28 17:32:06] [world] The Player <xcpc> has broke LEAVES at X= -294, Y= 72, Z= 283
[2024-03-28 17:32:07] [world] The Player <xcpc> has broke LEAVES at X= -294, Y= 72, Z= 282
[2024-03-28 17:32:07] [world] The Player <xcpc> has broke LEAVES at X= -294, Y= 73, Z= 284
[2024-03-28 17:32:08] [world] The Player <xcpc> has broke LEAVES at X= -294, Y= 73, Z= 283
[2024-03-28 17:32:09] [world] The Player <xcpc> has broke LEAVES at X= -294, Y= 73, Z= 282
[2024-03-28 17:32:09] [world] The Player <xcpc> has broke LEAVES at X= -294, Y= 72, Z= 281
[2024-03-28 17:32:10] [world] The Player <xcpc> has broke LEAVES at X= -294, Y= 73, Z= 281
[2024-03-28 17:32:11] [world] The Player <xcpc> has broke LEAVES at X= -293, Y= 72, Z= 281
[2024-03-28 17:32:11] [world] The Player <xcpc> has broke LEAVES at X= -293, Y= 73, Z= 281
[2024-03-28 17:32:12] [world] The Player <xcpc> has broke LEAVES at X= -293, Y= 74, Z= 281
