[2024-03-20 19:10:44] [world] The Player <NezukoChan> has emptied WATER BUCKET at X= -10184, Y= 65, Z= 4112
[2024-03-21 12:35:30] [world] The Player <I_am_amazing> has emptied WATER BUCKET at X= -1252, Y= 9, Z= -395
[2024-03-21 12:35:43] [world] The Player <character> has emptied WATER BUCKET at X= -370, Y= 88, Z= -56
[2024-03-21 12:35:52] [world] The Player <I_am_amazing> has emptied WATER BUCKET at X= -1240, Y= 12, Z= -389
[2024-03-21 12:37:38] [world] The Player <I_am_amazing> has emptied WATER BUCKET at X= -1207, Y= 12, Z= -406
[2024-03-21 12:37:39] [world] The Player <I_am_amazing> has emptied WATER BUCKET at X= -1208, Y= 12, Z= -406
[2024-03-21 12:49:42] [world] The Player <Tester> has emptied WATER BUCKET at X= -10177, Y= 63, Z= 4115
[2024-03-21 13:29:59] [world] The Player <Tester> has emptied WATER BUCKET at X= -1536, Y= 50, Z= -117
[2024-03-21 13:30:02] [world] The Player <Tester> has emptied WATER BUCKET at X= -1536, Y= 50, Z= -117
[2024-03-21 13:57:51] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:57:52] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:57:53] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:57:54] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:57:54] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:57:54] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:57:55] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:57:56] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:57:57] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:57:58] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:57:58] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:57:58] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:57:59] [world] The Player <hexa> has emptied WATER BUCKET at X= 999999, Y= 61, Z= 1000000
[2024-03-21 13:58:16] [world] The Player <hexa> has emptied WATER BUCKET at X= 1000000, Y= 62, Z= 1000000
[2024-03-21 13:58:21] [world] The Player <hexa> has emptied WATER BUCKET at X= 1000000, Y= 60, Z= 1000000
[2024-03-21 13:58:23] [world] The Player <hexa> has emptied WATER BUCKET at X= 1000000, Y= 62, Z= 1000000
[2024-03-21 13:58:36] [world] The Player <hexa> has emptied WATER BUCKET at X= 1000000, Y= 61, Z= 1000000
[2024-03-21 13:58:41] [world] The Player <hexa> has emptied WATER BUCKET at X= 1000004, Y= 62, Z= 1000003
[2024-03-21 13:59:28] [world] The Player <hexa> has emptied WATER BUCKET at X= 999965, Y= 85, Z= 1000016
[2024-03-21 14:00:34] [world] The Player <hexa> has emptied WATER BUCKET at X= 999957, Y= 80, Z= 1000015
[2024-03-21 14:01:01] [world] The Player <hexa> has emptied WATER BUCKET at X= 999897, Y= 71, Z= 1000035
[2024-03-21 14:01:09] [world] The Player <hexa> has emptied WATER BUCKET at X= 999900, Y= 64, Z= 1000041
[2024-03-21 14:01:11] [world] The Player <hexa> has emptied WATER BUCKET at X= 999902, Y= 62, Z= 1000044
[2024-03-21 14:01:11] [world] The Player <hexa> has emptied WATER BUCKET at X= 999901, Y= 62, Z= 1000045
[2024-03-21 14:01:17] [world] The Player <hexa> has emptied WATER BUCKET at X= 999898, Y= 60, Z= 1000053
[2024-03-21 14:01:18] [world] The Player <hexa> has emptied WATER BUCKET at X= 999898, Y= 61, Z= 1000054
[2024-03-21 14:01:21] [world] The Player <hexa> has emptied WATER BUCKET at X= 999894, Y= 62, Z= 1000058
[2024-03-21 14:01:29] [world] The Player <hexa> has emptied WATER BUCKET at X= 999880, Y= 66, Z= 1000050
[2024-03-21 14:01:59] [world] The Player <hexa> has emptied WATER BUCKET at X= 999904, Y= 75, Z= 1000023
[2024-03-21 14:02:58] [world_the_end] The Player <Tester> has emptied WATER BUCKET at X= -167, Y= 101, Z= 44
