[2024-03-31 13:37:54] [world] The Player <Tester> has emptied WATER BUCKET at X= -541, Y= 63, Z= -118
[2024-03-31 20:13:24] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:13:24] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:13:25] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:13:25] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:13:25] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:13:25] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:13:25] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:13:26] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:13:42] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:13:42] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:13:42] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:13:42] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:13:42] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:14:17] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:14:19] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 20:14:55] [world] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -10301, Y= 39, Z= 4029
[2024-03-31 21:38:21] [world_the_end] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= 43, Y= 62, Z= -12
[2024-03-31 21:47:46] [world_the_end] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -41, Y= 67, Z= -7
[2024-03-31 21:47:47] [world_the_end] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -42, Y= 68, Z= -8
[2024-03-31 21:47:56] [world_the_end] The Player <GolemDaWanderer> has emptied WATER BUCKET at X= -39, Y= 65, Z= -8
